Parent	Type	Child	Weight	Probability	Score
G1	-	G1	-0.000622	0.372662	-0.000635
G2	+	G1	0.033226	0.560144	0.050998
G3	+	G1	0.038794	0.686045	0.072928
G4	+	G1	0.021052	0.482517	0.027834
G5	-	G1	-0.022235	0.468694	-0.028556
G6	+	G1	0.013279	0.188717	0.006867
G7	-	G1	-0.018238	0.403203	-0.020150
G8	+	G1	0.061303	0.945620	0.158846
G9	-	G1	-0.015375	0.474771	-0.020002
G10	-	G1	-0.013366	0.309533	-0.011337
G11	+	G1	0.000090	0.499871	0.000123
G12	+	G1	0.064621	0.960533	0.170082
G13	-	G1	-0.066482	0.993317	-0.180953
G14	+	G1	0.006953	0.342191	0.006520
G15	-	G1	-0.046852	0.937388	-0.120342
G16	+	G1	0.019872	0.501957	0.027333
G17	-	G1	-0.015582	0.475237	-0.020291
G18	+	G1	0.011986	0.496930	0.016321
G19	-	G1	-0.042406	0.905522	-0.105220
G20	-	G1	-0.015900	0.436041	-0.018997
G21	+	G1	0.016781	0.396219	0.018219
G22	+	G1	0.011728	0.497078	0.015975
G23	-	G1	-0.002157	0.466042	-0.002754
G24	+	G1	0.058946	0.897370	0.144944
G25	+	G1	0.003634	0.481850	0.004798
G26	-	G1	-0.014000	0.441201	-0.016926
G27	+	G1	0.019789	0.439215	0.023816
G28	-	G1	-0.024550	0.433261	-0.029146
G29	+	G1	0.071484	0.969310	0.189865
G30	-	G1	-0.016271	0.376452	-0.016784
G31	+	G1	0.034765	0.669293	0.063758
G32	+	G1	0.013130	0.493924	0.017770
G33	+	G1	0.013568	0.336117	0.012496
G34	+	G1	0.100860	0.996663	0.275449
G35	-	G1	-0.008432	0.300731	-0.006948
G36	+	G1	0.040977	0.664118	0.074569
G37	-	G1	-0.007255	0.486903	-0.009679
G38	-	G1	-0.002779	0.309747	-0.002359
G39	-	G1	-0.034988	0.798945	-0.076596
G40	+	G1	0.016844	0.257972	0.011907
G41	-	G1	-0.031222	0.460809	-0.039423
G42	+	G1	0.067454	0.983636	0.181810
G43	+	G1	0.028132	0.551995	0.042551
G44	-	G1	-0.005817	0.309623	-0.004935
G45	-	G1	-0.056333	0.966728	-0.149224
G46	+	G1	0.009279	0.302418	0.007689
G47	+	G1	0.003747	0.448464	0.004605
G48	+	G1	0.021918	0.370509	0.022252
G49	+	G1	0.107492	0.999765	0.294475
G50	+	G1	0.089938	0.999469	0.246312
G51	-	G1	-0.004712	0.358236	-0.004626
G52	+	G1	0.037818	0.562558	0.058296
G53	+	G1	0.000746	0.301063	0.000616
G54	-	G1	-0.004945	0.258610	-0.003505
G55	+	G1	0.073029	0.991857	0.198481
G56	+	G1	0.077897	0.995468	0.212482
G57	+	G1	0.007879	0.342489	0.007394
G58	-	G1	-0.019797	0.396633	-0.021516
G59	-	G1	-0.047874	0.847550	-0.111183
G60	+	G1	0.044599	0.808865	0.098851
G61	-	G1	-0.003578	0.425077	-0.004167
G62	+	G1	0.026828	0.476655	0.035041
G63	-	G1	-0.026639	0.555809	-0.040571
G64	-	G1	-0.009673	0.495392	-0.013131
G65	+	G1	0.050137	0.881426	0.121093
G66	-	G1	-0.051295	0.920704	-0.129410
G67	-	G1	-0.003177	0.347975	-0.003029
G68	-	G1	-0.049524	0.619336	-0.084045
G69	-	G1	-0.047887	0.930967	-0.122158
G70	+	G1	0.020468	0.429247	0.024074
G71	-	G1	-0.014840	0.408576	-0.016614
G72	-	G1	-0.001352	0.267862	-0.000993
G73	-	G1	-0.057456	0.982401	-0.154668
G74	-	G1	-0.031380	0.455218	-0.039143
G75	-	G1	-0.009015	0.319823	-0.007900
G76	+	G1	0.006181	0.268673	0.004550
G77	+	G1	0.018221	0.378008	0.018873
G78	+	G1	0.061966	0.914828	0.155334
G79	+	G1	0.015631	0.407317	0.017446
G80	-	G1	-0.028299	0.376899	-0.029226
G81	+	G1	0.006464	0.347088	0.006148
G82	-	G1	-0.005828	0.304981	-0.004870
G83	+	G1	0.017624	0.231604	0.011184
G84	+	G1	0.015355	0.362535	0.015253
G85	-	G1	-0.047966	0.924217	-0.121475
G86	-	G1	-0.002659	0.306218	-0.002231
G87	+	G1	0.003315	0.322752	0.002932
G88	-	G1	-0.015874	0.345147	-0.015013
G89	+	G1	0.017352	0.502768	0.023906
G90	-	G1	-0.015223	0.504117	-0.021029
G91	-	G1	-0.087538	0.999731	-0.239803
G92	+	G1	0.005354	0.241186	0.003539
G93	-	G1	-0.009317	0.500034	-0.012765
G94	-	G1	-0.015721	0.381282	-0.016425
G95	-	G1	-0.015031	0.427376	-0.017603
G96	-	G1	-0.010121	0.329887	-0.009149
G97	-	G1	-0.072054	0.995427	-0.196536
G98	+	G1	0.057722	0.955180	0.151077
G99	-	G1	-0.027170	0.496199	-0.036942
G100	+	G1	0.005916	0.426585	0.006915
G1	+	G2	0.025001	0.410090	0.028093
G2	+	G2	0.060413	0.742424	0.122902
G3	-	G2	-0.002401	0.251901	-0.001657
G4	+	G2	0.039918	0.504798	0.055216
G5	-	G2	-0.041157	0.493846	-0.055695
G6	-	G2	-0.013145	0.174730	-0.006294
G7	+	G2	0.064337	0.761166	0.134187
G8	+	G2	0.013272	0.237847	0.008650
G9	+	G2	0.078098	0.940416	0.201248
G10	+	G2	0.004105	0.246320	0.002770
G11	-	G2	-0.001593	0.499937	-0.002182
G12	-	G2	-0.018955	0.357101	-0.018548
G13	+	G2	0.035110	0.532065	0.051189
G14	-	G2	-0.051044	0.699323	-0.097813
G15	+	G2	0.004937	0.323134	0.004371
G16	+	G2	0.004680	0.473448	0.006071
G17	+	G2	0.044010	0.639982	0.077177
G18	+	G2	0.021455	0.500894	0.029447
G19	+	G2	0.145336	0.999852	0.398183
G20	-	G2	-0.023786	0.408783	-0.026643
G21	+	G2	0.037332	0.564745	0.057771
G22	-	G2	-0.037598	0.527683	-0.054364
G23	-	G2	-0.013088	0.473966	-0.016998
G24	+	G2	0.072223	0.813832	0.161059
G25	+	G2	0.003471	0.483714	0.004601
G26	+	G2	0.052167	0.720664	0.103016
G27	+	G2	0.021068	0.416083	0.024020
G28	+	G2	0.010624	0.336325	0.009791
G29	-	G2	-0.010145	0.267658	-0.007441
G30	+	G2	0.149701	0.999957	0.410185
G31	+	G2	0.009265	0.353595	0.008977
G32	+	G2	0.019989	0.494346	0.027076
G33	+	G2	0.016023	0.317109	0.013923
G34	+	G2	0.001031	0.314118	0.000887
G35	+	G2	0.069010	0.675342	0.127706
G36	-	G2	-0.043883	0.405580	-0.048769
G37	-	G2	-0.020466	0.495224	-0.027772
G38	+	G2	0.120129	0.992808	0.326803
G39	+	G2	0.049830	0.692516	0.094557
G40	+	G2	0.107180	0.992309	0.291430
G41	-	G2	-0.103531	0.886122	-0.251385
G42	+	G2	0.053336	0.735497	0.107492
G43	+	G2	0.014292	0.368898	0.014447
G44	-	G2	-0.060291	0.562531	-0.092933
G45	-	G2	-0.084479	0.938163	-0.217171
G46	+	G2	0.181129	0.999998	0.496320
G47	-	G2	-0.030579	0.479820	-0.040204
G48	-	G2	-0.173378	0.999988	-0.475077
