Gene1	Gene2	EdgeWeight
G32	G89	3.4474588571093703
G38	G89	3.4324230076015096
G97	G89	3.42377615578668
G92	G89	3.37704399980603
G99	G89	3.3503262691497797
G35	G89	3.3111846310473503
G20	G89	3.2873213198194398
G16	G89	3.2291617335705
G91	G89	3.1965312396086003
G32	G70	3.15409516660658
G38	G70	3.1511903727042503
G97	G70	3.1407618113668705
G92	G70	3.10842976559342
G99	G70	3.08118848845827
G94	G89	3.06048234699271
G35	G70	3.0422432335732
G86	G89	3.03187996715657
G85	G89	3.00479632521078
G20	G70	3.0001149698933305
G93	G89	2.97865222229241
G32	G56	2.97652645174909
G38	G56	2.97632657823833
G51	G89	2.96966708413377
G97	G56	2.9657599001315296
G16	G70	2.93885116424931
G92	G56	2.93778770432652
G91	G70	2.93014717581841
G89	G89	2.92894816676033
G99	G56	2.91105641586384
G100	G89	2.8991276410347404
G32	G25	2.88757316005848
G49	G89	2.88261989047028
G38	G25	2.8789237446352405
G35	G56	2.8737484647982097
G97	G25	2.87065369233759
G64	G89	2.86723748596266
G44	G89	2.83838986504013
G92	G25	2.83538898906104
G94	G70	2.8339718893180494
G20	G56	2.829514238568
G76	G89	2.8195047451599105
G99	G25	2.8117249932304
G42	G89	2.8110598697069
G86	G70	2.81022903899298
G63	G89	2.80213787254008
G38	G46	2.77802329687934
G35	G25	2.77791006918394
G32	G46	2.77590169898992
G38	G79	2.77469352509376
G32	G79	2.7744901516157903
G16	G56	2.76931256944709
G97	G46	2.76776454077982
G91	G56	2.76624167754205
G97	G79	2.7644326605283798
G85	G70	2.76181906075341
G20	G25	2.75012818724847
G92	G46	2.74380251075913
G92	G79	2.73896049893663
G32	G18	2.73884438029494
G30	G89	2.7318261122278398
G93	G70	2.73035424960491
G38	G18	2.72088314303924
G96	G89	2.7189537772118997
G99	G46	2.7186391292491097
G97	G18	2.7150761778472297
G99	G79	2.7130641811914
G12	G89	2.71246053618603
G51	G70	2.7077521112372596
G100	G70	2.7074644867552595
G16	G25	2.6977717417281095
G49	G70	2.6966124877313598
G35	G46	2.6830044492410896
G94	G56	2.6817763352355097
G35	G79	2.6785996083908103
G91	G25	2.6784212611417497
G89	G70	2.67403511526746
G19	G89	2.67254487763433
G92	G18	2.67242014303122
G86	G56	2.6599958529252796
G99	G18	2.6518971517033596
G20	G79	2.63733413872527
G20	G46	2.63712200589669
G64	G70	2.62459415669354
G35	G18	2.6229104568809505
G80	G89	2.61946579377176
G20	G18	2.61479856343546
G37	G89	2.6129698785182995
G85	G56	2.60876701203445
G44	G70	2.60785129339666
G76	G70	2.5849325213406096
G91	G46	2.58119760810679
G16	G46	2.5797484512576
G16	G79	2.5797196734772103
G91	G79	2.57808184915187
G93	G56	2.5778492694088397
G94	G25	2.57517833291665
G16	G18	2.57128252026137
G100	G56	2.5674236693594503
G63	G70	2.56639808434005
G42	G70	2.5637731113565
G6	G89	2.5606765685357002
G49	G56	2.5583320864070203
G51	G56	2.5528131912363503
G86	G25	2.5522283622802795
G32	G19	2.54647320900141
G96	G70	2.54427853883628
G45	G89	2.54401117161353
G38	G51	2.53447425839445
G91	G18	2.53435094419886
G12	G70	2.52702238043827
G32	G51	2.5255988735810697
G89	G56	2.52338925246907
G97	G51	2.52277627491685
G38	G19	2.52147979131582
G85	G25	2.5205185950348397
G97	G19	2.51886637529678
G94	G46	2.50880772123603
G92	G51	2.50819267416869
G30	G70	2.50386936182089
G94	G79	2.49955006321374
G93	G25	2.49633262059653
G86	G46	2.48896191118479
G51	G25	2.4819138986119
G99	G51	2.48149719050084
G86	G79	2.4794644515589903
G64	G56	2.4775655136675296
G92	G19	2.4706143276715697
G80	G70	2.46440142848811
G44	G56	2.46348070947294
G99	G19	2.45596899768578
G89	G25	2.45295702645842
G66	G89	2.44986203533268
G35	G51	2.44801451532886
G100	G25	2.44791169462987
G34	G89	2.44550938782782
G76	G56	2.44035087288179
G20	G19	2.4374471403095095
G85	G46	2.43614840230408
G49	G25	2.4358014900110097
G85	G79	2.43084825986391
G35	G19	2.43033586257467
G63	G56	2.4224974877161096
G19	G70	2.41844969889319
G42	G56	2.4174936847868502
G96	G56	2.4137535127625
G94	G18	2.41095387818807
G16	G19	2.4068218025697203
G100	G46	2.40657351782053
G93	G46	2.40517574953706
G93	G79	2.4030630485325197
G64	G25	2.40209437330652
G49	G46	2.39884764539045
G12	G56	2.39474076388999
G20	G51	2.3940715683922003
G100	G79	2.3939275824671804
G86	G18	2.3871562422363
G49	G79	2.38597919729192
G44	G25	2.38079419309275
G51	G46	2.3790238037092
G51	G79	2.37844014618071
G37	G70	2.37816619554684
G85	G18	2.37798039942084
G6	G70	2.37286430759827
G18	G89	2.36755286583157
G30	G56	2.36413380433823
G76	G25	2.36337917304518
G45	G70	2.3632317554521403
G93	G18	2.36275469589091
G51	G18	2.36037678361202
G91	G19	2.35488015742304
G89	G79	2.3548303495716
G42	G25	2.3512851045087797
G89	G46	2.35093502639005
G91	G51	2.34962616786548
G63	G25	2.3468234900542204
G80	G56	2.3409061419273196
G89	G18	2.33436410406875
G16	G51	2.33352395711535
G64	G79	2.31045397544017
G64	G46	2.3104312669199802
G66	G70	2.30392762625068
G94	G51	2.3008581568292
G44	G46	2.29987444442406
G96	G25	2.2972752227965096
G44	G79	2.29636633784529
G73	G89	2.29233816565856
G30	G25	2.29033544580223
G12	G25	2.28787040936108
G86	G51	2.2847603926036
G34	G70	2.2796072055856897
G43	G89	2.2777505064123
G64	G18	2.27762395483888
G76	G46	2.2773203535897903
G19	G56	2.27697241395041
G76	G79	2.2741402093853798
G100	G18	2.2715111294524197
G69	G89	2.27115860740395
G96	G46	2.26365358508356
G63	G46	2.2597734682006805
G63	G79	2.25808425900761
G49	G18	2.25650280284567
G42	G79	2.25297742953847
G42	G46	2.2528757545823397
G96	G79	2.25061928634137
G44	G18	2.24766481230844
G6	G56	2.2465803638754602
G12	G46	2.2436086763152403
G37	G56	2.2414006189677202
G15	G89	2.24035792244063
G45	G56	2.2383620340212698
G42	G18	2.2371352103897597
G76	G18	2.23636018746619
G12	G79	2.2322871208061
G19	G25	2.23035068235169
G63	G18	2.22253455362325
G100	G51	2.2220157043545203
G85	G51	2.22100915066825
G94	G19	2.21963272205186
