TF	target	importance
G22	G77	86.53646272180802
G77	G22	78.50397430667032
G98	G77	54.79597901305338
G91	G90	53.00398624501635
G49	G65	48.57308958602561
G84	G79	46.14235369230173
G41	G76	46.12983005343023
G77	G25	44.38674544782619
G65	G49	43.90836842859299
G82	G85	43.00758012828235
G80	G89	42.84617001181132
G9	G79	41.77824612785194
G84	G9	41.71517973045651
G92	G84	40.488649751368925
G79	G89	39.84886024339887
G73	G72	39.77100005335034
G72	G73	39.526345697297806
G12	G99	38.32803730728525
G23	G3	37.57331045255899
G25	G84	37.4952403540348
G25	G22	37.48432516204929
G91	G76	37.2574843504837
G85	G30	37.19352483900479
G9	G80	36.96465695449189
G3	G25	36.69608910442355
G16	G86	36.68434246177351
G33	G72	36.62114039598331
G79	G80	35.730966056667064
G76	G41	35.38915589552022
G16	G95	34.92157144482476
G29	G28	33.49623664230923
G90	G91	33.45972288912398
G72	G33	33.30011782225059
G99	G34	33.233903955869245
G95	G94	33.10090487627446
G30	G85	33.07078480807012
G9	G89	32.87927604855806
G25	G77	32.68911824944798
G10	G84	32.51634308533625
G22	G25	32.2886781064999
G80	G84	31.69914356588628
G84	G80	31.69760349784148
G36	G35	31.334205973382883
G50	G53	31.30230069963057
G84	G89	30.784843018535877
G80	G9	30.619028468514195
G24	G15	30.539182677473494
G13	G82	30.37742734846289
G99	G35	30.22750734830588
G94	G48	30.10874890342812
G12	G53	30.105595521346928
G76	G26	29.950781645943877
G99	G36	29.762679330011142
G99	G21	29.67943115326105
G97	G93	29.650370690498406
G32	G98	29.626459541038326
G32	G25	29.531001513386975
G80	G78	29.40621051254941
G8	G86	29.292222595309315
G84	G25	29.165198885993632
G91	G83	29.000103080849996
G88	G42	28.99866948373973
G73	G30	28.925684241076908
G77	G98	28.924596481296074
G89	G80	28.57810440929256
G48	G95	28.57704119158716
G73	G33	28.502184023441064
G52	G21	28.33889627037157
G34	G99	28.27475887933485
G73	G74	28.174538160690236
G28	G100	28.11800664050451
G3	G23	27.96995244981656
G79	G21	27.722701007020678
G90	G39	27.61157174874335
G52	G92	27.39616358796049
G97	G81	27.385556106058278
G76	G67	27.37979651891938
G81	G96	27.370629695856547
G98	G32	27.186152827293217
G11	G8	27.170155586530942
G29	G32	27.138947824221567
G98	G22	27.080905197574644
G42	G16	26.937975998065784
G3	G84	26.801289814264045
G99	G12	26.65573809734022
G9	G75	26.604983571425617
G33	G73	26.52440450826889
G79	G9	26.504529064732036
G80	G79	26.475050364881763
G35	G99	26.470845896991545
G32	G28	26.367890164588225
G68	G41	26.326578599311365
G79	G76	26.311404639599264
G80	G61	26.249868864490125
G34	G12	26.190532906686755
G56	G100	26.1130209463354
G56	G63	26.06195646693037
G64	G39	25.653765588356748
G53	G8	25.652692321039435
G71	G73	25.429840431345447
G25	G3	25.32892960781784
G83	G76	25.28350299374924
G53	G13	25.27372231642883
G30	G82	25.245605832556702
G34	G36	25.196203960015378
G96	G81	25.18528500933911
G16	G42	25.152146321027576
G46	G71	25.071904301604192
G24	G90	24.98335214767883
G92	G52	24.979125211259447
G30	G41	24.976287080694814
G12	G13	24.838425825526276
G79	G83	24.76830656039509
G94	G95	24.74730821838582
G57	G90	24.58634970158478
G30	G76	24.539361058880694
G48	G91	24.512715266142227
G79	G84	24.330433200988747
G74	G73	24.310265134354623
G30	G26	23.73632086097863
G84	G88	23.609201357889518
G64	G8	23.505658847669512
G28	G32	23.5034219387417
G56	G28	23.484668083650703
G25	G37	23.46705382282966
G90	G54	23.4487129374694
G35	G34	23.35932422979317
G30	G31	23.337086454317035
G86	G21	23.320294107560315
G91	G87	23.28434379205325
G36	G34	23.269664945586058
G72	G41	23.26784820273629
G89	G88	23.22811852466648
G80	G77	23.20218418454332
G4	G54	23.12075726075113
G42	G54	23.087501434669363
G21	G52	23.07855543866385
G65	G95	22.75245112415766
G40	G50	22.68996585500481
G84	G10	22.600732914521252
G66	G71	22.551133576016248
G69	G46	22.471399012203207
G13	G53	22.225995739581993
G23	G84	22.21372354291737
G84	G92	22.21215313299119
G3	G77	22.18500612456208
G61	G80	22.16763722150678
G8	G21	22.163050986923434
G2	G95	22.14338115420501
G64	G63	22.09051158873262
G2	G97	21.931950959858938
G50	G40	21.795899557530042
G68	G71	21.794431084091908
G71	G46	21.722371606083172
G41	G30	21.644505046804735
G79	G19	21.624638286424304
G16	G14	21.577599456456074
G85	G82	21.54822316992415
G57	G24	21.501491429763064
G67	G8	21.478745377914827
G88	G89	21.354783298805422
G96	G22	21.322252873662976
G8	G64	21.294535900706098
G91	G48	21.275484176932988
G35	G36	21.251955626394516
G28	G98	21.19063363219255
G83	G91	21.169306812377943
G29	G86	20.98866888511821
G3	G47	20.93677140089931
G54	G43	20.8337317840955
G41	G26	20.8054597117902
G26	G77	20.745984765228656
G79	G88	20.7070323559834
G25	G4	20.683731359920984
G27	G21	20.632445950630625
G79	G87	20.629164440857487
G67	G76	20.391099291180222
G37	G25	20.377050400092383
G94	G16	20.234159574414768
G48	G18	20.232399219180984
G40	G53	20.176949210462606
G39	G92	20.15569194582903
G81	G90	20.144667647261432
G80	G25	20.110725058102656
G29	G33	20.100530735686323
G85	G97	20.06310549494526
G53	G64	20.054966812667203
G15	G24	19.978779336180214
G74	G46	19.925360414013927
G23	G25	19.90596859753175
G77	G41	19.901248726423088
G3	G22	19.8189392615438
G42	G86	19.804578227238206
G76	G91	19.671591289124258
G9	G84	19.635196706848227
G87	G12	19.613939705819362
G68	G26	19.5569534321951
G48	G94	19.517613611336017
G32	G56	19.42564891272575
G15	G90	19.41476655268624
G57	G15	19.332268775999626
G65	G85	19.279717791668354
G75	G83	19.25334453612748
G50	G13	19.17756295947191
G53	G68	19.14837014250825
G34	G35	19.0692495101797
G98	G28	18.997909699939473
G22	G98	18.9924926352101
G89	G84	18.978564387093574
G42	G88	18.97667293982743
G14	G86	18.882022866288903
G70	G36	18.869137032863733
G68	G73	18.862850397348186
G28	G29	18.814145551818157
G91	G41	18.69471023004488
G21	G16	18.68489235978084
G14	G16	18.67256401090079
G59	G93	18.60542518849271
G14	G63	18.563739645648454
G71	G68	18.527714598496754
G24	G57	18.519251792029795
G80	G22	18.484092168018055
G15	G57	18.459748119881834
G70	G34	18.448747251294474
G50	G54	18.444470643282457
G53	G12	18.416404160963477
G96	G52	18.39348625456275
G49	G24	18.36828751714236
G53	G35	18.314077717934445
G73	G71	18.280087244638317
G68	G82	18.24818369433483
G79	G91	18.18722043284345
G41	G68	18.1327508900974
G46	G76	18.13165362045542
G33	G25	18.10847397878224
G86	G16	18.07936580966307
G39	G90	18.067053806596597
G21	G99	18.015396845475713
G54	G42	18.014469197256066
G98	G25	17.904540813314316
G85	G24	17.90159226322238
G32	G29	17.89114103564145
G35	G93	17.884052690292112
G19	G76	17.878622958312892
G65	G94	17.84287428738171
G48	G10	17.839194163750264
G21	G8	17.77980133026022
G39	G52	17.769799140491095
G80	G54	17.73367304878389
G89	G9	17.73046226528902
G77	G92	17.72979912589975
G79	G48	17.718764744255665
G29	G71	17.718696406976132
G53	G11	17.690832986127493
G84	G77	17.55626502637696
G48	G90	17.50680410104335
G32	G77	17.480128756450807
G11	G64	17.42864072227884
G16	G21	17.42678071777426
G86	G14	17.380576214706778
G39	G63	17.368821203350834
G100	G46	17.354071190888735
G73	G31	17.248570803961073
G12	G21	17.247468130634076
G39	G14	17.21400025907536
G71	G74	17.213318979087322
G49	G85	17.1904710305084
G84	G22	17.17959573182864
G96	G90	17.15363931249351
G61	G78	17.128533488307074
G12	G34	17.085885294397386
G96	G77	17.016958711962356
G90	G87	17.00106857562573
G80	G85	16.94423427557534
G38	G53	16.926562770951392
G10	G77	16.877624467166406
G30	G68	16.825874701486786
G84	G3	16.813528110136463
G42	G94	16.809574209304113
G67	G30	16.802942032374748
G33	G48	16.801530897479896
G53	G50	16.799796222149737
G66	G46	16.76565749001604
G85	G86	16.7391871011718
G33	G67	16.685652300999088
G94	G42	16.66229314220212
G42	G21	16.648392917143557
G65	G48	16.62704249029699
G48	G87	16.580288638317455
G79	G40	16.548398220870144
G32	G46	16.53583849803088
G99	G81	16.518286082716838
G16	G18	16.51160085581737
G94	G86	16.505271308952302
G87	G76	16.48773697163997
G78	G61	16.482830516975987
G13	G12	16.440447919548905
G64	G52	16.335456471814705
G77	G23	16.327262476463442
G19	G57	16.321982361908557
G79	G26	16.30078550544987
G42	G14	16.275357345492136
G53	G40	16.24736688076526
G72	G64	16.213712621463657
G97	G26	16.198184524015932
G99	G52	16.192195171893516
G3	G41	16.177458826404
G42	G56	16.12271010679983
G71	G72	16.12203509357642
G13	G34	16.120035532420037
G30	G67	16.108489777519004
G89	G53	16.067226955303592
G25	G32	16.03142778748167
G58	G81	16.021642862709218
G10	G72	15.936863346353354
G41	G77	15.936764892642584
G78	G54	15.913604012150959
G90	G15	15.903908441075327
G9	G19	15.887897505155369
G36	G99	15.885921441707794
G16	G94	15.880326094662815
G98	G29	15.859601937439551
G90	G49	15.796472012161932
G29	G98	15.784488027707548
G36	G12	15.783258037854075
G83	G46	15.7805660708361
G14	G39	15.77695307015417
G71	G33	15.708609334102173
G56	G32	15.650501580604374
G81	G58	15.61804222261399
G63	G26	15.608912702970553
G18	G95	15.600713824777511
