Gene1	Gene2	Score
G20	G15	0.964494656345136
G15	G20	0.964494656345136
G20	G6	0.959335692314382
G6	G20	0.959335692314382
G73	G72	0.949496287103999
G72	G73	0.949496287103999
G15	G6	0.94038967604147
G6	G15	0.94038967604147
G20	G13	0.940073320836436
G13	G20	0.940073320836436
G13	G6	0.93803424069778
G6	G13	0.93803424069778
G15	G11	0.926379090061578
G11	G15	0.926379090061578
G14	G6	0.91222252556135
G6	G14	0.91222252556135
G89	G77	0.910090043902145
G77	G89	0.910090043902145
G74	G72	0.909195083119062
G72	G74	0.909195083119062
G73	G25	0.902195720949501
G25	G73	0.902195720949501
G20	G14	0.901993626363269
G14	G20	0.901993626363269
G15	G13	0.899539810873877
G13	G15	0.899539810873877
G72	G25	0.898660106223354
G25	G72	0.898660106223354
G20	G11	0.897499147210641
G11	G20	0.897499147210641
G15	G14	0.891896041703313
G14	G15	0.891896041703313
G57	G53	-0.881635415128454
G53	G57	-0.881635415128454
G72	G29	0.873995928102758
G29	G72	0.873995928102758
G74	G73	0.865788757271133
G73	G74	0.865788757271133
G72	G71	0.862486746751305
G71	G72	0.862486746751305
G11	G6	0.862462742102181
G6	G11	0.862462742102181
G83	G36	0.860697920600931
G36	G83	0.860697920600931
G66	G65	-0.856495006439398
G65	G66	-0.856495006439398
G74	G25	0.849395592214371
G25	G74	0.849395592214371
G73	G71	0.846945449320565
G71	G73	0.846945449320565
G20	G7	-0.844229091076958
G7	G20	-0.844229091076958
G84	G22	0.844216544062184
G22	G84	0.844216544062184
G14	G13	0.843713349957474
G13	G14	0.843713349957474
G13	G7	-0.84332459507073
G7	G13	-0.84332459507073
G14	G11	0.83735452027983
G11	G14	0.83735452027983
G73	G29	0.835086700850899
G29	G73	0.835086700850899
G7	G6	-0.826972657901714
G6	G7	-0.826972657901714
G71	G29	0.824148694359526
G29	G71	0.824148694359526
G15	G7	-0.822218830616601
G7	G15	-0.822218830616601
G34	G32	0.822085036777948
G32	G34	0.822085036777948
G74	G71	0.81692783457425
G71	G74	0.81692783457425
G74	G37	-0.811554261280736
G37	G74	-0.811554261280736
G94	G93	0.811407456260163
G93	G94	0.811407456260163
G74	G29	0.810335010297378
G29	G74	0.810335010297378
G13	G11	0.810315724914198
G11	G13	0.810315724914198
G73	G70	0.807391212091612
G70	G73	0.807391212091612
G19	G6	0.804857725173322
G6	G19	0.804857725173322
G89	G74	0.800929002320836
G74	G89	0.800929002320836
G74	G69	-0.799351760845296
G69	G74	-0.799351760845296
G57	G46	-0.794206516758792
G46	G57	-0.794206516758792
G72	G37	-0.790325324266333
G37	G72	-0.790325324266333
G77	G74	0.788720565586572
G74	G77	0.788720565586572
G29	G25	0.788561244026649
G25	G29	0.788561244026649
G24	G23	0.786945051535464
G23	G24	0.786945051535464
G71	G25	0.786052479365453
G25	G71	0.786052479365453
G88	G22	0.782713073397459
G22	G88	0.782713073397459
G19	G13	0.779952352481124
G13	G19	0.779952352481124
G20	G19	0.774228076210132
G19	G20	0.774228076210132
G72	G69	-0.767550805467835
G69	G72	-0.767550805467835
G11	G5	-0.767075143932413
G5	G11	-0.767075143932413
G89	G76	-0.7667724989307
G76	G89	-0.7667724989307
G89	G73	0.765060662478148
G73	G89	0.765060662478148
G77	G73	0.764234656862522
G73	G77	0.764234656862522
G53	G46	0.764015063231978
G46	G53	0.764015063231978
G19	G14	0.762886226343862
G14	G19	0.762886226343862
G57	G56	0.761923863098228
G56	G57	0.761923863098228
G83	G37	0.760574792413475
G37	G83	0.760574792413475
G14	G7	-0.759932352191403
G7	G14	-0.759932352191403
G34	G30	-0.759017985841177
G30	G34	-0.759017985841177
G11	G7	-0.75740528617552
G7	G11	-0.75740528617552
G74	G48	-0.755454347006782
G48	G74	-0.755454347006782
G91	G90	0.755350313519121
G90	G91	0.755350313519121
G71	G1	0.752741297770826
G1	G71	0.752741297770826
G37	G36	0.752200331943023
G36	G37	0.752200331943023
G74	G23	0.751999901972517
G23	G74	0.751999901972517
G15	G5	-0.751490959315005
G5	G15	-0.751490959315005
G48	G47	0.74906118426928
G47	G48	0.74906118426928
G19	G15	0.748336078833149
G15	G19	0.748336078833149
G37	G25	-0.746696117843174
G25	G37	-0.746696117843174
G34	G33	0.742605821052143
G33	G34	0.742605821052143
G89	G23	0.740303151999987
G23	G89	0.740303151999987
G72	G23	0.738384595055863
G23	G72	0.738384595055863
G56	G53	-0.737699592579165
G53	G56	-0.737699592579165
G77	G72	0.735080028326625
G72	G77	0.735080028326625
G96	G21	-0.733193200129219
G21	G96	-0.733193200129219
G77	G25	0.733002104810854
G25	G77	0.733002104810854
G47	G37	0.732499687622656
G37	G47	0.732499687622656
G72	G70	0.732405929127121
G70	G72	0.732405929127121
G73	G69	-0.732347524872778
G69	G73	-0.732347524872778
G88	G84	0.732115625893709
G84	G88	0.732115625893709
G30	G27	0.72961722632408
G27	G30	0.72961722632408
G89	G72	0.727908768243927
G72	G89	0.727908768243927
G70	G25	0.724944525686205
G25	G70	0.724944525686205
G89	G25	0.72450664229981
G25	G89	0.72450664229981
G77	G76	-0.724158512535847
G76	G77	-0.724158512535847
G70	G29	0.719549718271603
G29	G70	0.719549718271603
G48	G37	0.719066676460436
G37	G48	0.719066676460436
G73	G37	-0.718230120557505
G37	G73	-0.718230120557505
G20	G5	-0.715364978428826
G5	G20	-0.715364978428826
G56	G46	-0.714355729731793
G46	G56	-0.714355729731793
G48	G24	-0.713518991309544
G24	G48	-0.713518991309544
G69	G23	-0.713332497672057
G23	G69	-0.713332497672057
G69	G37	0.712416972918255
G37	G69	0.712416972918255
