Parent	Type	Child	Weight	Probability	Score
G1	+	G1	0.002000	0.363347	0.001923
G2	+	G1	0.008488	0.497314	0.011174
G3	-	G1	-0.015269	0.213862	-0.008644
G4	+	G1	0.000939	0.332150	0.000826
G5	-	G1	-0.032863	0.482543	-0.041979
G6	+	G1	0.021586	0.385246	0.022014
G7	+	G1	0.003591	0.307099	0.002919
G8	+	G1	0.044773	0.775245	0.091885
G9	+	G1	0.009198	0.376724	0.009173
G10	+	G1	0.010274	0.304417	0.008279
G11	+	G1	0.024252	0.457449	0.029368
G12	+	G1	0.003173	0.303692	0.002551
G13	-	G1	-0.042318	0.722894	-0.080982
G14	-	G1	-0.020919	0.357792	-0.019813
G15	+	G1	0.031543	0.449129	0.037503
G16	-	G1	-0.095386	0.997903	-0.251979
G17	+	G1	0.002968	0.248432	0.001952
G18	+	G1	0.019606	0.395665	0.020536
G19	+	G1	0.005904	0.490902	0.007673
G20	+	G1	0.048164	0.834993	0.106463
G21	-	G1	-0.016053	0.378650	-0.016092
G22	+	G1	0.015767	0.485381	0.020259
G23	+	G1	0.055950	0.881608	0.130576
G24	+	G1	0.053715	0.886350	0.126035
G25	+	G1	0.006761	0.483986	0.008663
G26	-	G1	-0.003371	0.496850	-0.004434
G27	-	G1	-0.028558	0.506711	-0.038307
G28	-	G1	-0.009133	0.311137	-0.007522
G29	-	G1	-0.021800	0.506442	-0.029226
G30	+	G1	0.017241	0.434160	0.019815
G31	+	G1	0.104549	0.999607	0.276656
G32	-	G1	-0.023669	0.395503	-0.024781
G33	-	G1	-0.010705	0.472417	-0.013387
G34	+	G1	0.052079	0.844546	0.116434
G35	+	G1	0.105965	0.999725	0.280437
G36	-	G1	-0.018305	0.487389	-0.023617
G37	+	G1	0.012826	0.458740	0.015576
G38	-	G1	-0.007514	0.240695	-0.004788
G39	-	G1	-0.029898	0.459208	-0.036345
G40	+	G1	0.006390	0.314494	0.005320
G41	-	G1	-0.023805	0.441304	-0.027810
G42	-	G1	-0.061476	0.936319	-0.152376
G43	-	G1	-0.010186	0.320154	-0.008633
G44	+	G1	0.034079	0.542321	0.048925
G45	-	G1	-0.017633	0.392676	-0.018329
G46	+	G1	0.028944	0.490593	0.037590
G47	-	G1	-0.036664	0.499203	-0.048451
G48	-	G1	-0.066907	0.953464	-0.168876
