SourceGENES,TargetGENES,Interaction,Edges
G31,G80,1.78124320647476,repression
G31,G2,1,activation
G31,G44,0.939151280778665,repression
G91,G80,0.922309975047859,repression
G31,G97,0.897148880594066,repression
G31,G99,0.795477871775651,activation
G18,G80,0.7746836076055,activation
G16,G80,0.772730544726387,activation
G27,G80,0.740587014252809,activation
G31,G84,0.739194619750673,repression
G31,G42,0.696374350221856,repression
G31,G89,0.620430829592787,repression
G31,G77,0.604559502809245,repression
G18,G41,0.585226890701128,repression
G31,G40,0.571986096119008,repression
G31,G32,0.54031089855751,repression
G91,G17,0.51447781881876,activation
G91,G44,0.513948547812768,repression
G31,G74,0.513811732471825,repression
G31,G70,0.50302641619993,activation
G91,G41,0.496299478609556,repression
G16,G44,0.493119168332168,activation
G31,G23,0.49301860994012,activation
G31,G1,0.492905361538224,activation
G18,G17,0.485757879285934,repression
G31,G58,0.481161819187192,repression
G31,G73,0.449940811620439,repression
G31,G54,0.449869036312872,activation
G82,G80,0.449170943689249,repression
G31,G85,0.448126364959798,repression
G27,G44,0.447743988598883,repression
G16,G17,0.430103733606235,repression
G31,G79,0.425988272456398,repression
G18,G44,0.390703889912429,activation
G91,G89,0.359389456336777,repression
G18,G99,0.358498131502457,activation
G18,G52,0.358333153250909,activation
G91,G99,0.356914587675264,repression
G91,G52,0.354491031269824,repression
G18,G93,0.350405550578633,activation
G46,G80,0.350256330507495,activation
G48,G80,0.348819733546048,activation
G31,G66,0.346589432284497,repression
G31,G29,0.340867583082337,activation
G27,G2,0.334898426471632,repression
G35,G80,0.334258439475673,activation
G6,G41,0.333334166439675,repression
G31,G87,0.3309051216927,repression
G31,G98,0.328543531026756,repression
G91,G85,0.326002041488898,activation
G91,G93,0.325842365649604,activation
G31,G69,0.317694637464505,activation
G31,G72,0.316217722302967,activation
G31,G83,0.315428037133747,activation
G16,G89,0.314571474414178,activation
G31,G62,0.312321944035884,repression
G31,G4,0.304757613558009,activation
G16,G85,0.302008340388273,activation
G18,G89,0.297300978471639,repression
G27,G97,0.293792851447702,activation
G91,G84,0.291161385009012,activation
G31,G100,0.289847082253771,activation
G28,G70,0.289031787603209,repression
G16,G52,0.288131009530595,activation
G28,G43,0.284429330010182,activation
G31,G65,0.284384021768065,repression
G60,G41,0.284275779817617,repression
G27,G89,0.282514401006306,activation
G31,G92,0.281623337266914,repression
