Gene1	Gene2	EdgeWeight
G86	G89	9999
G66	G89	9998
G31	G89	9997
G40	G51	9996
G98	G1	9995
G68	G89	9994
G72	G89	9993
G85	G89	9992
G44	G89	9991
G39	G89	9990
G25	G75	9989
G42	G89	9988
G75	G89	9987
G21	G32	9986
G67	G12	9985
G25	G41	9984
G43	G51	9983
G79	G62	9982
G88	G89	9981
G61	G95	9980
G74	G95	9979
G10	G89	9978
G19	G18	9977
G41	G89	9976
G5	G95	9975
G57	G89	9974
G59	G95	9973
G17	G86	9972
G79	G86	9971
G70	G16	9970
G77	G62	9969
G56	G12	9968
G48	G51	9967
G35	G88	9966
G69	G84	9965
G22	G89	9964
G58	G16	9963
G73	G68	9962
G71	G88	9961
G53	G95	9960
G7	G4	9959
G33	G18	9958
G77	G41	9957
G55	G89	9956
G26	G95	9955
G57	G1	9954
G92	G75	9953
G5	G75	9952
G95	G16	9951
G71	G89	9950
G25	G84	9949
G7	G89	9948
G46	G95	9947
G3	G84	9946
G8	G95	9945
G96	G37	9944
G89	G75	9943
G21	G70	9942
G84	G9	9941
G28	G18	9940
G25	G88	9939
G12	G89	9938
G56	G95	9937
G37	G18	9936
G63	G95	9935
G33	G84	9934
G94	G89	9933
G20	G95	9932
G3	G31	9931
G2	G31	9930
G74	G70	9929
G97	G38	9928
G69	G88	9927
G8	G31	9926
G8	G35	9925
G99	G46	9924
G46	G12	9923
G9	G84	9922
G51	G95	9921
G28	G23	9920
G89	G41	9919
G46	G75	9918
G4	G41	9917
G27	G79	9916
G28	G54	9915
G68	G4	9914
G16	G70	9913
G1	G84	9912
G89	G88	9911
G45	G46	9910
G64	G51	9909
G59	G31	9908
G36	G89	9907
G94	G16	9906
G15	G75	9905
G2	G1	9904
G32	G45	9903
G73	G75	9902
G12	G4	9901
G66	G73	9900
G95	G89	9899
G17	G16	9898
G16	G95	9897
G73	G89	9896
G52	G89	9895
G18	G75	9894
G30	G86	9893
G22	G37	9892
G54	G89	9891
G87	G56	9890
G22	G84	9889
G4	G95	9888
G44	G4	9887
G72	G84	9886
G14	G89	9885
G30	G16	9884
G96	G89	9883
G4	G88	9882
G77	G31	9881
G84	G35	9880
G16	G32	9879
G93	G32	9878
G75	G46	9877
G71	G84	9876
G72	G75	9875
G1	G41	9874
G77	G86	9873
G89	G95	9872
G38	G89	9871
G42	G4	9870
G89	G71	9869
G31	G75	9868
G6	G84	9867
G79	G1	9866
G73	G88	9865
G45	G18	9864
G17	G32	9863
G88	G56	9862
G45	G1	9861
G78	G91	9860
G17	G51	9859
G89	G86	9858
G70	G84	9857
G85	G75	9856
G60	G89	9855
G8	G41	9854
G61	G75	9853
G82	G95	9852
G26	G73	9851
G32	G86	9850
G28	G68	9849
G93	G1	9848
G54	G37	9847
G57	G46	9846
G30	G18	9845
G18	G89	9844
G69	G68	9843
G69	G79	9842
G1	G88	9841
G7	G67	9840
G27	G88	9839
G100	G96	9838
G49	G46	9837
G100	G46	9836
G44	G83	9835
G53	G68	9834
G36	G51	9833
G11	G18	9832
G65	G51	9831
G55	G4	9830
G73	G1	9829
G92	G1	9828
G58	G89	9827
G63	G75	9826
G8	G88	9825
G78	G96	9824
G15	G89	9823
G36	G84	9822
G25	G68	9821
G25	G55	9820
G80	G37	9819
G6	G1	9818
G67	G7	9817
G83	G68	9816
G1	G55	9815
G74	G41	9814
G3	G41	9813
G28	G74	9812
G19	G1	9811
G51	G88	9810
G5	G41	9809
G4	G35	9808
G35	G89	9807
G56	G67	9806
G83	G88	9805
G40	G68	9804
G32	G16	9803
G49	G89	9802
G59	G12	9801
G4	G31	9800
G37	G89	9799
G8	G55	9798
G15	G51	9797
G88	G51	9796
G79	G89	9795
G50	G74	9794
G48	G68	9793
G9	G89	9792
G43	G89	9791
G73	G18	9790
G42	G83	9789
G18	G51	9788
G88	G4	9787
G99	G95	9786
G13	G16	9785
G9	G8	9784
G67	G18	9783
G36	G4	9782
G1	G35	9781
G33	G68	9780
G90	G16	9779
G19	G68	9778
G61	G31	9777
G12	G1	9776
G28	G51	9775
G24	G56	9774
G21	G84	9773
G60	G37	9772
G31	G4	9771
G34	G95	9770
G41	G88	9769
G61	G55	9768
G52	G73	9767
G55	G32	9766
G49	G62	9765
G98	G2	9764
G53	G88	9763
G91	G84	9762
G87	G84	9761
G91	G49	9760
G74	G18	9759
G10	G8	9758
G93	G96	9757
G28	G84	9756
G70	G55	9755
G83	G55	9754
G2	G95	9753
G46	G7	9752
G2	G41	9751
G3	G55	9750
G49	G91	9749
G27	G89	9748
G69	G75	9747
G59	G73	9746
G83	G51	9745
G87	G4	9744
G80	G89	9743
G40	G55	9742
G100	G49	9741
G33	G88	9740
G71	G79	9739
G19	G28	9738
G74	G32	9737
G24	G4	9736
G74	G1	9735
G28	G95	9734
G88	G73	9733
G71	G75	9732
G52	G27	9731
G75	G1	9730
G86	G16	9729
G43	G73	9728
G33	G51	9727
G62	G75	9726
G100	G23	9725
G17	G96	9724
G86	G37	9723
G78	G62	9722
G74	G31	9721
G1	G95	9720
G54	G73	9719
G56	G83	9718
G1	G4	9717
G20	G84	9716
G29	G67	9715
G14	G75	9714
G27	G4	9713
G72	G88	9712
G60	G51	9711
G55	G16	9710
G10	G88	9709
G9	G83	9708
G35	G37	9707
G73	G51	9706
G87	G32	9705
G17	G70	9704
G80	G1	9703
G5	G9	9702
G77	G9	9701
G24	G75	9700
G95	G4	9699
G72	G4	9698
G59	G71	9697
G82	G83	9696
G7	G84	9695
G34	G89	9694
G2	G18	9693
G32	G4	9692
G52	G1	9691
G83	G75	9690
G71	G4	9689
G53	G18	9688
G2	G35	9687
G86	G4	9686
G2	G32	9685
G50	G51	9684
G15	G88	9683
G2	G71	9682
G91	G20	9681
G31	G8	9680
G42	G1	9679
G37	G23	9678
G69	G41	9677
G64	G31	9676
G45	G62	9675
G27	G8	9674
G26	G71	9673
G48	G37	9672
G47	G62	9671
