edge_name,op,inf,grnboost,genie3,grisli,grnvbem,leap,pidc,ppcor,scode,scribe,sincerities,singe,ss_cor,ss_ranked,edge_exist
G33_G1,0.0025575816811847,0.0,0.2121500549903507,0.0027520562510477,3515.0,0.708346,0.139833587939941,0.152614026958413,0.0,0.52806010508616,0.002686161518274,0.010247106721042,0.0,0.16486736296300147,-0.32411185848085167,0
G33_G2,0.0024499053712593,0.0,0.1987375942669769,0.0021086041004328,4919.0,0.967183,0.127369303133411,0.8927984585559772,0.0,0.622089527852124,0.0248227669473702,0.0219711502221679,0.0,0.1939204765082049,0.3167956795679568,0
G33_G3,0.005400948189775,0.0,0.7985307222325829,0.0054471045811613,5804.0,0.577463,0.15278392292454,0.3083992498256288,0.0,0.130884751835656,0.0006591203856147,0.0,0.0,0.007899221730062973,0.035055505550555054,0
G33_G4,0.0043577389375894,0.0,0.6368001590876075,0.0037325496614982,4159.0,0.408367,0.113808813976027,0.4488711498038614,0.0,0.352668254748064,0.0349317946222294,0.0,0.0,0.11971976151600944,0.3307780701427133,0
G33_G5,0.0035024781712107,0.0,0.1917569351898962,0.0020532956068245,8727.0,0.388817,0.139086020920548,0.3738772949371487,0.252226391131331,0.401637835472564,0.0171052427110431,0.0,0.0,0.5811587738497181,-0.5670207020702069,0
G33_G6,0.0090101060515325,0.0,0.4789316106940412,0.0160012761027396,5576.0,0.46421,0.154651122870837,1.2611068061849542,0.0,0.734543540513407,0.0245557677143781,0.0,0.0,0.0770883176427149,-0.15746774677467748,0
G33_G7,0.0011953964555178,0.0,0.8268447661648258,0.0031989180601794,6264.0,0.996344,0.17491534520521,1.405074505837289,0.0,2.01252732419645,0.0203345690310347,0.0989909769223712,0.0,0.6456397711765203,0.5323372337233723,0
G33_G8,0.0019918819680289,0.0,0.5761876006822151,0.0018969993677606,7471.0,0.586869,0.131223559417112,0.0272789102761909,0.0,1.07667568015827,0.0055954020202168,0.0,0.0,0.06645905664471789,-0.248504365546856,0
G33_G9,0.0033816375042405,0.0,0.1771587733893138,0.0035356503128094,5564.0,0.998409,0.144314974848735,0.2838494953588878,0.0,0.264614926170268,0.0303965932027721,0.0,0.0,6.467869441983994e-06,-0.16308430843084304,0
G33_G10,0.003463935071196,0.0,0.949424925879229,0.0051931808517834,3168.0,0.440562,0.206224767764955,0.7780564543862765,0.0,0.734287139722502,0.0175249360609348,2.98942489993292e-37,0.0,0.00023841544224732309,0.04126012601260126,0
G33_G11,0.0043609097398466,0.0,0.1250342914341831,0.002653934651758,7251.0,0.42532,0.166742138052584,0.5729683879445151,0.0,0.746589924644235,0.0081275073642424,0.0,0.0,0.02028917686224859,0.17298529852985295,0
G33_G12,0.0031480587098548,0.0,0.0549437048588849,0.0009723230338277,8544.0,0.492713,0.0894963633088475,0.5737737175975862,0.0,1.82963870315817,0.0025013782324828,0.0,0.0,0.005193775117160545,0.1867386738673867,0
G33_G13,0.0012432473359553,0.0,0.3474896086073893,0.0015773055219329,6304.0,0.432547,0.0954665902462295,0.8503251504573339,0.0,2.14203510349776,0.0025163709402781,0.0,0.0,0.0023808183424884233,0.04149203405567153,0
G33_G14,0.0040947811306119,0.0,0.1745867555037582,0.002349236572731,8115.0,0.400776,0.129722499633847,0.5763746659610751,0.0,1.00895617949202,0.0034029117517709,0.0,0.0,0.1696790140271817,-0.3254485448544854,0
G33_G15,0.0029078893950171,0.0,0.2563952002948598,0.00268067471765,2687.0,0.476784,0.143083454250316,0.517744769024181,0.0,1.68801591542147,0.032613566581711,0.0,0.0,0.07137970004593684,-0.11569156915691568,0
G33_G16,0.0031400823014565,0.0,0.6686250636645045,0.0044937974972084,5731.0,0.522954,0.141264656519823,0.7745627618561762,0.0,1.56240049024394,0.0452739612707058,0.0,0.0,0.027977589067145432,-0.15135913591359135,0
G33_G17,0.0078219902780317,0.0,0.4325657948412603,0.0076807202095411,6117.0,0.410912,0.236948697052024,0.8543905545603684,0.0,0.144737978154839,0.0611360805050303,0.0615707046347855,0.0,0.6652873746367831,0.5266994507388766,0
G33_G18,0.0021995242204057,0.0,0.2502132629006902,0.002805458553017,3292.0,0.410732,0.14226429889033,0.2418999103890635,0.0,0.820028932970575,0.0103162011523185,0.0,0.0,0.007473520685669014,0.024278427842784275,0
G33_G19,0.0021814268012873,0.0,0.2151148828124909,0.001385437877461,7042.0,0.394635,0.144703593473386,0.5219826022933854,0.0,3.99310944510517,0.0700201097947183,0.0,0.0,0.0009269677247583415,0.00204020402040204,0
G33_G20,0.0021924716925933,0.0,0.0934112002888387,0.0026244507533,6024.0,0.492916,0.122906711908938,0.5183333040932402,0.0,2.23995304949635,0.0148627919457823,0.0,0.0,0.0005361478983169054,-0.017209720972097206,0
G33_G21,0.0024022101078737,0.0,1.1425705563416122,0.0029773095739456,5913.0,0.695834,0.175163771595065,0.1613051193842544,0.0,2.00010862906783,0.005567354171706,0.0,0.0,0.101376074416456,0.27217521752175217,0
G33_G22,0.0015607518215886,0.0,0.1174580622228955,0.0014103461983961,7569.0,0.395483,0.151393344320777,1.1300322434565535,0.0,1.46382804078068,0.0115557140237145,0.0,0.0,0.10918732164301806,0.3609223796772458,0
G33_G23,0.001724673180963,0.0,0.1395006994619418,0.0024353348820594,5730.0,0.916955,0.101188004445272,1.1174576400198344,0.0,1.28315804570132,0.0031258761480354,0.0,0.0,0.021564188607504146,-0.16785298696988427,0
G33_G24,0.0011619413416931,0.0,0.2643715758602969,0.0023537974439546,7690.0,0.879616,0.0945260985552247,0.0654020832011123,0.0,1.36358782334221,0.0208083487336727,0.0,0.0,0.0036227318025983143,-0.059669966996699665,0
G33_G25,0.0090073116831596,0.0,0.2738927680270955,0.0073725514441077,4016.0,0.898678,0.158102861899249,0.1811492273515234,0.0,1.12831292362143,0.004355443153981,0.0,0.0,0.01292122029334633,0.22070207020702068,0
G33_G26,0.0054573694246143,0.0,0.3808141474037212,0.0068116974899648,6337.0,0.99966,0.123370636178694,1.094896997257386,0.0,0.63928282828834,0.0247589642486069,0.0432434616013259,0.0,0.05338344750087464,0.13972028038701917,0
G33_G27,0.0042137634472906,0.0,0.316076288187475,0.0021508153567969,5089.0,0.491768,0.129307739269461,0.2563604581616013,0.0,0.808036728492428,0.0325147835356407,0.0,0.0,0.8992739030873722,0.8134624087375257,0
G33_G28,0.007739133636611,0.0,0.4701658981708326,0.0112872476858224,4004.0,0.504026,0.139063201492577,0.3362660600381419,0.0,0.631226703762892,0.0272408730305814,0.0437916835579811,0.0,0.6089153884895413,0.7992799279927992,0
G33_G29,0.0011014109514965,0.0,0.1259249429082226,0.0011590429498774,5835.0,0.393428,0.116311017760916,0.2707574135218343,0.0,1.95420926774275,0.0048890571930742,0.0,0.0,0.19792572056152427,0.3684040673906591,0
G33_G30,0.0057107337315092,0.0,0.0219555161856157,0.0012878376969571,9380.0,0.390663,0.146718967825197,0.6831920482706906,0.0,0.679437191896578,0.0059474955940797,0.0,0.0,0.11540653305683464,0.13774977497749774,0
G33_G31,0.0034734029370715,0.0,0.1952350968020145,0.0015068437476332,9699.0,0.451195,0.116478472436196,0.0097199370453812,0.0,2.04244263895546,0.0491312916632515,0.0,0.0,0.6676438934483326,0.6715991599159915,0
G33_G32,0.0036607396382785,0.0,0.6276508096461755,0.0040806529990835,5438.0,0.911319,0.193397740831836,0.0041663821629568,0.0,0.563551491046341,0.0239515259825915,0.0,0.0,0.08470595609379496,0.32284428442844276,0
G33_G33,0.0331998785168916,0.0,0.0,0.0,4257.0,0.515316,0.0,0.0,1.0,0.771079616164662,0.0,0.0,0.0,1.0,0.9999999999999999,0
G33_G34,0.0073111398473548,0.0,0.0828940568828208,0.0031486275003783,2948.0,0.504245,0.160466560787359,0.4070017641078265,0.0,0.434096987191276,0.0195074400527707,0.0,0.0,0.7538670006474437,0.7716171617161715,0
G33_G35,0.0028749996125255,0.0,0.1425067030118881,0.0023542280904557,7612.0,0.394104,0.157013642465291,1.2700573095010992,0.0,0.623524190472311,0.0411567102480786,0.0,0.0,0.002356398930672604,0.05462319805677376,0
