G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0030987	0.6475932	0.5935668	0.0127073	0.3750719	0.8167662	0.7317362	0.3266423	0.6625454	0.5100521	0.0001787	0.6290835	0.7109398	0.7231101	0.5168696	0.0647382	0.7727097	0.0305158	0.6025295	0.4977161	0.6647477	0.0345239	0.0371724	0.4068346	0.6891064	0.6390409	0.7350122	0.1842844	0.2429457	0.8745090	0.6207398	0.0119726	0.0014487	0.1288165	0.4021161	0.3574579	0.2668329	0.0000000	0.7047819	0.8518552	0.0369807	0.6263795	0.7454080	0.1518453	0.8101258	0.6116867	0.5195608	0.4106501	0.4120909	0.6053580	0.5365149	0.1670384	0.4642625	0.9115550	0.5806166	0.6121555	0.7207599	0.3393232	0.5032868	0.4618069	0.0001483	0.5920921	0.3701681	0.0202437	0.6898771	0.5755166	0.5658355	0.3414498	0.6977324	0.4951172	0.0004927	0.7522419	0.6498780	0.0802786	0.5394268	0.7371983	0.2101144	0.5317300	0.2374416	0.5837545	0.1917972	0.6344252	0.0121974	0.0000000	0.0003232	0.0649196	0.6857067	0.0001354	0.0293856	0.0859468	0.6016773	0.8089111	0.1575298	0.6042871	0.4113395	0.5174287	0.1750311	0.3604952	0.0073857	0.6631309
0.1858461	0.5481000	0.5785459	0.1101606	0.4121360	0.1702016	0.5410726	0.5862311	0.7155923	0.4885619	0.0027770	0.4045503	0.7161507	0.5470160	0.6102124	0.0778080	0.7624543	0.0414606	0.7205959	0.5257694	0.6678217	0.0376330	0.0324156	0.4410760	0.0667611	0.6099195	0.6464385	0.0327653	0.6369453	0.7164739	0.4828947	0.0748358	0.2392650	0.3282862	0.3345829	0.6841160	0.0054297	0.4910274	0.6145387	0.7901001	0.0808539	0.5861290	0.8112577	0.0999178	0.3590632	0.2261296	0.0000000	0.5422251	0.5218999	0.6247498	0.0000000	0.4870119	0.6573552	0.6811762	0.7427722	0.6767435	0.5819182	0.0425756	0.4177777	0.6108444	0.0071707	0.2673842	0.4144253	0.0357005	0.6322789	0.6389766	0.6548510	0.0018570	0.7503038	0.3581917	0.0038330	0.7143949	0.5799405	0.0797929	0.5939159	0.2117762	0.5874824	0.4266751	0.0069397	0.0111718	0.0181373	0.5134104	0.6191635	0.5324729	0.0017198	0.3119131	0.6160324	0.1214374	0.0573870	0.0002388	0.6709804	0.5853821	0.0099488	0.3686098	0.4901557	0.5590949	0.6343282	0.6020660	0.0264863	0.0739248
0.0021633	0.5864505	0.6504395	0.0039931	0.3671376	0.6077925	0.5584793	0.6559514	0.6556293	0.5891449	0.0000272	0.5793675	0.7258111	0.5724673	0.6068057	0.0872389	0.7812649	0.0483682	0.6135356	0.4956222	0.6258792	0.0346020	0.0562617	0.3518877	0.0411652	0.4520679	0.5242883	0.0066520	0.1033203	0.6179798	0.4827837	0.0328643	0.0292044	0.3513806	0.1379856	0.6377582	0.2445562	0.7309990	0.5177945	0.7063530	0.0654996	0.5453324	0.6108543	0.4958670	0.3997014	0.3148249	0.4697620	0.6889829	0.6351888	0.5388909	0.5819580	0.3824891	0.6580366	0.6959014	0.7231923	0.4522013	0.0000000	0.3016195	0.4093838	0.4866984	0.0001839	0.4274099	0.0876049	0.0296411	0.6472349	0.5738785	0.6738569	0.1847834	0.6910393	0.5988823	0.0007640	0.6357155	0.7114380	0.0494518	0.8384160	0.5174105	0.5991451	0.4359721	0.0371635	0.6055111	0.0068049	0.2862691	0.5801143	0.0000000	0.0018956	0.0423300	0.3498104	0.0017424	0.0566716	0.0002386	0.7201793	0.7174332	0.2575531	0.1341077	0.5246617	0.6302658	0.2566377	0.3093349	0.4200511	0.6249318
0.1581178	0.7339270	0.6674801	0.0823896	0.3244418	0.0742465	0.4523264	0.2985732	0.7860071	0.5361581	0.0004484	0.4585176	0.7115650	0.6428430	0.8357220	0.0607685	0.7403374	0.0552549	0.7252256	0.5205789	0.6593475	0.0530052	0.0396535	0.3749470	0.0591589	0.7071707	0.5998246	0.1544193	0.3450440	0.6634547	0.4061425	0.0322641	0.0259488	0.1152358	0.6279697	0.1960070	0.0530509	0.1505872	0.6326184	0.5290746	0.0793876	0.7060053	0.6559335	0.2664733	0.7023739	0.5184433	0.0106269	0.4867163	0.5147755	0.5407798	0.0039061	0.3023366	0.5811886	0.7101979	0.5946026	0.6405708	0.0000000	0.1198685	0.4565099	0.5310076	0.0109191	0.1249096	0.4048718	0.0399731	0.5546007	0.8511946	0.6155082	0.0449644	0.7131531	0.4140271	0.0006216	0.7556400	0.7628348	0.0964425	0.7864846	0.2246922	0.3033456	0.4335250	0.0236288	0.0153903	0.0908159	0.6975942	0.7263236	0.6745905	0.0000383	0.2672914	0.6814745	0.0098178	0.0633669	0.0571029	0.5078559	0.6778117	0.0000000	0.1710530	0.4817945	0.5302472	0.6310367	0.6773546	0.0159983	0.0026993
0.1939228	0.6186960	0.7273266	0.1484638	0.3050685	0.2357331	0.5070066	0.4982057	0.6979434	0.4226504	0.0003695	0.5436642	0.6556193	0.4745147	0.4090954	0.0834919	0.6358500	0.0291675	0.8214990	0.4051057	0.6173201	0.0400994	0.0747332	0.3597900	0.0481410	0.6064637	0.5536030	0.0207369	0.5048243	0.6600091	0.7643385	0.0332508	0.3247959	0.5465407	0.3570533	0.7272975	0.0115038	0.4981854	0.5818026	0.7871553	0.0309166	0.6428023	0.7323114	0.0432377	0.4351854	0.3475266	0.0000000	0.6624383	0.4400575	0.6099769	0.5023888	0.4581351	0.9089852	0.5936210	0.6266894	0.5482046	0.5983133	0.0325591	0.4292252	0.4634456	0.0064935	0.2550172	0.4376333	0.0304411	0.7032357	0.8108946	0.6185521	0.0037831	0.7878023	0.1116284	0.0012988	0.6412034	0.7610576	0.0667063	0.6903388	0.5573443	0.2577058	0.3803941	0.0047986	0.0088055	0.0141451	0.1801019	0.6985766	0.6608087	0.0013694	0.2537101	0.6807247	0.1310609	0.0428701	0.0015558	0.6125340	0.5041263	0.0000000	0.3453236	0.4536382	0.6371772	0.5912405	0.6659821	0.0201134	0.2692954
0.0584724	0.7316782	0.6048732	0.0304471	0.2726317	0.5906348	0.6700114	0.5245361	0.6320057	0.6866778	0.0016480	0.5691564	0.6349220	0.6443047	0.7658990	0.0746200	0.7664286	0.0515307	0.6464039	0.6068449	0.7576228	0.0241496	0.0350814	0.6305897	0.0613354	0.6905228	0.6113818	0.0000000	0.6697544	0.6269288	0.6130480	0.0427369	0.6041353	0.3812683	0.2190111	0.7149653	0.0262630	0.5193501	0.3601038	0.6730280	0.0404391	0.4603675	0.5860677	0.1162721	0.5604924	0.5406282	0.0273484	0.2660988	0.5962390	0.5370693	0.5255043	0.0275468	0.7550307	0.7645681	0.6590186	0.0000000	0.7408355	0.0756879	0.0695919	0.0523845	0.0271683	0.2763341	0.3842030	0.0328494	0.5866031	0.5374144	0.2007544	0.0000117	0.7015098	0.2804287	0.0022994	0.5637232	0.3958254	0.3954110	0.7114350	0.1108638	0.4350641	0.4708171	0.0026593	0.1979730	0.0154377	0.3864120	0.6640646	0.1869554	0.6955140	0.0610980	0.6610032	0.0106771	0.0387944	0.0002524	0.7477090	0.6662877	0.0246670	0.3843558	0.2972012	0.6507009	0.6829097	0.0403831	0.1518801	0.2799396
0.1845768	0.7997132	0.7338064	0.0877353	0.3531893	0.0717745	0.4479043	0.6606736	0.7904388	0.3836770	0.0085240	0.5080809	0.6962619	0.6788902	0.7626602	0.0750432	0.7124352	0.0253257	0.6310488	0.5335754	0.8240768	0.0352649	0.0503752	0.3480392	0.8185988	0.7561259	0.5649627	0.1655058	0.2726930	0.8030285	0.5817873	0.0593541	0.0113707	0.0689272	0.4989160	0.3333191	0.1475340	0.0000000	0.6273381	0.5962007	0.0319452	0.7034424	0.7485334	0.0729113	0.5214654	0.6380557	0.0000000	0.1907594	0.5769608	0.6222529	0.6360526	0.1440262	0.5079751	0.6440916	0.6468583	0.5563908	0.5915989	0.1111079	0.5081722	0.4559363	0.1891561	0.0677880	0.4299428	0.0238251	0.5625809	0.3250358	0.6074608	0.0018131	0.6353252	0.0518699	0.0014947	0.6397639	0.6027413	0.0439672	0.7107112	0.5950401	0.3172542	0.6099897	0.0574830	0.0050092	0.2260916	0.3318018	0.0087357	0.5759684	0.0014645	0.2780184	0.7456925	0.0010403	0.0674551	0.1200817	0.3040676	0.7493501	0.1081814	0.5306105	0.4208719	0.5167135	0.4843352	0.7830174	0.0000826	0.6388006
0.1636665	0.6938585	0.7636277	0.0822490	0.5540798	0.1154411	0.3430285	0.5006500	0.7225730	0.4472122	0.0010661	0.5774835	0.6538744	0.6507000	0.7435931	0.0904090	0.6886650	0.0173198	0.5147290	0.6020947	0.6092687	0.0176967	0.0164517	0.4608959	0.6945876	0.6545452	0.6503428	0.2023869	0.2498854	0.8524134	0.4017351	0.0212087	0.0039190	0.0732339	0.4424975	0.2028635	0.3686650	0.0000000	0.5444475	0.7644632	0.0416268	0.5811086	0.6038313	0.4080838	0.5093623	0.6534559	0.0432717	0.1574295	0.4788242	0.6278395	0.0060169	0.2272717	0.7330856	0.6796195	0.7823244	0.7578368	0.0000000	0.3406976	0.5267065	0.5018423	0.0333757	0.0821005	0.4621543	0.0270437	0.4459312	0.4184219	0.7161592	0.3071135	0.6824883	0.3755356	0.0003530	0.6384507	0.6734583	0.0624739	0.6822956	0.6290174	0.6072310	0.4836657	0.1518569	0.0260370	0.1903455	0.5850372	0.0051849	0.6991822	0.0013681	0.3275102	0.3296412	0.0000002	0.0592459	0.1708147	0.4389007	0.6958190	0.6685637	0.2569581	0.4122739	0.0238826	0.6445767	0.7758056	0.0001348	0.3167561
0.2070818	0.7690043	0.6395208	0.0875728	0.3767216	0.1480877	0.4949907	0.5722955	0.7244412	0.4990563	0.0030847	0.6595560	0.5724207	0.5845981	0.8335413	0.0595763	0.6777207	0.0195442	0.6185456	0.4978728	0.6361964	0.0342354	0.0504745	0.4192815	0.0769449	0.6097510	0.6211407	0.0007191	0.3802582	0.6959099	0.6611720	0.0415651	0.3061448	0.3670528	0.6152987	0.6133235	0.0961934	0.6213811	0.7043369	0.6340063	0.0483570	0.6715447	0.7177322	0.1191054	0.4581675	0.0067063	0.0000000	0.6231982	0.5925003	0.6418236	0.5394716	0.4057042	0.6402476	0.6948834	0.7379365	0.6327326	0.6916419	0.0415084	0.4048393	0.5362698	0.0002266	0.1161536	0.4176197	0.0357828	0.5661673	0.5341863	0.6496799	0.0009789	0.6393243	0.3310846	0.0022828	0.7072507	0.7739653	0.0927627	0.6696925	0.6850950	0.2804450	0.4856178	0.0348620	0.0280237	0.0145380	0.2867069	0.6825814	0.0000000	0.0031123	0.0432548	0.6135755	0.0018486	0.0380497	0.0029165	0.6563582	0.7251985	0.0168423	0.3633929	0.3759838	0.6139039	0.2601700	0.2023190	0.3880605	0.3421034
0.0010449	0.6439167	0.7469098	0.0066453	0.4557372	0.6772942	0.7235158	0.7376195	0.6071104	0.6544218	0.0004664	0.6689967	0.7357359	0.6263382	0.6944625	0.0413723	0.6346018	0.0382719	0.8081954	0.6391209	0.6799797	0.0440641	0.0335744	0.3494451	0.6121878	0.6899417	0.6902208	0.0045156	0.6153658	0.6132540	0.4229330	0.0294659	0.2498705	0.2826058	0.3181419	0.7357591	0.0864893	0.0000000	0.3295662	0.7015835	0.0521513	0.3646044	0.7487938	0.2620350	0.5082509	0.6782571	0.7451650	0.4151331	0.5228016	0.6515840	0.6764489	0.0846979	0.6967103	0.0000000	0.7700213	0.0059058	0.6128589	0.2473452	0.0727113	0.0633508	0.0005607	0.6318615	0.6494976	0.0326712	0.6675603	0.6291645	0.4981664	0.0055961	0.6074726	0.4481842	0.0004051	0.6375660	0.4015712	0.3142864	0.6054519	0.4548099	0.2748065	0.6016094	0.4376398	0.7520219	0.0050476	0.4172126	0.6541853	0.0007664	0.2730642	0.0948359	0.6248806	0.0001142	0.0547064	0.0011558	0.8358302	0.5767158	0.1129178	0.4386736	0.3791432	0.7133745	0.2232758	0.0493299	0.5910804	0.7325700
0.1359250	0.6938836	0.6665786	0.1125593	0.3966737	0.1863146	0.4790086	0.5597746	0.6204935	0.4977987	0.0034947	0.4677985	0.6354412	0.5658285	0.5727780	0.0887799	0.7050702	0.0498682	0.5953092	0.6028900	0.7267488	0.0403260	0.0406951	0.4034676	0.6498902	0.7228436	0.6065592	0.0245845	0.4739075	0.6519193	0.5853841	0.0289397	0.1091907	0.2724183	0.2414606	0.6243811	0.1949647	0.0000000	0.6544558	0.5908021	0.0608124	0.7639920	0.7253037	0.1720129	0.6929814	0.7016028	0.0010904	0.0711389	0.4980120	0.5382601	0.5278574	0.0574390	0.3817304	0.6821699	0.7210871	0.6440895	0.5795913	0.4538066	0.4295087	0.5129400	0.1154474	0.0177825	0.4723917	0.0000000	0.6444722	0.3006769	0.5431986	0.0001591	0.5964662	0.0503672	0.0003945	0.6775746	0.7165969	0.0334425	0.7952193	0.4838898	0.3400693	0.5895042	0.0032193	0.0483824	0.3037779	0.3855826	0.0581788	0.5452498	0.5921057	0.2632425	0.7001796	0.0005844	0.0092139	0.0032672	0.2838873	0.6617861	0.1779153	0.4510098	0.4354836	0.4161293	0.7139510	0.6652363	0.0019998	0.6900221
0.1402056	0.7806782	0.6683017	0.0904285	0.3086017	0.0500233	0.3503520	0.4519386	0.7095906	0.3903008	0.0000573	0.4603873	0.7288817	0.7305796	0.6895409	0.0607702	0.7925932	0.0518352	0.6998634	0.7964241	0.7072652	0.0192942	0.0601477	0.3845398	0.6644425	0.6721522	0.7093297	0.1178489	0.2560725	0.8253730	0.5892254	0.0586568	0.0101075	0.0988937	0.6698425	0.2240879	0.1204249	0.0000000	0.6488198	0.6486747	0.0458962	0.8211792	0.7323635	0.1788929	0.6177237	0.6301081	0.0477221	0.0869046	0.5738877	0.5753434	0.5814022	0.1417990	0.6842228	0.7459385	0.7691189	0.6242896	0.5886809	0.0570759	0.4378666	0.5651140	0.0093678	0.0619551	0.4641871	0.0537172	0.5264194	0.6059842	0.6565100	0.1625916	0.7215049	0.1108762	0.0018829	0.6163124	0.6778156	0.0710206	0.7056559	0.6192627	0.3651652	0.4587118	0.0254661	0.0314591	0.2065582	0.3408761	0.7537618	0.5419148	0.0005918	0.2906430	0.6141605	0.0000047	0.0207443	0.1415271	0.5234597	0.6214114	0.0000000	0.3409768	0.3999751	0.7152629	0.6214402	0.6559686	0.0368899	0.3136602
