Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G77	G13	0.745490953809941	0.00538383432180905
G13	G77	0.745490953809941	0.00538383432180905
G97	G49	0.741890120471342	0.00573739730794367
G49	G97	0.741890120471341	0.00573739730794377
G46	G77	0.718045199159608	0.00853856933109489
G77	G46	0.718045199159606	0.00853856933109514
G69	G8	0.705701371227525	0.0103374481089931
G8	G69	0.705701371227523	0.0103374481089935
G72	G28	0.701826035498108	0.0109563495551996
G28	G72	0.701826035498104	0.0109563495552003
G99	G92	0.696890902069136	0.0117838497806002
G92	G99	0.696890902069133	0.0117838497806007
G28	G58	0.679308112376603	0.0151121171447524
G58	G28	0.679308112376602	0.0151121171447526
G92	G97	0.6762885931365	0.015746744040268
G97	G92	0.676288593136496	0.0157467440402689
G85	G55	0.670652508490441	0.0169834695083849
G55	G85	0.67065250849044	0.0169834695083852
G10	G55	0.666544960432375	0.0179286712945159
G55	G10	0.666544960432369	0.0179286712945173
G92	G51	0.660247883469937	0.0194517966455262
G51	G92	0.660247883469933	0.0194517966455271
G21	G61	0.654998429100565	0.0207920923099733
G61	G21	0.654998429100563	0.0207920923099738
G24	G40	0.649677557899829	0.0222181345561999
G40	G24	0.649677557899828	0.0222181345562002
G86	G73	0.648463513701567	0.0225532331347406
G73	G86	0.648463513701566	0.0225532331347409
G27	G28	0.643701167737888	0.0239032999834937
G28	G27	0.643701167737885	0.0239032999834946
G27	G76	0.643024273731482	0.0240998451167995
G76	G27	0.643024273731474	0.0240998451168019
G58	G76	0.642764280486006	0.0241756484689033
G76	G58	0.642764280486002	0.0241756484689047
G15	G94	0.641881999413975	0.0244341755175892
G94	G15	0.641881999413974	0.0244341755175893
G86	G25	0.638560960315831	0.0254253133345615
G25	G86	0.638560960315826	0.0254253133345629
G84	G92	0.636078136877345	0.0261850821498871
G92	G84	0.636078136877342	0.0261850821498878
G84	G86	0.632956810568182	0.027163381323673
G86	G84	0.63295681056818	0.0271633813236736
G32	G9	0.63251147602305	0.0273050817752065
G9	G32	0.632511476023046	0.0273050817752076
G83	G49	0.62716423040878	0.0290484797816173
G49	G83	0.627164230408774	0.0290484797816194
G61	G58	0.626515553738851	0.0292652947418412
G58	G61	0.626515553738848	0.0292652947418421
G94	G16	0.624367232256159	0.0299916805894475
G16	G94	0.624367232256158	0.0299916805894478
G10	G28	0.623720809438718	0.030212764284438
G28	G10	0.623720809438715	0.0302127642844389
G16	G99	0.619795976486037	0.0315803472704206
G99	G16	0.619795976486034	0.0315803472704216
G61	G27	0.619087436623899	0.0318318896921716
G27	G61	0.619087436623898	0.0318318896921719
G20	G86	0.616814876076777	0.0326483902874775
