Gene1	Gene2	EdgeWeight
G97	G60	3.44017210275355
G26	G60	3.43743477116965
G49	G60	3.42238166660531
G25	G60	3.39008208310484
G19	G60	3.38297513958995
G17	G60	3.38266303789343
G45	G60	3.38019103576287
G66	G60	3.37895118881474
G21	G60	3.37673799311223
G31	G60	3.36592275317228
G14	G60	3.35457562052559
G92	G60	3.35100065895659
G99	G60	3.34695712199437
G47	G60	3.32746625522764
G56	G60	3.32469552368108
G37	G60	3.3034927651344
G89	G60	3.30320352190075
G54	G60	3.29949119618619
G59	G60	3.29547918662229
G46	G60	3.27563045028033
G7	G60	3.26160853116232
G34	G60	3.26018536885948
G40	G60	3.25720287581145
G87	G60	3.25393311567805
G75	G60	3.24612369488057
G100	G60	3.23636646847568
G69	G60	3.22852674103969
G70	G60	3.21988457169611
G33	G60	3.21426373743006
G86	G60	3.20940989392988
G13	G60	3.20052545878223
G3	G60	3.18651472032038
G80	G60	3.16629663492451
G72	G60	3.12678571911949
G24	G60	3.09216632560793
G48	G60	3.08846686448188
G28	G60	3.07550752654764
G36	G60	3.07490161901964
G50	G60	2.93755657431772
G53	G60	2.93658157643104
G76	G60	2.93231731547235
G8	G60	2.93189281273328
G44	G60	2.90798537485113
G61	G60	2.90471587912388
G97	G62	2.89316067004695
G26	G62	2.88654609466088
G49	G62	2.88277355479045
G6	G60	2.87386601417111
G25	G62	2.86011120226141
G17	G62	2.84200326819814
G31	G62	2.83376771020675
G19	G62	2.83346695730148
G66	G62	2.83149847653547
G45	G62	2.82833761914033
G29	G60	2.82814646036138
G21	G62	2.82700990977132
G58	G60	2.82683788687934
G99	G62	2.81132317163449
G14	G62	2.80612927409716
G92	G62	2.80320406115141
G4	G60	2.79671462566453
G47	G62	2.79634882463387
G56	G62	2.78213086041712
G37	G62	2.7771463968697
G74	G60	2.77156442820569
G54	G62	2.77065828149573
G89	G62	2.76264804109438
G51	G60	2.75506236690439
G46	G62	2.75430063224386
G59	G62	2.75016040544506
G40	G62	2.74509804500461
G7	G62	2.73960378667588
G87	G62	2.73599229305047
G34	G62	2.72034878727642
G75	G62	2.71954390853158
G33	G62	2.71018674527152
G100	G62	2.70972515317936
G69	G62	2.70263583484265
G70	G62	2.69888306035622
G13	G62	2.69550404439726
G86	G62	2.68607313110333
G3	G62	2.66907540707199
G80	G62	2.66024736861877
G83	G60	2.62848186072274
G72	G62	2.61774326045712
G39	G60	2.61521875928056
G48	G62	2.59365974494546
G67	G60	2.58260506267739
G36	G62	2.57497336319568
G24	G62	2.57362035950988
G28	G62	2.56517390084011
G63	G60	2.54008895300251
G64	G60	2.49265627033977
G76	G62	2.47418248913153
G53	G62	2.46490909791252
G50	G62	2.46217031258447
G44	G62	2.45081069314291
