Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G100	G85	0.465604948822324	3.42214752407741e-18
G85	G100	0.465604948822324	3.42214752407768e-18
G45	G51	0.369650220015531	1.54658754285595e-11
G51	G45	0.369650220015531	1.54658754285596e-11
G92	G82	0.365392451850661	2.74008293351496e-11
G82	G92	0.365392451850661	2.74008293351498e-11
G5	G98	0.273052829158424	9.72672283285311e-07
G98	G5	0.273052829158424	9.72672283285337e-07
G99	G21	0.272239178355023	1.0505895284206e-06
G21	G99	0.272239178355022	1.05058952842063e-06
G54	G26	0.224246053945948	6.43987473455805e-05
G26	G54	0.224246053945948	6.43987473455805e-05
G99	G92	0.21475308711562	0.000131963195217264
G92	G99	0.214753087115619	0.000131963195217266
G31	G44	0.213382408255587	0.000145993716245293
G44	G31	0.213382408255587	0.000145993716245294
G94	G22	0.212596770486092	0.000154653850791128
G22	G94	0.212596770486091	0.000154653850791131
G91	G54	0.212168546501563	0.000159574516053095
G54	G91	0.212168546501563	0.000159574516053098
G94	G86	0.205911651401424	0.000250407173844607
G86	G94	0.205911651401424	0.000250407173844613
G100	G56	0.202358032413129	0.00032154416327361
G56	G100	0.202358032413129	0.000321544163273612
G1	G77	0.200691528882741	0.000361023753235854
G77	G1	0.200691528882741	0.000361023753235859
G67	G10	0.2000939393109	0.00037624716480342
G10	G67	0.2000939393109	0.00037624716480342
G85	G17	0.199539260981941	0.00039090976551639
G17	G85	0.199539260981941	0.00039090976551639
G79	G81	0.198631731682664	0.000416050524388007
G81	G79	0.198631731682664	0.000416050524388016
G1	G32	0.197850039171692	0.000438901544980413
G32	G1	0.197850039171692	0.000438901544980425
G28	G9	0.197763738579429	0.000441494578164598
G9	G28	0.197763738579429	0.000441494578164603
G70	G21	0.197061088905183	0.000463142495510896
G21	G70	0.197061088905183	0.000463142495510896
G75	G95	0.19185777334009	0.00065684547174527
G95	G75	0.19185777334009	0.000656845471745273
G53	G2	0.188444294288257	0.000822085243870969
G2	G53	0.188444294288257	0.000822085243870979
G14	G31	0.188262831003221	0.000831862016388459
G31	G14	0.188262831003221	0.000831862016388471
G17	G44	0.187659983838955	0.000865117681428589
G44	G17	0.187659983838955	0.000865117681428603
G8	G44	0.184857960449715	0.00103640170828888
G44	G8	0.184857960449715	0.00103640170828889
G50	G28	0.183671898567998	0.00111790020023973
G28	G50	0.183671898567998	0.00111790020023974
G85	G98	0.181830138977994	0.00125620571368486
G98	G85	0.181830138977994	0.00125620571368486
G24	G91	0.180927410141332	0.00132958703785498
G91	G24	0.180927410141331	0.00132958703785499
G48	G22	0.180239735483213	0.00138810578241401
G22	G48	0.180239735483213	0.00138810578241402
