Parent	Type	Child	Weight	Probability	Score
G1	+	G1	0.072280	0.980814	0.283155
G2	-	G1	-0.001080	0.484429	-0.002090
G3	+	G1	0.017304	0.441147	0.030490
G4	+	G1	0.060339	0.877510	0.211483
G5	-	G1	-0.004797	0.446832	-0.008562
G6	+	G1	0.012402	0.426716	0.021138
G7	+	G1	0.025184	0.540957	0.054413
G8	-	G1	-0.014667	0.396988	-0.023257
G9	-	G1	-0.014174	0.428667	-0.024269
G10	-	G1	-0.004943	0.439567	-0.008678
G11	+	G1	0.016421	0.457183	0.029986
G12	-	G1	-0.003165	0.316076	-0.003996
G13	+	G1	0.039668	0.637483	0.101002
G14	+	G1	0.026162	0.495392	0.051766
G15	+	G1	0.082510	0.992313	0.327021
G16	-	G1	-0.002264	0.447825	-0.004050
G17	-	G1	-0.001998	0.436050	-0.003479
G18	-	G1	-0.005783	0.392377	-0.009062
G19	+	G1	0.085430	0.911394	0.310986
G20	+	G1	0.024931	0.568897	0.056649
G21	-	G1	-0.053055	0.664839	-0.140887
G22	+	G1	0.028419	0.502757	0.057067
G23	+	G1	0.090272	0.996933	0.359455
G24	+	G1	0.050992	0.771856	0.157204
G25	+	G1	0.002158	0.407348	0.003511
G26	+	G1	0.014975	0.466260	0.027887
G27	-	G1	-0.031864	0.530794	-0.067553
G28	+	G1	0.036471	0.668067	0.097318
G29	+	G1	0.012799	0.420091	0.021475
G30	+	G1	0.023933	0.390028	0.037283
G31	+	G1	0.067226	0.936251	0.251393
G32	+	G1	0.005223	0.350214	0.007306
G33	+	G1	0.019813	0.480583	0.038031
G34	+	G1	0.004813	0.345225	0.006636
G35	+	G1	0.016620	0.425705	0.028259
G36	+	G1	0.015135	0.460489	0.027836
G37	+	G1	0.035973	0.627250	0.090124
G38	+	G1	0.011181	0.443524	0.019807
G39	+	G1	0.036412	0.612354	0.089057
G40	-	G1	-0.000323	0.410396	-0.000529
G41	+	G1	0.010529	0.436563	0.018360
G42	+	G1	0.004390	0.411462	0.007214
G43	+	G1	0.020324	0.479366	0.038914
G44	+	G1	0.098735	0.998937	0.393940
G45	+	G1	0.035787	0.700441	0.100120
G46	-	G1	-0.004696	0.491929	-0.009227
G47	+	G1	0.039478	0.577300	0.091028
G48	+	G1	0.019355	0.413966	0.032001
G49	+	G1	0.060268	0.839385	0.202055
G50	+	G1	0.029421	0.572795	0.067309
G51	+	G1	0.007425	0.470707	0.013960
G52	+	G1	0.000476	0.287663	0.000547
G53	+	G1	0.010830	0.472924	0.020457
G54	+	G1	0.007374	0.403182	0.011875
G55	+	G1	0.001382	0.406206	0.002242
G56	-	G1	-0.005009	0.478954	-0.009583
G57	+	G1	0.025356	0.528808	0.053554
G58	+	G1	0.038626	0.684264	0.105566
G59	+	G1	0.053356	0.880335	0.187609
G60	+	G1	0.052477	0.856676	0.179559
G61	+	G1	0.019544	0.500956	0.039105
G62	+	G1	0.065936	0.962129	0.253385
G63	+	G1	0.055595	0.799390	0.177508
G64	+	G1	0.043980	0.625265	0.109835
G65	+	G1	0.013358	0.418113	0.022308
G66	+	G1	0.056080	0.874732	0.195932
G67	+	G1	0.014950	0.395596	0.023622
G68	+	G1	0.057691	0.740929	0.170730
G69	+	G1	0.018343	0.480021	0.035168
G70	+	G1	0.028258	0.516693	0.058317
G71	+	G1	0.024305	0.493836	0.047940
G72	+	G1	0.011069	0.429768	0.019001
G73	+	G1	0.008539	0.417976	0.014255
G74	+	G1	0.059861	0.856880	0.204874
G75	+	G1	0.058929	0.854786	0.201193
G76	+	G1	0.022400	0.431748	0.038628
G77	+	G1	0.029611	0.425975	0.050380
G78	+	G1	0.040602	0.696016	0.112873
G79	+	G1	0.004419	0.320085	0.005650
G80	+	G1	0.024913	0.422191	0.042010
G81	+	G1	0.033590	0.562073	0.075409
G82	+	G1	0.039333	0.606858	0.095338
G83	+	G1	0.008461	0.382806	0.012937
G84	-	G1	-0.005079	0.369929	-0.007504
G85	+	G1	0.004255	0.386265	0.006565
G86	+	G1	0.006669	0.259408	0.006909
G87	+	G1	0.036764	0.580366	0.085222
G88	+	G1	0.047481	0.765395	0.145154
G89	+	G1	0.068431	0.881039	0.240808
G90	-	G1	-0.000136	0.289222	-0.000157
G91	+	G1	0.080742	0.972937	0.313768
G92	+	G1	0.009796	0.410914	0.016078
G93	+	G1	0.012819	0.389938	0.019964
G94	+	G1	0.025251	0.453741	0.045762
G95	-	G1	-0.000911	0.336685	-0.001225
G96	+	G1	0.025818	0.533145	0.054978
G97	+	G1	0.018084	0.434653	0.031396
G98	+	G1	0.005813	0.338743	0.007864
G99	-	G1	-0.005413	0.300801	-0.006504
G100	+	G1	0.015123	0.410063	0.024770
G1	-	G2	-0.005301	0.408352	-0.008647
G2	+	G2	0.007410	0.490331	0.014513
G3	+	G2	0.007758	0.389916	0.012082
G4	-	G2	-0.013667	0.445920	-0.024341
G5	-	G2	-0.005223	0.445604	-0.009297
G6	+	G2	0.002193	0.390327	0.003419
G7	+	G2	0.001505	0.407754	0.002451
G8	-	G2	-0.017308	0.424548	-0.029349
G9	+	G2	0.009320	0.411625	0.015323
G10	+	G2	0.013578	0.471333	0.025561
G11	-	G2	-0.000697	0.378545	-0.001055
G12	+	G2	0.005207	0.320855	0.006674
