Parent	Type	Child	Weight	Probability	Score
G1	+	G1	0.108564	0.986349	0.341041
G2	+	G1	0.041718	0.816112	0.108433
G3	-	G1	-0.024945	0.549049	-0.043619
G4	+	G1	0.063964	0.796455	0.162250
G5	+	G1	0.021469	0.372402	0.025464
G6	+	G1	0.001694	0.149306	0.000805
G7	-	G1	-0.009811	0.255551	-0.007985
G8	+	G1	0.040569	0.634596	0.081995
G9	+	G1	0.026016	0.428717	0.035522
G10	+	G1	0.018399	0.353408	0.020709
G11	+	G1	0.008933	0.335794	0.009554
G12	+	G1	0.093393	0.999472	0.297286
G13	+	G1	0.024470	0.523696	0.040814
G14	-	G1	-0.009124	0.327127	-0.009506
G15	-	G1	-0.012689	0.293104	-0.011845
G16	-	G1	-0.013137	0.469331	-0.019637
G17	-	G1	-0.004648	0.308940	-0.004574
G18	-	G1	-0.012878	0.494416	-0.020279
G19	-	G1	-0.003930	0.308267	-0.003858
G20	+	G1	0.011744	0.386938	0.014472
G21	-	G1	-0.008002	0.334241	-0.008518
G22	-	G1	-0.012248	0.495348	-0.019323
G23	+	G1	0.025615	0.414706	0.033831
G24	-	G1	-0.038216	0.661968	-0.080569
G25	-	G1	-0.020413	0.508154	-0.033036
G26	+	G1	0.000115	0.322401	0.000118
G27	-	G1	-0.032992	0.665907	-0.069970
G28	-	G1	-0.041137	0.567808	-0.074392
G29	+	G1	0.008298	0.260142	0.006875
G30	-	G1	-0.004680	0.257614	-0.003840
G31	+	G1	0.066633	0.989630	0.210016
G32	-	G1	-0.018260	0.507540	-0.029516
G33	+	G1	0.023702	0.409835	0.030937
G34	+	G1	0.000735	0.293882	0.000688
G35	+	G1	0.021827	0.321667	0.022362
G36	+	G1	0.009173	0.214082	0.006254
G37	+	G1	0.022509	0.486123	0.034849
G38	+	G1	0.064843	0.960606	0.198381
G39	+	G1	0.029464	0.604275	0.056704
G40	-	G1	-0.035537	0.628096	-0.071087
G41	-	G1	-0.026988	0.391917	-0.033687
G42	+	G1	0.047577	0.910082	0.137903
G43	-	G1	-0.056212	0.958976	-0.171685
G44	-	G1	-0.042587	0.578538	-0.078469
G45	-	G1	-0.040275	0.749729	-0.096168
G46	-	G1	-0.050725	0.904953	-0.146197
G47	+	G1	0.044089	0.582049	0.081729
G48	+	G1	0.059139	0.954074	0.179700
G49	+	G1	0.014969	0.406262	0.019368
G50	-	G1	-0.073641	0.992003	-0.232661
G51	+	G1	0.004282	0.321377	0.004383
G52	+	G1	0.013650	0.314341	0.013665
G53	+	G1	0.005309	0.306885	0.005189
G54	-	G1	-0.034134	0.660791	-0.071835
G55	-	G1	-0.023041	0.438277	-0.032162
G56	+	G1	0.018231	0.418265	0.024286
G57	-	G1	-0.029302	0.594155	-0.055449
G58	-	G1	-0.023695	0.369083	-0.027853
G59	+	G1	0.049232	0.839111	0.131569
G60	+	G1	0.010145	0.339356	0.010965
G61	+	G1	0.015276	0.330195	0.016065
G62	-	G1	-0.033498	0.546674	-0.058324
G63	-	G1	-0.007419	0.295586	-0.006984
G64	-	G1	-0.022342	0.517643	-0.036833
G65	+	G1	0.005578	0.321368	0.005709
G66	+	G1	0.037596	0.726353	0.086973
G67	+	G1	0.077668	0.996459	0.246487
G68	+	G1	0.011335	0.449583	0.016231
G69	-	G1	-0.007113	0.263440	-0.005968
G70	+	G1	0.013656	0.386902	0.016828
G71	+	G1	0.037318	0.533241	0.063378
G72	-	G1	-0.007408	0.279859	-0.006603
G73	-	G1	-0.000214	0.315215	-0.000215
G74	-	G1	-0.018342	0.390976	-0.022839
G75	-	G1	-0.054724	0.941539	-0.164099
G76	-	G1	-0.066331	0.947701	-0.200208
G77	-	G1	-0.033236	0.564688	-0.059773
G78	+	G1	0.009972	0.345201	0.010963
G79	+	G1	0.040783	0.558845	0.072587
G80	-	G1	-0.033739	0.428614	-0.046056
G81	+	G1	0.009259	0.348458	0.010276
G82	-	G1	-0.006920	0.282902	-0.006235
G83	+	G1	0.023703	0.348344	0.026297
G84	-	G1	-0.002348	0.291409	-0.002179
G85	-	G1	-0.005455	0.253801	-0.004410
G86	-	G1	-0.011724	0.370160	-0.013822
G87	+	G1	0.023929	0.497122	0.037886
G88	+	G1	0.022105	0.380742	0.026805
G89	+	G1	0.002939	0.479273	0.004486
G90	+	G1	0.003171	0.442687	0.004471
G91	-	G1	-0.007108	0.288030	-0.006520
G92	+	G1	0.019474	0.330721	0.020512
G93	+	G1	0.003502	0.491350	0.005480
G94	-	G1	-0.010336	0.346383	-0.011403
G95	+	G1	0.023327	0.485439	0.036065
G96	-	G1	-0.007783	0.337081	-0.008355
G97	+	G1	0.039883	0.766912	0.097414
G98	+	G1	0.107722	0.999991	0.343077
G99	+	G1	0.032681	0.486138	0.050599
G100	-	G1	-0.071388	0.945532	-0.214978
G1	+	G2	0.004507	0.331190	0.004754
G2	+	G2	0.055835	0.955646	0.169940
G3	+	G2	0.054091	0.956492	0.164777
G4	-	G2	-0.016126	0.393238	-0.020197
G5	+	G2	0.009492	0.288713	0.008728
G6	-	G2	-0.032499	0.367943	-0.038084
G7	-	G2	-0.012807	0.274633	-0.011202
G8	-	G2	-0.006526	0.191983	-0.003990
G9	+	G2	0.029508	0.500661	0.047051
G10	+	G2	0.008578	0.278221	0.007601
G11	+	G2	0.017587	0.364399	0.020411
G12	+	G2	0.005880	0.297611	0.005574
G13	+	G2	0.022104	0.483613	0.034046
G14	+	G2	0.005338	0.314646	0.005350
G15	-	G2	-0.049066	0.871642	-0.136210
G16	+	G2	0.055478	0.659159	0.116466
G17	+	G2	0.025541	0.547102	0.044505
G18	+	G2	0.037330	0.564612	0.067127
G19	-	G2	-0.029290	0.614643	-0.057337
G20	+	G2	0.018917	0.453453	0.027319
G21	+	G2	0.026446	0.576445	0.048553
G22	-	G2	-0.001230	0.486016	-0.001904
G23	+	G2	0.005064	0.317251	0.005117
G24	+	G2	0.015392	0.396015	0.019414
G25	+	G2	0.022883	0.515168	0.037546
G26	+	G2	0.009656	0.366340	0.011266
G27	+	G2	0.056199	0.946554	0.169421
G28	-	G2	-0.008002	0.409275	-0.010431
G29	+	G2	0.001096	0.247819	0.000865
G30	+	G2	0.011312	0.291823	0.010514
G31	-	G2	-0.022584	0.494766	-0.035587
G32	+	G2	0.001231	0.486418	0.001907
G33	+	G2	0.008361	0.320539	0.008536
G34	-	G2	-0.036338	0.550854	-0.063751
G35	+	G2	0.063718	0.873258	0.177214
G36	+	G2	0.029806	0.460602	0.043724
G37	-	G2	-0.005013	0.452298	-0.007222
G38	+	G2	0.076292	0.988500	0.240184
G39	+	G2	0.102847	0.999938	0.327533
G40	+	G2	0.099176	0.999986	0.315858
G41	-	G2	-0.035369	0.478012	-0.053846
G42	+	G2	0.009875	0.359668	0.011311
G43	+	G2	0.014015	0.389253	0.017375
G44	+	G2	0.001079	0.366418	0.001259
G45	+	G2	0.038306	0.713158	0.087004
G46	-	G2	-0.033051	0.638062	-0.067164
G47	-	G2	-0.031178	0.503744	-0.050021
G48	+	G2	0.017161	0.305950	0.016722
G49	-	G2	-0.043057	0.798674	-0.109524
G50	+	G2	0.045598	0.799584	0.116118
G51	+	G2	0.013236	0.381306	0.016074
G52	-	G2	-0.025822	0.417372	-0.034325
G53	+	G2	0.013271	0.374864	0.015845
G54	+	G2	0.014973	0.336452	0.016044
G55	+	G2	0.127777	1.000000	0.406952
G56	-	G2	-0.012311	0.359750	-0.014106
G57	+	G2	0.023372	0.499057	0.037148
G58	+	G2	0.020868	0.334522	0.022233
G59	+	G2	0.007937	0.278434	0.007039
G60	-	G2	-0.026001	0.525936	-0.043552
G61	-	G2	-0.003656	0.304694	-0.003548
G62	-	G2	-0.026058	0.455258	-0.037782
G63	+	G2	0.034814	0.606006	0.067192
G64	-	G2	-0.002554	0.486930	-0.003960
G65	+	G2	0.017878	0.427247	0.024328
G66	+	G2	0.071714	0.990627	0.226259
G67	+	G2	0.168771	1.000000	0.537514
G68	+	G2	0.014830	0.457931	0.021628
G69	+	G2	0.002435	0.252952	0.001961
G70	+	G2	0.015525	0.395628	0.019562
G71	-	G2	-0.016395	0.417464	-0.021798
G72	+	G2	0.055273	0.954005	0.167942
G73	+	G2	0.101577	0.999962	0.323498
G74	+	G2	0.047532	0.612756	0.092760
G75	+	G2	0.043109	0.828238	0.113715
G76	+	G2	0.023518	0.383479	0.028723
G77	+	G2	0.056452	0.885515	0.159210
G78	+	G2	0.037560	0.649334	0.077675
G79	-	G2	-0.028689	0.492680	-0.045016
G80	-	G2	-0.009308	0.152095	-0.004509
G81	-	G2	-0.002744	0.331112	-0.002894
G82	-	G2	-0.011898	0.304574	-0.011541
G83	-	G2	-0.028206	0.408988	-0.036741
G84	-	G2	-0.019011	0.413234	-0.025021
G85	-	G2	-0.040793	0.746064	-0.096930
G86	-	G2	-0.012336	0.375364	-0.014748
G87	+	G2	0.083912	0.999115	0.267011
G88	-	G2	-0.008212	0.320194	-0.008375
G89	-	G2	-0.008125	0.483602	-0.012514
G90	-	G2	-0.013417	0.454104	-0.019404
G91	+	G2	0.001041	0.280372	0.000930
G92	+	G2	0.013841	0.277298	0.012224
G93	-	G2	-0.021628	0.517378	-0.035637
G94	+	G2	0.082500	0.975279	0.256255
G95	-	G2	-0.009836	0.366247	-0.011473
G96	+	G2	0.040237	0.791819	0.101472
G97	-	G2	-0.013351	0.364659	-0.015505
G98	+	G2	0.042270	0.845877	0.113875
G99	+	G2	0.005082	0.379930	0.006150
G100	+	G2	0.027991	0.506228	0.045129
G1	-	G3	-0.014404	0.373019	-0.017112
G2	+	G3	0.019354	0.480419	0.029612
G3	+	G3	0.064005	0.997546	0.203348
G4	+	G3	0.010963	0.396841	0.013856
G5	-	G3	-0.001319	0.273706	-0.001150
G6	+	G3	0.004539	0.152933	0.002211
G7	+	G3	0.021761	0.405645	0.028114
G8	+	G3	0.023644	0.390278	0.029390
G9	-	G3	-0.002509	0.224287	-0.001792
G10	+	G3	0.020628	0.412073	0.027072
G11	+	G3	0.019804	0.396845	0.025030
G12	+	G3	0.029703	0.630960	0.059688
G13	+	G3	0.049293	0.968480	0.152044
G14	+	G3	0.071401	0.998337	0.227026
G15	+	G3	0.065615	0.997893	0.208535
G16	+	G3	0.007679	0.462350	0.011307
G17	-	G3	-0.031602	0.761661	-0.076660
G18	+	G3	0.020109	0.519405	0.033265
G19	+	G3	0.047997	0.966442	0.147735
G20	+	G3	0.039870	0.841235	0.106821
G21	-	G3	-0.026894	0.672852	-0.057632
G22	-	G3	-0.001454	0.486040	-0.002251
G23	+	G3	0.022847	0.430948	0.031358
G24	-	G3	-0.023903	0.530199	-0.040363
G25	+	G3	0.016201	0.504827	0.026049
G26	+	G3	0.064285	0.997463	0.204220
G27	+	G3	0.039403	0.872816	0.109531
G28	+	G3	0.051726	0.709382	0.116865
G29	+	G3	0.004384	0.249448	0.003483
G30	+	G3	0.021688	0.485199	0.033514
G31	+	G3	0.001888	0.321688	0.001935
G32	+	G3	0.004473	0.488031	0.006952
G33	+	G3	0.012778	0.353381	0.014381
G34	-	G3	-0.067361	0.960584	-0.206079
G35	-	G3	-0.015723	0.300938	-0.015070
G36	+	G3	0.052541	0.968232	0.162020
G37	+	G3	0.004605	0.447302	0.006561
G38	+	G3	0.006051	0.292270	0.005632
G39	+	G3	0.054107	0.981108	0.169069
G40	+	G3	0.006897	0.241724	0.005310
G41	+	G3	0.070426	0.980884	0.220011
G42	+	G3	0.045225	0.953425	0.137328
G43	+	G3	0.044494	0.945946	0.134047
G44	+	G3	0.007919	0.377039	0.009510
G45	+	G3	0.058576	0.987858	0.184290
G46	+	G3	0.033556	0.770389	0.082333
G47	-	G3	-0.010926	0.437635	-0.015229
G48	-	G3	-0.013327	0.306615	-0.013014
G49	+	G3	0.038744	0.843407	0.104072
G50	+	G3	0.002941	0.236017	0.002211
G51	+	G3	0.008684	0.362965	0.010039
G52	-	G3	-0.019151	0.392630	-0.023947
G53	+	G3	0.024874	0.612736	0.048540
G54	+	G3	0.008297	0.296950	0.007847
G55	+	G3	0.040933	0.894377	0.116597
G56	+	G3	0.070588	0.998927	0.224573
G57	+	G3	0.077170	0.999424	0.245633
G58	+	G3	0.007928	0.268452	0.006778
G59	+	G3	0.012904	0.333432	0.013703
G60	+	G3	0.060665	0.990610	0.191397
G61	+	G3	0.046956	0.668266	0.099939
G62	-	G3	-0.003551	0.328923	-0.003719
G63	+	G3	0.087344	0.999704	0.278097
G64	+	G3	0.000697	0.486614	0.001080
G65	+	G3	0.029050	0.700060	0.064771
G66	-	G3	-0.005463	0.319137	-0.005552
G67	-	G3	-0.018169	0.492559	-0.028502
G68	+	G3	0.003646	0.449307	0.005217
G69	-	G3	-0.005675	0.272131	-0.004918
G70	-	G3	-0.021723	0.443224	-0.030664
G71	+	G3	0.012814	0.429366	0.017522
G72	+	G3	0.027624	0.639356	0.056250
G73	+	G3	0.098494	0.999998	0.313690
G74	+	G3	0.026545	0.476358	0.040272
G75	+	G3	0.042944	0.920494	0.125896
G76	+	G3	0.042388	0.788530	0.106453
G77	-	G3	-0.002115	0.288396	-0.001943
G78	+	G3	0.073338	0.992359	0.231788
G79	+	G3	0.002886	0.425307	0.003909
G80	-	G3	-0.015915	0.214496	-0.010872
G81	+	G3	0.093348	0.991136	0.294666
G82	+	G3	0.017645	0.362210	0.020355
G83	+	G3	0.013776	0.261042	0.011453
G84	+	G3	0.025657	0.610570	0.049892
G85	+	G3	0.003717	0.261231	0.003093
G86	+	G3	0.017743	0.438648	0.024788
G87	+	G3	0.061425	0.995400	0.194730
G88	-	G3	-0.004115	0.313937	-0.004115
G89	+	G3	0.000622	0.478715	0.000949
G90	-	G3	-0.015953	0.467957	-0.023775
G91	-	G3	-0.009544	0.315336	-0.009585
G92	-	G3	-0.008147	0.254312	-0.006599
G93	-	G3	-0.000824	0.490816	-0.001288
G94	-	G3	-0.004258	0.328559	-0.004456
G95	+	G3	0.087528	0.999452	0.278612
G96	-	G3	-0.008487	0.360994	-0.009758
G97	+	G3	0.014286	0.396829	0.018056
G98	+	G3	0.033647	0.813440	0.087169
G99	-	G3	-0.008095	0.392585	-0.010121
G100	-	G3	-0.009940	0.367838	-0.011645
G1	+	G4	0.083047	0.918769	0.243008
G2	-	G4	-0.019322	0.421680	-0.025949
G3	-	G4	-0.027247	0.595049	-0.051636
G4	+	G4	0.002971	0.360140	0.003408
G5	+	G4	0.019288	0.363249	0.022314
G6	+	G4	0.023026	0.266698	0.019558
G7	-	G4	-0.006495	0.243017	-0.005027
G8	-	G4	-0.003273	0.180289	-0.001880
G9	-	G4	-0.006543	0.232654	-0.004848
G10	-	G4	-0.087737	0.997405	-0.278706
G11	+	G4	0.024545	0.405096	0.031667
G12	+	G4	0.022809	0.444676	0.032303
G13	-	G4	-0.017199	0.411648	-0.022548
G14	+	G4	0.113308	0.999985	0.360865
G15	+	G4	0.057894	0.957767	0.176597
G16	-	G4	-0.052116	0.646633	-0.107329
G17	+	G4	0.012706	0.363827	0.014723
G18	-	G4	-0.011129	0.491765	-0.017430
G19	+	G4	0.033683	0.707713	0.075921
G20	-	G4	-0.031221	0.619529	-0.061602
G21	-	G4	-0.004210	0.319541	-0.004284
G22	+	G4	0.002894	0.486301	0.004482
G23	+	G4	0.041414	0.564163	0.074412
G24	-	G4	-0.016410	0.406665	-0.021254
G25	-	G4	-0.042962	0.594491	-0.081343
G26	-	G4	-0.001411	0.324974	-0.001461
G27	-	G4	-0.020632	0.469252	-0.030834
G28	+	G4	0.003295	0.402859	0.004228
G29	+	G4	0.096186	0.999133	0.306073
G30	-	G4	-0.011091	0.292275	-0.010324
G31	-	G4	-0.009130	0.338967	-0.009856
G32	+	G4	0.008152	0.490368	0.012731
G33	-	G4	-0.004766	0.319400	-0.004848
G34	-	G4	-0.005410	0.305261	-0.005260
G35	-	G4	-0.004587	0.240160	-0.003509
G36	-	G4	-0.015351	0.256381	-0.012534
G37	+	G4	0.019655	0.480301	0.030066
G38	-	G4	-0.029488	0.520803	-0.048911
G39	-	G4	-0.044037	0.845199	-0.118541
G40	-	G4	-0.039248	0.717138	-0.089641
G41	+	G4	0.047523	0.668889	0.101240
G42	+	G4	0.012814	0.380585	0.015532
G43	+	G4	0.078340	0.997962	0.248993
G44	+	G4	0.036985	0.537766	0.063345
G45	-	G4	-0.037153	0.703559	-0.083250
G46	+	G4	0.067925	0.988052	0.213746
G47	+	G4	0.045856	0.599324	0.087528
G48	-	G4	-0.032707	0.553050	-0.057611
G49	+	G4	0.068899	0.980725	0.215205
G50	-	G4	-0.069658	0.982699	-0.218014
G51	+	G4	0.002829	0.319517	0.002879
G52	-	G4	-0.025729	0.428599	-0.035120
G53	+	G4	0.069131	0.989813	0.217930
G54	-	G4	-0.011685	0.301641	-0.011226
G55	-	G4	-0.077324	0.996368	-0.245371
G56	+	G4	0.004796	0.314695	0.004807
G57	+	G4	0.014835	0.387974	0.018330
G58	+	G4	0.012743	0.302385	0.012272
G59	-	G4	-0.002899	0.267410	-0.002469
G60	-	G4	-0.009359	0.339693	-0.010125
G61	+	G4	0.037335	0.490496	0.058324
G62	+	G4	0.032324	0.536333	0.055214
G63	+	G4	0.099129	0.999593	0.315583
G64	-	G4	-0.002705	0.486945	-0.004195
G65	+	G4	0.071735	0.992600	0.226777
G66	-	G4	-0.021024	0.443098	-0.029669
G67	-	G4	-0.050422	0.911632	-0.146397
G68	-	G4	-0.010453	0.452851	-0.015076
G69	+	G4	0.002987	0.249686	0.002375
G70	-	G4	-0.006525	0.370426	-0.007698
G71	+	G4	0.011108	0.409359	0.014482
G72	+	G4	0.010936	0.302674	0.010542
G73	-	G4	-0.039118	0.806954	-0.100534
G74	-	G4	-0.016945	0.384937	-0.020774
G75	+	G4	0.031222	0.598994	0.059563
G76	+	G4	0.034019	0.555563	0.060192
G77	-	G4	-0.055040	0.869012	-0.152335
G78	+	G4	0.008112	0.338379	0.008743
G79	+	G4	0.016363	0.458333	0.023885
G80	+	G4	0.102548	0.999999	0.326603
G81	+	G4	0.036071	0.509946	0.058583
G82	+	G4	0.022559	0.373164	0.026811
G83	+	G4	0.018746	0.285930	0.017071
G84	-	G4	-0.023889	0.490243	-0.037300
G85	-	G4	-0.086922	0.999521	-0.276702
G86	-	G4	-0.000581	0.342695	-0.000634
G87	-	G4	-0.057682	0.958741	-0.176131
G88	+	G4	0.000356	0.307652	0.000349
G89	+	G4	0.010654	0.486894	0.016522
G90	+	G4	0.028570	0.505150	0.045964
G91	+	G4	0.081673	0.998531	0.259734
G92	-	G4	-0.021219	0.355915	-0.024053
G93	+	G4	0.004119	0.491840	0.006452
G94	-	G4	-0.006383	0.338457	-0.006880
G95	+	G4	0.035899	0.668046	0.076380
G96	-	G4	-0.001408	0.320489	-0.001437
G97	-	G4	-0.046802	0.861194	-0.128368
G98	+	G4	0.024195	0.527526	0.040651
G99	+	G4	0.032099	0.486505	0.049736
G100	+	G4	0.034739	0.594185	0.065740
G1	+	G5	0.060270	0.591762	0.113590
G2	-	G5	-0.002468	0.288619	-0.002269
G3	+	G5	0.091930	0.992956	0.290722
G4	+	G5	0.057257	0.591267	0.107821
G5	+	G5	0.112115	0.982122	0.350688
G6	-	G5	-0.033622	0.275992	-0.029554
G7	-	G5	-0.015472	0.264664	-0.013042
G8	+	G5	0.001637	0.179101	0.000934
G9	-	G5	-0.025748	0.321348	-0.026352
G10	+	G5	0.031464	0.395308	0.039614
G11	+	G5	0.009430	0.330852	0.009937
G12	+	G5	0.011420	0.308790	0.011231
G13	+	G5	0.080359	0.973572	0.249167
G14	-	G5	-0.030359	0.468903	-0.045338
G15	-	G5	-0.106379	0.996858	-0.337739
G16	+	G5	0.001419	0.455231	0.002058
G17	+	G5	0.021548	0.398377	0.027340
G18	+	G5	0.020480	0.497886	0.032475
G19	-	G5	-0.032206	0.518210	-0.053154
G20	+	G5	0.099499	0.985918	0.312430
G21	-	G5	-0.027996	0.476228	-0.042463
G22	-	G5	-0.016594	0.495407	-0.026182
G23	+	G5	0.055196	0.545872	0.095960
G24	-	G5	-0.077223	0.877087	-0.215715
G25	+	G5	0.028621	0.510317	0.046518
G26	+	G5	0.020648	0.417661	0.027466
G27	+	G5	0.065668	0.898194	0.187852
G28	-	G5	-0.009994	0.408008	-0.012987
G29	-	G5	-0.084841	0.919930	-0.248572
G30	-	G5	-0.015224	0.291848	-0.014150
G31	+	G5	0.002528	0.316755	0.002550
G32	-	G5	-0.017053	0.496498	-0.026966
G33	+	G5	0.037277	0.431731	0.051256
G34	-	G5	-0.002194	0.292731	-0.002045
G35	-	G5	-0.002054	0.230919	-0.001511
G36	+	G5	0.078436	0.948108	0.236847
G37	-	G5	-0.001628	0.446438	-0.002315
G38	-	G5	-0.010342	0.289468	-0.009535
G39	+	G5	0.132685	0.999909	0.422546
G40	-	G5	-0.000464	0.219626	-0.000325
G41	-	G5	-0.004814	0.254103	-0.003896
G42	+	G5	0.059625	0.876341	0.166414
G43	-	G5	-0.000138	0.317021	-0.000139
