,TS_0_0,TS_0_1,TS_0_2,TS_0_3,TS_0_4,TS_0_5,TS_0_6,TS_0_7,TS_0_8,TS_0_9,TS_0_10,TS_1_0,TS_1_1,TS_1_2,TS_1_3,TS_1_4,TS_1_5,TS_1_6,TS_1_7,TS_1_8,TS_1_9,TS_1_10,TS_2_0,TS_2_1,TS_2_2,TS_2_3,TS_2_4,TS_2_5,TS_2_6,TS_2_7,TS_2_8,TS_2_9,TS_2_10,TS_3_0,TS_3_1,TS_3_2,TS_3_3,TS_3_4,TS_3_5,TS_3_6,TS_3_7,TS_3_8,TS_3_9,TS_3_10,TS_4_0,TS_4_1,TS_4_2,TS_4_3,TS_4_4,TS_4_5,TS_4_6,TS_4_7,TS_4_8,TS_4_9,TS_4_10,TS_5_0,TS_5_1,TS_5_2,TS_5_3,TS_5_4,TS_5_5,TS_5_6,TS_5_7,TS_5_8,TS_5_9,TS_5_10,TS_6_0,TS_6_1,TS_6_2,TS_6_3,TS_6_4,TS_6_5,TS_6_6,TS_6_7,TS_6_8,TS_6_9,TS_6_10,TS_7_0,TS_7_1,TS_7_2,TS_7_3,TS_7_4,TS_7_5,TS_7_6,TS_7_7,TS_7_8,TS_7_9,TS_7_10,TS_8_0,TS_8_1,TS_8_2,TS_8_3,TS_8_4,TS_8_5,TS_8_6,TS_8_7,TS_8_8,TS_8_9,TS_8_10,TS_9_0,TS_9_1,TS_9_2,TS_9_3,TS_9_4,TS_9_5,TS_9_6,TS_9_7,TS_9_8,TS_9_9,TS_9_10
G1,0.0034215,0.0123652,0.0059268,0.0074465,0.0103957,0.0128307,0.0449803,0.0083093,0.0066141,0.0041446,0.0147342,0.0056466,3e-07,0.0006068,0.0020374,0.0021865,2.6e-05,0.015127,0.0029561,0.0024334,0.0091795,0.008623,0.0098896,0.0011338,0.010166,0.0136101,0.0020965,0.0068836,0.0044627,0.0059643,0.0013372,0.0103057,0.0189335,0.0050883,0.0038742,0.0017077,0.0078009,0.0164186,0.0007159,0.0035298,0.0020605,0.0039609,0.0050216,0.004854,0.0105372,0.0053151,0.0025516,0.0073281,0.0029188,0.0076429,0.0,0.0011816,0.0060027,0.0049137,0.0034178,0.0085898,0.0079525,0.0026109,0.0012493,0.0005089,0.003356,0.0008645,0.0023185,0.0040063,0.0058436,0.0072831,0.006293,0.0066367,0.0078089,0.0056851,0.0073205,0.0248214,0.0030313,0.0,0.0163458,0.0023002,0.0047659,0.0130964,0.0070128,0.0013235,0.0017404,0.0014541,0.0047363,0.0010868,0.0009249,0.0074296,0.0100891,0.0119552,0.0021763,0.0068694,0.0053022,0.0024159,0.0055067,0.0086916,0.0123177,0.0077393,0.0042686,0.0068576,0.0029119,0.0059093,0.0089933,0.0115597,0.0095836,0.0007184,0.0023136,0.0034831,0.0284596,0.0103096,0.011843,0.008206
G2,0.0073233,0.0012348,0.003241,0.0005268,0.0010664,6.24e-05,0.0001708,0.0004611,0.0065936,0.0010257,0.0048605,0.0027869,0.0018373,0.0,0.0030601,0.0003339,0.0064379,0.0014402,0.0009303,0.0007249,0.0,0.0013504,0.0025158,0.0017797,0.0053573,0.0021528,0.0086208,0.0024671,0.0,0.0011971,0.0006984,0.0035387,0.0005892,0.0016255,0.0004227,0.0017804,0.0017631,0.0010961,0.0004975,0.0008624,0.0006709,0.0050869,0.0002162,2.5e-05,0.0012275,0.0011539,0.0011337,0.0001339,0.0,0.0001295,0.0033116,0.0036743,0.0025991,0.0004726,0.0006647,0.0035938,0.0013088,0.0007881,0.0014214,0.0,0.0020111,0.0002731,0.0056592,0.0005448,0.0,0.0004411,0.0012216,0.0032352,0.0009941,0.0001237,0.0002514,0.0007961,0.0022658,0.0003318,0.0015841,4.68e-05,0.0003151,0.0006384,0.0009876,0.0002524,0.0005638,0.0012855,3.33e-05,0.0007375,6.61e-05,0.0025077,0.0,0.0008159,0.0005043,3.09e-05,0.0056202,7.37e-05,0.000966,0.0003774,0.0016996,0.0055802,0.0096271,0.0027613,0.0015434,0.0030171,0.0005818,2.39e-05,1.57e-05,0.0,2.6e-05,0.0001757,0.001203,0.0011594,0.0008076,0.0003898
G3,0.7008732,0.6821151,0.6736127,0.6866874,0.7482669,0.6984864,0.702053,0.6407112,0.6788381,0.7528278,0.6277633,0.6986068,0.6642013,0.8188976,0.6236281,0.6407362,0.6771154,0.6573281,0.6652712,0.63306,0.6990354,0.742037,0.6290754,0.6983262,0.6691987,0.6262641,0.7371791,0.787178,0.6458245,0.7009158,0.8189333,0.6661866,0.6345768,0.7381716,0.8100111,0.5935536,0.8159712,0.6441003,0.6478782,0.6545005,0.6349008,0.7569979,0.6869473,0.7169742,0.612579,0.6216001,0.6323994,0.6931264,0.6570465,0.8432231,0.6812404,0.767336,0.7088345,0.6984857,0.6197513,0.606303,0.6951173,0.7263935,0.7811021,0.7243613,0.824835,0.7160378,0.8069648,0.7106633,0.5529797,0.6655523,0.5820553,0.6972377,0.7278661,0.6832081,0.7498593,0.6616807,0.567233,0.6605135,0.678569,0.7049513,0.584209,0.5820483,0.7959024,0.7276098,0.6291379,0.6350966,0.6477222,0.6970165,0.8681859,0.8761312,0.6784285,0.6366426,0.5783612,0.7074309,0.6197837,0.6196864,0.6343796,0.7957612,0.6392384,0.6894486,0.5799659,0.6772016,0.7038928,0.6672665,0.6285207,0.8364866,0.7566336,0.9092109,0.6001887,0.656262,0.5721697,0.7305287,0.6703974,0.8307807
G4,0.0021962,0.0069986,0.0081919,0.0076064,0.0025987,0.0018507,0.0053672,0.0045605,0.0001749,0.0049503,0.0134146,0.0011721,0.2327096,0.3725868,0.300913,0.2304219,0.2906084,0.0124408,0.0086992,0.0234806,0.0056721,0.0036934,0.0030178,0.0026487,0.0121844,0.0022878,0.0005615,0.0004424,0.0163429,0.0074729,0.0083221,0.0128471,0.0035131,0.0010905,0.0090958,0.0062318,0.0100537,0.0177603,0.0030563,0.0025709,0.0090186,0.0190987,0.0041252,0.0063154,0.0058799,0.0075622,0.0024283,0.0022765,0.0104581,0.0334463,0.0154263,0.0012743,0.0069443,0.0077166,0.006157,0.0045064,0.1210661,0.1016968,0.1642793,0.0975129,0.074354,0.0156367,0.0014282,0.0059498,0.0042719,0.0033108,0.0039512,0.0213405,0.0221093,0.0047453,0.0109643,0.0176166,0.0020818,0.0054898,0.0009852,0.0039119,0.0009908,0.0027396,0.0007773,0.003527,0.0066373,0.0,0.0021817,0.0065663,0.0076769,0.0023043,0.0029893,0.001813,0.0026278,0.0101311,0.0122565,0.003329,0.0009893,0.0027501,0.0018398,0.0152595,0.0062933,0.0106113,0.0028027,0.0052262,0.000763,0.0007218,0.0024465,0.0105197,0.0054161,0.0037359,0.0040068,0.0071897,0.0038374,0.00636
G5,0.0163837,0.0341889,0.026283,0.028822,0.0411489,0.0277853,0.0023772,0.033072,0.0021396,0.0005502,0.0169924,0.0234497,0.009983,0.0097667,0.0117415,0.0159214,0.0079767,0.0280733,0.0057903,0.0026578,0.0041297,0.0075676,0.0140324,0.005066,0.006037,0.0001663,0.0023574,0.0035467,0.0121419,0.0097937,0.0328689,0.0156791,0.0121992,0.0150909,0.0032198,0.0304057,0.0230742,0.0163849,0.0034972,0.0088593,0.010665,0.0152421,0.0163612,0.0062189,0.0150111,0.0156335,0.0158263,0.107325,0.129812,0.137975,0.1622334,0.0657578,0.0211817,0.0111779,0.0054824,0.0043123,0.0014856,0.0006265,0.0088442,0.0101409,0.0065975,0.0143742,0.0038403,0.0101417,0.0180924,0.0174475,0.0093311,0.0037949,0.0271599,0.0140435,0.0419157,0.0368609,0.0124444,0.0164116,0.0091907,0.0023871,0.0119428,0.0084038,0.0158299,0.0048936,0.0027581,0.0022086,0.0056116,0.009544,0.003317,0.0083967,0.002812,0.0039462,0.0124521,0.0708627,0.1372541,0.1465217,0.0869392,0.0897209,0.00688,0.0245658,0.0109823,0.0135374,0.0022136,0.0243867,0.1888932,0.2837997,0.3768703,0.2778876,0.3317676,0.2477472,0.0251481,0.0101012,0.0043498,0.0058378
G6,0.6836266,0.6804149,0.619185,0.7361872,0.7584108,0.673454,0.6237063,0.6178671,0.675296,0.6313866,0.6737775,0.7200417,0.6378064,0.6183274,0.7227806,0.6934329,0.6873734,0.5452337,0.6407614,0.5419259,0.5090857,0.6600256,0.6581675,0.6569375,0.5932058,0.5560321,0.529971,0.5740551,0.7218777,0.640495,0.5765245,0.7422792,0.5835741,0.8058845,0.6409119,0.6492338,0.5927923,0.5692644,0.5625686,0.5460983,0.6144815,0.5999538,0.6146314,0.6386794,0.7470974,0.4452744,0.4243688,0.3320268,0.3883468,0.3733799,0.5763045,0.554183,0.6608535,0.5742939,0.5954178,0.5692377,0.6498749,0.625115,0.6966147,0.6678634,0.7074309,0.5426409,0.5870439,0.5726512,0.6381026,0.6166207,0.6362509,0.5718994,0.420159,0.4825739,0.4498865,0.3678869,0.4869961,0.7104454,0.6926362,0.5606772,0.5822852,0.6944662,0.5354544,0.6155425,0.600746,0.5298026,0.7041821,0.5838907,0.5530807,0.5694946,0.6844558,0.6114047,0.614051,0.6652911,0.6880009,0.7183044,0.6145474,0.582951,0.5797618,0.7312665,0.7097611,0.6102981,0.5931897,0.7510141,0.7361977,0.7571667,0.5123314,0.5037629,0.6157543,0.5585521,0.5012788,0.6217758,0.6389689,0.702498
G7,0.4109638,0.5583452,0.6249901,0.7461261,0.7767696,0.5973999,0.5795573,0.333188,0.3871463,0.3975144,0.4291978,0.4430266,0.4820317,0.394008,0.5885409,0.4429318,0.5549142,0.4125959,0.3961297,0.3936909,0.4368373,0.5629404,0.4753329,0.3207802,0.3760321,0.4004523,0.5548564,0.3944889,0.4453221,0.4875054,0.3250447,0.3028568,0.4125009,0.4987541,0.4086628,0.4761599,0.4800562,0.3682295,0.3946322,0.3796681,0.3080452,0.3815822,0.3883791,0.3782113,0.4065075,0.3133673,0.3898291,0.3713498,0.4110053,0.4174219,0.2519689,0.3262406,0.3584041,0.4070627,0.3832737,0.3858794,0.3623563,0.3848149,0.4288753,0.3553896,0.2658959,0.3811491,0.3744399,0.4578353,0.3824117,0.3787708,0.4046636,0.3549893,0.4211782,0.4824201,0.4194236,0.5106243,0.399601,0.3269286,0.4305728,0.4767865,0.4997146,0.5092005,0.3745552,0.5021023,0.4116575,0.5588644,0.390508,0.3935533,0.4109832,0.3071558,0.3260967,0.3573402,0.444411,0.4141811,0.3526077,0.3372076,0.3915332,0.3888697,0.3571795,0.3724313,0.4043681,0.3514867,0.3241693,0.447848,0.4032684,0.3502024,0.2935578,0.2366394,0.3964987,0.3545773,0.3158735,0.3747031,0.4786977,0.3619714
G8,0.4413358,0.3590416,0.3026855,0.3318355,0.3419089,0.3447519,0.3577529,0.3894794,0.3790676,0.346226,0.3513537,0.3792506,0.4283724,0.312649,0.3398906,0.3438929,0.3425628,0.3357647,0.3998954,0.2545072,0.3207865,0.3946368,0.3317603,0.2596477,0.3184629,0.3057283,0.283656,0.3171952,0.3032614,0.2978209,0.3319962,0.3887863,0.4106743,0.4544157,0.3104292,0.2218177,0.3404931,0.2775175,0.2579692,0.3902916,0.3364594,0.3193405,0.3349782,0.3748907,0.4355247,0.4588195,0.428356,0.1939375,0.1741884,0.1609186,0.1667596,0.3439676,0.3289894,0.3848209,0.3114899,0.3709981,0.3622207,0.3838793,0.3444966,0.420366,0.3700076,0.2885185,0.4269906,0.3766261,0.4028779,0.353465,0.4679675,0.2422747,0.1720454,0.1293607,0.2548511,0.2367948,0.4606821,0.4198436,0.3863976,0.319631,0.4259881,0.3669538,0.4459775,0.5125897,0.4095993,0.392258,0.562807,0.4049444,0.4288553,0.3752853,0.3353694,0.3199298,0.5032788,0.3320833,0.3429624,0.3976376,0.3421125,0.43968,0.3560332,0.2840989,0.3584999,0.4423823,0.3195538,0.3711613,0.3321065,0.2532095,0.2111795,0.3842324,0.2866518,0.3595444,0.4366833,0.3706111,0.4581812,0.3045954
G9,0.0075545,0.0131255,0.0138079,0.0176467,0.0049688,0.0101181,0.0179461,0.0211426,0.0038075,0.0225535,0.0097875,0.0042086,0.0389611,0.0108274,0.0113574,0.0146215,0.0076624,0.0072003,0.0117202,0.0050356,0.0045039,0.0089257,0.0106416,0.0121374,0.0183615,0.0077111,0.0306482,0.0104948,0.0328742,0.0199313,0.0163639,0.0078012,0.0080883,0.0200074,0.0230427,0.0276527,0.0136388,0.0046316,0.0139934,0.0156499,0.0041539,0.0094929,0.0176856,0.0117156,0.0041422,0.0138058,0.0089258,0.0088281,0.0109881,0.0387949,0.0225589,0.0028044,0.0195917,0.020511,0.0184122,0.0078902,0.0049563,0.0193484,0.0225334,0.0069127,0.0040429,0.0073956,0.0179342,0.0048103,0.0089725,0.0083843,0.0137882,0.0127087,0.0085895,0.0203641,0.0201426,0.0101685,0.0105705,0.0227115,0.0081604,0.0137713,0.0058509,0.0091118,0.0148149,0.0193808,0.0103114,0.0047683,0.0056485,0.0247125,0.0079926,0.0044136,0.0097072,0.0117178,0.0086418,0.0124033,0.0271875,0.031026,0.0028127,0.0111786,0.0074879,0.0051187,0.0079528,0.0104274,0.0071019,0.0032811,0.0081683,0.0060927,0.0592342,0.0206964,0.0490997,0.0347416,0.0079281,0.0041512,0.0240493,0.0148316
G10,0.8225619,0.5298649,0.5253217,0.6154919,0.4555565,0.5574617,0.7704697,0.6864168,0.7074914,0.653222,0.8056065,0.6553616,0.5604623,0.7715752,0.6039623,0.7216486,0.6994018,0.7511906,0.7769842,0.6917941,0.5470528,0.6223902,0.6196476,0.6034541,0.6249335,0.7052165,0.6163355,0.6363197,0.7406279,0.6507841,0.7124434,0.6131948,0.7124422,0.7365462,0.6750962,0.6448539,0.6919809,0.7097116,0.738188,0.6532929,0.7267785,0.6930015,0.6740146,0.6952878,0.633205,0.7177886,0.7554707,0.6155578,0.6212701,0.6832865,0.6890356,0.6933429,0.6063065,0.5982561,0.5819715,0.693685,0.6229969,0.8034692,0.5901309,0.6526839,0.6796432,0.6806326,0.7137482,0.7123539,0.750938,0.7408331,0.6262459,0.7018122,0.7352264,0.6405714,0.6520421,0.7069027,0.7776107,0.6089343,0.5210046,0.7118305,0.6343824,0.742016,0.5476706,0.6153692,0.5956568,0.5958987,0.6204389,0.6657791,0.5672988,0.5749006,0.6699401,0.7060661,0.6868413,0.6563772,0.6413865,0.7111631,0.6344729,0.5872216,0.816467,0.7086254,0.6024982,0.6907763,0.6619304,0.6637401,0.5229494,0.5178227,0.5400535,0.6107829,0.5218495,0.7020763,0.6839532,0.6797821,0.627989,0.795952
