SourceGENES,TargetGENES,Interaction,Edges
G92,G8,1.14663010679897,repression
G20,G15,1,activation
G92,G5,0.90420285404348,activation
G92,G30,0.902904850367917,activation
G31,G8,0.887268778792705,repression
G74,G15,0.83903082306921,repression
G31,G30,0.787738578078523,repression
G31,G5,0.677517595388616,repression
G20,G65,0.639822685978515,activation
G92,G100,0.618898316051244,repression
G20,G26,0.607283003037743,repression
G20,G66,0.566521146918677,activation
G73,G8,0.564948765739314,activation
G20,G75,0.544860604943025,activation
G1,G15,0.542924656586135,activation
G20,G23,0.536117337571118,repression
G31,G100,0.529042792519825,repression
G82,G8,0.523096128221725,repression
G63,G8,0.501894819817991,activation
G20,G67,0.49836942197537,repression
G92,G76,0.481524181072409,repression
G92,G2,0.479497501342607,activation
G92,G45,0.455640108078646,repression
G92,G77,0.455561713286172,repression
G73,G5,0.447171094912769,repression
G20,G78,0.435145287753588,activation
G73,G30,0.434328216465257,repression
G1,G30,0.433657920911807,activation
G82,G30,0.432569698130199,activation
G92,G80,0.415504193254859,repression
G74,G75,0.409992037571691,activation
G63,G5,0.40922981682428,repression
G74,G23,0.407764732913321,repression
G82,G5,0.403743485499208,activation
G31,G76,0.39146322466937,activation
G4,G30,0.377028770839379,activation
G92,G10,0.37677964043941,repression
G92,G40,0.370502331093657,repression
G20,G14,0.364776272138666,activation
G20,G19,0.359275097133682,activation
G31,G2,0.3472628875362,activation
G74,G78,0.344716873539363,activation
G63,G30,0.343794265931051,repression
G4,G8,0.342685404512133,activation
G92,G90,0.342643011437824,repression
G92,G79,0.335081564517645,repression
G31,G80,0.334154618669608,repression
G20,G11,0.332439311593751,activation
G82,G100,0.332415305354449,activation
G92,G68,0.325565815261792,activation
G31,G15,0.324447635715634,repression
G73,G100,0.309370453539947,activation
G74,G35,0.307476169372858,activation
G31,G79,0.306313978659612,repression
G31,G77,0.292341525989424,repression
G31,G10,0.292095098548796,activation
G4,G100,0.287648804316124,repression
G20,G35,0.287469808369529,repression
G31,G45,0.286102107410781,repression
