Parent	Type	Child	Weight	Probability	Score
G1	+	G1	0.016872	0.345067	0.021456
G2	-	G1	-0.029481	0.448018	-0.048674
G3	-	G1	-0.042422	0.635244	-0.099311
G4	-	G1	-0.005433	0.329716	-0.006602
G5	-	G1	-0.074799	0.737460	-0.203281
G6	-	G1	-0.005033	0.318743	-0.005912
G7	-	G1	-0.029546	0.502398	-0.054703
G8	+	G1	0.012178	0.334999	0.015034
G9	+	G1	0.029449	0.443964	0.048182
G10	+	G1	0.000374	0.334317	0.000461
G11	-	G1	-0.036131	0.505910	-0.067363
G12	-	G1	-0.073110	0.845971	-0.227927
G13	-	G1	-0.034451	0.450843	-0.057240
G14	+	G1	0.028419	0.401758	0.042077
G15	+	G1	0.003911	0.334454	0.004820
G16	+	G1	0.002506	0.384834	0.003554
G17	-	G1	-0.020898	0.390603	-0.030081
G18	-	G1	-0.023604	0.315426	-0.027438
G19	-	G1	-0.009401	0.239506	-0.008297
G20	-	G1	-0.038168	0.422724	-0.059459
G21	-	G1	-0.010289	0.354769	-0.013453
G22	+	G1	0.057481	0.729352	0.154499
G23	-	G1	-0.009403	0.277625	-0.009620
G24	+	G1	0.045126	0.570421	0.094861
G25	+	G1	0.020279	0.395323	0.029544
G26	-	G1	-0.030825	0.411656	-0.046763
G27	+	G1	0.009897	0.325527	0.011873
G28	+	G1	0.006660	0.233710	0.005736
G29	+	G1	0.126779	0.999582	0.467014
G30	-	G1	-0.003234	0.338693	-0.004037
G31	+	G1	0.024260	0.341802	0.030558
G32	+	G1	0.169999	0.999881	0.626412
G33	+	G1	0.037376	0.451811	0.062232
G34	-	G1	-0.060613	0.622386	-0.139025
G35	+	G1	0.013886	0.496365	0.025400
G36	-	G1	-0.099054	0.881254	-0.321691
G37	+	G1	0.072121	0.725401	0.192798
G38	+	G1	0.009850	0.280403	0.010178
G39	-	G1	-0.030376	0.473863	-0.053045
G40	+	G1	0.038892	0.477012	0.068368
G41	+	G1	0.145075	0.999930	0.534597
G42	+	G1	0.009054	0.274969	0.009175
G43	+	G1	0.021120	0.383915	0.029881
G44	-	G1	-0.005639	0.408442	-0.008488
G45	+	G1	0.014760	0.382541	0.020808
G46	+	G1	0.042781	0.534127	0.084209
G47	+	G1	0.053024	0.738974	0.144401
G48	+	G1	0.021315	0.472151	0.037088
G49	+	G1	0.086710	0.835657	0.267031
G50	-	G1	-0.077770	0.856017	-0.245335
G51	-	G1	-0.051229	0.651923	-0.123077
G52	-	G1	-0.054292	0.668334	-0.133720
G53	+	G1	0.019493	0.273495	0.019647
G54	-	G1	-0.005722	0.302401	-0.006376
G55	-	G1	-0.003313	0.241672	-0.002950
G56	-	G1	-0.042507	0.526658	-0.082500
G57	+	G1	0.032864	0.369317	0.044728
G58	+	G1	0.035231	0.545879	0.070874
