Gene1	Gene2	Score
G99	G74	0.941135199228377
G74	G99	0.941135199228377
G85	G22	-0.804499223051623
G22	G85	-0.804499223051623
G86	G22	-0.79068461171277
G22	G86	-0.79068461171277
G57	G29	0.776766632042347
G29	G57	0.776766632042347
G36	G22	0.765018964831822
G22	G36	0.765018964831822
G65	G51	0.763091150586204
G51	G65	0.763091150586204
G70	G9	-0.755068512256325
G9	G70	-0.755068512256325
G99	G71	-0.74658066692265
G71	G99	-0.74658066692265
G36	G13	0.746018115348872
G13	G36	0.746018115348872
G86	G36	-0.729726298022377
G36	G86	-0.729726298022377
G74	G71	-0.724158623166188
G71	G74	-0.724158623166188
G71	G68	-0.721058800138783
G68	G71	-0.721058800138783
G22	G13	0.719788538165848
G13	G22	0.719788538165848
G10	G9	-0.716705612127177
G9	G10	-0.716705612127177
G57	G31	0.716222884450472
G31	G57	0.716222884450472
G62	G58	0.715269430143678
G58	G62	0.715269430143678
G20	G4	0.714443267714689
G4	G20	0.714443267714689
G92	G30	-0.712152533020753
G30	G92	-0.712152533020753
G86	G19	0.711742215421249
G19	G86	0.711742215421249
G76	G13	0.704929859681773
G13	G76	0.704929859681773
G86	G13	-0.700680756508765
G13	G86	-0.700680756508765
G61	G8	-0.69992056213029
G8	G61	-0.69992056213029
G100	G99	-0.69906449622561
G99	G100	-0.69906449622561
G86	G85	0.698612910335157
G85	G86	0.698612910335157
G99	G81	-0.694092328318703
G81	G99	-0.694092328318703
G97	G76	-0.693817075875726
G76	G97	-0.693817075875726
G81	G71	0.685406901317157
G71	G81	0.685406901317157
G67	G43	-0.685239850533068
G43	G67	-0.685239850533068
G51	G2	0.68487430406913
G2	G51	0.68487430406913
G100	G74	-0.680928746512932
G74	G100	-0.680928746512932
G81	G74	-0.675057383349009
G74	G81	-0.675057383349009
G84	G57	0.674970056806764
G57	G84	0.674970056806764
G58	G42	0.673764190010163
G42	G58	0.673764190010163
G70	G58	0.670595198983064
G58	G70	0.670595198983064
G48	G47	0.670207875017035
G47	G48	0.670207875017035
G98	G88	0.669554506238558
G88	G98	0.669554506238558
G61	G45	0.667158560962715
G45	G61	0.667158560962715
G61	G12	0.660921060475917
G12	G61	0.660921060475917
G45	G8	-0.660102173655913
G8	G45	-0.660102173655913
G91	G65	-0.651092967961216
G65	G91	-0.651092967961216
G56	G54	-0.647782777897846
G54	G56	-0.647782777897846
G88	G27	-0.646998731643441
G27	G88	-0.646998731643441
G87	G85	0.64637998999256
G85	G87	0.64637998999256
G57	G48	-0.642969123819521
G48	G57	-0.642969123819521
G85	G36	-0.642665058146907
