	TS_0_0	TS_0_1	TS_0_2	TS_0_3	TS_0_4	TS_0_5	TS_0_6	TS_0_7	TS_0_8	TS_0_9	TS_0_10	TS_1_0	TS_1_1	TS_1_2	TS_1_3	TS_1_4	TS_1_5	TS_1_6	TS_1_7	TS_1_8	TS_1_9	TS_1_10	TS_2_0	TS_2_1	TS_2_2	TS_2_3	TS_2_4	TS_2_5	TS_2_6	TS_2_7	TS_2_8	TS_2_9	TS_2_10	TS_3_0	TS_3_1	TS_3_2	TS_3_3	TS_3_4	TS_3_5	TS_3_6	TS_3_7	TS_3_8	TS_3_9	TS_3_10	TS_4_0	TS_4_1	TS_4_2	TS_4_3	TS_4_4	TS_4_5	TS_4_6	TS_4_7	TS_4_8	TS_4_9	TS_4_10	TS_5_0	TS_5_1	TS_5_2	TS_5_3	TS_5_4	TS_5_5	TS_5_6	TS_5_7	TS_5_8	TS_5_9	TS_5_10	TS_6_0	TS_6_1	TS_6_2	TS_6_3	TS_6_4	TS_6_5	TS_6_6	TS_6_7	TS_6_8	TS_6_9	TS_6_10	TS_7_0	TS_7_1	TS_7_2	TS_7_3	TS_7_4	TS_7_5	TS_7_6	TS_7_7	TS_7_8	TS_7_9	TS_7_10	TS_8_0	TS_8_1	TS_8_2	TS_8_3	TS_8_4	TS_8_5	TS_8_6	TS_8_7	TS_8_8	TS_8_9	TS_8_10	TS_9_0	TS_9_1	TS_9_2	TS_9_3	TS_9_4	TS_9_5	TS_9_6	TS_9_7	TS_9_8	TS_9_9	TS_9_10
G1	0.1844903	0.1181028	0.1128062	0.1368708	0.2131256	0.1537943	0.1389499	0.1183132	0.2267508	0.1750663	0.0633787	0.1200659	0.142896	0.157706	0.1495179	0.1115234	0.1016777	0.1671424	0.1757212	0.0722833	0.1312498	0.20702	0.1826653	0.1604854	0.3358332	0.2330341	0.1496281	0.2032178	0.1150553	0.163467	0.2303854	0.1808981	0.2527718	0.1754508	0.1380616	0.1435429	0.1351864	0.1605181	0.1345341	0.1999342	0.1737359	0.1445319	0.2010129	0.1514301	0.1850239	0.2175449	0.1975806	0.4896544	0.5025032	0.6139237	0.4392655	0.1615782	0.131369	0.2147438	0.1324404	0.1701672	0.1367412	0.1967832	0.2202263	0.2933111	0.2701893	0.2581208	0.1717988	0.1586055	0.117389	0.1582802	0.1935198	0.0284074	0.031143	0.0087538	0.0168048	0.0265204	0.1607191	0.08872	0.1309745	0.119289	0.1526398	0.1844943	0.1903571	0.2006026	0.1827323	0.1265469	0.1564843	0.1158458	0.1694777	0.1326189	0.1260998	0.1943771	0.1369787	0.1232391	0.0907901	0.1307947	0.0797622	0.0652991	0.179038	0.206385	0.1258386	0.1490887	0.1597535	0.1475654	0.1105047	0.1696083	0.2076084	0.3387814	0.3152156	0.3045322	0.1405139	0.1461066	0.1608	0.135568
G2	0.3110557	0.2308966	0.2283972	0.2352272	0.2103831	0.2827021	0.3109494	0.3144921	0.2991339	0.2083072	0.2803208	0.2528929	0.2755395	0.2842761	0.2634321	0.3149663	0.2288541	0.3206256	0.2633925	0.2395027	0.2813005	0.2093912	0.1783	0.2992141	0.2465596	0.4173868	0.2849099	0.3411686	0.2538825	0.2965642	0.2533113	0.2001494	0.2396529	0.2497494	0.4177021	0.5035864	0.3775033	0.4906512	0.4207085	0.3350279	0.3031564	0.2517993	0.2276586	0.1678334	0.1861954	0.2135187	0.2500632	0.3427151	0.3365076	0.2994542	0.3617801	0.3724655	0.23399	0.2867212	0.2604267	0.2188568	0.2769674	0.310553	0.3453344	0.2946515	0.3783577	0.2621821	0.3013047	0.206789	0.2357557	0.2855679	0.2279165	0.1648274	0.0432383	0.0453525	0.0342494	0.0282514	0.0973283	0.1514297	0.2274967	0.2226883	0.3026018	0.2720024	0.2858458	0.264711	0.3999039	0.3022311	0.2672239	0.259242	0.2573961	0.2603751	0.2943924	0.2582969	0.2251024	0.6213369	0.5622942	0.6200624	0.6701314	0.6966341	0.3488339	0.2785135	0.2402957	0.2581631	0.313082	0.2163014	0.1925362	0.2603943	0.2608928	0.2420616	0.3441984	0.3223641	0.2782416	0.2852265	0.2676146	0.2420008
G3	0.4903641	0.6130852	0.4935853	0.6505451	0.7025654	0.7692106	0.5592415	0.4812838	0.6293663	0.5025094	0.6360776	0.6178705	0.578328	0.6286442	0.5081735	0.5147013	0.5034243	0.6944094	0.589914	0.5235927	0.4649803	0.5956245	0.5864463	0.7236095	0.7764077	0.5507409	0.7111921	0.6207838	0.5866174	0.5203605	0.6463257	0.4666899	0.5506049	0.571671	0.7471891	0.6363578	0.7103126	0.7514474	0.7365813	0.4859489	0.5871535	0.4855292	0.5690142	0.5267763	0.4673851	0.473288	0.6040679	0.6792248	0.5866549	0.5786379	0.6100223	0.6131313	0.5363415	0.5252447	0.5444436	0.5034862	0.5251659	0.5500542	0.4889635	0.5126168	0.6990331	0.625627	0.5131424	0.6360896	0.4931485	0.5564049	0.5365893	0.5768639	0.6044705	0.6191284	0.5867651	0.5301717	0.5596858	0.5207614	0.5252618	0.4871818	0.6060416	0.5096548	0.5000071	0.5203777	0.5963173	0.6047079	0.4317087	0.5975395	0.6433727	0.4864188	0.6685295	0.5700508	0.4962965	0.7038283	0.6030637	0.5653901	0.698898	0.5809024	0.6249622	0.5141705	0.6007438	0.5602898	0.5420465	0.5544257	0.6000858	0.5441667	0.4013784	0.5224747	0.5202173	0.5063548	0.5618036	0.5090139	0.5699408	0.6492158
G4	0.4972785	0.3743479	0.3816125	0.3260377	0.4404086	0.4216274	0.3714876	0.3525711	0.4161587	0.4094628	0.3789206	0.4040903	0.3318266	0.325207	0.4366465	0.3902887	0.3870231	0.3277475	0.3442583	0.3865417	0.4851086	0.3859853	0.530767	0.4303123	0.4467649	0.6017157	0.5531669	0.5531033	0.4280205	0.3882072	0.4771474	0.3734313	0.3563314	0.5375737	0.0772371	0.0759372	0.0593915	0.0479564	0.0664203	0.3472278	0.4545116	0.3509587	0.4558042	0.4777573	0.4430863	0.3898485	0.589676	0.6417909	0.7183051	0.5858215	0.6313445	0.4479481	0.3661439	0.4027716	0.3669958	0.4803223	0.3867007	0.4282489	0.5094159	0.3795595	0.4657731	0.4721447	0.3597497	0.4056302	0.3610158	0.3991297	0.48824	0.0653522	0.0345367	0.0355552	0.0240176	0.053077	0.3171774	0.3984908	0.348513	0.3156107	0.3596829	0.5145602	0.3386183	0.5050246	0.3669373	0.4235462	0.4530077	0.3670054	0.4369241	0.4723057	0.3782257	0.3058322	0.4570124	0.3337734	0.4295867	0.5259418	0.3387805	0.3947403	0.3707979	0.4139608	0.4834089	0.3537601	0.4181859	0.4811894	0.5075635	0.738703	0.5358887	0.5533588	0.7166232	0.5694686	0.4324088	0.3860606	0.4382292	0.2501699
G5	0.7836997	0.7320263	0.6188616	0.6447609	0.8056321	0.5899143	0.621512	0.6538624	0.5370705	0.7166352	0.62656	0.6964691	0.6696826	0.6941396	0.5867729	0.7100277	0.7262534	0.6717361	0.786558	0.7438486	0.6749981	0.6359748	0.6756366	0.6516395	0.7155406	0.7138595	0.7243759	0.668769	0.7501783	0.598379	0.627659	0.6334804	0.7958672	0.6928063	0.6523201	0.7375458	0.8154681	0.6572125	0.7539826	0.6525916	0.7577923	0.7209999	0.676147	0.7082656	0.7860265	0.6886845	0.670632	0.5836647	0.6118881	0.5679852	0.7555607	0.6316239	0.6670815	0.5973862	0.6497063	0.7610588	0.5566025	0.6946817	0.8812662	0.6098188	0.5796829	0.7260106	0.5894174	0.6725021	0.8052387	0.6844059	0.860097	0.3410281	0.3436676	0.2118726	0.3462002	0.265169	0.7111023	0.6640496	0.8120036	0.8967053	0.709835	0.7185488	0.7560996	0.5380812	0.737054	0.6304278	0.6616397	0.7169393	0.6005744	0.6844862	0.7171417	0.7976674	0.5903093	0.7623155	0.542874	0.7041992	0.7595377	0.8057401	0.7137455	0.816614	0.7253867	0.6577058	0.5973546	0.677157	0.7515337	0.7881145	0.6904314	0.7443562	0.6288256	0.7545148	0.8053883	0.6889767	0.7210985	0.6984006
G6	0.0654105	0.0457118	0.0436669	0.0287364	0.0121946	0.0544877	0.0252752	0.0887555	0.0498751	0.0503018	0.0507001	0.044453	0.0312661	0.027778	0.0621099	0.0434065	0.0394268	0.0209626	0.0367754	0.0632438	0.0494536	0.0380087	0.0333022	0.0328377	0.0517093	0.0179563	0.0887116	0.0279891	0.0505076	0.0289673	0.0122076	0.0346847	0.0323539	0.0616446	0.0569815	0.0352568	0.0700703	0.0484239	0.0574027	0.0693777	0.0381196	0.0329339	0.0328929	0.0667479	0.0401417	0.0347404	0.0618517	0.0573664	0.0680897	0.0564655	0.0585335	0.026024	0.0432806	0.0437347	0.0467079	0.0791866	0.0776424	0.0250998	0.0488986	0.0820769	0.0507279	0.0554662	0.0450727	0.0272557	0.0290675	0.0721165	0.0483589	0.0195476	0.0641287	0.0979643	0.1310405	0.109916	0.1086655	0.0477816	0.031669	0.0584511	0.0442407	0.0389404	0.0592604	0.0384949	0.0548888	0.0581267	0.0521002	0.0443927	0.0461499	0.0715838	0.0693402	0.0579475	0.0493692	0.0382618	0.0309481	0.0434283	0.0430349	0.023625	0.0371381	0.0528195	0.0272078	0.0778202	0.0443079	0.0472694	0.0165912	0.00473	0.0016092	0.005755	0.0002218	0.0200261	0.0476942	0.0372675	0.0390661	0.0422756
G7	0.8679302	0.7020548	0.7376152	0.7007296	0.6373404	0.8005446	0.7298895	0.7483071	0.7400943	0.8343569	0.6924641	0.658209	0.6469926	0.7831622	0.6714491	0.716158	0.7229901	0.6733738	0.6352422	0.7327791	0.7656075	0.6150701	0.6457368	0.6230534	0.7015166	0.6211238	0.770887	0.7063968	0.5932422	0.7120585	0.655793	0.7378442	0.6580485	0.6527694	0.6251663	0.7562962	0.7056281	0.6164092	0.8199628	0.641007	0.7342694	0.6349661	0.6872372	0.7370142	0.7448063	0.7871278	0.7572659	0.6690072	0.7101564	0.7039783	0.7161358	0.7562074	0.594179	0.6899135	0.7418274	0.6450942	0.7499514	0.6516058	0.6491259	0.6995824	0.6743307	0.7157374	0.6808661	0.7659681	0.7707928	0.7763217	0.6912775	0.588868	0.6540672	0.6979983	0.5373859	0.7110395	0.6590045	0.676227	0.602977	0.7267074	0.6597586	0.701344	0.8181393	0.6731551	0.6064	0.7728119	0.6378837	0.7253018	0.6917625	0.7759744	0.6519593	0.7416395	0.6523253	0.6972648	0.6730399	0.6586215	0.971322	0.68083	0.7775234	0.5981103	0.6494415	0.7020337	0.6637511	0.6919177	0.4685334	0.0254432	0.0094848	0.0018621	0.0083062	0.7003203	0.6726372	0.7400696	0.6866595	0.8023083
G8	0.4451549	0.4710323	0.437542	0.4678646	0.5732442	0.4324757	0.3597399	0.5491797	0.5975003	0.4640962	0.4366187	0.3742651	0.3687406	0.4043505	0.4176592	0.3984501	0.452301	0.4652659	0.3925101	0.4600445	0.4756406	0.5025812	0.4108963	0.5478375	0.5003623	0.494706	0.4722369	0.4638005	0.3891893	0.5432527	0.4172393	0.4469329	0.4505698	0.4279215	0.5398976	0.5879634	0.4265794	0.5592818	0.4106249	0.4814856	0.5503033	0.4056013	0.4352487	0.4259799	0.4755736	0.3319453	0.3318828	0.402742	0.4213649	0.4181827	0.5351049	0.4435574	0.5128663	0.4728094	0.4390135	0.4705132	0.4714398	0.3881538	0.4439547	0.4625881	0.5544992	0.5913379	0.5352924	0.5086378	0.4747853	0.4844411	0.395537	0.4096886	0.3216682	0.2590841	0.2740464	0.3229917	0.3757444	0.3471969	0.4211244	0.3612278	0.3410463	0.4378134	0.6656875	0.6463498	0.6099071	0.6877106	0.5766886	0.5486224	0.3613279	0.4426758	0.4495029	0.5345518	0.5198225	0.6323518	0.4208467	0.4271492	0.4051557	0.4233869	0.4899433	0.5232951	0.4569722	0.5019904	0.395925	0.4263216	0.5043095	0.438007	0.5143413	0.5724126	0.4865805	0.5098173	0.5089743	0.4984343	0.4107287	0.4471174
G9	0.0197162	0.0281216	0.0135444	0.0096612	0.0078805	0.0276633	0.0058676	0.0075607	0.0134667	0.0054818	0.0270548	0.0348528	0.0011324	0.0008839	0.0048097	0.0038381	0.0	0.0164098	0.0112873	0.0162548	0.0090771	0.0432966	0.0128383	0.0902752	0.1864809	0.1619454	0.1621433	0.1753174	0.0658	0.0229712	0.0077551	0.016355	0.0186228	0.0227835	0.239164	0.2572152	0.2600717	0.1804097	0.2405134	0.0219552	0.0191698	0.0172101	0.013501	0.0218345	0.0259109	0.0095788	0.0348324	0.0381366	0.0406162	0.076102	0.0227188	0.0062931	0.0179418	0.0131618	0.027517	0.0244314	0.3545561	0.4800531	0.4436825	0.4870735	0.3494564	0.0257321	0.0211616	0.0125893	0.013296	0.0046394	0.0228371	0.0137134	0.0046815	0.0047302	0.0123663	0.002097	0.025205	0.0253553	0.0195136	0.0057545	0.0329701	0.0384154	0.0206219	0.04723	0.0233035	0.0128416	0.0281708	0.0196426	0.0089805	0.0033912	0.024373	0.009858	0.0301605	0.0318225	0.0471719	0.071674	0.0253436	0.0387553	0.0250968	0.0091642	0.0074097	0.0278159	0.0407737	0.0160125	0.0210851	0.0167998	0.0104342	0.0104494	0.007729	0.0292214	0.0238304	0.0185264	0.0189566	0.0322439
G10	0.4592414	0.2859232	0.2458771	0.2161992	0.2595666	0.245701	0.5295579	0.3939271	0.5687826	0.6365234	0.4954274	0.4743163	0.5394293	0.5692913	0.5952942	0.6440619	0.5503567	0.6104475	0.5734892	0.6092634	0.5530718	0.4606574	0.5280292	0.5641723	0.545576	0.6057395	0.6528626	0.650295	0.6153949	0.44609	0.5031032	0.4196568	0.5093582	0.5952996	0.3897844	0.2682452	0.2478474	0.2246689	0.2450241	0.2611432	0.3343661	0.4348656	0.6323254	0.4710191	0.4037771	0.2241877	0.2179026	0.1272734	0.1315157	0.0964292	0.4556374	0.2994836	0.5334148	0.5552137	0.4691029	0.4715035	0.5030433	0.612951	0.4455574	0.4863073	0.6032445	0.4909052	0.4541073	0.4764179	0.4616865	0.5120505	0.4928674	0.4394867	0.5039366	0.3719614	0.3775906	0.3922885	0.403692	0.4782296	0.4549969	0.4983884	0.4924452	0.6404583	0.4819006	0.4475293	0.5125961	0.5388594	0.5333768	0.6107524	0.5433444	0.6355167	0.5246499	0.4299314	0.5118013	0.5141574	0.4637037	0.445832	0.4949065	0.3799447	0.5973813	0.3803746	0.430845	0.4450977	0.4577206	0.5316916	0.1733376	0.083175	0.0477673	0.0168777	0.0271963	0.3298701	0.4372371	0.4626064	0.4882628	0.5285658
