G39	G46	1.9854873246971074
G46	G39	1.9854873246971074
G90	G91	1.9836347846840352
G91	G90	1.9836347846840352
G7	G42	1.9825317148482053
G42	G7	1.9825317148482053
G7	G56	1.9806925187828521
G56	G7	1.9806925187828521
G8	G85	1.9802645287050002
G85	G8	1.9802645287050002
G42	G56	1.9799361587429405
G56	G42	1.9799361587429405
G1	G4	1.9742285912888002
G4	G1	1.9742285912888002
G1	G8	1.9729271834944342
G8	G1	1.9729271834944342
G38	G48	1.9702686959041713
G48	G38	1.9702686959041713
G4	G8	1.9696677263344848
G8	G4	1.9696677263344848
G11	G38	1.9684888376214582
G38	G11	1.9684888376214582
G18	G40	1.9682494727927171
G40	G18	1.9682494727927171
G65	G93	1.964479539149195
G93	G65	1.964479539149195
G6	G40	1.9643837240368818
G40	G6	1.9643837240368818
G74	G76	1.9628051366776633
G76	G74	1.9628051366776633
G19	G79	1.9624552466427778
G79	G19	1.9624552466427778
G81	G82	1.961288554147178
G82	G81	1.961288554147178
G23	G81	1.9608119501777392
G81	G23	1.9608119501777392
G11	G48	1.960338742808968
G48	G11	1.960338742808968
G65	G73	1.95966043921645
G73	G65	1.95966043921645
G33	G68	1.9582229867716348
G68	G33	1.9582229867716348
G1	G85	1.9570124475563238
G85	G1	1.9570124475563238
G23	G80	1.9556752815100737
G80	G23	1.9556752815100737
G74	G92	1.9550994508546706
G92	G74	1.9550994508546706
G17	G77	1.9531372306113506
G77	G17	1.9531372306113506
G16	G34	1.9528596360822137
G34	G16	1.9528596360822137
G53	G68	1.9520392428823552
G68	G53	1.9520392428823552
G29	G57	1.9518223984995284
G57	G29	1.9518223984995284
G2	G94	1.950513578235471
G94	G2	1.950513578235471
G73	G77	1.948705869173311
G77	G73	1.948705869173311
G24	G26	1.9483844149840932
G26	G24	1.9483844149840932
G53	G74	1.947512542091134
G74	G53	1.947512542091134
G54	G99	1.9470286162760266
G99	G54	1.9470286162760266
G6	G29	1.9468951883772885
G29	G6	1.9468951883772885
G33	G37	1.944376615988442
G37	G33	1.944376615988442
G46	G81	1.9443468087992293
G81	G46	1.9443468087992293
G18	G62	1.9443328673506803
G62	G18	1.9443328673506803
G17	G65	1.943479499542124
G65	G17	1.943479499542124
G34	G55	1.9413972052078834
G55	G34	1.9413972052078834
G4	G85	1.941008093638918
G85	G4	1.941008093638918
G29	G40	1.9399628178893287
G40	G29	1.9399628178893287
G40	G93	1.9398565422871548
G93	G40	1.9398565422871548
G20	G97	1.939196269672986
G97	G20	1.939196269672986
G73	G95	1.9378064195912101
G95	G73	1.9378064195912101
G17	G89	1.9371968518480107
G89	G17	1.9371968518480107
G22	G73	1.9366334317363036
G73	G22	1.9366334317363036
G88	G89	1.9364839660530753
G89	G88	1.9364839660530753
G5	G42	1.935911596347406
G42	G5	1.935911596347406
G72	G74	1.9353231268261524
G74	G72	1.9353231268261524
G9	G41	1.9347140810600174
G41	G9	1.9347140810600174
G8	G90	1.9339340986085223
G90	G8	1.9339340986085223
G6	G86	1.9332810280227268
G86	G6	1.9332810280227268
G16	G95	1.93314954821188
G95	G16	1.93314954821188
G40	G86	1.932787449012129
G86	G40	1.932787449012129
G4	G89	1.9327214399359889
G89	G4	1.9327214399359889
G90	G95	1.9321725781450532
G95	G90	1.9321725781450532
G17	G73	1.9318290919921859
G73	G17	1.9318290919921859
G83	G91	1.9303869530797215
G91	G83	1.9303869530797215
G2	G7	1.9301695400891257
G7	G2	1.9301695400891257
G18	G93	1.9283605330067828
G93	G18	1.9283605330067828
G83	G88	1.9276149315518167
G88	G83	1.9276149315518167
G2	G44	1.927419850594028
G44	G2	1.927419850594028
G29	G86	1.927005352537338
G86	G29	1.927005352537338
G37	G68	1.9263086572288612
G68	G37	1.9263086572288612
G7	G44	1.9262168714555226
G44	G7	1.9262168714555226
G85	G90	1.9248918381004056
G90	G85	1.9248918381004056
G30	G93	1.9243349825032459
G93	G30	1.9243349825032459
G99	G100	1.9241870402056698
G100	G99	1.9241870402056698
G55	G97	1.9232743568764756
G97	G55	1.9232743568764756
G54	G100	1.9230472639169776
G100	G54	1.9230472639169776
G1	G18	1.9229855791669954
G18	G1	1.9229855791669954
G80	G81	1.9216523640745231
G81	G80	1.9216523640745231
G52	G54	1.9204637594570821
G54	G52	1.9204637594570821
G54	G82	1.9203832989544924
G82	G54	1.9203832989544924
G86	G99	1.9184671613302244
G99	G86	1.9184671613302244
G23	G39	1.9180567045933663
G39	G23	1.9180567045933663
G38	G42	1.9179166424882244
G42	G38	1.9179166424882244
G64	G95	1.9172084415107307
G95	G64	1.9172084415107307
G82	G95	1.9169733206605706
G95	G82	1.9169733206605706
G41	G43	1.916728019329677
G43	G41	1.916728019329677
G23	G41	1.9159705386965458
G41	G23	1.9159705386965458
G10	G38	1.9155860346825828
G38	G10	1.9155860346825828
G29	G30	1.9154111452449052
G30	G29	1.9154111452449052
G43	G60	1.9153367568619761
G60	G43	1.9153367568619761
G9	G51	1.9150495633802103
G51	G9	1.9150495633802103
G5	G22	1.914965533619017
G22	G5	1.914965533619017
G46	G80	1.9149501194262135
G80	G46	1.9149501194262135
G39	G80	1.9143635239186576
G80	G39	1.9143635239186576
G5	G35	1.9142756658496558
G35	G5	1.9142756658496558
G33	G53	1.9142334714619713
G53	G33	1.9142334714619713
G41	G81	1.914063392133952
G81	G41	1.914063392133952
G75	G92	1.9140329919747643
G92	G75	1.9140329919747643
G9	G13	1.9135685107257414
G13	G9	1.9135685107257414
G22	G94	1.912333013022774
G94	G22	1.912333013022774
