Parent	Type	Child	Weight	Probability	Score
G1	+	G1	0.064471	0.569657	0.142852
G2	-	G1	-0.002687	0.454601	-0.004752
G3	-	G1	-0.046658	0.503034	-0.091293
G4	-	G1	-0.014204	0.369355	-0.020406
G5	-	G1	-0.013107	0.420145	-0.021420
G6	-	G1	-0.033812	0.477927	-0.062855
G7	-	G1	-0.070689	0.631646	-0.173673
G8	-	G1	-0.049510	0.507524	-0.097736
G9	-	G1	-0.063907	0.565646	-0.140604
G10	+	G1	0.004239	0.425069	0.007008
G11	+	G1	0.003715	0.400812	0.005792
G12	+	G1	0.141608	0.994227	0.547623
G13	+	G1	0.080676	0.720141	0.225979
G14	-	G1	-0.051737	0.472000	-0.094984
G15	+	G1	0.097725	0.867321	0.329679
G16	+	G1	0.102826	0.936386	0.374512
G17	-	G1	-0.093711	0.674055	-0.245694
G18	+	G1	0.181007	0.999926	0.703996
G19	+	G1	0.053209	0.512341	0.106036
G20	-	G1	-0.023781	0.433072	-0.040058
G21	-	G1	-0.030420	0.441670	-0.052259
G22	-	G1	-0.001450	0.415994	-0.002346
G23	+	G1	0.007823	0.408365	0.012426
G24	-	G1	-0.016528	0.389366	-0.025031
G25	+	G1	0.052976	0.539910	0.111251
G26	-	G1	-0.015172	0.456228	-0.026923
G27	-	G1	-0.052791	0.534618	-0.109777
G28	+	G1	0.016090	0.387597	0.024257
G29	+	G1	0.096703	0.797897	0.300120
G30	+	G1	0.167753	0.996703	0.650346
G31	+	G1	0.037826	0.428564	0.063054
G32	+	G1	0.073422	0.784592	0.224068
G33	-	G1	-0.000790	0.345244	-0.001061
G34	+	G1	0.013531	0.380044	0.020002
G35	+	G1	0.011226	0.341606	0.014917
G36	-	G1	-0.055216	0.530681	-0.113974
G37	-	G1	-0.000618	0.339364	-0.000816
G38	+	G1	0.019628	0.427629	0.032647
G39	+	G1	0.058009	0.612659	0.138235
G40	+	G1	0.022085	0.421857	0.036238
G41	-	G1	-0.057086	0.542091	-0.120367
G42	+	G1	0.110776	0.943843	0.406681
G43	+	G1	0.039929	0.514518	0.079910
G44	-	G1	-0.027011	0.453035	-0.047596
G45	+	G1	0.019895	0.411595	0.031851
G46	+	G1	0.002798	0.378689	0.004121
G47	+	G1	0.002043	0.388026	0.003084
G48	+	G1	0.006469	0.453137	0.011403
G49	-	G1	-0.009106	0.357886	-0.012677
G50	-	G1	-0.030542	0.439512	-0.052213
G51	+	G1	0.010806	0.360520	0.015153
G52	+	G1	0.024745	0.434677	0.041837
G53	-	G1	-0.021811	0.443234	-0.037602
G54	+	G1	0.026687	0.396724	0.041180
G55	+	G1	0.048232	0.497060	0.093252
G56	+	G1	0.007336	0.397006	0.011328
G57	+	G1	0.013853	0.387125	0.020860
G58	-	G1	-0.016888	0.444463	-0.029195
G59	+	G1	0.009864	0.436624	0.016751
G60	-	G1	-0.011015	0.396345	-0.016981
G61	-	G1	-0.122964	0.913311	-0.436821
G62	+	G1	0.050022	0.501630	0.097601
G63	-	G1	-0.020873	0.390541	-0.031707
G64	+	G1	0.019277	0.429858	0.032231
G65	-	G1	-0.050201	0.551013	-0.107592
G66	-	G1	-0.039829	0.500264	-0.077501
G67	+	G1	0.024928	0.443199	0.042973
G68	+	G1	0.047052	0.477921	0.087466
G69	-	G1	-0.047374	0.547052	-0.100804
G70	-	G1	-0.043797	0.506154	-0.086225
G71	-	G1	-0.022850	0.429308	-0.038156
G72	-	G1	-0.011949	0.413737	-0.019229
G73	+	G1	0.004182	0.370904	0.006034
G74	-	G1	-0.003656	0.438008	-0.006229
G75	-	G1	-0.048425	0.453364	-0.085393
G76	+	G1	0.056675	0.629463	0.138762
G77	-	G1	-0.043948	0.504105	-0.086172
G78	+	G1	0.011301	0.438958	0.019295
G79	-	G1	-0.032805	0.436539	-0.055702
G80	+	G1	0.040784	0.551433	0.087476
G81	-	G1	-0.002040	0.451104	-0.003580
G82	+	G1	0.005306	0.415333	0.008571
G83	-	G1	-0.046507	0.455297	-0.082362
G84	-	G1	-0.109946	0.852559	-0.364595
G85	+	G1	0.060925	0.708154	0.167814
G86	+	G1	0.044413	0.500646	0.086487
G87	-	G1	-0.001256	0.404071	-0.001974
G88	+	G1	0.005674	0.368311	0.008129
G89	-	G1	-0.086371	0.794001	-0.266747
G90	+	G1	0.016786	0.462661	0.030207
G91	+	G1	0.069367	0.782451	0.211114
G92	+	G1	0.065243	0.735808	0.186725
G93	-	G1	-0.151896	0.994458	-0.587543
G94	+	G1	0.074254	0.784249	0.226508
G95	-	G1	-0.064448	0.568886	-0.142608
G96	+	G1	0.010072	0.340335	0.013333
G97	+	G1	0.056763	0.676878	0.149447
G98	+	G1	0.000869	0.478588	0.001617
G99	+	G1	0.046019	0.562679	0.100717
G100	-	G1	-0.043870	0.541603	-0.092418
G1	-	G2	-0.006561	0.295184	-0.007533
G2	+	G2	0.008910	0.463624	0.016068
G3	+	G2	0.027946	0.515943	0.056083
G4	+	G2	0.015278	0.393681	0.023394
G5	+	G2	0.022530	0.502798	0.044062
G6	+	G2	0.006897	0.397390	0.010661
G7	+	G2	0.034412	0.598393	0.080096
G8	+	G2	0.034450	0.549315	0.073606
G9	+	G2	0.004522	0.320810	0.005643
G10	-	G2	-0.002275	0.419194	-0.003709
G11	+	G2	0.025288	0.563150	0.055392
G12	+	G2	0.015347	0.409796	0.024463
G13	+	G2	0.012070	0.419396	0.019690
G14	+	G2	0.011891	0.365815	0.016919
G15	+	G2	0.028821	0.550134	0.061672
G16	-	G2	-0.023584	0.514214	-0.047170
G17	+	G2	0.024382	0.468709	0.044450
G18	+	G2	0.001064	0.291525	0.001206
G19	-	G2	-0.029075	0.511883	-0.057890
G20	-	G2	-0.008908	0.401551	-0.013914
G21	+	G2	0.041587	0.570808	0.092334
G22	+	G2	0.011497	0.446443	0.019965
G23	+	G2	0.011700	0.425586	0.019367
G24	-	G2	-0.006774	0.379791	-0.010007
G25	-	G2	-0.011115	0.419073	-0.018117
G26	+	G2	0.010244	0.459957	0.018326
G27	+	G2	0.021882	0.468502	0.039876
