Parent	Type	Child	Weight	Probability	Score
G1	+	G1	0.052663	0.716463	0.126068
G2	-	G1	-0.009649	0.428326	-0.013810
G3	+	G1	0.025053	0.511549	0.042821
G4	-	G1	-0.012354	0.419388	-0.017311
G5	+	G1	0.037364	0.497182	0.062069
G6	+	G1	0.038874	0.669973	0.087021
G7	+	G1	0.038299	0.622491	0.079657
G8	+	G1	0.025675	0.499759	0.042873
G9	+	G1	0.030418	0.565733	0.057498
G10	-	G1	-0.005610	0.418639	-0.007847
G11	-	G1	-0.019935	0.412785	-0.027495
G12	+	G1	0.005063	0.370879	0.006274
G13	+	G1	0.010527	0.379542	0.013350
G14	+	G1	0.029971	0.499516	0.050022
G15	-	G1	-0.014611	0.435282	-0.021250
G16	-	G1	-0.015250	0.437094	-0.022271
G17	+	G1	0.004965	0.414054	0.006869
G18	+	G1	0.001185	0.396757	0.001571
G19	+	G1	0.023441	0.436782	0.034209
G20	+	G1	0.002902	0.377520	0.003661
G21	+	G1	0.042801	0.596653	0.085325
G22	+	G1	0.021794	0.424185	0.030889
G23	+	G1	0.067404	0.883962	0.199079
G24	+	G1	0.031301	0.486367	0.050865
G25	+	G1	0.017827	0.469651	0.027975
G26	-	G1	-0.009104	0.422980	-0.012867
G27	+	G1	0.114287	0.991392	0.378572
G28	+	G1	0.013270	0.448514	0.019887
G29	+	G1	0.010398	0.388831	0.013509
G30	+	G1	0.003715	0.332205	0.004123
G31	+	G1	0.012687	0.383758	0.016267
G32	+	G1	0.030733	0.527518	0.054169
G33	+	G1	0.039172	0.708346	0.092710
G34	+	G1	0.019023	0.474022	0.030128
G35	+	G1	0.024157	0.464791	0.037515
G36	-	G1	-0.009798	0.374174	-0.012249
G37	+	G1	0.077401	0.965220	0.249619
G38	+	G1	0.009464	0.489330	0.015474
G39	-	G1	-0.017142	0.401205	-0.022979
G40	+	G1	0.007364	0.411615	0.010127
G41	-	G1	-0.006125	0.366209	-0.007495
G42	+	G1	0.020016	0.457467	0.030594
G43	+	G1	0.028142	0.501369	0.047143
G44	-	G1	-0.026491	0.523581	-0.046343
G45	+	G1	0.035876	0.509060	0.061021
G46	-	G1	-0.073466	0.919984	-0.225826
G47	+	G1	0.060066	0.752146	0.150951
G48	-	G1	-0.014554	0.456329	-0.022190
G49	+	G1	0.014523	0.398333	0.019329
G50	+	G1	0.046062	0.707850	0.108941
G51	+	G1	0.005323	0.327393	0.005822
G52	-	G1	-0.002004	0.296287	-0.001984
G53	-	G1	-0.004774	0.404163	-0.006446
G54	+	G1	0.023092	0.406043	0.031329
G55	+	G1	0.034438	0.537239	0.061817
G56	+	G1	0.075221	0.954075	0.239789
G57	+	G1	0.000495	0.359767	0.000595
G58	+	G1	0.019073	0.384144	0.024481
G59	+	G1	0.003173	0.490281	0.005198
G60	+	G1	0.013453	0.403470	0.018136
G61	+	G1	0.027034	0.502376	0.045378
G62	+	G1	0.010352	0.357616	0.012369
G63	+	G1	0.029664	0.481727	0.047746
G64	+	G1	0.006240	0.419881	0.008754
G65	+	G1	0.014598	0.408741	0.019936
G66	-	G1	-0.044599	0.666145	-0.099265
G67	+	G1	0.010325	0.385296	0.013292
G68	+	G1	0.003692	0.462038	0.005700
G69	-	G1	-0.012475	0.416631	-0.017366
G70	-	G1	-0.003140	0.421929	-0.004427
G71	-	G1	-0.012062	0.393713	-0.015867
G72	+	G1	0.021161	0.432378	0.030571
G73	+	G1	0.056948	0.688687	0.131042
G74	+	G1	0.002325	0.488503	0.003794
G75	-	G1	-0.008298	0.399296	-0.011071
G76	+	G1	0.008205	0.432973	0.011869
G77	+	G1	0.010301	0.435266	0.014981
G78	+	G1	0.024951	0.510217	0.042534
G79	-	G1	-0.020013	0.460580	-0.030798
G80	+	G1	0.012732	0.362715	0.015430
G81	+	G1	0.021337	0.462733	0.032989
G82	+	G1	0.029177	0.471386	0.045954
G83	+	G1	0.016827	0.368095	0.020695
G84	+	G1	0.044937	0.553230	0.083065
G85	-	G1	-0.010155	0.366019	-0.012420
G86	-	G1	-0.016756	0.375615	-0.021029
G87	+	G1	0.041087	0.454213	0.062354
G88	-	G1	-0.006324	0.353090	-0.007460
G89	-	G1	-0.012534	0.449261	-0.018815
G90	+	G1	0.025762	0.453329	0.039021
G91	+	G1	0.007813	0.355429	0.009279
G92	+	G1	0.023930	0.455713	0.036437
G93	+	G1	0.001969	0.485883	0.003197
G94	+	G1	0.071423	0.921691	0.219952
G95	-	G1	-0.015287	0.494495	-0.025257
