Gene1	Gene2	Score
G77	G22	0.865704121249256
G22	G77	0.865704121249256
G71	G46	0.804025956695513
G46	G71	0.804025956695513
G36	G34	0.8001125428104
G34	G36	0.8001125428104
G79	G9	0.792621785977271
G9	G79	0.792621785977271
G32	G28	0.773889015341743
G28	G32	0.773889015341743
G35	G34	0.750981033558357
G34	G35	0.750981033558357
G73	G72	0.739904825544976
G72	G73	0.739904825544976
G95	G94	0.739400140583367
G94	G95	0.739400140583367
G36	G35	0.7358882658427
G35	G36	0.7358882658427
G99	G12	0.728929478708546
G12	G99	0.728929478708546
G86	G16	0.720823848392619
G16	G86	0.720823848392619
G25	G22	0.720631251082115
G22	G25	0.720631251082115
G73	G71	0.718014135584118
G71	G73	0.718014135584118
G99	G34	0.714526217749149
G34	G99	0.714526217749149
G77	G25	0.713677810266813
G25	G77	0.713677810266813
G85	G30	0.691618407794136
G30	G85	0.691618407794136
G32	G25	-0.691417928438067
G25	G32	-0.691417928438067
G23	G3	0.689326673516664
G3	G23	0.689326673516664
G100	G28	0.687839327787564
G28	G100	0.687839327787564
G80	G9	-0.685379192430826
G9	G80	-0.685379192430826
G98	G77	-0.680865832306185
G77	G98	-0.680865832306185
G98	G28	0.678313789865898
G28	G98	0.678313789865898
G98	G32	0.677642494393961
G32	G98	0.677642494393961
G24	G15	-0.674383127189931
G15	G24	-0.674383127189931
G99	G36	0.665003352015265
G36	G99	0.665003352015265
G46	G28	-0.660645443740677
G28	G46	-0.660645443740677
G80	G61	-0.658250518528832
G61	G80	-0.658250518528832
G99	G35	0.657876309036654
G35	G99	0.657876309036654
G34	G12	0.65524041364531
G12	G34	0.65524041364531
G89	G9	0.654336864150934
G9	G89	0.654336864150934
G75	G9	-0.651430475831142
G9	G75	-0.651430475831142
G84	G25	0.650943349102395
G25	G84	0.650943349102395
G91	G87	-0.648168999697896
G87	G91	-0.648168999697896
G74	G73	0.648001338187839
G73	G74	0.648001338187839
G53	G13	-0.643270752942121
G13	G53	-0.643270752942121
G98	G25	-0.643067260670681
G25	G98	-0.643067260670681
G96	G81	-0.642656583383538
G81	G96	-0.642656583383538
G91	G76	-0.64005974806849
G76	G91	-0.64005974806849
G80	G79	-0.63739182989762
G79	G80	-0.63739182989762
G25	G3	-0.63555652347924
G3	G25	-0.63555652347924
G72	G33	0.634675977835344
G33	G72	0.634675977835344
G73	G33	0.633326567507684
G33	G73	0.633326567507684
G71	G28	-0.628471709466434
G28	G71	-0.628471709466434
G35	G12	0.626200594928415
G12	G35	0.626200594928415
G25	G23	-0.623573509687752
G23	G25	-0.623573509687752
G79	G75	-0.623422374061929
G75	G79	-0.623422374061929
G74	G29	-0.621903909129574
G29	G74	-0.621903909129574
G41	G30	-0.621250493818487
G30	G41	-0.621250493818487
G91	G90	-0.618367860246188
G90	G91	-0.618367860246188
G79	G19	-0.616770361909449
G19	G79	-0.616770361909449
G84	G22	0.616212713196856
G22	G84	0.616212713196856
G29	G28	0.615673980612554
G28	G29	0.615673980612554
G53	G40	-0.614305492116827
G40	G53	-0.614305492116827
G66	G29	0.614281832764368
G29	G66	0.614281832764368
G98	G22	-0.608161658219323
G22	G98	-0.608161658219323
G85	G82	-0.605513865263416
G82	G85	-0.605513865263416
G36	G12	0.603964207506097
G12	G36	0.603964207506097
G71	G29	-0.601543528890195
G29	G71	-0.601543528890195
G100	G46	-0.60100282217418
G46	G100	-0.60100282217418
G57	G15	-0.600680444238764
G15	G57	-0.600680444238764
G19	G9	-0.599962814634465
G9	G19	-0.599962814634465
G48	G18	0.599912480041571
G18	G48	0.599912480041571
G84	G79	0.598646610209923
G79	G84	0.598646610209923
G76	G67	0.596276559784422
G67	G76	0.596276559784422
G31	G30	-0.594173052468301
G30	G31	-0.594173052468301
G53	G50	-0.59309921387233
G50	G53	-0.59309921387233
G71	G66	-0.591431688164445
G66	G71	-0.591431688164445
G89	G79	0.589282984029797
G79	G89	0.589282984029797
G73	G29	-0.585995135114689
G29	G73	-0.585995135114689
G73	G66	-0.585437665701641
G66	G73	-0.585437665701641
G87	G76	0.583402058730739
G76	G87	0.583402058730739
G33	G32	-0.583388176879935
G32	G33	-0.583388176879935
G85	G31	-0.58205883951086
G31	G85	-0.58205883951086
G100	G71	-0.580755904731334
G71	G100	-0.580755904731334
G86	G80	-0.579884279356003
G80	G86	-0.579884279356003
G99	G21	0.577877237790289
G21	G99	0.577877237790289
G56	G28	0.575564255283658
G28	G56	0.575564255283658
G94	G16	0.574750792190255
