G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0056602	0.0021844	0.7015554	0.0082587	0.0062362	0.5698546	0.3952120	0.5085105	0.0120620	0.6867788	0.5521994	0.0000250	0.6923225	0.6612960	0.7283532	0.7149148	0.6242635	0.5590578	0.6698362	0.5957688	0.5522642	0.6279578	0.7180588	0.0003305	0.0099529	0.2026576	0.3300768	0.3504279	0.2275847	0.6224481	0.1256618	0.0458682	0.1956688	0.5933524	0.7371150	0.6996077	0.2747983	0.5034281	0.4185588	0.0853005	0.0116153	0.2594847	0.0360766	0.3144482	0.0531650	0.3917419	0.2141120	0.7415147	0.5001937	0.5653543	0.2730591	0.0432002	0.0000000	0.6132371	0.0019719	0.0000129	0.6861745	0.6734172	0.2841535	0.7059683	0.6133268	0.0063612	0.0167438	0.3153559	0.5980095	0.0575677	0.2592967	0.7147104	0.6175018	0.3943897	0.5690711	0.5032497	0.0130884	0.5473759	0.4044678	0.0535353	0.6354396	0.0594102	0.5094483	0.2323341	0.0570264	0.4250382	0.0000000	0.2990566	0.2656201	0.3423728	0.2777636	0.3953523	0.6763310	0.2185025	0.4244544	0.2484566	0.7401211	0.4725902	0.2534423	0.6617371	0.0325614	0.3238329	0.1801721	0.0938706
0.0031138	0.0013839	0.6978566	0.0052302	0.0108982	0.5816754	0.4657795	0.4464908	0.0053074	0.6970028	0.6657002	0.0000108	0.5477758	0.6919614	0.6476056	0.6700690	0.6035473	0.6886821	0.7237534	0.5757591	0.4340940	0.6421723	0.6442068	0.0007320	0.4694977	0.2447298	0.4070176	0.4281790	0.2017266	0.5681008	0.3079989	0.0000000	0.2019472	0.7095758	0.7154855	0.0259003	0.2101901	0.6309904	0.3297418	0.0514901	0.2261056	0.6651590	0.0654733	0.0352349	0.0544932	0.3323115	0.2497598	0.0072803	0.6317460	0.7760178	0.1449135	0.0290873	0.6673653	0.0000000	0.4980741	0.0003254	0.7892345	0.6431137	0.0178790	0.6794578	0.6270521	0.4483478	0.0289623	0.2266585	0.9174487	0.0180361	0.5952670	0.6087363	0.1391095	0.3842730	0.7778251	0.6021177	0.4839128	0.5377785	0.4134470	0.7826286	0.7911883	0.0625006	0.4366471	0.1960453	0.0904008	0.4742463	0.6710270	0.2024386	0.3190779	0.2537622	0.2589297	0.2414265	0.3346357	0.1537977	0.0872016	0.3131292	0.6544778	0.4079799	0.2550550	0.7928352	0.0130197	0.0487342	0.2278590	0.0808227
0.0084575	0.0020729	0.6571546	0.0009253	0.0150997	0.5973729	0.3075662	0.3723971	0.0204413	0.5949949	0.7098679	0.0000845	0.6349575	0.6511010	0.0000000	0.4982310	0.6430739	0.6120594	0.7018103	0.5828145	0.3931798	0.7817151	0.6984462	0.0027375	0.0140229	0.2868356	0.0000000	0.3651115	0.7108938	0.7129692	0.3206922	0.6653856	0.1483362	0.7025305	0.6847737	0.7300865	0.2601898	0.2044655	0.3321743	0.0029540	0.0381821	0.6149678	0.0702994	0.7087388	0.0115356	0.3218369	0.1973002	0.0157548	0.5682017	0.6212567	0.0282996	0.0428973	0.6566555	0.7580874	0.4272744	0.0000368	0.4510859	0.6713221	0.5349158	0.6480723	0.7197137	0.4124703	0.0477046	0.3485252	0.6235883	0.7375291	0.7350071	0.7274964	0.6126934	0.3579440	0.7218167	0.0014052	0.4687846	0.4710453	0.4443104	0.0450738	0.6440676	0.0414711	0.4650400	0.3253795	0.1473920	0.2720760	0.6243113	0.1484968	0.3852134	0.2299361	0.2638794	0.2864815	0.6456026	0.0001595	0.0400706	0.3614439	0.0005212	0.3023581	0.0017863	0.6026100	0.0478747	0.4492714	0.1879598	0.2961653
0.8824770	0.1987045	0.6919317	0.4645842	0.0525820	0.3724164	0.0673594	0.6259993	0.0081314	0.1196294	0.6400697	0.0000031	0.0000000	0.0580881	0.6846124	0.3464058	0.7829487	0.1330432	0.7939271	0.4974150	0.4114243	0.6622580	0.6442538	0.5982250	0.0060068	0.0435006	0.7386594	0.4173558	0.0028492	0.7389809	0.4308863	0.7074004	0.6874980	0.0406957	0.0094876	0.7288710	0.1973983	0.6187435	0.4243839	0.0372314	0.0338812	0.6719602	0.0600043	0.2190216	0.0692360	0.0000000	0.1925730	0.0006750	0.5962729	0.7235213	0.3043088	0.0449119	0.6302626	0.6612758	0.3761675	0.0005976	0.4944994	0.7611961	0.5436460	0.6767493	0.1884291	0.5779704	0.0272018	0.3017144	0.7421211	0.5682150	0.7431860	0.6068922	0.6073398	0.5011674	0.7419378	0.0018580	0.4992385	0.0279910	0.5311850	0.0578685	0.5874321	0.0314162	0.3063834	0.3792760	0.0927215	0.4448746	0.5419905	0.1591996	0.5437340	0.2075632	0.2835426	0.2808311	0.6244598	0.2893703	0.0824088	0.2792471	0.6166617	0.5194638	0.2878134	0.8366498	0.0240756	0.4343716	0.1719737	0.2901078
0.0054826	0.0045527	0.6284462	0.0568322	0.0119644	0.1562072	0.3644756	0.0733558	0.1226557	0.7519023	0.5567738	0.0001985	0.6289784	0.5596949	0.2376617	0.6368777	0.6178024	0.5910514	0.5465556	0.5237808	0.2998162	0.6732253	0.6958444	0.0929624	0.0233452	0.1953761	0.0000000	0.2528392	0.1940077	0.6631777	0.3338918	0.6322976	0.1679913	0.5839413	0.7340586	0.7397172	0.5396926	0.2429711	0.2956609	0.0050780	0.0206467	0.6297660	0.0871704	0.6048214	0.0257341	0.3357427	0.0000000	0.0020633	0.6269637	0.6772868	0.0372501	0.0457324	0.6424261	0.7353428	0.4641760	0.0009862	0.4619779	0.4826832	0.5461314	0.5988058	0.3976088	0.5199900	0.0152686	0.4468182	0.5829500	0.6095545	0.5483708	0.6126874	0.5783308	0.3928515	0.5848555	0.0002810	0.3955053	0.6365961	0.5276821	0.0751802	0.6838771	0.1789325	0.4751312	0.3246114	0.1999429	0.0090566	0.8515763	0.1639220	0.6060388	0.1634632	0.3109953	0.3512115	0.5897838	0.3422126	0.0587110	0.3126498	0.0044984	0.2114059	0.3310271	0.5851717	0.2215069	0.1895236	0.0760032	0.3240894
0.0048710	0.0005452	0.8443841	0.0131281	0.0189399	0.6890967	0.3417212	0.7503191	0.0321461	0.5646088	0.7650292	0.0012601	0.6519044	0.7329564	0.6971558	0.6646958	0.5782893	0.5634769	0.8154623	0.4172005	0.4899142	0.6734002	0.6951799	0.0028850	0.0255974	0.1633838	0.7250231	0.3685789	0.1389627	0.6854927	0.1374464	0.1588210	0.1711820	0.7338781	0.6767280	0.7425726	0.2655179	0.5344818	0.4145473	0.0523650	0.0460246	0.0000000	0.0148096	0.2057097	0.0495276	0.3291953	0.2508100	0.7073767	0.5837023	0.7051398	0.1362297	0.0521148	0.0000000	0.6678708	0.0022908	0.0000302	0.6635688	0.7283358	0.3067242	0.8229341	0.7692433	0.0286785	0.0424375	0.2503048	0.7276722	0.6537298	0.0045007	0.6841143	0.6711779	0.3215307	0.6136790	0.0205680	0.0142891	0.4848548	0.3231287	0.0722589	0.7837843	0.0157111	0.4175228	0.3803870	0.1214429	0.4085021	0.0787615	0.3120861	0.3290820	0.1607568	0.4091784	0.3308356	0.5726115	0.1632216	0.3409171	0.2072496	0.6523915	0.2788903	0.2405771	0.5838122	0.0485832	0.2426957	0.0805409	0.3775144
0.0156648	0.0001802	0.7284236	0.0060537	0.0071069	0.7028653	0.4537245	0.5612878	0.0087785	0.7243580	0.7054910	0.0001784	0.6409212	0.6896466	0.6444339	0.6977615	0.5640686	0.6034137	0.7253912	0.5789315	0.5539588	0.7946119	0.8065793	0.0016587	0.0032440	0.2710378	0.4769842	0.3907084	0.1956558	0.5892583	0.1695791	0.0931984	0.0836948	0.5697169	0.6930525	0.7195038	0.3808091	0.4194893	0.5126656	0.0425184	0.0228527	0.3687026	0.0551532	0.3584526	0.0417790	0.4343155	0.2692922	0.7949982	0.5190244	0.6742851	0.1543252	0.0946001	0.0000000	0.6615135	0.0041215	0.0001124	0.6313211	0.6420862	0.6458158	0.6543318	0.6245341	0.0038278	0.0201538	0.2622378	0.7309889	0.4138820	0.2818982	0.7326384	0.7005573	0.2876304	0.7457081	0.1534587	0.0000000	0.5031045	0.5096155	0.0126821	0.6305822	0.0502673	0.4184264	0.3873738	0.0530995	0.4227387	0.0062048	0.2926726	0.2950462	0.2773060	0.2301758	0.3436245	0.6421787	0.2380589	0.4151307	0.3519738	0.7475452	0.3669355	0.2767852	0.6566277	0.1262243	0.0616221	0.1448763	0.1734745
0.0120647	0.0005523	0.6922901	0.0525541	0.0106152	0.2134065	0.3531536	0.0926710	0.0484744	0.7537159	0.5518174	0.0002772	0.6392542	0.6517893	0.0000000	0.5721547	0.6866285	0.6476479	0.8272922	0.3747080	0.4062086	0.6294076	0.6743838	0.0201141	0.0106134	0.2196752	0.6845160	0.5602250	0.6532949	0.7062393	0.3241337	0.6215822	0.2243117	0.6830531	0.7300532	0.6446780	0.5417957	0.2576689	0.2865272	0.0061688	0.0166814	0.7498874	0.0131095	0.2090663	0.0440014	0.4443703	0.0000000	0.0021457	0.6211141	0.6454354	0.2772578	0.0482103	0.6396085	0.6631625	0.4066734	0.0003267	0.4204393	0.5393166	0.6281552	0.7296037	0.4889721	0.4447160	0.0120747	0.2625310	0.7281539	0.6565187	0.7692562	0.6783031	0.7078178	0.3917722	0.5600034	0.0026144	0.5823815	0.6766432	0.4957622	0.0769258	0.6962546	0.1398640	0.3583328	0.3982042	0.1140547	0.3609422	0.8048063	0.1377132	0.5441666	0.2424645	0.2310595	0.3237675	0.5842254	0.3702202	0.0904230	0.5678501	0.4189589	0.1884981	0.6186895	0.6434852	0.2142609	0.2491876	0.0004148	0.6835168
0.0077771	0.0037152	0.6528407	0.0206066	0.0191379	0.5594586	0.3764193	0.3791048	0.0134946	0.5975089	0.6470025	0.0026509	0.6883245	0.6367229	0.6940278	0.6444199	0.7255674	0.6638198	0.7375894	0.5406957	0.4501136	0.7192590	0.6863256	0.0009266	0.4398330	0.2186071	0.3332489	0.4057676	0.1715512	0.7235762	0.2532239	0.0000000	0.1871204	0.6616344	0.6558971	0.0247762	0.2446585	0.7154547	0.4813874	0.0619429	0.1772112	0.6749766	0.0310886	0.3014497	0.0697753	0.4680109	0.2696550	0.0041839	0.6146651	0.7087503	0.0899325	0.0624788	0.7450849	0.8496363	0.4058649	0.0000672	0.7939991	0.6014855	0.0177840	0.7007153	0.7207383	0.4953016	0.0351789	0.2285965	0.7159090	0.0000000	0.6255897	0.8014978	0.2041788	0.4842444	0.5830194	0.8351436	0.4352317	0.4206799	0.5626122	0.0497420	0.6355318	0.0195660	0.4602265	0.4403213	0.0381939	0.4235378	0.6616710	0.1139854	0.4113127	0.2303268	0.3050395	0.3135413	0.0010646	0.1843089	0.1019718	0.2511390	0.7517198	0.3920390	0.2940927	0.7048695	0.0267663	0.3691191	0.1445954	0.0560487
0.0061934	0.0005910	0.6540332	0.0026418	0.1087037	0.6043041	0.4110920	0.6108897	0.0112991	0.7367532	0.6703695	0.0003412	0.6539066	0.5742604	0.6769898	0.6949937	0.5433473	0.6287451	0.7402951	0.0006116	0.5176018	0.5587473	0.7438837	0.0025949	0.0157341	0.0164048	0.3394461	0.3028311	0.1873026	0.7074028	0.2430536	0.0902040	0.1460018	0.7292226	0.6484476	0.7563726	0.2722861	0.5836124	0.3516181	0.0837316	0.0003457	0.0000000	0.0516125	0.2166880	0.0890345	0.4278440	0.2441577	0.0022843	0.7234516	0.7119145	0.2314657	0.0363420	0.6921062	0.7698768	0.0003652	0.0174524	0.6358237	0.6010137	0.2391389	0.4802006	0.6993321	0.3953509	0.0124691	0.0018693	0.7218595	0.0341354	0.4797759	0.5581191	0.6068590	0.3478081	0.5859898	0.6848919	0.5743513	0.4214783	0.5599443	0.0799161	0.6579295	0.0152044	0.4200883	0.1233600	0.4908143	0.5309743	0.0000000	0.1607562	0.3325839	0.0564673	0.1595460	0.0013271	0.6173637	0.1855585	0.4792824	0.2576583	0.7720793	0.1354491	0.2693690	0.8257419	0.0362248	0.5246718	0.1398983	0.0582420
