Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G73	G72	0.289745282221613	2.06844734450589e-09
G72	G73	0.289745282221613	2.06844734450597e-09
G89	G76	0.233872340578141	1.59152174716745e-06
G76	G89	0.23387234057814	1.59152174716752e-06
G72	G42	0.216638760330224	9.13379011421481e-06
G42	G72	0.216638760330224	9.13379011421499e-06
G10	G87	0.215614017431023	1.00902925954672e-05
G87	G10	0.215614017431023	1.00902925954674e-05
G14	G12	0.212187198137471	1.40293712434301e-05
G12	G14	0.212187198137471	1.40293712434304e-05
G74	G10	0.208714299479532	1.94868580521966e-05
G10	G74	0.208714299479532	1.9486858052197e-05
G7	G47	0.208661345546553	1.95839119340843e-05
G47	G7	0.208661345546553	1.95839119340844e-05
G24	G23	0.208370622561717	2.01249721838128e-05
G23	G24	0.208370622561717	2.01249721838131e-05
G22	G52	0.203626229553049	3.12291033568311e-05
G52	G22	0.203626229553049	3.12291033568316e-05
G73	G33	0.20209251845188	3.5917965359313e-05
G33	G73	0.20209251845188	3.59179653593139e-05
G42	G25	0.199053041387768	4.72460913592218e-05
G25	G42	0.199053041387768	4.72460913592228e-05
G22	G25	0.198421700001116	4.99886868285931e-05
G25	G22	0.198421700001116	4.99886868285932e-05
G87	G91	0.196787669328655	5.78018489979657e-05
G91	G87	0.196787669328655	5.78018489979658e-05
G67	G97	0.192392332863666	8.49286464717436e-05
G97	G67	0.192392332863666	8.49286464717456e-05
G21	G27	0.191888625020246	8.87094474619669e-05
G27	G21	0.191888625020246	8.87094474619672e-05
G72	G2	0.190175512037084	0.000102787664995237
G2	G72	0.190175512037084	0.000102787664995237
G21	G5	0.186098708061347	0.000145191006686104
G5	G21	0.186098708061347	0.000145191006686107
G73	G67	0.182001014659284	0.000203961555270038
G67	G73	0.182001014659284	0.000203961555270044
G17	G4	0.181590368504198	0.000210943896232594
G4	G17	0.181590368504198	0.000210943896232598
G53	G36	0.181121710201564	0.000219185696040157
G36	G53	0.181121710201564	0.000219185696040159
G76	G72	0.180297938383791	0.000234406879314429
G72	G76	0.180297938383791	0.00023440687931443
G21	G4	0.179549395482427	0.000249089669990513
G4	G21	0.179549395482427	0.000249089669990514
G90	G86	0.17827676893801	0.000276041561207574
G86	G90	0.17827676893801	0.00027604156120758
G67	G21	0.174636802147323	0.000368917640208068
G21	G67	0.174636802147323	0.000368917640208078
G73	G49	0.172193791663707	0.00044677453380766
G49	G73	0.172193791663707	0.000446774533807663
G10	G98	0.172121333753187	0.000449301643416678
G98	G10	0.172121333753187	0.000449301643416683
G74	G71	0.171691565124299	0.000464565931678917
G71	G74	0.171691565124299	0.000464565931678925
