TF	target	importance
G36	G87	93.07465216805119
G52	G58	56.579465085524355
G85	G87	54.93598529458965
G35	G14	50.22996395819198
G65	G2	50.11390716698729
G22	G13	45.822213240207844
G86	G85	45.250686160381
G56	G54	45.054103137049715
G29	G76	44.504167987562376
G95	G57	43.19068910182445
G84	G5	42.765202851777204
G58	G52	42.634566934014984
G47	G45	42.29048208472555
G23	G13	41.62200576684511
G61	G29	41.414276602878594
G19	G86	41.38914552125263
G92	G30	41.36272201773425
G22	G87	41.10954561828398
G60	G61	40.976143954797486
G82	G46	40.424928939522246
G38	G89	40.24153241293507
G19	G36	40.064418707388526
G70	G65	39.94967228729037
G84	G66	39.874739224775
G36	G19	39.84015145322764
G41	G70	39.62531846356179
G22	G8	39.37376873132085
G58	G45	39.263281854795586
G21	G46	38.99765177168219
G91	G83	38.97999415181985
G38	G87	38.79888872221879
G49	G47	38.670677990856944
G38	G70	38.64022971504796
G99	G30	38.554845449161476
G71	G68	38.353732153621664
G12	G21	38.23472195813365
G45	G47	37.84343095276822
G50	G58	37.699992901386814
G66	G67	37.51594815735023
G47	G22	37.50634907589145
G58	G50	37.228627619001834
G67	G55	36.87277772094945
G7	G13	36.670434534744096
G85	G86	36.51966281742467
G13	G7	36.32825083126583
G87	G36	36.17413269468556
G86	G88	36.08681020654844
G72	G58	35.983326136090405
G20	G67	35.678692292294244
G4	G67	35.09609996492032
G36	G85	34.85737191342418
G10	G30	34.292173195799485
G66	G84	34.12288312479222
G31	G16	34.02597033786783
G63	G30	33.8650612955015
G51	G18	33.657988644952425
G51	G2	33.61489037778568
G18	G51	33.28411923403304
G65	G72	33.169692771938045
G14	G35	33.088894714000986
G45	G42	32.76260002525975
G65	G70	32.56140502854748
G51	G76	32.560225650872745
G31	G48	32.55928707588284
G22	G36	32.49460156217514
G47	G49	32.383162562044234
G72	G97	32.07751137733289
G45	G58	31.95619623430826
G91	G67	31.895193158253914
G2	G51	31.84825406482074
G55	G51	31.84145178494485
G87	G86	31.4038164220125
G3	G1	31.370506021370204
G55	G57	31.23530389590702
G12	G92	31.199512249626338
G45	G49	30.877296857362317
G86	G19	30.46285665924094
G5	G84	30.138427531357205
G61	G56	30.013213197240308
G98	G67	29.969289801876847
G85	G62	29.71443826927005
G84	G30	29.66868501052782
G86	G48	29.492700487081915
G36	G38	29.456347982081077
G51	G65	29.453296317799047
G98	G63	29.41857546170752
G49	G45	29.391546786456054
G60	G29	29.385387046785006
G85	G88	29.32584712090434
G46	G21	29.171313793342094
G84	G53	29.011891858194723
G13	G87	28.918028736882224
G73	G51	28.88730990133544
G55	G53	28.87045052580332
G9	G80	28.84014688228117
G45	G23	28.77021010505833
G52	G50	28.71927651386383
G81	G75	28.716272798355746
G47	G42	28.545911293669278
G54	G56	28.351756371591136
G46	G82	28.13931360164723
G51	G61	28.069844245684408
G13	G45	28.0668839767407
G22	G47	27.886063353410652
G8	G85	27.80768235305049
G30	G92	27.785450120732392
G32	G29	27.688868064079916
G2	G65	27.53926455513041
G10	G43	27.474479253054486
G29	G61	27.32330848286318
G8	G22	27.1387518497328
G8	G36	26.991862520829198
G47	G57	26.906336392027356
G29	G13	26.805159676003132
G87	G38	26.66855285636574
G48	G30	26.447979214130726
G4	G66	26.393163781246916
G11	G45	26.032586313349316
G13	G23	25.935397739200383
G76	G54	25.76215975837789
G74	G83	25.60139479260485
G13	G42	25.557523933363004
G19	G57	25.515685597514562
G60	G76	25.430113077377136
G47	G31	25.304081258815053
G57	G55	25.2898521026291
G36	G13	25.273203955083268
G36	G57	25.062290442389116
G30	G31	25.00776064471473
G72	G65	24.741489032101136
G85	G22	24.69957582923261
G21	G12	24.666021406527083
G92	G5	24.655909551568346
G5	G30	24.588643157155005
G36	G22	24.51792691444882
G86	G36	24.466901915894233
G7	G23	24.359463169875536
G55	G65	24.32874398839752
G31	G86	24.32357543196187
G51	G55	24.322151802292364
G22	G88	24.252626681502548
G36	G47	24.22585720709786
G61	G60	24.200808714632128
G2	G68	24.169571909869596
G36	G12	23.97964706937444
G75	G84	23.919617074416305
G66	G5	23.911907697058012
G48	G31	23.87888992270433
G89	G38	23.72753496863101
G87	G54	23.68104486985663
G67	G20	23.672933908987563
G32	G24	23.629328446823383
G97	G72	23.286349344785094
G9	G10	23.265370020549437
G83	G15	23.256934320631313
G91	G20	23.152457960763076
G68	G9	23.083722205146742
G58	G75	22.981325559363466
G70	G2	22.86980148265961
G83	G80	22.78021749886959
G32	G61	22.71700787188477
G38	G63	22.667708740441732
G4	G98	22.626345990802637
G67	G91	22.59678636527866
G79	G51	22.586268684142194
G27	G43	22.57063627654087
G69	G58	22.562171356783747
G16	G31	22.39517584236547
G72	G89	22.388959668855215
G81	G84	22.388877843112322
G66	G20	22.31422046468949
G32	G55	22.237971342211903
G27	G31	22.153069968458436
G58	G49	22.131581747626328
G40	G1	22.12922352351684
G62	G30	22.101952110512492
G42	G46	22.074039459103794
G31	G30	22.072913052027197
G81	G99	22.066911564294976
G75	G73	22.055452314511328
G48	G63	22.0507566766626
G38	G65	21.99323205682185
G40	G16	21.966962729149966
G50	G52	21.954370683060507
G2	G89	21.948012324223548
G8	G88	21.801151549989548
G49	G50	21.637136493369614
G46	G42	21.62745824623548
G80	G72	21.529869873811098
G14	G89	21.48967247055409
