Parent	Type	Child	Weight	Probability	Score
G1	-	G1	-0.016187	0.414819	-0.024001
G2	-	G1	-0.002376	0.345562	-0.002935
G3	+	G1	0.028570	0.469703	0.047964
G4	+	G1	0.019656	0.496052	0.034850
G5	-	G1	-0.005057	0.316757	-0.005725
G6	-	G1	-0.019779	0.272945	-0.019296
G7	+	G1	0.025020	0.372875	0.033346
G8	+	G1	0.011826	0.286788	0.012122
G9	-	G1	-0.007809	0.335780	-0.009372
G10	-	G1	-0.026474	0.495684	-0.046905
G11	+	G1	0.001215	0.500012	0.002171
G12	+	G1	0.063126	0.857029	0.193372
G13	-	G1	-0.040325	0.662755	-0.095525
G14	-	G1	-0.005872	0.398279	-0.008359
G15	-	G1	-0.000605	0.324154	-0.000702
G16	+	G1	0.015608	0.492827	0.027494
G17	-	G1	-0.043966	0.705231	-0.110824
G18	+	G1	0.005737	0.492390	0.010097
G19	+	G1	0.097732	0.993843	0.347171
G20	+	G1	0.013268	0.424268	0.020120
G21	+	G1	0.053996	0.818756	0.158016
G22	-	G1	-0.016268	0.388058	-0.022565
G23	+	G1	0.006203	0.457833	0.010150
G24	+	G1	0.023285	0.387584	0.032258
G25	+	G1	0.017014	0.502491	0.030558
G26	+	G1	0.051424	0.769904	0.141511
G27	+	G1	0.034539	0.577311	0.071271
G28	-	G1	-0.000461	0.363130	-0.000598
G29	+	G1	0.027060	0.444915	0.043032
G30	+	G1	0.028740	0.355161	0.036484
G31	+	G1	0.009414	0.401869	0.013522
G32	-	G1	-0.005661	0.493974	-0.009994
G33	+	G1	0.018313	0.405684	0.026554
G34	-	G1	-0.010378	0.353757	-0.013122
G35	-	G1	-0.001567	0.314154	-0.001759
G36	+	G1	0.002982	0.221820	0.002364
G37	+	G1	0.006126	0.475402	0.010410
G38	-	G1	-0.102365	0.979914	-0.358532
G39	+	G1	0.014085	0.418660	0.021077
G40	+	G1	0.020776	0.425272	0.031580
G41	+	G1	0.022221	0.323997	0.025734
G42	-	G1	-0.000132	0.391710	-0.000185
G43	-	G1	-0.032537	0.535902	-0.062324
G44	-	G1	-0.029018	0.485923	-0.050398
G45	+	G1	0.005269	0.389283	0.007331
G46	+	G1	0.015055	0.393404	0.021169
G47	-	G1	-0.043384	0.547718	-0.084932
G48	-	G1	-0.016879	0.409189	-0.024686
G49	-	G1	-0.035260	0.583774	-0.073572
G50	-	G1	-0.058325	0.752237	-0.156819
G51	-	G1	-0.013951	0.428948	-0.021390
G52	-	G1	-0.001815	0.335771	-0.002179
G53	+	G1	0.066470	0.906181	0.215292
G54	+	G1	0.018592	0.392668	0.026094
G55	-	G1	-0.000745	0.324367	-0.000863
G56	+	G1	0.012335	0.414539	0.018277
G57	+	G1	0.000067	0.385095	0.000093
G58	+	G1	0.000479	0.330942	0.000567
G59	+	G1	0.029835	0.504650	0.053814
G60	-	G1	-0.028656	0.513282	-0.052573
G61	-	G1	-0.005455	0.454817	-0.008868
G62	-	G1	-0.053938	0.658828	-0.127014
G63	-	G1	-0.022287	0.420803	-0.033521
G64	-	G1	-0.027063	0.508355	-0.049173
G65	-	G1	-0.012907	0.411880	-0.019001
G66	+	G1	0.071752	0.891399	0.228610
G67	-	G1	-0.013413	0.412559	-0.019779
G68	+	G1	0.001216	0.494205	0.002148
G69	-	G1	-0.006790	0.220872	-0.005360
G70	-	G1	-0.008977	0.456696	-0.014654
G71	+	G1	0.001589	0.498920	0.002833
G72	-	G1	-0.015952	0.312892	-0.017840
G73	+	G1	0.073885	0.942044	0.248779
G74	+	G1	0.033634	0.425961	0.051208
G75	+	G1	0.018894	0.434270	0.029328
G76	+	G1	0.019324	0.385921	0.026656
G77	+	G1	0.038403	0.549995	0.075494
G78	+	G1	0.038939	0.566948	0.078906
G79	+	G1	0.000236	0.420526	0.000355
G80	-	G1	-0.063067	0.650790	-0.146700
G81	+	G1	0.010633	0.492835	0.018730
G82	-	G1	-0.006726	0.362539	-0.008716
G83	-	G1	-0.023606	0.323550	-0.027299
G84	-	G1	-0.024441	0.499637	-0.043648
G85	+	G1	0.011482	0.331922	0.013622
G86	+	G1	0.020565	0.422909	0.031085
G87	-	G1	-0.023772	0.477942	-0.040610
G88	-	G1	-0.040635	0.487817	-0.070851
G89	-	G1	-0.002173	0.488904	-0.003797
G90	-	G1	-0.012855	0.498623	-0.022911
G91	+	G1	0.025044	0.499727	0.044732
G92	+	G1	0.014641	0.305191	0.015971
G93	+	G1	0.005841	0.497789	0.010393
G94	+	G1	0.005036	0.385013	0.006930
G95	+	G1	0.004430	0.411713	0.006519
G96	-	G1	-0.028046	0.494921	-0.049612
G97	+	G1	0.035502	0.592854	0.075230
G98	+	G1	0.042232	0.694318	0.104807
G99	-	G1	-0.004087	0.496493	-0.007253
G100	-	G1	-0.052704	0.669597	-0.126138
G1	+	G2	0.012197	0.402387	0.017543
G2	+	G2	0.083571	0.964446	0.288085
G3	-	G2	-0.015492	0.375868	-0.020813
G4	+	G2	0.004523	0.481919	0.007791
G5	+	G2	0.029039	0.429316	0.044560
G6	-	G2	-0.068121	0.713366	-0.173692
G7	+	G2	0.047729	0.611815	0.104373
G8	-	G2	-0.003589	0.275565	-0.003535
G9	+	G2	0.014133	0.374821	0.018934
G10	+	G2	0.058622	0.794654	0.166505
G11	-	G2	-0.001161	0.500009	-0.002074
G12	+	G2	0.063814	0.864237	0.197124
G13	+	G2	0.035350	0.619351	0.078256
G14	-	G2	-0.021464	0.475028	-0.036444
G15	-	G2	-0.084466	0.958904	-0.289497
G16	+	G2	0.011144	0.489746	0.019508
G17	+	G2	0.000397	0.394645	0.000560
G18	+	G2	0.010106	0.495696	0.017905
G19	+	G2	0.046438	0.751907	0.124803
G20	+	G2	0.000850	0.407062	0.001237
G21	+	G2	0.001671	0.401214	0.002396
G22	+	G2	0.029025	0.433488	0.044971
G23	-	G2	-0.000068	0.459041	-0.000111
G24	-	G2	-0.003782	0.326019	-0.004407
G25	+	G2	0.005955	0.492461	0.010482
G26	+	G2	0.029180	0.525103	0.054766
G27	+	G2	0.006435	0.400757	0.009218
G28	-	G2	-0.017703	0.400288	-0.025328
G29	-	G2	-0.003070	0.359842	-0.003948
G30	+	G2	0.078493	0.937342	0.262976
G31	+	G2	0.062886	0.884114	0.198725
G32	+	G2	0.021696	0.512061	0.039708
G33	-	G2	-0.051053	0.581177	-0.106052
G34	+	G2	0.029444	0.448791	0.047231
G35	+	G2	0.024381	0.386695	0.033699
G36	+	G2	0.047879	0.585978	0.100279
G37	-	G2	-0.011938	0.481070	-0.020526
G38	+	G2	0.036887	0.567535	0.074827
G39	+	G2	0.060664	0.863580	0.187251
G40	+	G2	0.044451	0.686579	0.109083
G41	+	G2	0.020229	0.330902	0.023926
G42	-	G2	-0.009938	0.418911	-0.014880
G43	+	G2	0.013028	0.392853	0.018294
G44	+	G2	0.002607	0.437968	0.004082
G45	-	G2	-0.003840	0.395598	-0.005429
G46	+	G2	0.082976	0.967207	0.286854
G47	+	G2	0.005948	0.477800	0.010158
