Gene1	Gene2	EdgeWeight
G92	G6	0.999285457679888
G6	G6	0.9857016846754741
G6	G92	0.9815436124149771
G92	G92	0.9613561547499091
G92	G36	0.8392091016775909
G36	G92	0.7197553770909859
G6	G36	0.7089449766225729
G92	G82	0.679296121834265
G6	G82	0.644939991655528
G36	G6	0.639271171927935
G82	G6	0.618299282011809
G92	G34	0.606964277100153
G82	G92	0.6016843592345861
G34	G92	0.5822620508844921
G6	G34	0.5529700035610771
G59	G92	0.535069956707679
G34	G6	0.534562496812799
G82	G36	0.49641764606760097
G91	G80	0.487033149844382
G19	G80	0.48548955905030394
G9	G80	0.48285302859032303
G17	G80	0.482735110906912
G15	G80	0.482188003055829
G21	G80	0.48007025141395293
G98	G80	0.479606978064809
G73	G80	0.47474785809888503
G43	G80	0.47311900237113597
G42	G80	0.466563545406669
G13	G80	0.46525038562511495
G39	G80	0.45695915380786895
G55	G80	0.454765962950781
G59	G6	0.45456418875903704
G92	G80	0.45199843862069006
G53	G80	0.45077356334573404
G46	G80	0.450012669350368
G87	G80	0.44968441382228397
G7	G36	0.44728799587387
G29	G92	0.44722050246084993
G26	G80	0.44632856549139904
G31	G80	0.445254782621596
G69	G80	0.442283802896886
G66	G92	0.43553074828898997
G85	G92	0.43374832031262206
G85	G80	0.43344315981719894
G92	G52	0.433387746307938
G14	G80	0.43116275655437897
G67	G80	0.429150057166918
G45	G80	0.428569972812086
G60	G80	0.42848965804033706
G75	G80	0.42629411956701296
G65	G80	0.42495043656622106
G92	G83	0.42353854931141993
G27	G80	0.42225120411241596
G10	G36	0.42019736142719
G78	G92	0.418932402562396
G3	G80	0.41739821039275
G82	G82	0.415922094245915
G72	G80	0.41378922833778503
G2	G80	0.412554284809984
G54	G80	0.40751295071742205
G97	G80	0.406506878084785
G85	G40	0.406368693532583
G57	G80	0.405969993331433
G30	G80	0.404109400350113
G51	G80	0.403265346576994
G50	G80	0.400053880143433
G46	G36	0.39999772802980604
G92	G29	0.395432179040056
G84	G80	0.394875043587832
G96	G80	0.39451586720045795
G42	G40	0.39219825626038396
G17	G40	0.39195160304859705
G6	G59	0.39175843203834704
G43	G40	0.3914316731350189
G36	G10	0.38649057946060605
G15	G40	0.38558304921475
G91	G40	0.3847792625602329
G9	G40	0.38333476766816205
G56	G80	0.382482342070041
G29	G6	0.38168649255387604
G87	G40	0.380504015795364
G73	G40	0.379949131055137
G7	G6	0.37665372006663
G49	G80	0.374648985459193
G66	G80	0.373400186127873
G10	G6	0.37284512492923605
G3	G36	0.37014268951413604
G6	G29	0.36983253522110604
G31	G40	0.369095158492248
G54	G36	0.368657911108839
G82	G34	0.366755603320916
G60	G40	0.366122293251885
G21	G40	0.36539455960687706
G19	G40	0.365267792884231
G6	G7	0.365013313003153
G66	G40	0.364864400468312
G14	G40	0.364838132780744
G92	G59	0.36362833561072105
G95	G80	0.361451442858992
G26	G40	0.36110666352453796
G40	G80	0.3608221767149679
G39	G40	0.36021102358521095
G98	G83	0.35993309906778204
G13	G40	0.3599039261393429
G36	G82	0.35963800846983096
G19	G83	0.35957124711391203
G7	G80	0.359417956442226
G85	G8	0.359327691316778
G12	G80	0.35870174181608094
G92	G33	0.35687870458154297
G88	G6	0.355523593363141
G48	G80	0.35520421027415605
G65	G40	0.35421285958022797
G91	G83	0.35416601211000504
G21	G83	0.354161810186553
G20	G80	0.35408839012076604
G38	G80	0.351962670335275
G67	G40	0.35172503992894
G78	G6	0.351119059689048
G88	G92	0.35094578843236995
G9	G83	0.350625729184663
G98	G36	0.349775228943919
G97	G40	0.349759092568619
G46	G83	0.34972172213457203
G55	G40	0.349200919480783
G15	G83	0.349137681642702
G75	G36	0.348084792734339
G98	G40	0.34792930346557804
G92	G28	0.34772726756378497
G17	G83	0.3473503747813161
G42	G8	0.346548098567333
G17	G8	0.34632640560319394
G43	G8	0.345762203223831
G66	G6	0.344592224746276
G73	G83	0.34375033782846504
G53	G40	0.342936745757481
G13	G83	0.341097405136128
G57	G40	0.341076101853052
G56	G40	0.340750439248612
G15	G8	0.34066407155572803
G91	G8	0.339974680971532
G36	G40	0.33901915043880204
G9	G8	0.338631745225875
G48	G92	0.338570972191338
G43	G83	0.33809983803676696
G6	G52	0.337316077920229
G59	G40	0.337151948535351
G87	G8	0.336192681172916
G73	G8	0.33563179885647
G30	G36	0.334910509774083
G6	G88	0.334768573203315
G55	G83	0.33470301896362
G84	G40	0.33428717525432206
G45	G40	0.33316692006884
G53	G83	0.33303258670586605
G92	G76	0.332779745111111
G39	G83	0.332336251546311
G69	G83	0.33210533624661304
G85	G6	0.331987304272314
G2	G40	0.331459745298252
G42	G83	0.331292725329055
G36	G59	0.33073305562164
G92	G7	0.33053722865576696
G36	G7	0.330211784851563
G6	G10	0.32934987188238596
G48	G40	0.329184313250776
G85	G10	0.32856274152821696
G59	G10	0.327862908455705
G10	G92	0.32665875053513105
G75	G83	0.326321585024087
G31	G8	0.32610315934026696
G19	G36	0.32575792085109
G3	G83	0.32438676917299797
