Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G72	G73	0.267825953096504	1.90609556104699e-16
G73	G72	0.267825953096504	1.90609556104724e-16
G12	G14	0.251711625267726	1.2035534796119e-14
G14	G12	0.251711625267726	1.203553479612e-14
G84	G89	0.243554772534317	8.80539602506914e-14
G89	G84	0.243554772534317	8.80539602506943e-14
G76	G72	0.241550407836024	1.4202366830852e-13
G72	G76	0.241550407836023	1.42023668308527e-13
G92	G67	0.22353000699704	8.62423750962266e-12
G67	G92	0.22353000699704	8.62423750962291e-12
G67	G81	0.222818492784895	1.0071522234702e-11
G81	G67	0.222818492784895	1.00715222347023e-11
G35	G4	0.215636563188064	4.68172630314282e-11
G4	G35	0.215636563188064	4.68172630314287e-11
G37	G46	0.211560308750139	1.09367132658947e-10
G46	G37	0.211560308750139	1.09367132658948e-10
G25	G26	0.203644330444896	5.4129256105575e-10
G26	G25	0.203644330444896	5.41292561055754e-10
G10	G16	0.192064877805978	5.01135731102018e-09
G16	G10	0.192064877805978	5.01135731102037e-09
G27	G87	0.182334323266029	2.93327594187181e-08
G87	G27	0.182334323266029	2.93327594187184e-08
G80	G72	0.177168285193741	7.21685704788838e-08
G72	G80	0.177168285193741	7.21685704788867e-08
G73	G70	0.175371889051505	9.80981521307306e-08
G70	G73	0.175371889051505	9.8098152130737e-08
G70	G68	0.16797619280476	3.35892891941733e-07
G68	G70	0.16797619280476	3.35892891941733e-07
G72	G67	0.166605437220068	4.1952596246464e-07
G67	G72	0.166605437220068	4.19525962464667e-07
G12	G5	0.159495646786906	1.29135836297195e-06
G5	G12	0.159495646786906	1.291358362972e-06
G36	G82	0.159241239012996	1.34317021279033e-06
G82	G36	0.159241239012996	1.34317021279036e-06
G88	G89	0.157249326412067	1.82377546533975e-06
G89	G88	0.157249326412067	1.82377546533976e-06
G4	G91	0.155917327848007	2.23300904253693e-06
G91	G4	0.155917327848007	2.23300904253698e-06
G16	G72	0.154645659583958	2.70487438986562e-06
G72	G16	0.154645659583958	2.70487438986564e-06
G46	G36	0.153699012766406	3.11669001362252e-06
G36	G46	0.153699012766406	3.11669001362252e-06
G85	G95	0.151856064558498	4.09694901693455e-06
G95	G85	0.151856064558498	4.0969490169346e-06
G64	G57	0.15171072557724	4.1856959951307e-06
G57	G64	0.15171072557724	4.18569599513083e-06
G97	G63	0.149612847271909	5.69048808719354e-06
G63	G97	0.149612847271909	5.69048808719369e-06
G71	G6	0.148329046457085	6.8531130554724e-06
G6	G71	0.148329046457084	6.8531130554726e-06
G19	G63	0.147681271593754	7.52266900075213e-06
G63	G19	0.147681271593754	7.52266900075238e-06
