SourceGENES,TargetGENES,Interaction,Edges
G88,G3,1.32173923707578,repression
G56,G3,1.00824001171436,repression
G82,G3,1,activation
G52,G3,0.995273403038021,repression
G88,G43,0.83103988602722,repression
G90,G3,0.789612701595362,activation
G1,G3,0.733254700372729,repression
G82,G43,0.676244087946905,activation
G56,G43,0.667113786041962,repression
G58,G3,0.660406209383276,activation
G89,G3,0.626745336411057,repression
G90,G43,0.543586395044498,repression
G39,G3,0.529539982334417,repression
G70,G64,0.508987953420339,activation
G52,G43,0.502002768653298,repression
G88,G98,0.488221221486516,repression
G56,G16,0.488081748199658,repression
G56,G98,0.457277376271449,activation
G51,G3,0.447402044361645,activation
G58,G43,0.442454779351078,repression
G26,G3,0.440769892268834,repression
G88,G97,0.437917950830619,activation
G82,G98,0.434237238093588,repression
G26,G16,0.433652254702357,repression
G1,G43,0.420465281452268,activation
G82,G97,0.410651013972135,activation
G89,G43,0.396519631305789,activation
G56,G97,0.396176667739111,repression
G39,G43,0.38619230452402,repression
G52,G7,0.378816662710844,repression
G90,G98,0.373846244652956,repression
G52,G46,0.373068770735665,activation
G90,G16,0.371111206592737,activation
G88,G51,0.36225623968094,repression
G39,G16,0.350112040622161,activation
G52,G18,0.347003758028845,repression
G90,G97,0.343310334187425,repression
G52,G16,0.342998484858423,repression
G56,G30,0.342427919064149,repression
G88,G18,0.332256084182848,activation
G52,G5,0.32885539915586,repression
G82,G16,0.325344010538517,activation
G70,G9,0.323055663081824,repression
G52,G44,0.318680290111251,repression
G26,G30,0.312155677685763,activation
G82,G51,0.310443830540688,repression
G26,G43,0.30759548403049,activation
G51,G43,0.306429631611732,activation
G76,G16,0.30098354006818,repression
G56,G51,0.29807968722167,repression
G88,G42,0.294298660941525,activation
G56,G31,0.292658429109793,activation
G52,G47,0.292331211008765,activation
G26,G11,0.290093185911902,activation
G52,G98,0.289932643874358,activation
G39,G98,0.289340242140759,repression
G56,G11,0.281071841857541,repression
G58,G98,0.280227596013136,activation
G56,G7,0.278701390620711,activation
G88,G26,0.272735034423317,repression
G21,G7,0.269941383099101,repression
G88,G16,0.269048279100875,repression
G90,G30,0.26810477800528,activation
G39,G97,0.267891214886889,activation
G58,G97,0.264134082532424,activation
G56,G42,0.260683350607997,repression
G39,G30,0.259761739140978,repression
G88,G31,0.259726463734254,activation
G21,G44,0.258995654329504,repression
G52,G66,0.257776051652024,activation
G26,G98,0.2573588649882,repression
G70,G7,0.256911747371507,repression
G52,G67,0.252299080724496,activation
G70,G81,0.251114103902474,repression
G90,G51,0.250824219332401,repression
G82,G31,0.245471197915455,repression
G21,G46,0.244302407690292,repression
G82,G42,0.244082025612806,activation
G52,G100,0.240405782714697,repression
G88,G46,0.240157764016923,activation
G91,G64,0.236786807884067,activation
G88,G67,0.235964788982175,activation
G1,G18,0.235445595249678,repression
G52,G53,0.232716177292405,activation
G82,G30,0.232251780127662,activation
G90,G31,0.231057580682016,activation
G39,G11,0.230369914248154,repression
G56,G12,0.229662819177549,repression
G21,G64,0.227922432042089,repression
G89,G98,0.227750320268337,activation
G88,G5,0.227440074328506,activation
G1,G98,0.226560185810922,activation
G26,G7,0.223607664495018,repression
G90,G11,0.22035082389166,repression
G56,G46,0.219846141682165,activation
G52,G42,0.215087720778546,activation
G70,G44,0.213896227606383,repression
G88,G7,0.213427165653975,repression
G56,G93,0.211940195935227,activation
G56,G66,0.211171347728303,activation
G89,G97,0.210545132082504,repression
G76,G11,0.209091097652717,repression
G56,G5,0.208441169118568,repression
G76,G30,0.208369527969332,repression
G70,G16,0.207666784233397,activation
G52,G31,0.207660675920511,repression
G88,G66,0.207569624117141,repression
G88,G12,0.206975831046962,repression
G90,G42,0.206679390806879,activation
G21,G3,0.2057788754996,activation
G26,G97,0.205572407772846,activation
G21,G5,0.205386040912981,repression
G21,G47,0.20532579137826,repression
G82,G12,0.2045914463595,repression
G58,G51,0.201933216099759,repression
G51,G98,0.20162436756713,activation
G86,G3,0.201598661874159,repression
G91,G44,0.201527209110468,activation
G70,G80,0.201282372156311,activation
G52,G68,0.2010533763226,activation
G58,G16,0.199744250094846,repression
G26,G31,0.199153014666295,repression
G21,G16,0.198836591558424,repression
G70,G41,0.19843662723384,activation
G56,G73,0.195935428687613,activation
G91,G9,0.193855628720603,activation
G88,G76,0.193511699248713,repression
G39,G31,0.191218398255609,activation
G52,G83,0.191053115379866,repression
G88,G93,0.190562375421575,activation
G51,G97,0.190544524524487,activation
G21,G81,0.18977386112121,activation
G52,G15,0.189579874577079,repression
G88,G100,0.189322516645755,activation
G90,G12,0.18856937330595,activation
G70,G63,0.188443482895609,repression
G90,G7,0.18813099490088,repression
G70,G38,0.187075810083799,activation
G39,G51,0.18392648758816,activation
G52,G27,0.182503228220278,repression
G52,G93,0.181411792031758,repression
G70,G27,0.181166614696229,repression
G52,G30,0.18113584735439,activation
G76,G7,0.180390522349259,repression
G56,G68,0.179209445999093,activation
G52,G41,0.178821596962591,activation
G82,G18,0.178329840885322,activation
G1,G97,0.177078531190128,activation
G56,G99,0.175501752867874,repression
G70,G99,0.174354170729889,activation
G26,G99,0.174318147701456,activation
G89,G51,0.17431441850083,activation
G52,G57,0.174278963429346,activation
G82,G26,0.1741114245072,activation
G82,G7,0.173479020900282,repression
G82,G93,0.171739799402929,repression
G21,G9,0.171093275847332,activation
G70,G46,0.170598002305176,activation
G1,G46,0.169969576095357,repression
G88,G30,0.169246148265561,repression
G52,G51,0.169218098524771,activation
G1,G51,0.168852643567313,repression
G82,G11,0.168491492004089,activation
G70,G17,0.167309990202969,activation
G21,G27,0.167291997818203,activation
G70,G14,0.167224090050471,repression
G26,G73,0.165898659477103,activation
G51,G16,0.165817512413966,activation
G82,G76,0.165706421347378,activation
G91,G7,0.165016575301524,activation
G88,G47,0.164943924040061,activation
G70,G32,0.16492323183304,repression
G88,G53,0.164215953336671,activation
G52,G99,0.163916709800872,activation
G82,G70,0.163696482876091,repression
G91,G81,0.163689189168017,activation
G56,G76,0.163627443924578,activation
G90,G93,0.162564499699733,activation
G82,G66,0.162193821603308,activation
G56,G18,0.161679365016888,activation
G1,G100,0.161581399708273,repression
G52,G29,0.161397444459672,repression
G89,G18,0.1611135910327,activation
G1,G67,0.160154948874125,repression
G52,G45,0.159435067284894,repression
G1,G26,0.15906482654154,repression
G58,G42,0.158842767774658,repression
G43,G3,0.158801784494662,repression
G70,G85,0.15781543414747,repression
G26,G41,0.157788317955643,repression
G39,G12,0.157165740414676,activation
G56,G41,0.156666304359283,activation
G82,G46,0.156644091669631,repression
G39,G7,0.156535728039686,repression
G88,G82,0.156530165736666,activation
G58,G31,0.156470127785454,repression
G91,G46,0.155915043092849,activation
G52,G96,0.155594522144587,repression
G21,G83,0.155376262923732,activation
G1,G5,0.154700799554192,activation
G88,G29,0.15457768369851,repression
G82,G5,0.154032604480355,repression
G21,G18,0.153740765204947,repression
G39,G42,0.153277719329625,activation
G52,G73,0.152736690331453,activation
G56,G70,0.152720326440247,repression
G21,G80,0.152378153222884,repression
G56,G45,0.152329798048893,repression
G88,G55,0.152191431459376,activation
G21,G41,0.151955789149697,activation
G56,G96,0.151755613092673,activation
G90,G66,0.151354645996171,activation
G26,G12,0.151081197092111,repression
G1,G42,0.150869726036727,activation
G52,G79,0.150555245511582,activation
G70,G25,0.14926101196873,repression
G21,G15,0.14871226345517,activation
G90,G73,0.147903881621768,repression
G70,G65,0.147307827723693,repression
G91,G47,0.146544758312048,repression
G52,G60,0.146512210612716,repression
G21,G63,0.146482660271928,repression
G88,G68,0.146446001995261,activation
G56,G40,0.146206073048456,repression
G1,G44,0.146020133942939,repression
G90,G70,0.145764580526126,repression
G52,G81,0.145630001195942,repression
G26,G93,0.144839026992831,repression
G56,G67,0.144188542666102,repression
G52,G69,0.144115827839329,activation
G90,G46,0.143160350741312,repression
G21,G32,0.142945437823143,repression
G70,G15,0.142837103391669,activation
G70,G11,0.14253445511566,repression
G21,G53,0.142498128305636,repression
G21,G66,0.142082723141211,repression
G76,G99,0.141817888602768,repression
G1,G47,0.141700601195808,activation
G51,G51,0.141669026055551,activation
G82,G67,0.141447213680497,repression
G70,G48,0.141446214594682,repression
G58,G30,0.141103374442272,repression
G89,G26,0.140523184074404,repression
G26,G42,0.140497837169021,activation
G91,G63,0.140018824290535,repression
G70,G47,0.139898389500825,activation
G90,G5,0.13953992931719,activation
G26,G51,0.139059520430523,activation
G26,G66,0.139007964447385,repression
G56,G29,0.138542100167123,activation
G21,G38,0.138520627775963,activation
G88,G4,0.138321647452362,repression
G26,G35,0.13783869676516,activation
G1,G7,0.137805902258212,repression
G52,G97,0.137797837934527,repression
G26,G46,0.137489943047508,repression
G26,G14,0.136928905431173,repression
G89,G42,0.136830008454507,activation
G76,G41,0.13663697428236,repression
G90,G76,0.135877290198357,repression
G52,G32,0.135746059583773,repression
G26,G68,0.135121743562627,repression
G39,G73,0.135044639070732,activation
G82,G73,0.134856406972486,activation
G70,G22,0.134227073289068,activation
G52,G38,0.133526078328215,repression
G52,G80,0.133106767141778,activation
G52,G55,0.133093102916972,activation
G88,G57,0.132654612832691,repression
G26,G45,0.132544330878545,activation
G39,G93,0.132472995269168,activation
G21,G100,0.131968132333696,activation
G21,G99,0.131608137621655,activation
G88,G8,0.131524478293752,repression
G88,G70,0.131135725040563,repression
G55,G16,0.130658780054266,activation
G52,G65,0.13065522690048,repression
G86,G43,0.130163127678416,activation
G58,G12,0.130061032148918,repression
G70,G5,0.129876252751609,activation
G39,G70,0.128895660094846,repression
G90,G68,0.128586648679193,repression
G26,G5,0.128411741827595,repression
G70,G83,0.128247124401886,repression
G56,G53,0.127996157546263,activation
G91,G5,0.127665727254607,activation
G52,G8,0.127271273527145,repression
G91,G27,0.126872703127103,activation
G21,G85,0.126526700338811,repression
G82,G68,0.126469552047165,activation
G56,G35,0.125868372944432,repression
G52,G62,0.125337167116648,activation
G58,G18,0.12505505583338,repression
G56,G92,0.124742712644927,repression
G1,G66,0.124730146297715,activation
G90,G99,0.124681716048577,repression
G88,G44,0.124676916607063,activation
G52,G26,0.12428995195878,activation
G20,G16,0.124267532621991,repression
G70,G60,0.123865187425911,repression
G21,G65,0.1238231604291,activation
G1,G13,0.123640734250424,activation
G39,G99,0.123318407009236,activation
G52,G85,0.123090319815804,activation
G88,G73,0.122971514038223,repression
G76,G14,0.122909381098946,activation
G91,G10,0.122445440865686,repression
G52,G87,0.122056374823806,repression
G88,G96,0.12179914218984,activation
G88,G23,0.121554613073058,activation
G21,G68,0.121448606770934,repression
G91,G80,0.120877920250917,repression
G91,G83,0.120807840985337,activation
G78,G16,0.119847877770017,activation
G51,G30,0.119742946453037,activation
G52,G78,0.119453366634129,repression
