Parent	Type	Child	Weight	Probability	Score
G1	+	G1	0.035304	0.552564	0.067101
G2	-	G1	-0.034685	0.541992	-0.064663
G3	+	G1	0.044010	0.813400	0.123136
G4	+	G1	0.001178	0.333308	0.001351
G5	-	G1	-0.036046	0.667270	-0.082733
G6	-	G1	-0.028780	0.487562	-0.048266
G7	+	G1	0.061576	0.975579	0.206634
G8	-	G1	-0.002898	0.325584	-0.003245
G9	-	G1	-0.002304	0.472077	-0.003742
G10	+	G1	0.038894	0.704274	0.094222
G11	+	G1	0.021319	0.500759	0.036722
G12	+	G1	0.003485	0.308134	0.003694
G13	-	G1	-0.018857	0.425761	-0.027616
G14	+	G1	0.021743	0.444655	0.033255
G15	-	G1	-0.010443	0.375780	-0.013499
G16	+	G1	0.109702	0.975229	0.367999
G17	+	G1	0.022422	0.435663	0.033602
G18	-	G1	-0.014641	0.373764	-0.018823
G19	+	G1	0.002799	0.460332	0.004431
G20	-	G1	-0.005261	0.470734	-0.008518
G21	+	G1	0.018766	0.278046	0.017948
G22	+	G1	0.005467	0.299508	0.005632
G23	+	G1	0.003340	0.332125	0.003816
G24	+	G1	0.010088	0.290272	0.010073
G25	+	G1	0.056076	0.755282	0.145685
G26	+	G1	0.019017	0.356317	0.023307
G27	-	G1	-0.030993	0.532116	-0.056728
G28	+	G1	0.067127	0.922618	0.213033
G29	+	G1	0.015379	0.418713	0.022149
G30	-	G1	-0.091481	0.997094	-0.313755
G31	-	G1	-0.022313	0.446619	-0.034279
G32	-	G1	-0.006441	0.446131	-0.009884
G33	+	G1	0.022995	0.458419	0.036259
G34	+	G1	0.029664	0.471541	0.048114
G35	+	G1	0.011435	0.363498	0.014297
G36	+	G1	0.001954	0.258496	0.001737
G37	-	G1	-0.007919	0.307214	-0.008368
G38	+	G1	0.037687	0.576947	0.074792
G39	-	G1	-0.010480	0.408359	-0.014721
G40	-	G1	-0.037734	0.680987	-0.088388
G41	+	G1	0.019844	0.432497	0.029521
