Parent	Type	Child	Weight	Probability	Score
G1	+	G1	0.017044	0.523708	0.032605
G2	+	G1	0.001592	0.495112	0.002878
G3	-	G1	-0.012941	0.306212	-0.014474
G4	-	G1	-0.011108	0.377020	-0.015297
G5	+	G1	0.007782	0.335978	0.009551
G6	+	G1	0.002683	0.488121	0.004784
G7	-	G1	-0.016528	0.589545	-0.035592
G8	-	G1	-0.018062	0.640812	-0.042277
G9	+	G1	0.004405	0.496284	0.007985
G10	-	G1	-0.000685	0.318251	-0.000796
G11	+	G1	0.002987	0.484602	0.005287
G12	+	G1	0.000239	0.337425	0.000294
G13	+	G1	0.002141	0.327741	0.002563
G14	-	G1	-0.001907	0.333149	-0.002320
G15	-	G1	-0.008641	0.334186	-0.010548
G16	+	G1	0.018838	0.618061	0.042530
G17	+	G1	0.015629	0.534262	0.030501
G18	+	G1	0.008596	0.390391	0.012258
G19	-	G1	-0.000815	0.491523	-0.001464
G20	-	G1	-0.000337	0.317900	-0.000392
G21	-	G1	-0.006250	0.365370	-0.008341
G22	-	G1	-0.000505	0.477606	-0.000882
G23	+	G1	0.017737	0.560552	0.036318
G24	+	G1	0.006875	0.372355	0.009351
G25	+	G1	0.007411	0.495061	0.013401
G26	+	G1	0.000626	0.496252	0.001134
G27	-	G1	-0.028789	0.836816	-0.087998
G28	+	G1	0.011306	0.411351	0.016988
G29	-	G1	-0.002992	0.486944	-0.005322
G30	+	G1	0.006870	0.296795	0.007448
G31	+	G1	0.025417	0.798402	0.074125
G32	-	G1	-0.007538	0.386874	-0.010652
G33	-	G1	-0.010113	0.500115	-0.018474
G34	-	G1	-0.011105	0.447853	-0.018167
G35	-	G1	-0.000858	0.309675	-0.000971
G36	+	G1	0.003945	0.408252	0.005883
G37	-	G1	-0.002637	0.384765	-0.003707
G38	-	G1	-0.004080	0.320138	-0.004771
G39	-	G1	-0.017413	0.563499	-0.035840
G40	-	G1	-0.001919	0.339669	-0.002381
G41	+	G1	0.005005	0.288320	0.005271
G42	+	G1	0.013792	0.490768	0.024723
G43	+	G1	0.030869	0.900584	0.101546
G44	+	G1	0.012140	0.472552	0.020955
G45	+	G1	0.024365	0.800830	0.071273
G46	-	G1	-0.007233	0.386442	-0.010209
G47	+	G1	0.029569	0.879437	0.094985
G48	+	G1	0.006465	0.333403	0.007873
G49	+	G1	0.004043	0.303562	0.004483
G50	+	G1	0.015572	0.484783	0.027575
G51	-	G1	-0.001913	0.194178	-0.001357
G52	-	G1	-0.021759	0.487483	-0.038745
G53	-	G1	-0.013798	0.433548	-0.021850
G54	-	G1	-0.009263	0.356470	-0.012061
G55	+	G1	0.005942	0.257576	0.005591
G56	-	G1	-0.001306	0.385677	-0.001839
G57	-	G1	-0.001273	0.305623	-0.001421
G58	+	G1	0.018729	0.453024	0.030992
G59	+	G1	0.013934	0.326380	0.016612
G60	-	G1	-0.006910	0.323467	-0.008164
G61	+	G1	0.029380	0.653416	0.070124
G62	-	G1	-0.017832	0.480311	-0.031286
G63	+	G1	0.006233	0.307361	0.006998
G64	-	G1	-0.007998	0.370357	-0.010820
G65	-	G1	-0.039697	0.943521	-0.136814
G66	+	G1	0.009250	0.273526	0.009242
G67	+	G1	0.019458	0.541052	0.038454
G68	+	G1	0.014770	0.392245	0.021162
G69	+	G1	0.004894	0.353878	0.006327
G70	-	G1	-0.012740	0.433918	-0.020192
G71	-	G1	-0.000743	0.494440	-0.001342
G72	+	G1	0.003368	0.491826	0.006051
G73	+	G1	0.008009	0.502092	0.014688
G74	-	G1	-0.020656	0.724052	-0.054631
G75	-	G1	-0.012116	0.472700	-0.020921
G76	+	G1	0.006082	0.364366	0.008094
G77	-	G1	-0.010793	0.458627	-0.018080
G78	+	G1	0.010610	0.501776	0.019447
G79	+	G1	0.001247	0.206601	0.000941
G80	-	G1	-0.000424	0.277370	-0.000429
G81	+	G1	0.000807	0.488873	0.001442
G82	-	G1	-0.000996	0.387211	-0.001409
G83	+	G1	0.012443	0.448408	0.020380
G84	+	G1	0.003421	0.366690	0.004581
G85	+	G1	0.025060	0.828155	0.075807
G86	+	G1	0.004478	0.314421	0.005143
G87	-	G1	-0.005187	0.355261	-0.006731
G88	+	G1	0.008075	0.294474	0.008686
G89	+	G1	0.014822	0.419904	0.022734
G90	-	G1	-0.006526	0.397848	-0.009484
G91	+	G1	0.006228	0.426898	0.009712
G92	+	G1	0.002238	0.314446	0.002570
G93	-	G1	-0.005929	0.290622	-0.006294
G94	+	G1	0.001930	0.359644	0.002536
G95	+	G1	0.016622	0.592192	0.035956
G96	-	G1	-0.028410	0.902655	-0.093673
G97	+	G1	0.011772	0.414042	0.017804
G98	-	G1	-0.004710	0.327185	-0.005629
G99	+	G1	0.044674	0.998310	0.162906
G100	-	G1	-0.001602	0.455916	-0.002668
G1	+	G2	0.004179	0.468179	0.007146
G2	+	G2	0.000965	0.494804	0.001744
G3	-	G2	-0.002942	0.199669	-0.002145
G4	-	G2	-0.001099	0.310964	-0.001248
G5	-	G2	-0.001096	0.280825	-0.001124
G6	+	G2	0.000487	0.486506	0.000866
G7	-	G2	-0.001774	0.324262	-0.002102
G8	+	G2	0.003053	0.341556	0.003809
G9	-	G2	-0.000017	0.492867	-0.000030
G10	-	G2	-0.003606	0.341303	-0.004495
G11	+	G2	0.000527	0.482452	0.000929
G12	-	G2	-0.000802	0.335342	-0.000983
G13	+	G2	0.000756	0.319592	0.000883
G14	-	G2	-0.001688	0.332518	-0.002050
G15	-	G2	-0.005107	0.299276	-0.005583
G16	+	G2	0.001710	0.287672	0.001797
G17	-	G2	-0.002352	0.306613	-0.002634
G18	+	G2	0.003016	0.332801	0.003666
G19	+	G2	0.001477	0.491633	0.002653
G20	+	G2	0.002686	0.328500	0.003223
G21	+	G2	0.002505	0.337856	0.003091
G22	+	G2	0.000662	0.477229	0.001154
G23	+	G2	0.004278	0.298589	0.004666
G24	-	G2	-0.001278	0.325496	-0.001519
G25	+	G2	0.003868	0.488113	0.006897
G26	+	G2	0.000017	0.496093	0.000030
G27	-	G2	-0.001133	0.333937	-0.001382
G28	+	G2	0.001768	0.291454	0.001882
G29	+	G2	0.000558	0.485250	0.000989
G30	-	G2	-0.002135	0.267920	-0.002090
G31	+	G2	0.003255	0.278085	0.003306
G32	+	G2	0.000480	0.325455	0.000571
G33	+	G2	0.003542	0.483081	0.006249
G34	+	G2	0.000635	0.320819	0.000744
G35	+	G2	0.001586	0.309319	0.001792
G36	-	G2	-0.000697	0.399540	-0.001017
G37	-	G2	-0.002826	0.381055	-0.003933
G38	+	G2	0.005566	0.363104	0.007383
G39	+	G2	0.001272	0.279928	0.001301
G40	-	G2	-0.004159	0.369611	-0.005615
G41	+	G2	0.003809	0.274405	0.003818
G42	+	G2	0.005736	0.373770	0.007831
G43	+	G2	0.004097	0.212742	0.003184
G44	+	G2	0.001467	0.363114	0.001945
G45	+	G2	0.000290	0.298803	0.000316
G46	+	G2	0.005369	0.395543	0.007757
G47	+	G2	0.005049	0.233708	0.004310
G48	+	G2	0.001760	0.288845	0.001857
G49	-	G2	-0.002367	0.294419	-0.002546
G50	-	G2	-0.002265	0.255950	-0.002118
G51	-	G2	-0.005194	0.206988	-0.003927
G52	-	G2	-0.000917	0.333588	-0.001118
G53	-	G2	-0.001060	0.257592	-0.000998
G54	-	G2	-0.004914	0.319692	-0.005738
G55	+	G2	0.002129	0.231946	0.001804
G56	-	G2	-0.000955	0.376181	-0.001312
G57	+	G2	0.003531	0.306689	0.003956
G58	-	G2	-0.000870	0.218702	-0.000695
G59	+	G2	0.000890	0.201044	0.000654
G60	-	G2	-0.003125	0.293863	-0.003354
G61	+	G2	0.003297	0.406061	0.004891
G62	+	G2	0.000188	0.235954	0.000162
G63	+	G2	0.000631	0.262682	0.000605
G64	-	G2	-0.003518	0.329446	-0.004233
G65	-	G2	-0.003926	0.294416	-0.004222
G66	+	G2	0.005396	0.231031	0.004554
G67	+	G2	0.004617	0.457851	0.007721
G68	+	G2	0.000083	0.243849	0.000074
G69	-	G2	-0.002494	0.338327	-0.003082
G70	-	G2	-0.001209	0.298658	-0.001319
G71	+	G2	0.000919	0.494021	0.001659
G72	+	G2	0.001565	0.490219	0.002803
G73	+	G2	0.004315	0.494691	0.007798
G74	+	G2	0.002108	0.339777	0.002617
G75	-	G2	-0.004907	0.374466	-0.006712
G76	+	G2	0.002398	0.336107	0.002944
G77	-	G2	-0.003036	0.416947	-0.004624
G78	+	G2	0.002743	0.481329	0.004822
G79	+	G2	0.001998	0.201126	0.001468
G80	+	G2	0.005016	0.322433	0.005907
G81	+	G2	0.001708	0.489228	0.003052
G82	+	G2	0.001009	0.383526	0.001414
G83	+	G2	0.002323	0.314354	0.002668
