Gene1	Gene2	Score
G80	G79	-0.796971062598875
G79	G80	-0.796971062598875
G94	G84	-0.741194968913108
G84	G94	-0.741194968913108
G100	G46	-0.734792047534826
G46	G100	-0.734792047534826
G100	G3	0.734727484486144
G3	G100	0.734727484486144
G65	G40	-0.733488533100413
G40	G65	-0.733488533100413
G52	G34	0.733452471991009
G34	G52	0.733452471991009
G76	G52	-0.725195599469741
G52	G76	-0.725195599469741
G95	G94	0.72322719619514
G94	G95	0.72322719619514
G74	G25	-0.721602600045167
G25	G74	-0.721602600045167
G68	G31	-0.694946818867923
G31	G68	-0.694946818867923
G89	G80	-0.688478137768719
G80	G89	-0.688478137768719
G94	G81	-0.684703119893384
G81	G94	-0.684703119893384
G74	G26	-0.682321601460793
G26	G74	-0.682321601460793
G15	G8	-0.681617285470596
G8	G15	-0.681617285470596
G71	G8	0.678793394284811
G8	G71	0.678793394284811
G33	G32	-0.678051657226583
G32	G33	-0.678051657226583
G65	G25	0.671633401997299
G25	G65	0.671633401997299
G85	G57	-0.667296105843121
G57	G85	-0.667296105843121
G96	G26	-0.666782092892803
G26	G96	-0.666782092892803
G77	G23	-0.661015575955713
G23	G77	-0.661015575955713
G40	G25	-0.659713067226175
G25	G40	-0.659713067226175
G79	G9	0.658321726701742
G9	G79	0.658321726701742
G80	G9	-0.657967098590039
G9	G80	-0.657967098590039
G34	G23	0.654510958391135
G23	G34	0.654510958391135
G73	G72	0.652946027990715
G72	G73	0.652946027990715
G94	G28	0.651813544740702
G28	G94	0.651813544740702
G38	G34	0.65067819499219
G34	G38	0.65067819499219
G50	G36	-0.650411422251584
G36	G50	-0.650411422251584
G95	G28	0.6483701341428
G28	G95	0.6483701341428
G51	G34	-0.641449211278075
G34	G51	-0.641449211278075
G77	G51	0.636853620525906
G51	G77	0.636853620525906
G46	G3	-0.632829955265058
G3	G46	-0.632829955265058
G98	G46	-0.632818371569032
G46	G98	-0.632818371569032
G95	G84	-0.628570027938638
G84	G95	-0.628570027938638
G36	G12	-0.621081701511994
G12	G36	-0.621081701511994
G52	G23	0.617748690447596
G23	G52	0.617748690447596
G40	G3	0.61740973315928
G3	G40	0.61740973315928
G84	G81	0.613479720700625
G81	G84	0.613479720700625
G95	G18	0.611225504309068
G18	G95	0.611225504309068
G95	G46	-0.603283986425378
G87	G25	-0.603094556467096
G25	G87	-0.603094556467096
G77	G32	-0.601639594760162
G32	G77	-0.601639594760162
G52	G35	0.601627019402333
G35	G52	0.601627019402333
G79	G53	-0.598319843809363
G53	G79	-0.598319843809363
G12	G10	0.593880938034206
G10	G12	0.593880938034206
G24	G13	-0.592449627927552
G13	G24	-0.592449627927552
G94	G39	0.591435901152462
G39	G94	0.591435901152462
G85	G71	-0.589223282601968
G71	G85	-0.589223282601968
G38	G23	0.589101522682275
G23	G38	0.589101522682275
G70	G68	0.588074815173569
G68	G70	0.588074815173569
G82	G26	0.584684697555778
G26	G82	0.584684697555778
G97	G41	0.583555179533214
G41	G97	0.583555179533214
G65	G22	0.580146555657493
G22	G65	0.580146555657493
G77	G52	-0.579012851530689
G52	G77	-0.579012851530689
G77	G34	-0.576330489119109
G34	G77	-0.576330489119109
G39	G28	0.573424743788719
G28	G39	0.573424743788719
G53	G14	-0.573298613175674
G14	G53	-0.573298613175674
G50	G10	0.571568308757676
G10	G50	0.571568308757676
G92	G15	-0.570021250511234
G15	G92	-0.570021250511234
G70	G12	0.569574029443285
G12	G70	0.569574029443285
G50	G12	0.569534502829599
G12	G50	0.569534502829599
G63	G3	-0.568887434473004
G3	G63	-0.568887434473004
G47	G28	-0.568395883809845
G28	G47	-0.568395883809845
G67	G52	-0.568132738725598
G52	G67	-0.568132738725598
G19	G47	0.567131270586321
G41	G24	0.567110491628605
G24	G41	0.567110491628605
G72	G33	0.566698157308905
G33	G72	0.566698157308905
G15	G10	0.566511118475297
G10	G15	0.566511118475297
G94	G54	0.566445341184553
G54	G94	0.566445341184553
G57	G3	-0.565997991151671
G3	G57	-0.565997991151671
G11	G7	-0.565630250999788
G7	G11	-0.565630250999788
G74	G21	0.56357836425638
G21	G74	0.56357836425638
G54	G17	0.563209091370497
G17	G54	0.563209091370497
G79	G10	0.561614156301863
G10	G79	0.561614156301863
G65	G47	0.561245132153936
G98	G14	0.560309566369575
G14	G98	0.560309566369575
G92	G8	0.558348087266051
G8	G92	0.558348087266051
G85	G8	-0.558131927347904
G8	G85	-0.558131927347904
G65	G46	0.555885282943921
G86	G80	-0.554016314086483
