SourceGENES,TargetGENES,Interaction,Edges
G88,G83,1.32551421050815,repression
G48,G83,1.04755839594501,repression
G88,G65,1,activation
G88,G67,0.999337607390561,activation
G88,G43,0.980887071637039,repression
G100,G83,0.935666117053353,activation
G88,G7,0.928019942921325,activation
G35,G39,0.840903627035978,repression
G48,G43,0.835042534773625,repression
G88,G14,0.790032523125922,repression
G35,G56,0.75579389728607,repression
G48,G65,0.734870520585186,repression
G35,G67,0.64617469854758,activation
G88,G24,0.625892338073315,repression
G48,G67,0.618742529605583,repression
G88,G73,0.605337410904936,activation
G100,G65,0.59409772418828,repression
G48,G7,0.543665403150857,repression
G100,G43,0.541402089167436,activation
G88,G98,0.537937270993571,activation
G35,G91,0.527329163408476,activation
G35,G14,0.522956489185434,activation
G88,G39,0.518833215735468,activation
G88,G4,0.509932675712488,repression
G88,G22,0.500452739544821,activation
G48,G24,0.495956123425796,repression
G48,G14,0.493769107455709,activation
G35,G73,0.492893850713255,repression
G35,G51,0.487941892852033,activation
G84,G39,0.472826448773752,repression
G88,G15,0.469364625472047,activation
G35,G98,0.440071216192639,activation
G35,G7,0.431669290241642,activation
G35,G13,0.422714842774849,repression
G84,G56,0.401247629049177,repression
G88,G72,0.391289491825504,activation
G88,G25,0.388870263544459,repression
G100,G42,0.388404914158608,repression
G35,G75,0.383044299685314,activation
G28,G56,0.382664587203271,activation
G48,G15,0.379807298195276,repression
G100,G24,0.362954866222354,repression
G48,G22,0.349331026774426,activation
G28,G39,0.348833616401058,activation
G48,G4,0.348145002771033,activation
G88,G53,0.341174953394631,repression
G90,G39,0.337114906383537,activation
G35,G78,0.334432033514727,activation
G28,G13,0.332110675149078,activation
G88,G94,0.329718257516769,repression
G66,G83,0.326165377001024,repression
G80,G56,0.325306066961902,repression
G48,G98,0.320845322420711,repression
G100,G67,0.319222079129908,activation
G35,G74,0.317902251330178,activation
G35,G2,0.316250615223027,activation
G35,G55,0.315214046418893,activation
G90,G56,0.313914666020057,activation
G35,G57,0.311560851562199,repression
G35,G3,0.31071968415258,activation
G80,G39,0.307525533146698,repression
G84,G67,0.304776836667227,activation
G35,G30,0.304751318419653,repression
G28,G73,0.304250893222535,repression
G35,G47,0.292918621551921,repression
G48,G72,0.289023054255589,repression
G88,G3,0.285092941122494,activation
G88,G49,0.281617310406641,repression
G100,G14,0.279863932372915,repression
G88,G20,0.279390970873775,repression
G48,G39,0.278742514188529,repression
G48,G73,0.277725217945544,activation
G28,G78,0.27130216503481,repression
G80,G13,0.271030085743123,repression
G48,G25,0.270252696171787,repression
G13,G83,0.2680905947205,activation
G88,G93,0.267246724777952,activation
G88,G51,0.266757879716367,activation
G28,G91,0.266119135637051,repression
G84,G91,0.259054642640178,repression
G100,G39,0.258464251726156,repression
G35,G27,0.258419567120122,repression
G100,G97,0.258302441901979,activation
G48,G94,0.25669745131619,activation
G84,G14,0.255983791364862,repression
G48,G53,0.255108196406169,repression
G35,G87,0.253018860750099,activation
G88,G69,0.25187899498408,repression
G28,G51,0.249837285303778,activation
G100,G22,0.249337699023027,activation
G100,G72,0.248995822649266,activation
G88,G95,0.245502126189593,activation
G90,G67,0.242504829289232,activation
G35,G68,0.240934113437974,activation
G28,G67,0.238767112091819,activation
G80,G78,0.237511732108357,activation
G35,G59,0.236258875332457,repression
G66,G97,0.235115826194561,activation
G48,G42,0.23116104645532,activation
G35,G58,0.231083239476918,activation
G35,G37,0.227881538199695,activation
G88,G54,0.227000059792542,repression
G84,G51,0.225722931265895,repression
G100,G94,0.225319375636826,activation
G66,G43,0.224818897651307,repression
G35,G95,0.222426169371293,repression
G11,G39,0.220823676924268,activation
G88,G91,0.219882568049107,repression
G85,G56,0.218801953752206,repression
G80,G91,0.2158187516931,repression
G90,G91,0.215226413035482,activation
G84,G98,0.21488928745552,repression
G62,G39,0.213578437370393,repression
G66,G42,0.213418000869892,repression
G85,G39,0.213021187425219,repression
G88,G59,0.212308288044575,activation
G88,G27,0.211608984083105,repression
G13,G39,0.211470185325627,repression
G28,G55,0.210576505618496,repression
G100,G15,0.209549982107514,activation
G84,G75,0.20936899048705,repression
G35,G20,0.208653545985732,repression
G35,G54,0.208577430532063,repression
G88,G5,0.206671814991058,activation
G28,G7,0.205114177540165,activation
G48,G49,0.203260478554105,repression
