Gene1	Gene2	EdgeWeight
G64	G32	1.0
G64	G32	1.0
G43	G82	0.838540673908835
G43	G82	0.838540673908835
G3	G32	0.745318888960694
G3	G32	0.745318888960694
G43	G37	0.683457328521847
G43	G37	0.683457328521847
G47	G82	0.665987155200724
G47	G82	0.665987155200724
G90	G32	0.66271249279132
G90	G32	0.66271249279132
G43	G31	0.652385248437405
G43	G31	0.652385248437405
G56	G32	0.639904735258056
G56	G32	0.639904735258056
G43	G32	0.576045010446932
G43	G32	0.576045010446932
G43	G87	0.56543274943429
G43	G87	0.56543274943429
G91	G32	0.519758990086731
G91	G32	0.519758990086731
G53	G32	0.506813868151665
G53	G32	0.506813868151665
G43	G29	0.47935071833128
G43	G29	0.47935071833128
G53	G29	0.473842915761942
G53	G29	0.473842915761942
G47	G31	0.47117363793966
G47	G31	0.47117363793966
G55	G32	0.470699191836844
G55	G32	0.470699191836844
G47	G44	0.466155546945747
G47	G44	0.466155546945747
G47	G32	0.432455228039438
G47	G32	0.432455228039438
G43	G93	0.42941922054753
G43	G93	0.42941922054753
G53	G37	0.415459347316801
G53	G37	0.415459347316801
G66	G32	0.389089831284441
G66	G32	0.389089831284441
G22	G32	0.384888899266841
G22	G32	0.384888899266841
G24	G31	0.376290026655555
G24	G31	0.376290026655555
G47	G37	0.361805040066426
G47	G37	0.361805040066426
G90	G29	0.350480624984473
G90	G29	0.350480624984473
G51	G29	0.350045394970481
G51	G29	0.350045394970481
G4	G32	0.345100748950883
G4	G32	0.345100748950883
G33	G32	0.343560135392407
G33	G32	0.343560135392407
G39	G32	0.342056094963152
G39	G32	0.342056094963152
G53	G93	0.341367062022631
G53	G93	0.341367062022631
G86	G82	0.335643188454724
G86	G82	0.335643188454724
G43	G44	0.330068597087529
G43	G44	0.330068597087529
G53	G82	0.32888120278499
G53	G82	0.32888120278499
G43	G40	0.328050464911767
G43	G40	0.328050464911767
G47	G95	0.327986967376706
G47	G95	0.327986967376706
G62	G32	0.324855764183338
G62	G32	0.324855764183338
G64	G82	0.323820824300508
G64	G82	0.323820824300508
G90	G37	0.322591771820936
G90	G37	0.322591771820936
G36	G44	0.32209842253419
G36	G44	0.32209842253419
G47	G26	0.321946049583223
G47	G26	0.321946049583223
G52	G29	0.321093620028069
G52	G29	0.321093620028069
G56	G29	0.32034210831593
G56	G29	0.32034210831593
G89	G32	0.320135776988178
G89	G32	0.320135776988178
G47	G69	0.319839327625386
G47	G69	0.319839327625386
G43	G95	0.317976701954681
G43	G95	0.317976701954681
G75	G32	0.314022696962879
G75	G32	0.314022696962879
G52	G93	0.310479663149171
G52	G93	0.310479663149171
G91	G82	0.308615075118307
G91	G82	0.308615075118307
G56	G37	0.298297581902327
G56	G37	0.298297581902327
G90	G82	0.297250564048104
G90	G82	0.297250564048104
G36	G82	0.285656937790871
G36	G82	0.285656937790871
G39	G82	0.284461791259022
G39	G82	0.284461791259022
G47	G87	0.282082846049439
G47	G87	0.282082846049439
G56	G82	0.281208677467736
G56	G82	0.281208677467736
G51	G32	0.279835373322912
G51	G32	0.279835373322912
G36	G31	0.279730936107807
G36	G31	0.279730936107807
G24	G95	0.275601124074005
G24	G95	0.275601124074005
G64	G37	0.273323641182963
G64	G37	0.273323641182963
G3	G82	0.272989804157205
G3	G82	0.272989804157205
G43	G30	0.270547739219543
G43	G30	0.270547739219543
G7	G82	0.268472948346691
G7	G82	0.268472948346691
G64	G29	0.265129971485765
G64	G29	0.265129971485765
G24	G69	0.264986390536659
G24	G69	0.264986390536659
G53	G87	0.264333889450869
G53	G87	0.264333889450869
