TF	target	importance
G60	G62	0.1748412046696914
G30	G9	0.1547218077857912
G62	G60	0.14489945189081727
G9	G30	0.13376918375630362
G29	G8	0.12066010785239618
G72	G77	0.11306792008194094
G5	G9	0.10931675678317702
G98	G64	0.10891507225572097
G75	G77	0.10690355240316116
G32	G50	0.10419347910516266
G95	G78	0.10260762306926077
G29	G5	0.10159790278497818
G79	G78	0.10136578571232345
G30	G8	0.10058955164332951
G52	G4	0.09977310923205565
G91	G41	0.09912724010380457
G20	G12	0.09900557445444458
G95	G79	0.09819632696596652
G5	G29	0.096447489540988
G30	G29	0.09551195594870093
G16	G11	0.09356019927073653
G91	G60	0.09339468898359772
G4	G71	0.09282135462969518
G80	G79	0.09211358528226184
G79	G95	0.09169405803011815
G16	G12	0.0913069227611347
G15	G12	0.08989592658238317
G18	G16	0.08789676734696228
G16	G20	0.0878701673671941
G55	G71	0.08735555883366042
G76	G95	0.08693684775696328
G11	G20	0.08657610495231516
G4	G1	0.08572349438759733
G32	G81	0.08569501005433433
G78	G79	0.0855984521993127
G78	G95	0.08546371507776242
G71	G1	0.08538364058586938
G18	G20	0.08501124591882646
G8	G29	0.08464079194616604
G52	G74	0.08444336269993576
G60	G91	0.0843334377869301
G3	G8	0.08416138013780419
G18	G79	0.08394028119364554
G20	G11	0.08367742613046557
G39	G76	0.08349657350780104
G16	G78	0.08316516176253044
G16	G95	0.08285413564652704
G96	G81	0.08267133291290596
G20	G18	0.08216596609942774
G5	G2	0.08069658423506437
G64	G98	0.08063471757979071
G77	G72	0.08034542961143695
G12	G20	0.07918235156273283
G35	G83	0.07895474945245788
G11	G16	0.07866708004559855
G12	G11	0.07856082768833916
G77	G75	0.07847720810414392
G43	G95	0.0774956168843421
G80	G95	0.07729204216862225
G23	G48	0.07717647349629153
G16	G79	0.07712866068225831
G12	G18	0.07602987896401052
G55	G84	0.07600850093451633
G55	G1	0.07581386613372626
G23	G11	0.07517564389614313
G2	G5	0.07514176901259584
G27	G11	0.07511427410600927
G16	G18	0.07509069605675334
G1	G71	0.07501536799495431
G29	G3	0.07485755812198414
G12	G16	0.07467445963870994
G18	G80	0.07434273188057064
