SourceGENES,TargetGENES,Interaction,Edges
G80,G64,1,activation
G80,G26,0.824934192386768,activation
G80,G18,0.769723282286422,repression
G47,G64,0.720685929478597,repression
G51,G64,0.595992209413518,repression
G69,G64,0.522567350496235,repression
G85,G64,0.44519024227,activation
G47,G26,0.44116155467563,activation
G85,G26,0.362107829325636,repression
G2,G64,0.357076005306432,repression
G86,G64,0.356067778507219,repression
G7,G64,0.350885232844415,activation
G54,G64,0.344189087857305,activation
G25,G26,0.341007503572857,repression
G51,G26,0.336991849329183,activation
G54,G26,0.330966747531387,repression
G36,G64,0.317651027198933,repression
G80,G100,0.286217959817526,repression
G15,G64,0.258119055936675,repression
G15,G26,0.256893257895828,activation
G86,G26,0.246759930988717,repression
G69,G26,0.241617622041467,activation
G6,G64,0.238823815865406,repression
G57,G26,0.232821683249948,repression
G6,G26,0.226646157103532,activation
G2,G26,0.225902563796348,activation
G69,G18,0.220567794756988,repression
G47,G96,0.217828227157472,repression
G80,G11,0.216059891133889,repression
G80,G81,0.213381990285374,activation
G57,G64,0.210080298216241,repression
G36,G26,0.208811536084763,repression
G6,G18,0.207382823178264,activation
G47,G18,0.198691821477466,repression
G80,G91,0.194592934538402,activation
G85,G96,0.193758795963239,repression
G80,G73,0.192795107871212,activation
G47,G91,0.192229085419952,repression
G80,G9,0.190534886300239,activation
G51,G18,0.182118581998842,repression
G80,G83,0.175677298059783,activation
G61,G64,0.175389671128944,activation
G80,G93,0.173748199261575,repression
G7,G26,0.168618569850571,repression
G54,G96,0.16831599154404,activation
G25,G96,0.165165618355968,activation
G47,G9,0.160542069914516,repression
G80,G27,0.160116409839679,repression
G51,G96,0.159508938111586,activation
G12,G64,0.159214975622042,repression
G87,G26,0.157821099633613,repression
G49,G64,0.155314349776657,activation
G56,G26,0.153246190810482,repression
G87,G64,0.152515063422029,repression
G51,G91,0.149486208067152,activation
G80,G98,0.146714616265975,repression
G80,G77,0.146393445627775,repression
G85,G91,0.145955299803698,repression
G80,G96,0.145603939154392,repression
G72,G64,0.140272019870054,repression
G33,G26,0.139004894000402,activation
G80,G44,0.138783792942165,activation
G47,G73,0.135961817475011,activation
G51,G9,0.134207665825735,activation
G85,G28,0.133475397813905,repression
G15,G96,0.131994861749609,repression
G86,G96,0.1313162737671,repression
G80,G10,0.130547364016813,repression
G57,G96,0.129829880119928,activation
G80,G89,0.12836637046389,repression
G25,G28,0.125924556074788,repression
G25,G64,0.125439433574869,activation
G47,G74,0.125293496363821,repression
G36,G96,0.12435301577318,repression
G47,G93,0.122794388696787,activation
G54,G91,0.121356598649902,repression
G69,G9,0.119653774829757,repression
G7,G18,0.117919872060273,repression
G80,G4,0.117520789208644,activation
G47,G14,0.11511713701926,activation
G51,G73,0.114597450543959,activation
G80,G68,0.114383784789898,repression
G28,G18,0.112822052621513,repression
G69,G100,0.11262241462484,repression
G80,G63,0.112400670168641,activation
G80,G74,0.112252900366172,repression
G54,G28,0.111875089240116,repression
G2,G96,0.111442734322361,activation
G28,G64,0.110318694151658,activation
G80,G37,0.109343737616217,activation
G69,G91,0.106609585715075,activation
G86,G91,0.105863752718455,activation
G47,G28,0.105728025479959,repression
G69,G73,0.105540085956008,activation
G57,G28,0.105069804481264,repression
G80,G62,0.102763522878367,repression
G80,G94,0.100878505415135,activation
G47,G63,0.100066509592314,activation
G51,G93,0.0999649266092775,repression
G80,G17,0.0991499696697656,activation
G51,G74,0.0986644915302076,repression
G47,G98,0.0983091731089497,repression
G36,G91,0.0977634701385458,repression
G2,G18,0.0976717512627156,repression
G85,G14,0.0974274620451169,repression
G72,G26,0.0972505695397002,activation
G2,G91,0.096863339782562,activation
G61,G26,0.0964153384598948,repression
G19,G64,0.0959458616758487,repression
G47,G94,0.0956279324544195,repression
G36,G28,0.0944599425777553,repression
G85,G9,0.09400707154202,activation
G15,G91,0.0936580601299755,activation
G25,G91,0.0919432722539944,activation
G85,G74,0.0910450016593068,activation
G87,G96,0.0907793661564839,activation
G15,G28,0.0906507104577704,activation
G47,G95,0.0904054636117852,activation
G47,G100,0.0901458048487685,activation
G80,G43,0.0899286020913993,activation
G80,G16,0.0897304179924432,activation
G47,G44,0.0891307106609813,activation
G51,G100,0.0874810921310982,repression
G25,G3,0.0870393388094497,activation
G69,G96,0.0866745937485254,repression
G57,G91,0.0865252534578832,repression
G51,G14,0.085724785605039,repression
G47,G27,0.0842101399964136,repression
G69,G93,0.0841931667018005,activation
G12,G26,0.0836840584170309,repression
G86,G28,0.0833767003022859,repression
G80,G59,0.0822850255079704,repression
G80,G40,0.0822466008926889,activation
G85,G94,0.0819381477269946,activation
G85,G95,0.0815514875519492,repression
G54,G14,0.0815159475066412,repression
G7,G9,0.0808837442792462,repression
G85,G93,0.0807545303052916,repression
G80,G97,0.0805052030954935,activation
G51,G98,0.0803931403986329,repression
G85,G18,0.0798672149088482,activation
G7,G91,0.0797279445919076,repression
G80,G34,0.0792301296944195,repression
G80,G38,0.0790618247803171,activation
G2,G9,0.079002220814467,repression
G47,G68,0.0786703207188663,activation
G51,G63,0.0781211028580329,repression
G86,G9,0.077976058100355,repression
G56,G96,0.0779626586940158,repression
G85,G73,0.0775037547278511,activation
G47,G40,0.0770590640173122,repression
G7,G96,0.0759122158192087,activation
G25,G17,0.0758257100622275,repression
G87,G28,0.0753712247047774,repression
G85,G63,0.07530852735582,repression
G86,G18,0.0749699122675902,repression
G80,G32,0.0746277915486417,activation
G80,G79,0.0740609014906644,activation
G51,G44,0.0739536682858136,activation
G82,G26,0.073641945497302,repression
G54,G74,0.0733322474244203,activation
G69,G74,0.0727585181794298,activation
G33,G64,0.07264607133218,activation
G25,G95,0.0724097853725874,activation
G6,G100,0.0721338618977265,activation
G54,G94,0.0719962956279144,activation
G80,G78,0.0717954986876621,repression
G54,G95,0.0715497430187512,activation
G51,G94,0.071333177231332,activation
G36,G9,0.0710917109879653,activation
G25,G94,0.0704071200046512,activation
G25,G14,0.0703782469403023,activation
G49,G18,0.0701019870647821,repression
G51,G27,0.0698761733610369,activation
G7,G73,0.0695117801226417,repression
G47,G34,0.069386001586644,repression
G47,G10,0.0690187404527328,repression
G69,G98,0.0688559137867144,repression
G80,G60,0.0687229221500575,repression
G54,G9,0.068682484900099,repression
G99,G92,0.0685053850869311,activation
G80,G24,0.0684710524780979,activation
G33,G96,0.0682532018899732,activation
G56,G28,0.068187596202066,repression
G54,G18,0.0680469535726582,activation
G86,G14,0.0680258253360776,repression
G86,G74,0.0677705142742285,activation
G2,G73,0.0669205152593308,repression
G80,G41,0.0665045748308979,activation
G80,G76,0.0663063215898547,repression
G80,G95,0.0662827079419882,activation
G69,G44,0.0660374068471957,activation
G51,G95,0.0658732141893252,activation
G36,G14,0.065690764563492,repression
G54,G93,0.0648347161893864,repression
G86,G73,0.0647809977342071,activation
G51,G68,0.0644646353397748,repression
G47,G84,0.0641418736286725,activation
G49,G26,0.0639614611128972,repression
G15,G14,0.0637303982780963,repression
G85,G98,0.0637278128780977,activation
G69,G27,0.0636352613051961,repression
G36,G74,0.0633579773776392,repression
G6,G81,0.063217422775156,repression
G47,G76,0.0631558934012151,repression
G6,G11,0.0630274320853603,repression
G54,G63,0.0629078433891129,activation
G2,G74,0.0627664701604618,activation
G57,G14,0.0626965827351422,repression
G28,G11,0.0626315160465662,activation
G86,G93,0.0623653330629546,activation
G51,G40,0.0620204405966836,repression
G7,G100,0.0618835049541489,repression
G19,G26,0.0618435888483218,activation
G51,G28,0.0618311699079426,repression
G87,G91,0.0612225727958543,repression
G2,G93,0.0612166001570472,activation
G28,G26,0.0611757030990622,repression
G61,G96,0.0608003394067275,repression
G80,G99,0.0604278895863797,repression
G47,G60,0.0601099823083547,activation
G51,G10,0.0593862603344295,repression
G6,G83,0.059091172501385,activation
G69,G10,0.0587630695367076,repression
G80,G58,0.0584275974619007,repression
G2,G14,0.0583934056442322,repression
G25,G16,0.0582071017955373,activation
G36,G73,0.0576311820871059,repression
G7,G93,0.0572455753215766,repression
G54,G73,0.0572311397165661,repression
G69,G63,0.0569174572132103,activation
G15,G74,0.0563350512648697,activation
G15,G94,0.0562062532709762,repression
G15,G95,0.0561581203381875,activation
G50,G64,0.0560101539391701,repression
G86,G94,0.055942343826811,repression
G80,G84,0.0558595839919257,activation
G36,G93,0.0554400501101753,activation
G69,G68,0.0553877700644834,repression
G12,G96,0.0553004130508175,activation
G2,G28,0.055253874615619,activation
G57,G95,0.0552334687439968,activation
G51,G34,0.055142235762151,activation
G47,G62,0.0550526401539153,repression
G86,G95,0.0548144964482617,repression
G25,G77,0.0547714773227089,activation
G86,G63,0.0546989528011238,activation
G85,G44,0.0546612598258006,repression
G28,G83,0.0541094413629023,activation
G7,G74,0.0541008967170281,activation
G47,G43,0.0540492706438628,repression
G57,G94,0.0537491972555239,repression
G85,G84,0.0535982294142274,activation
G72,G96,0.0528704247397888,repression
G47,G65,0.0524035165482047,repression
G85,G27,0.0522879885908344,repression
G28,G81,0.0522360946660106,activation
G85,G40,0.0522186080250017,repression
G54,G17,0.0522124825045859,activation
G25,G71,0.0521519790579648,repression
G46,G92,0.0521090763605369,activation
G80,G90,0.0517764864063792,repression
G80,G14,0.0516225270701403,activation
G36,G95,0.0516015026251026,repression
G57,G74,0.0515921326075496,activation
G36,G94,0.051302077368206,activation
G54,G98,0.0511749335459388,activation
G38,G92,0.0511375589452074,activation
G15,G9,0.0510308748856597,activation
G85,G17,0.0509520233849682,repression
G33,G28,0.0506303500535983,repression
G80,G46,0.0505524856079471,activation
G85,G68,0.050528783930222,activation
G2,G63,0.0504223867654354,repression
G61,G91,0.0503670058239131,repression
G36,G63,0.0499954346716306,activation
G51,G76,0.0499430863591974,activation
G69,G40,0.0495213263442945,repression
G86,G98,0.0494765036962097,repression
G56,G3,0.049445128439572,activation
G69,G14,0.0493111969206129,repression
G85,G34,0.0492761781719861,activation
G15,G93,0.0490888184355133,repression
G28,G100,0.0490677470077212,activation
G2,G98,0.0489799001094405,repression
G2,G94,0.0488802548073039,activation
G15,G63,0.0484898526333609,repression
G47,G30,0.0484108409870686,repression
G51,G84,0.0482031408841462,activation
G85,G65,0.0481294797744669,repression
G25,G63,0.0478728546071859,repression
G47,G29,0.0478372790327589,activation
G25,G72,0.047743377179341,activation
G47,G99,0.0474265920943733,repression
G25,G74,0.0470486896831672,repression
G51,G60,0.0470434008666739,activation
G61,G28,0.0469137430950395,activation
G47,G45,0.0468669105980286,repression
G6,G91,0.0468052442317759,activation
G15,G18,0.0467518310157232,activation
G2,G95,0.0463631876291247,repression
G7,G98,0.0462903905730702,activation
G85,G16,0.0460256082978438,repression
G54,G84,0.046007367175427,activation
G53,G26,0.0459330672708202,repression
