G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0544408	0.0221178	0.4146362	0.0948199	0.6807569	0.0100111	0.7399745	0.7528504	0.0116087	0.6899279	0.0158263	0.6157171	0.6515252	0.5794482	0.0032965	0.7572798	0.6574360	0.7337565	0.0157955	0.8037118	0.6285834	0.0557970	0.8312316	0.6716319	0.0371969	0.0087975	0.4731047	0.6003489	0.0299100	0.0805190	0.6686261	0.6215090	0.0796773	0.6463497	0.6216887	0.1317029	0.0151333	0.7973050	0.8128286	0.7387661	0.7805834	0.7091379	0.6143287	0.4149315	0.6744215	0.6611790	0.6228987	0.7214039	0.6069728	0.7340506	0.0422524	0.0241391	0.7462394	0.6993303	0.0000000	0.3754585	0.3476466	0.6012088	0.7617969	0.0000000	0.7007122	0.0355897	0.7336985	0.0423200	0.0039490	0.0279997	0.8334964	0.5180947	0.7439810	0.0069163	0.0416930	0.0754767	0.0284956	0.8182353	0.4932565	0.6871207	0.1029903	0.0987228	0.6921194	0.8213117	0.0133908	0.0764818	0.6832168	0.0212110	0.5648787	0.6853075	0.7062541	0.5884646	0.5849233	0.0004151	0.0785063	0.5663286	0.6111298	0.2586379	0.7398546	0.6307019	0.0458259	0.6574228	0.6524627	0.1155890
0.0577367	0.0186279	0.4496844	0.1702231	0.6045481	0.0129371	0.8272538	0.7055412	0.0424268	0.7215217	0.0298359	0.7360246	0.7177300	0.6625241	0.0030330	0.7645973	0.5252639	0.8028140	0.0612293	0.7498148	0.6038033	0.0759463	0.5522998	0.5714506	0.0541004	0.0155922	0.5115077	0.7574740	0.0232677	0.5907003	0.6431431	0.6978697	0.0302514	0.8159424	0.6215202	0.0617421	0.0121277	0.6769218	0.8178095	0.5760834	0.6628965	0.6316793	0.7787479	0.4714496	0.6498576	0.7765923	0.8113792	0.6790362	0.0089752	0.6668694	0.6096116	0.0574572	0.0448269	0.0395757	0.6289810	0.0848806	0.5372570	0.1040595	0.2759423	0.0247317	0.1815131	0.3787793	0.7590015	0.4972656	0.1627515	0.0746241	0.0762664	0.3840143	0.6845270	0.4837460	0.0151658	0.0467692	0.0374210	0.5764142	0.5808048	0.6361872	0.0616534	0.0264867	0.0000000	0.0008545	0.6250126	0.6431533	0.0066676	0.6928545	0.6701629	0.7057499	0.6398689	0.6837837	0.3116320	0.4088438	0.7132900	0.7521319	0.0000000	0.6197934	0.7820194	0.7045526	0.6511191	0.0006668	0.6104833	0.7285434
0.6635030	0.0000000	0.0314063	0.3457551	0.0000000	0.5742737	0.0434461	0.0223807	0.5554070	0.0242919	0.7867910	0.0165181	0.1182232	0.0193660	0.0009654	0.8176811	0.6431456	0.6220071	0.0217766	0.8354009	0.5544750	0.0458347	0.6682201	0.7214031	0.0221466	0.0135797	0.5213783	0.6000585	0.0491019	0.0414047	0.7363664	0.7183633	0.0562048	0.7128412	0.8603541	0.0963253	0.0183771	0.6641155	0.6989628	0.5185892	0.6966507	0.6144537	0.7650874	0.5078698	0.7115399	0.7129136	0.5600100	0.7568608	0.6324463	0.7066553	0.0720748	0.0270405	0.7880790	0.5881828	0.7826644	0.0658265	0.5954447	0.0656864	0.3204772	0.0349957	0.2589094	0.3937769	0.7486571	0.4833986	0.1587056	0.0340786	0.0965312	0.4530099	0.7515068	0.5874435	0.0270137	0.0385401	0.0195316	0.6359543	0.8526579	0.5933492	0.1330975	0.0407679	0.6174436	0.7232101	0.0174604	0.0385699	0.6728760	0.0156819	0.6850138	0.7536938	0.6343624	0.7000736	0.6125846	0.0032351	0.0489508	0.5223915	0.7053917	0.2868366	0.7008022	0.6014841	0.0452372	0.6502609	0.6276622	0.1098144
0.0114761	0.0000000	0.0450441	0.2377281	0.6662427	0.0035727	0.6741644	0.6875049	0.0166243	0.6635158	0.0464554	0.6877142	0.6852189	0.6385461	0.0005177	0.0000000	0.6941471	0.0311267	0.5992701	0.7492401	0.0026182	0.0560326	0.7497886	0.5039627	0.0364805	0.7100321	0.6202180	0.0491243	0.6940478	0.6487275	0.5843446	0.8223470	0.0589032	0.0546370	0.5879294	0.0605155	0.0223037	0.7072837	0.7458902	0.7097103	0.6953742	0.7281426	0.6436160	0.5672491	0.6941654	0.4435812	0.5835109	0.7351782	0.5969565	0.6700238	0.0346811	0.0204919	0.6955199	0.7307362	0.6917832	0.0795642	0.4991736	0.0687598	0.3511500	0.0337445	0.2006746	0.3356041	0.6807146	0.4890827	0.1102105	0.0366990	0.6834766	0.7278002	0.0147351	0.4228374	0.6469609	0.5873070	0.6253529	0.0148256	0.0257587	0.0320807	0.0701640	0.7569642	0.7361589	0.7645271	0.0048710	0.0761565	0.7286403	0.0546335	0.7054651	0.8437898	0.6032146	0.6122096	0.5191494	0.0019768	0.0872864	0.6693914	0.6954307	0.3389548	0.6845023	0.6451792	0.0365145	0.6384076	0.7768627	0.0773292
0.6822655	0.0184606	0.4860758	0.5361132	0.0000000	0.6656462	0.1029967	0.0384006	0.6108031	0.0294745	0.6095523	0.0309432	0.0388111	0.0201371	0.0170325	0.7148627	0.7347739	0.7283575	0.0371497	0.6537533	0.5952045	0.0526577	0.6754502	0.6919687	0.0466841	0.0147875	0.4283492	0.7226334	0.0326762	0.0648132	0.6769543	0.6527202	0.0853747	0.6455384	0.6765973	0.0741754	0.0177522	0.5722968	0.5820495	0.1331246	0.0000000	0.1607093	0.5965709	0.4096724	0.6082819	0.7896053	0.6767316	0.6304158	0.6731928	0.6750247	0.0317634	0.0389988	0.8152829	0.6808371	0.1030388	0.0861150	0.3783932	0.2833947	0.2490097	0.0822695	0.1953720	0.3272062	0.5578543	0.4528115	0.2031896	0.0699342	0.0743438	0.4563195	0.8787123	0.6038216	0.0046266	0.0494429	0.0053117	0.6953713	0.8176481	0.8213118	0.1690154	0.0433799	0.8777870	0.5690814	0.0108041	0.0273848	0.5966128	0.0323522	0.7588831	0.6355012	0.5834830	0.5951478	0.6033653	0.0004692	0.1100673	0.4642126	0.7514960	0.2562326	0.7112316	0.5471841	0.0246216	0.6573597	0.6643095	0.0892172
0.6821487	0.0206969	0.3876652	0.5491950	0.0000000	0.6626508	0.0607826	0.0252471	0.6615013	0.0369083	0.7431848	0.0298280	0.0471843	0.0256289	0.0239915	0.7244353	0.7141270	0.6622586	0.0285135	0.7388040	0.4546276	0.0518353	0.6407405	0.6196893	0.0792303	0.0107728	0.4874640	0.6844024	0.0484014	0.0538942	0.6581037	0.6174400	0.0564365	0.6649346	0.7963765	0.0977761	0.0409069	0.6336330	0.7053035	0.1388995	0.8329594	0.3074501	0.6991040	0.4866285	0.7974903	0.7954361	0.7632101	0.6480212	0.0000000	0.6323499	0.6984400	0.0094273	0.0328704	0.0486867	0.6759010	0.1298949	0.4387767	0.1181410	0.1819108	0.0446635	0.1494206	0.3420821	0.6356639	0.4765226	0.2587841	0.0608771	0.0505655	0.3867695	0.7537230	0.5564268	0.0649819	0.0290771	0.0300765	0.5468252	0.5708769	0.6392020	0.1162684	0.0642322	0.7272154	0.6864856	0.0052547	0.0337999	0.6195329	0.0095608	0.7952617	0.6246004	0.6046788	0.7412869	0.5913408	0.0001884	0.0952285	0.4557484	0.6458590	0.3755134	0.7669423	0.6674326	0.0534694	0.5290963	0.7154677	0.0940317
0.6632981	0.0179637	0.6902599	0.5668912	0.0000000	0.7266883	0.0604264	0.0351946	0.7457676	0.0397772	0.6936831	0.0337158	0.0454118	0.0185193	0.1103887	0.6933056	0.7005040	0.6953724	0.0474962	0.7983110	0.5253862	0.0622167	0.7420410	0.6933173	0.0700997	0.0082173	0.5265023	0.6006122	0.0271004	0.7037849	0.7511441	0.6953264	0.0644807	0.7591840	0.7516125	0.0488023	0.0147731	0.7118353	0.5717111	0.0732944	0.6415831	0.3133624	0.6263013	0.4684935	0.5663779	0.7532750	0.6649558	0.6289676	0.0369377	0.5689428	0.7831955	0.0274465	0.0580695	0.0517034	0.7362989	0.1348631	0.5360445	0.0864863	0.1513729	0.0794250	0.1743489	0.3898992	0.6841487	0.3668827	0.1852039	0.0729864	0.0747371	0.4125302	0.7360406	0.5066452	0.0229508	0.0357360	0.0182908	0.6142441	0.6831851	0.8122842	0.1168298	0.0384080	0.0000000	0.0005017	0.6685057	0.7481913	0.0054017	0.8505350	0.7284299	0.7182966	0.6124904	0.0135999	0.1416763	0.4828385	0.0707548	0.5037802	0.6614427	0.7086449	0.5311548	0.6331072	0.0834581	0.6195441	0.6473129	0.1296905
0.0777739	0.0141981	0.5345949	0.6492117	0.6601624	0.0116292	0.6644010	0.8300990	0.0350828	0.7735920	0.0303580	0.5060280	0.7682035	0.7749859	0.0008034	0.0000000	0.5820086	0.0139879	0.6473072	0.7424920	0.0000652	0.0730352	0.6203678	0.0267513	0.0568123	0.6352904	0.7235854	0.0542768	0.5451283	0.7253809	0.0000000	0.8426898	0.0396778	0.0406635	0.0092140	0.5686274	0.0139824	0.7645192	0.6266741	0.5960189	0.7139646	0.6773829	0.6525720	0.6542075	0.5733507	0.4994389	0.6986434	0.6416197	0.6363328	0.7373805	0.0649764	0.0278525	0.6331770	0.5667646	0.0614830	0.1364845	0.2739737	0.4655256	0.3597041	0.0760696	0.1646787	0.2541205	0.4821327	0.5815043	0.2231415	0.1859235	0.7149717	0.6022025	0.0459680	0.5132987	0.6719593	0.5554040	0.4726025	0.0056820	0.0170637	0.0546269	0.1285778	0.6026248	0.7903766	0.6346672	0.0062089	0.0532941	0.6797303	0.0210893	0.6241294	0.7444281	0.6628522	0.8101316	0.5901922	0.0000605	0.1529456	0.5016208	0.7343890	0.2440576	0.7329313	0.6372955	0.0374954	0.6591452	0.6438083	0.0890787
0.0522765	0.0187166	0.2622260	0.0906312	0.5652557	0.0040847	0.8037523	0.6866082	0.0204422	0.5642048	0.0157570	0.6204450	0.7000214	0.6395712	0.0026370	0.7847464	0.7483284	0.6980797	0.0227117	0.6692269	0.5222550	0.0811342	0.7306289	0.6424370	0.0533463	0.0124488	0.4225713	0.7268336	0.0811592	0.0716561	0.6103448	0.7655399	0.0500259	0.8522094	0.5659744	0.0618373	0.0113256	0.6941375	0.6685119	0.6134379	0.0000000	0.2834646	0.6165212	0.4199485	0.6752048	0.5841754	0.6631020	0.7522098	0.0000000	0.7441443	0.7011112	0.0098512	0.0420198	0.0501979	0.7045637	0.0693057	0.4465690	0.0444501	0.3053844	0.0387679	0.2408152	0.4093610	0.7153993	0.3952953	0.1608765	0.0667009	0.0640159	0.3965034	0.7236244	0.4920619	0.0139168	0.0356442	0.0331559	0.8011523	0.5901789	0.7782885	0.0628699	0.0654604	0.8092116	0.7795913	0.0110029	0.0402282	0.5726185	0.1137489	0.6456787	0.6876880	0.5735837	0.7272102	0.5703416	0.0031151	0.1105794	0.7011985	0.7020642	0.2171815	0.6539056	0.6658238	0.0495953	0.6406788	0.6199991	0.1085420
0.0487517	0.0349780	0.1902164	0.0815583	0.7861581	0.0054299	0.6255990	0.6685185	0.0180090	0.6024122	0.0447597	0.6141223	0.6543957	0.8968901	0.0024562	0.5976455	0.6055167	0.7725689	0.0292093	0.6287223	0.6166725	0.0668461	0.6129441	0.5646912	0.0460000	0.0261823	0.4852245	0.7148417	0.0425597	0.7429316	0.7790657	0.7190789	0.0744185	0.7813472	0.7012146	0.0601543	0.0057652	0.6414054	0.6844352	0.6251097	0.0000000	0.6180272	0.6743535	0.4336302	0.6799689	0.7916390	0.6083978	0.7713912	0.0267988	0.6402868	0.6849303	0.0315467	0.0276072	0.0460654	0.7033943	0.0860726	0.5130216	0.0883414	0.1683578	0.0259815	0.1489546	0.3818676	0.5520335	0.4558713	0.1604970	0.0496964	0.0769973	0.4240551	0.9085979	0.4152663	0.0158746	0.0337414	0.0172157	0.6303184	0.6554841	0.6789164	0.1239559	0.0197119	0.0000000	0.0030604	0.7454469	0.6751021	0.0064381	0.6180582	0.7785524	0.6716545	0.7198956	0.0220836	0.0718633	0.4308756	0.1038453	0.4833885	0.7064884	0.6969004	0.5467873	0.5647372	0.0318201	0.6214967	0.6231764	0.1311399
