Gene1	Gene2	Score
G20	G6	0.955166858127759
G6	G20	0.955166858127759
G20	G15	0.925648745189379
G15	G20	0.925648745189379
G15	G6	0.905575690093755
G6	G15	0.905575690093755
G74	G72	0.893291814427378
G72	G74	0.893291814427378
G22	G9	0.871224362006983
G9	G22	0.871224362006983
G15	G14	0.851941565519529
G14	G15	0.851941565519529
G20	G14	0.849402861766314
G14	G20	0.849402861766314
G14	G6	0.843266656744425
G6	G14	0.843266656744425
G72	G71	0.84249572566856
G71	G72	0.84249572566856
G24	G23	0.833124516517822
G23	G24	0.833124516517822
G72	G29	0.830160145960094
G29	G72	0.830160145960094
G74	G29	0.828777354923911
G29	G74	0.828777354923911
G73	G6	0.801529027546446
G6	G73	0.801529027546446
G13	G11	0.800048437212286
G11	G13	0.800048437212286
G74	G71	0.794290802676779
G71	G74	0.794290802676779
G73	G20	0.786974534197515
G20	G73	0.786974534197515
G20	G13	0.786178382642
G13	G20	0.786178382642
G15	G13	0.778272847036049
G13	G15	0.778272847036049
G85	G11	-0.776283028596167
G11	G85	-0.776283028596167
G39	G11	0.774951823058438
G11	G39	0.774951823058438
G46	G9	-0.76963051073662
G9	G46	-0.76963051073662
G74	G61	0.76810655500017
G61	G74	0.76810655500017
G13	G6	0.765770565845628
G6	G13	0.765770565845628
G39	G13	0.765679233245061
G13	G39	0.765679233245061
G66	G65	-0.764960811903427
G65	G66	-0.764960811903427
G39	G14	0.754475718749292
G14	G39	0.754475718749292
G37	G29	-0.753214422280416
G29	G37	-0.753214422280416
G19	G11	0.751035107290744
G11	G19	0.751035107290744
G87	G13	0.749716557977435
G13	G87	0.749716557977435
G74	G37	-0.746339294307066
G37	G74	-0.746339294307066
G71	G29	0.738827409428634
G29	G71	0.738827409428634
G74	G1	0.737993541471131
G1	G74	0.737993541471131
G39	G5	-0.737652341455
G5	G39	-0.737652341455
G74	G24	0.727209726356958
G24	G74	0.727209726356958
G73	G15	0.725685568963043
G15	G73	0.725685568963043
G11	G5	-0.725259649815664
G5	G11	-0.725259649815664
G84	G14	0.720143183544855
G14	G84	0.720143183544855
G61	G37	-0.71810839211449
G37	G61	-0.71810839211449
G85	G83	0.717729688822494
G83	G85	0.717729688822494
G73	G72	0.717263003606978
G72	G73	0.717263003606978
G74	G23	0.716128865905242
G23	G74	0.716128865905242
G25	G6	0.715174971409602
G6	G25	0.715174971409602
G59	G43	-0.715078120945055
G43	G59	-0.715078120945055
G38	G11	0.714219398588713
G11	G38	0.714219398588713
G38	G19	0.712922197215993
G19	G38	0.712922197215993
G39	G15	0.710701620940122
G15	G39	0.710701620940122
G72	G61	0.710498133897667
G61	G72	0.710498133897667
G14	G13	0.709094145180365
G13	G14	0.709094145180365
G15	G5	-0.708915496109789
G5	G15	-0.708915496109789
G61	G29	0.708409659707152
G29	G61	0.708409659707152
G73	G25	0.704106925422584
G25	G73	0.704106925422584
G71	G61	0.702363255972857
G61	G71	0.702363255972857
G44	G31	0.697471753926158
G31	G44	0.697471753926158
G19	G13	0.696796382818684
G13	G19	0.696796382818684
G83	G5	0.695958802546406
G5	G83	0.695958802546406
G84	G2	0.693699032512706
G2	G84	0.693699032512706
G72	G37	-0.693122337643158
G37	G72	-0.693122337643158
G89	G59	0.692595753793456
G59	G89	0.692595753793456
G15	G11	0.692584942247516
G11	G15	0.692584942247516
G73	G70	0.691006363321938
G70	G73	0.691006363321938
G25	G20	0.688731885329013
G20	G25	0.688731885329013
G85	G38	-0.686057672876925
G38	G85	-0.686057672876925
G73	G13	0.684705609367283
G13	G73	0.684705609367283
G89	G43	-0.684328460822781
G43	G89	-0.684328460822781
G50	G46	-0.681580207920677
G46	G50	-0.681580207920677
G85	G13	-0.679361939499801
G13	G85	-0.679361939499801
G45	G43	0.675182337348517
G43	G45	0.675182337348517
G85	G19	-0.673343248282126
G19	G85	-0.673343248282126
G92	G91	0.67084236116153
G91	G92	0.67084236116153
G88	G83	-0.663762233938824
G83	G88	-0.663762233938824
G61	G24	0.658248282465085
G24	G61	0.658248282465085
G46	G22	-0.656928868832027
G22	G46	-0.656928868832027
G87	G11	0.654809851916232
G11	G87	0.654809851916232
G77	G14	0.653205433492806
G14	G77	0.653205433492806
G89	G6	0.651273124264223
G6	G89	0.651273124264223
G89	G15	0.650760651337593
G15	G89	0.650760651337593
G47	G46	0.650111843232058
