isTs	is1stLast	prevCol	del.t	condName
TRUE	f	NA	NA	TS_0_0
TRUE	m	TS_0_0	20	TS_0_1
TRUE	m	TS_0_1	20	TS_0_2
TRUE	m	TS_0_2	20	TS_0_3
TRUE	m	TS_0_3	20	TS_0_4
TRUE	m	TS_0_4	20	TS_0_5
TRUE	m	TS_0_5	20	TS_0_6
TRUE	m	TS_0_6	20	TS_0_7
TRUE	m	TS_0_7	20	TS_0_8
TRUE	m	TS_0_8	20	TS_0_9
TRUE	m	TS_0_9	20	TS_0_10
TRUE	m	TS_0_10	20	TS_0_11
TRUE	m	TS_0_11	20	TS_0_12
TRUE	m	TS_0_12	20	TS_0_13
TRUE	m	TS_0_13	20	TS_0_14
TRUE	m	TS_0_14	20	TS_0_15
TRUE	m	TS_0_15	20	TS_0_16
TRUE	m	TS_0_16	20	TS_0_17
TRUE	m	TS_0_17	20	TS_0_18
TRUE	m	TS_0_18	20	TS_0_19
TRUE	m	TS_0_19	20	TS_0_20
TRUE	m	TS_0_20	20	TS_0_21
TRUE	m	TS_0_21	20	TS_0_22
TRUE	m	TS_0_22	20	TS_0_23
TRUE	m	TS_0_23	20	TS_0_24
TRUE	m	TS_0_24	20	TS_0_25
TRUE	m	TS_0_25	20	TS_0_26
TRUE	m	TS_0_26	20	TS_0_27
TRUE	m	TS_0_27	20	TS_0_28
TRUE	m	TS_0_28	20	TS_0_29
TRUE	m	TS_0_29	20	TS_0_30
TRUE	m	TS_0_30	20	TS_0_31
TRUE	m	TS_0_31	20	TS_0_32
TRUE	m	TS_0_32	20	TS_0_33
TRUE	m	TS_0_33	20	TS_0_34
TRUE	m	TS_0_34	20	TS_0_35
TRUE	m	TS_0_35	20	TS_0_36
TRUE	m	TS_0_36	20	TS_0_37
TRUE	m	TS_0_37	20	TS_0_38
TRUE	m	TS_0_38	20	TS_0_39
TRUE	m	TS_0_39	20	TS_0_40
TRUE	m	TS_0_40	20	TS_0_41
TRUE	m	TS_0_41	20	TS_0_42
TRUE	m	TS_0_42	20	TS_0_43
TRUE	m	TS_0_43	20	TS_0_44
TRUE	m	TS_0_44	20	TS_0_45
TRUE	m	TS_0_45	20	TS_0_46
TRUE	m	TS_0_46	20	TS_0_47
TRUE	m	TS_0_47	20	TS_0_48
TRUE	m	TS_0_48	20	TS_0_49
TRUE	l	TS_0_49	20	TS_0_50
TRUE	f	NA	NA	TS_1_0
TRUE	m	TS_1_0	20	TS_1_1
TRUE	m	TS_1_1	20	TS_1_2
TRUE	m	TS_1_2	20	TS_1_3
TRUE	m	TS_1_3	20	TS_1_4
TRUE	m	TS_1_4	20	TS_1_5
TRUE	m	TS_1_5	20	TS_1_6
TRUE	m	TS_1_6	20	TS_1_7
TRUE	m	TS_1_7	20	TS_1_8
TRUE	m	TS_1_8	20	TS_1_9
TRUE	m	TS_1_9	20	TS_1_10
TRUE	m	TS_1_10	20	TS_1_11
TRUE	m	TS_1_11	20	TS_1_12
TRUE	m	TS_1_12	20	TS_1_13
TRUE	m	TS_1_13	20	TS_1_14
TRUE	m	TS_1_14	20	TS_1_15
TRUE	m	TS_1_15	20	TS_1_16
TRUE	m	TS_1_16	20	TS_1_17
TRUE	m	TS_1_17	20	TS_1_18
TRUE	m	TS_1_18	20	TS_1_19
TRUE	m	TS_1_19	20	TS_1_20
TRUE	m	TS_1_20	20	TS_1_21
TRUE	m	TS_1_21	20	TS_1_22
TRUE	m	TS_1_22	20	TS_1_23
TRUE	m	TS_1_23	20	TS_1_24
TRUE	m	TS_1_24	20	TS_1_25
TRUE	m	TS_1_25	20	TS_1_26
TRUE	m	TS_1_26	20	TS_1_27
TRUE	m	TS_1_27	20	TS_1_28
TRUE	m	TS_1_28	20	TS_1_29
TRUE	m	TS_1_29	20	TS_1_30
TRUE	m	TS_1_30	20	TS_1_31
TRUE	m	TS_1_31	20	TS_1_32
TRUE	m	TS_1_32	20	TS_1_33
TRUE	m	TS_1_33	20	TS_1_34
TRUE	m	TS_1_34	20	TS_1_35
TRUE	m	TS_1_35	20	TS_1_36
TRUE	m	TS_1_36	20	TS_1_37
TRUE	m	TS_1_37	20	TS_1_38
TRUE	m	TS_1_38	20	TS_1_39
TRUE	m	TS_1_39	20	TS_1_40
TRUE	m	TS_1_40	20	TS_1_41
TRUE	m	TS_1_41	20	TS_1_42
TRUE	m	TS_1_42	20	TS_1_43
TRUE	m	TS_1_43	20	TS_1_44
TRUE	m	TS_1_44	20	TS_1_45
TRUE	m	TS_1_45	20	TS_1_46
TRUE	m	TS_1_46	20	TS_1_47
TRUE	m	TS_1_47	20	TS_1_48
TRUE	m	TS_1_48	20	TS_1_49
TRUE	l	TS_1_49	20	TS_1_50
TRUE	f	NA	NA	TS_2_0
TRUE	m	TS_2_0	20	TS_2_1
TRUE	m	TS_2_1	20	TS_2_2
TRUE	m	TS_2_2	20	TS_2_3
TRUE	m	TS_2_3	20	TS_2_4
TRUE	m	TS_2_4	20	TS_2_5
TRUE	m	TS_2_5	20	TS_2_6
TRUE	m	TS_2_6	20	TS_2_7
TRUE	m	TS_2_7	20	TS_2_8
TRUE	m	TS_2_8	20	TS_2_9
TRUE	m	TS_2_9	20	TS_2_10
TRUE	m	TS_2_10	20	TS_2_11
TRUE	m	TS_2_11	20	TS_2_12
TRUE	m	TS_2_12	20	TS_2_13
TRUE	m	TS_2_13	20	TS_2_14
TRUE	m	TS_2_14	20	TS_2_15
TRUE	m	TS_2_15	20	TS_2_16
TRUE	m	TS_2_16	20	TS_2_17
TRUE	m	TS_2_17	20	TS_2_18
TRUE	m	TS_2_18	20	TS_2_19
TRUE	m	TS_2_19	20	TS_2_20
TRUE	m	TS_2_20	20	TS_2_21
TRUE	m	TS_2_21	20	TS_2_22
TRUE	m	TS_2_22	20	TS_2_23
TRUE	m	TS_2_23	20	TS_2_24
TRUE	m	TS_2_24	20	TS_2_25
TRUE	m	TS_2_25	20	TS_2_26
TRUE	m	TS_2_26	20	TS_2_27
TRUE	m	TS_2_27	20	TS_2_28
TRUE	m	TS_2_28	20	TS_2_29
TRUE	m	TS_2_29	20	TS_2_30
TRUE	m	TS_2_30	20	TS_2_31
TRUE	m	TS_2_31	20	TS_2_32
TRUE	m	TS_2_32	20	TS_2_33
TRUE	m	TS_2_33	20	TS_2_34
TRUE	m	TS_2_34	20	TS_2_35
TRUE	m	TS_2_35	20	TS_2_36
TRUE	m	TS_2_36	20	TS_2_37
TRUE	m	TS_2_37	20	TS_2_38
TRUE	m	TS_2_38	20	TS_2_39
TRUE	m	TS_2_39	20	TS_2_40
TRUE	m	TS_2_40	20	TS_2_41
TRUE	m	TS_2_41	20	TS_2_42
TRUE	m	TS_2_42	20	TS_2_43
TRUE	m	TS_2_43	20	TS_2_44
TRUE	m	TS_2_44	20	TS_2_45
TRUE	m	TS_2_45	20	TS_2_46
TRUE	m	TS_2_46	20	TS_2_47
TRUE	m	TS_2_47	20	TS_2_48
TRUE	m	TS_2_48	20	TS_2_49
TRUE	l	TS_2_49	20	TS_2_50
TRUE	f	NA	NA	TS_3_0
TRUE	m	TS_3_0	20	TS_3_1
TRUE	m	TS_3_1	20	TS_3_2
TRUE	m	TS_3_2	20	TS_3_3
TRUE	m	TS_3_3	20	TS_3_4
TRUE	m	TS_3_4	20	TS_3_5
TRUE	m	TS_3_5	20	TS_3_6
TRUE	m	TS_3_6	20	TS_3_7
TRUE	m	TS_3_7	20	TS_3_8
TRUE	m	TS_3_8	20	TS_3_9
TRUE	m	TS_3_9	20	TS_3_10
TRUE	m	TS_3_10	20	TS_3_11
TRUE	m	TS_3_11	20	TS_3_12
TRUE	m	TS_3_12	20	TS_3_13
