Gene1	Gene2	Score
G25	G23	-0.882787247487599
G23	G25	-0.882787247487599
G76	G72	0.823627020459159
G72	G76	0.823627020459159
G41	G23	-0.822194677501432
G23	G41	-0.822194677501432
G25	G8	0.81896698833716
G8	G25	0.81896698833716
G65	G41	0.817709232193474
G41	G65	0.817709232193474
G41	G25	0.787908837519202
G25	G41	0.787908837519202
G95	G94	0.769754226129448
G94	G95	0.769754226129448
G77	G15	-0.755425877202423
G15	G77	-0.755425877202423
G77	G34	-0.7488109846581
G34	G77	-0.7488109846581
G80	G33	0.747701402420486
G33	G80	0.747701402420486
G76	G29	-0.746184198222935
G29	G76	-0.746184198222935
G72	G29	-0.74189202724138
G29	G72	-0.74189202724138
G23	G3	0.739110321843071
G3	G23	0.739110321843071
G47	G34	-0.723579522327557
G34	G47	-0.723579522327557
G23	G8	-0.723368303280333
G8	G23	-0.723368303280333
G25	G3	-0.720961535504448
G3	G25	-0.720961535504448
G72	G66	-0.70838632860253
G66	G72	-0.70838632860253
G41	G3	-0.698496098450127
G3	G41	-0.698496098450127
G80	G79	-0.697058368466094
G79	G80	-0.697058368466094
G73	G72	0.695961699766994
G72	G73	0.695961699766994
G62	G47	-0.68677296970274
G47	G62	-0.68677296970274
G54	G5	0.684496307984743
G5	G54	0.684496307984743
G41	G8	0.682916716698587
G8	G41	0.682916716698587
G77	G47	0.676347045694059
G47	G77	0.676347045694059
G41	G1	-0.673043102630027
G1	G41	-0.673043102630027
G65	G23	-0.672140343788553
G23	G65	-0.672140343788553
G58	G54	0.672140267181439
G54	G58	0.672140267181439
G47	G15	-0.666275968904678
G15	G47	-0.666275968904678
G97	G71	0.662536518519762
G71	G97	0.662536518519762
G21	G8	-0.661804959759478
G8	G21	-0.661804959759478
G53	G46	0.657295831872725
G46	G53	0.657295831872725
G79	G32	0.657008832263029
G32	G79	0.657008832263029
G33	G32	-0.655121682351831
G32	G33	-0.655121682351831
G72	G68	0.650568524747291
G68	G72	0.650568524747291
G87	G27	0.645445730887311
G27	G87	0.645445730887311
G51	G40	-0.644180558078305
G40	G51	-0.644180558078305
G41	G10	0.643233504221319
G10	G41	0.643233504221319
G71	G68	0.641875640690002
G68	G71	0.641875640690002
G25	G24	-0.636085657813573
G24	G25	-0.636085657813573
G76	G73	0.635839951297487
G73	G76	0.635839951297487
G34	G15	0.635732200418919
G15	G34	0.635732200418919
G21	G19	-0.635689277177125
G19	G21	-0.635689277177125
G41	G26	0.630241846259447
G26	G41	0.630241846259447
G35	G4	0.63012953500002
G4	G35	0.63012953500002
G87	G8	-0.627306190439287
G8	G87	-0.627306190439287
G65	G25	0.626657107352275
G25	G65	0.626657107352275
G25	G21	-0.624698988624673
G21	G25	-0.624698988624673
G65	G48	-0.621539728318052
G48	G65	-0.621539728318052
G72	G33	0.620193074997378
G33	G72	0.620193074997378
G41	G35	-0.618443645722814
G35	G41	-0.618443645722814
G100	G77	-0.618203890891248
G77	G100	-0.618203890891248
G72	G71	0.61784797687218
G71	G72	0.61784797687218
G76	G66	-0.617358559055738
G66	G76	-0.617358559055738
G19	G8	0.615842866076367
G8	G19	0.615842866076367
G80	G32	-0.614744730251024
G32	G80	-0.614744730251024
G10	G1	-0.61366329975621
G1	G10	-0.61366329975621
G65	G1	-0.613597360248748
G1	G65	-0.613597360248748
G79	G33	-0.613188422737089
G33	G79	-0.613188422737089
G77	G62	-0.609884685253333
G62	G77	-0.609884685253333
G73	G68	0.607492042424791
G68	G73	0.607492042424791
G24	G23	0.607168322020074
G23	G24	0.607168322020074
G84	G18	-0.605358069492248
G18	G84	-0.605358069492248
G10	G2	0.605285815772145
G2	G10	0.605285815772145
G92	G16	-0.603564273684604
G16	G92	-0.603564273684604
G62	G15	0.602822215295773
G15	G62	0.602822215295773
G42	G25	-0.602771730179803
G25	G42	-0.602771730179803
G26	G25	0.602405901814258
G25	G26	0.602405901814258
G54	G42	0.599180883519697
G42	G54	0.599180883519697
G76	G68	0.597968831911874
G68	G76	0.597968831911874
G87	G19	-0.592762740916445
G19	G87	-0.592762740916445
G17	G5	0.591854956530873
G5	G17	0.591854956530873
G80	G68	0.590289826457314
G68	G80	0.590289826457314
G65	G56	0.58882693882363
G56	G65	0.58882693882363
G52	G49	0.587848252478015
G49	G52	0.587848252478015
G66	G29	0.586082385035385
G29	G66	0.586082385035385
G43	G17	-0.581884106882927
G17	G43	-0.581884106882927
G30	G25	-0.58164893693635
G25	G30	-0.58164893693635
G42	G26	-0.580106465919561
G26	G42	-0.580106465919561
G65	G3	-0.579004272823549
G3	G65	-0.579004272823549
G65	G35	-0.578587182588193
G35	G65	-0.578587182588193
G82	G56	0.574947101456895
G56	G82	0.574947101456895
G54	G43	-0.574424137169503
G43	G54	-0.574424137169503
G47	G9	-0.574360462074591
G9	G47	-0.574360462074591
G68	G29	-0.57366324387575
G29	G68	-0.57366324387575
G76	G33	0.573149137872675
G33	G76	0.573149137872675
G82	G80	0.57293004068165
G80	G82	0.57293004068165
G42	G8	-0.572260236782842
G8	G42	-0.572260236782842
G38	G34	0.570684063500931
G34	G38	0.570684063500931
G64	G41	0.570674914809179
G41	G64	0.570674914809179
G62	G34	0.569587894194864
G34	G62	0.569587894194864
G75	G52	0.569431559739557
G52	G75	0.569431559739557
G30	G11	0.568494237662708
G11	G30	0.568494237662708
G76	G51	0.567855649480552
G51	G76	0.567855649480552
G58	G5	0.565975652965701
G5	G58	0.565975652965701
G76	G28	-0.565258145601687
G28	G76	-0.565258145601687
G54	G17	0.561560941975993
G17	G54	0.561560941975993
G47	G38	-0.561243772037477
G38	G47	-0.561243772037477
G47	G6	-0.561158508795949
G6	G47	-0.561158508795949
G97	G63	0.560525521149334
G63	G97	0.560525521149334
G85	G84	-0.559324503447505
G84	G85	-0.559324503447505
G46	G43	0.558026008524052
G43	G46	0.558026008524052
G77	G38	-0.557949252788629
G38	G77	-0.557949252788629
G82	G65	0.557735900881222
G65	G82	0.557735900881222
G82	G79	-0.557169515151045
G79	G82	-0.557169515151045
G64	G3	-0.555870908075001
G3	G64	-0.555870908075001
G65	G10	0.555480917180246
G10	G65	0.555480917180246
G77	G36	-0.554388861743571
G36	G77	-0.554388861743571
G26	G23	-0.551497407475931
G23	G26	-0.551497407475931
G82	G35	-0.551175245763597
G35	G82	-0.551175245763597
G38	G36	0.55090149488258
G36	G38	0.55090149488258
G29	G28	0.548417685267574
G28	G29	0.548417685267574
G76	G40	-0.548212485234766
G40	G76	-0.548212485234766
G85	G37	-0.548153806506939
G37	G85	-0.548153806506939
G24	G10	-0.54809174709439
G10	G24	-0.54809174709439
G24	G2	-0.547060120342811
G2	G24	-0.547060120342811
G50	G42	-0.546496317819243
G42	G50	-0.546496317819243
G83	G80	-0.546230663980944
G80	G83	-0.546230663980944
G48	G41	-0.545785918852066
G41	G48	-0.545785918852066
G100	G15	0.544399561445478
G15	G100	0.544399561445478
G34	G9	0.543960400283803
G9	G34	0.543960400283803
G86	G4	0.542776384259111
G4	G86	0.542776384259111
G62	G6	0.542401850600411
G6	G62	0.542401850600411
G23	G10	-0.541682310187442
G10	G23	-0.541682310187442
G27	G19	-0.541385981194458
G19	G27	-0.541385981194458
G75	G49	0.53890445407238
G49	G75	0.53890445407238
G30	G8	-0.537282050035584
G8	G30	-0.537282050035584
G71	G66	-0.536867243914051
G66	G71	-0.536867243914051
G41	G2	0.536853425593881
G2	G41	0.536853425593881
G64	G23	-0.535917084214314
G23	G64	-0.535917084214314
G80	G72	0.535143174444639
G72	G80	0.535143174444639
G83	G68	-0.534441065027434
G68	G83	-0.534441065027434
G62	G38	0.533876742232301
G38	G62	0.533876742232301
G35	G1	0.533507569543231
G1	G35	0.533507569543231
G33	G29	-0.532581422454686
G29	G33	-0.532581422454686
G41	G24	-0.532402649209832
G24	G41	-0.532402649209832
G48	G47	0.53153374973564
G47	G48	0.53153374973564
G65	G26	0.531108175763782
G26	G65	0.531108175763782
G56	G41	0.530894785454635
G41	G56	0.530894785454635
G23	G21	0.527943504216926
G21	G23	0.527943504216926
G48	G42	0.527878861689829
G42	G48	0.527878861689829
G58	G42	0.527114638730258
G42	G58	0.527114638730258
G68	G66	-0.526714479318962
G66	G68	-0.526714479318962
G23	G1	0.526557662421351
G1	G23	0.526557662421351
G56	G25	0.526529944300023
G25	G56	0.526529944300023
G89	G33	-0.525918681472133
G33	G89	-0.525918681472133
G97	G36	0.525730122079331
G36	G97	0.525730122079331
G37	G36	0.525617393288845
G36	G37	0.525617393288845
G91	G51	-0.525612449719676
G51	G91	-0.525612449719676
G26	G8	0.524555327863336
G8	G26	0.524555327863336
G65	G39	-0.523100551667397
G39	G65	-0.523100551667397
G64	G25	0.523067555594194
G25	G64	0.523067555594194
G96	G68	0.523039674230552
G68	G96	0.523039674230552
G98	G14	0.521316695364223
G14	G98	0.521316695364223
G21	G5	0.520941476213476
G5	G21	0.520941476213476
G66	G33	-0.520925198153229
G33	G66	-0.520925198153229
G91	G46	0.520726138862878
G46	G91	0.520726138862878
G87	G77	-0.520613569861121
G77	G87	-0.520613569861121
G73	G29	-0.519941308593483
G29	G73	-0.519941308593483
G25	G10	0.519853283278954
G10	G25	0.519853283278954
G56	G1	-0.519515230472403
G1	G56	-0.519515230472403
G70	G68	0.516158409096321
G68	G70	0.516158409096321
G94	G17	0.514935941137966
G17	G94	0.514935941137966
G72	G70	0.514678469398171
G70	G72	0.514678469398171
G82	G36	0.514585331598133
G36	G82	0.514585331598133
G37	G16	-0.514148548827853
G16	G37	-0.514148548827853
G36	G15	0.513160025901718
G15	G36	0.513160025901718
G71	G29	-0.51290139533907
G29	G71	-0.51290139533907
G84	G43	0.511507133444422
G43	G84	0.511507133444422
G99	G12	0.511453875978996
G12	G99	0.511453875978996
G57	G3	-0.510956339479664
G3	G57	-0.510956339479664
G91	G43	0.510824061814283
G43	G91	0.510824061814283
G86	G77	-0.510594579124405
G77	G86	-0.510594579124405
G30	G19	-0.509289831945651
G19	G30	-0.509289831945651
G65	G64	0.508799582239464
G64	G65	0.508799582239464
G86	G35	0.508527750992488
G35	G86	0.508527750992488
G26	G10	0.508185687063077
G10	G26	0.508185687063077
G73	G71	0.508180798598821
G71	G73	0.508180798598821
G80	G71	0.507693999175102
G71	G80	0.507693999175102
G65	G24	-0.507079600517566
G24	G65	-0.507079600517566
G56	G23	-0.506638557114609
G23	G56	-0.506638557114609
G84	G46	0.506452732739397
G46	G84	0.506452732739397
G89	G9	0.506000341271278
G9	G89	0.506000341271278
G56	G48	-0.505934399903046
G48	G56	-0.505934399903046
G48	G26	-0.505900158186837
G26	G48	-0.505900158186837
G26	G21	-0.505767540653857
G21	G26	-0.505767540653857
G100	G34	0.505612786701714
G34	G100	0.505612786701714
G39	G35	0.504750177178179
G35	G39	0.504750177178179
G96	G8	-0.50469565982293
G8	G96	-0.50469565982293
G56	G35	-0.503133985254289
G35	G56	-0.503133985254289
G73	G66	-0.503005556298356
G66	G73	-0.503005556298356
G62	G16	-0.501862736898065
G16	G62	-0.501862736898065
G75	G31	-0.501554389285098
G31	G75	-0.501554389285098
G100	G47	-0.501431014631963
G47	G100	-0.501431014631963
G73	G21	0.500320989662011
G21	G73	0.500320989662011
G41	G39	-0.499831947168347
G39	G41	-0.499831947168347
G15	G6	0.49954708200406
G6	G15	0.49954708200406
G54	G21	0.497496677414972
G21	G54	0.497496677414972
G63	G52	-0.496633813213169
G52	G63	-0.496633813213169
G26	G1	-0.49648359969448
G1	G26	-0.49648359969448
G91	G84	0.495844527531761
G84	G91	0.495844527531761
G17	G14	0.495830543073896
G14	G17	0.495830543073896
G42	G23	0.495537544624173
G23	G42	0.495537544624173
G86	G79	0.494921464058326
G79	G86	0.494921464058326
G53	G38	0.494793484986659
G38	G53	0.494793484986659
G25	G2	0.494398417697015
G2	G25	0.494398417697015
G27	G8	-0.493263473413891
G8	G27	-0.493263473413891
G88	G34	-0.492867447921286
G34	G88	-0.492867447921286
G94	G37	-0.492626662339636
G37	G94	-0.492626662339636
G74	G16	0.492556596521963
G16	G74	0.492556596521963
G58	G43	-0.491975882610251
