TF	target	importance
G36	G87	0.14606939078195869
G83	G91	0.11298417342447765
G47	G49	0.10911136043483441
G52	G58	0.1082555226525403
G85	G86	0.10629099989746073
G19	G36	0.10555277397300873
G91	G83	0.10395282830261744
G66	G84	0.10217310978053255
G13	G23	0.09818463956951927
G29	G76	0.09721554260158319
G38	G70	0.0971401752153201
G99	G30	0.09676294397899866
G4	G67	0.09542732989081022
G36	G19	0.09441727536419281
G86	G88	0.09425429304123638
G51	G76	0.09367506799900988
G82	G46	0.09366276686102094
G58	G52	0.09365839564392076
G84	G5	0.09128274622345169
G47	G45	0.09106514867281558
G19	G86	0.08971414247233024
G98	G67	0.08967189722147055
G20	G67	0.08869293418836365
G35	G14	0.08854325679296256
G85	G87	0.08844511158096185
G95	G57	0.08775535219706651
G86	G85	0.08745716207909243
G23	G13	0.08699391912274658
G65	G2	0.08697144490527657
G65	G70	0.08608536221531839
G8	G85	0.08550682407803561
G51	G2	0.0851932242597525
G41	G70	0.08425539400645445
G22	G8	0.08408787535046945
G51	G18	0.08399576854258052
G45	G49	0.08327541144871313
G27	G43	0.08316663164043592
G66	G67	0.0831182218372106
G14	G35	0.082637410352681
G49	G47	0.0825632405238755
G3	G1	0.08234565057502502
G36	G22	0.08057581673098335
G13	G7	0.08041445583691993
G50	G58	0.07985284622775106
G23	G7	0.07972692327734271
G45	G42	0.07944972146580762
G8	G22	0.07859920396507875
G1	G3	0.07852184457601721
G85	G62	0.0772933331587735
G70	G65	0.07712109928983965
G46	G82	0.07710420444227047
G81	G75	0.07688292249967396
G61	G60	0.07601323291488743
G21	G46	0.07592760282440003
G86	G19	0.07560433901570225
G92	G30	0.07554027821036254
G73	G90	0.07520389906508065
G22	G19	0.07519775640732212
G19	G85	0.07497857696846093
G12	G21	0.07488105936657359
G7	G13	0.07479831886489348
G32	G76	0.07450158112209265
G87	G36	0.07426423282411676
G91	G67	0.07423866095277609
G84	G66	0.07393378620707931
G29	G61	0.07384359573605079
G71	G68	0.07300413312419876
G22	G87	0.07273259265732657
G22	G13	0.07248731629283833
G85	G8	0.07228846096703107
G36	G38	0.07213010070617376
G31	G48	0.07207988348763864
G57	G95	0.07207143209948018
G46	G21	0.07204761674899408
G30	G92	0.07180748258036908
G36	G85	0.07166059731827637
G29	G56	0.07155158154387069
G86	G48	0.07120513103434714
G87	G38	0.07087776537468517
G66	G5	0.07039342287219011
G81	G99	0.07002393950599907
G61	G56	0.07001093214306796
G22	G88	0.06970249547006635
G73	G75	0.0695041374785296
G36	G8	0.06945854434876338
G67	G55	0.06941192505151263
G80	G9	0.06905146569093185
G48	G31	0.06880016415693575
G81	G68	0.06869890369158982
G45	G47	0.06868793805857794
G38	G89	0.06862973871508568
G30	G31	0.06843628628737333
G20	G91	0.06806763275784809
G58	G50	0.06766069973357938
G61	G29	0.06765437407453913
G85	G19	0.06743064794129633
G2	G68	0.06718562362521706
G68	G71	0.06715648268412343
G5	G84	0.06684051852892654
G47	G42	0.06650976095765775
G70	G41	0.06645137481868366
G12	G92	0.06632450509463876
G22	G36	0.06623303989489318
G44	G37	0.06592648467617178
G11	G43	0.06572718486044879
G7	G23	0.06570256815447513
G18	G51	0.06563403022717844
G38	G87	0.06552549448035427
G19	G8	0.06511940189925712
G10	G43	0.06441950124754546
G65	G72	0.0641614568357271
G85	G88	0.06373151683017028
G76	G29	0.06365057753413711
G15	G39	0.06362308591131408
G85	G22	0.06352400285780052
G88	G86	0.06344495910502501
G36	G57	0.06308555045343131
G61	G76	0.0630487646371683
G60	G61	0.06293055027518944
G15	G62	0.0628413896209182
G21	G12	0.062318182876970114
G47	G31	0.06208078278070714
G80	G97	0.0620045155608556
G92	G5	0.061971897173632454
G47	G22	0.06190190907010772
G72	G39	0.06172313428889393
G49	G45	0.06157569513564935
G63	G98	0.06154609356041413
G31	G16	0.06144706540156458
G22	G47	0.06134686937753555
G43	G27	0.06133691175118262
G8	G7	0.061063899151672776
G59	G52	0.060735626014336075
G85	G36	0.06070825535031402
G32	G29	0.060312164246028616
G2	G65	0.06028366101959677
G48	G47	0.06017079784548888
G40	G1	0.06009614893065052
G37	G43	0.060078280860814286
G69	G52	0.060027637662482994
G13	G45	0.059961684762338985
G72	G97	0.05990581217412048
G56	G54	0.059755783457670714
G5	G66	0.059629189847654675
G73	G79	0.05961224841647971
G80	G83	0.05948685775476454
G74	G83	0.059475322173988834
G5	G92	0.059331151346447085
G31	G30	0.059304608356715124
G24	G12	0.059247654165548856
G72	G89	0.05834186251217451
G52	G69	0.05830970780501947
G4	G98	0.058307810446031574
G22	G16	0.05819297241959556
G8	G36	0.05812741218394941
G75	G81	0.05783959251633824
G1	G4	0.05776561912358543
G75	G73	0.05771673893640249
G51	G65	0.05768644342132012
G22	G64	0.05736072850115428
G67	G20	0.057167801247031726
G36	G12	0.05715234221343013
G38	G65	0.05692866913971054
G13	G22	0.05687431351511059
G52	G50	0.05681861830224723
G40	G39	0.056805104911124275
G2	G71	0.0566388698669501
G97	G39	0.056584806887524514
G89	G38	0.056553873257469855
G98	G63	0.05647601665831386
G51	G53	0.05640475321389148
G9	G80	0.05637465125354892
G54	G76	0.05617113148555923
G60	G29	0.05566779793603338
G91	G20	0.0556113531110352
G98	G20	0.05560384094667254
G72	G58	0.05557843995422412
