SourceGENES,TargetGENES,Interaction,Edges
G61,G28,1,activation
G61,G68,0.743717927378348,repression
G13,G28,0.612991210563539,activation
G90,G28,0.609839328203034,activation
G36,G28,0.60372711446255,repression
G80,G68,0.546731114386563,repression
G90,G68,0.544906253425452,activation
G36,G68,0.542468446364289,activation
G5,G68,0.534226828603873,activation
G5,G28,0.53012633465921,activation
G80,G28,0.462059877558309,repression
G13,G68,0.430929074504141,repression
G61,G47,0.4231779634741,activation
G61,G25,0.421862146043452,activation
G59,G28,0.390358422615501,repression
G37,G68,0.37866804290023,repression
G61,G3,0.339146891264553,activation
G36,G47,0.325563840317049,activation
G5,G47,0.321758838289544,repression
G59,G68,0.312114291276686,repression
G90,G47,0.303185512226127,repression
G80,G47,0.295583148965751,repression
G13,G47,0.285102242143163,repression
G13,G25,0.281596561689475,activation
G61,G19,0.280731099573056,activation
G36,G25,0.274346729905309,activation
G61,G44,0.270265434693196,repression
G61,G74,0.269817800571229,repression
G90,G25,0.261722495361578,activation
G8,G69,0.261046295385028,repression
G61,G71,0.259214727143869,repression
G36,G3,0.25466353062321,repression
G5,G3,0.251779747260553,repression
G5,G25,0.248308538747573,activation
G90,G3,0.247276687632866,activation
G80,G3,0.246231702168938,activation
G61,G58,0.242852282438866,repression
G46,G98,0.230046479075782,activation
G61,G6,0.212034882008934,repression
G37,G47,0.21192595647972,activation
G13,G3,0.211051844617713,repression
G80,G25,0.20457384718507,activation
G61,G1,0.203224776605166,repression
G36,G44,0.201683710977814,activation
G5,G44,0.196690567986637,activation
G36,G19,0.196206397673779,activation
G90,G19,0.192860490232568,repression
G36,G74,0.192844606284883,activation
G90,G44,0.18925041394118,repression
G90,G74,0.187695643031198,activation
G5,G19,0.187351637497552,repression
G61,G85,0.186779456352755,repression
G5,G74,0.185936396806111,activation
G59,G47,0.184743636611962,repression
G46,G69,0.182231180352215,activation
G61,G21,0.181703762164232,repression
G13,G44,0.180567094303685,activation
G80,G44,0.179004731352809,activation
G61,G20,0.178533585281233,repression
G80,G19,0.177594399055454,activation
G80,G74,0.176166893361409,repression
G61,G66,0.175555080462471,activation
G37,G3,0.17518629931609,repression
G13,G19,0.173827003639911,activation
G59,G25,0.171359643522807,activation
G80,G85,0.17088389811325,activation
G13,G74,0.168895336917214,activation
G90,G58,0.168571483736691,activation
G36,G58,0.167485852778419,activation
G61,G2,0.166784364151446,repression
G5,G85,0.166745153956491,repression
G13,G71,0.164211430008514,activation
G26,G69,0.161850349638858,activation
G46,G84,0.161386442346473,activation
G80,G21,0.161013983973748,repression
G5,G58,0.160011125283079,repression
