OutPredict,Inferelator,GRNBoost2,Genie3,PIDC,LEAP,SCODE,SCRIBE,SINCERITIES,PPCOR,Ensemble A,Ensemble B,Ensemble C,Ensemble D
1.5989291604360036,1.3028791167205378,1.7235200688841745,1.669236591014689,1.2723676335263951,1.6480922553350834,1.0093562141508368,1.0363337583018484,1.092344978282142,1.201568926672357,1.5071766858436328,1.5092444025124079,1.4946620311617662,1.5241734247057257
1.6992130519865845,1.3214966192821775,1.7098184754453423,1.6650120082304207,1.2508793893797114,1.569305428454879,1.024230714602704,1.04365855174856,0.9744705657373383,1.0739772582147862,1.4484955881377817,1.4139067067487838,1.477529008447828,1.474016015774383
1.9004647499487848,1.428988741416726,1.9490095430831502,1.928945108850266,1.207501779951396,1.5389421030974466,1.091806389217088,1.1159013419319719,0.9512959506631815,1.095878720519792,1.459269570629821,1.3807293545328232,1.4744971537852543,1.4876358566002579
1.665890050747722,1.315252462223625,1.7160152100795532,1.6585932741137306,1.3085984402906923,1.6122278601273186,1.0606922562158818,1.1300440218304129,0.9835511116262704,1.0414423731883837,1.4771363997256137,1.4176565529078382,1.4705156728290019,1.4763140781647595
1.56284817540008,1.2325480713418864,1.6641839009194284,1.5708716294602478,1.1102632169669089,1.4641804097979607,0.9389408190628606,1.1299803632342378,0.9463009398348768,1.0359580786848026,1.3364601519339514,1.337375893010629,1.383332401201214,1.4475579359030846
1.6931694380694566,1.3069618523067463,1.596379347422675,1.6036992333459175,1.2801872618282302,1.4266726534542682,0.9547660856707572,1.0725940670856322,1.0111581757064427,1.1002171620647763,1.38139393245461,1.3741176405658233,1.3646866785528442,1.3590916437276093
1.6638657860278656,1.470704113765599,1.7903700817221722,1.7071278007532886,1.5096198435695596,1.7072652730803992,1.1607604065639325,1.0733569289128653,1.0016468579623063,1.038494867226218,1.477534466017237,1.4380271288920308,1.577975426162082,1.555998234237683
1.5015295552776085,1.2243757593899167,1.5081695303164728,1.4641559076018136,1.200217118425096,1.388849948748777,0.9212258551253067,1.0302874584694943,0.9341673858150561,1.0683915518820015,1.3588910877316993,1.3244850401715216,1.433962648180856,1.4444311511861425
1.4500970733563654,1.3449120019010616,1.4722842623789825,1.4369358879240566,1.211763008549175,1.3974098851367998,0.9985384470565601,1.1913464602976194,0.9446910205942869,1.1941628350804616,1.6331154534522432,1.6038189901451245,1.6189923012218508,1.5949220599182303
1.2853431638432298,0.8955504268265589,1.236955781584896,1.2636251309705064,1.007099610817724,1.1310727151323354,0.9254947686722754,1.0042375785129392,0.9520963470424243,1.0630401499639344,1.121661897203732,1.1726180652495404,1.2143901404492383,1.143028467762749
1.1185884473126697,1.1011496727981782,1.1888610382193743,1.2311662609270873,1.3741412436391054,1.16230458116306,1.0104288920908961,1.0039683977307714,0.9570897692216721,1.0275040748457678,1.2037572797942842,1.1651336961522314,1.2714603155705433,1.278691950163453
1.4406164024067059,1.0050524572619133,1.3879330309658209,1.4304008974518425,1.4190243356026515,1.404648646793643,1.0048783510292105,1.0535389233853587,0.9627425089553271,1.0751826957554056,1.4365987625937038,1.344023541374134,1.4176594139467806,1.3410963943613412
1.6199597809781432,1.1932643965191683,1.6368758998020594,1.5764991502139127,1.3394920031546627,1.416077336263802,1.1332699944958904,1.0017748821615113,1.0440893977982755,1.1263368295394274,1.5769777732270014,1.526692717232333,1.5877575653944163,1.5875462059012526
1.9563697307474945,1.266203696747434,2.0764894430593057,1.9710538984202541,1.5115134244061998,1.9413151400369428,1.0581995526345434,1.1399388256742011,1.0158342528468063,1.1473211516927648,1.553956478606384,1.5320203290456675,1.5879915481838454,1.539897476627845
1.4246976130505276,1.3821054196916671,1.5311292347547367,1.5159008330357262,1.3066935099257846,1.5171836751547407,1.1157129316838044,1.0380541538011996,0.9886993055469658,1.1272757559633935,1.3932348710171754,1.3602649216235696,1.3678801098119933,1.3824343195834317
1.6677712948677765,1.0760107902239215,1.7370650445389055,1.6850226425657795,1.3300560383696138,1.8084829914992688,1.048127519720831,1.086331838344921,0.9637456829165016,1.0552251317959633,1.3850598344792806,1.400381067409514,1.4660435652699397,1.4658860596740093
1.3949813697565534,1.274418191669796,1.5279751435947353,1.5170484158413644,1.2505596649113344,1.5078370980009268,1.1075000714088197,1.0823849408619766,1.036214181424549,1.031876739125573,1.4613729979227383,1.4959373332312786,1.4785325322383809,1.5192370135154787
1.1062957978088765,1.0971773289373357,1.0963621322749684,1.1540498020868446,1.1494460913114757,1.0545704228324733,0.9010151910574453,1.0167453275465523,1.042189664864892,1.0660220549292811,1.1070202880086553,1.1565225406788324,1.1872517234846618,1.1743326989079226
2.1325635046301565,1.2826859585325392,2.178520133446077,2.1555949248305972,1.4226811616939354,1.794027618072395,1.020085126660395,1.1174061437390492,1.0074507176064775,1.1219152104035104,1.4117480722756575,1.3309069676634928,1.384833081199637,1.4500267184609321
1.3065674846044524,1.17159020120745,1.3462067103044433,1.3550217566775224,1.3080918067222498,1.2621996847060817,0.9729639530730275,1.1164532997993155,1.1003482304950858,1.1570334718969666,1.4771754823375227,1.3977044823242875,1.4007520591096871,1.5549472105357698
