Parent	Type	Child	Weight	Probability	Score
G1	+	G1	0.037780	0.458525	0.066274
G2	+	G1	0.002398	0.479700	0.004401
G3	+	G1	0.011722	0.480271	0.021538
G4	-	G1	-0.005535	0.430249	-0.009110
G5	-	G1	-0.003681	0.418835	-0.005898
G6	-	G1	-0.017847	0.443511	-0.030283
G7	-	G1	-0.000704	0.407940	-0.001098
G8	-	G1	-0.026023	0.487805	-0.048565
G9	+	G1	0.114477	0.852652	0.373431
G10	-	G1	-0.012549	0.440752	-0.021161
G11	+	G1	0.056440	0.592281	0.127890
G12	+	G1	0.026574	0.410096	0.041694
G13	-	G1	-0.012983	0.434286	-0.021571
G14	+	G1	0.047208	0.520472	0.094001
G15	+	G1	0.051721	0.545814	0.108001
G16	-	G1	-0.066571	0.671505	-0.171025
G17	+	G1	0.023604	0.428077	0.038656
G18	+	G1	0.001210	0.405773	0.001879
G19	-	G1	-0.018069	0.363809	-0.025150
G20	-	G1	-0.013689	0.425107	-0.022263
G21	-	G1	-0.002741	0.350038	-0.003671
G22	-	G1	-0.022977	0.452132	-0.039744
G23	-	G1	-0.039220	0.443713	-0.066578
G24	+	G1	0.002563	0.416813	0.004088
G25	-	G1	-0.036640	0.462326	-0.064807
G26	+	G1	0.014520	0.446819	0.024821
G27	+	G1	0.012731	0.401790	0.019570
G28	-	G1	-0.005762	0.439891	-0.009697
G29	+	G1	0.011448	0.409871	0.017952
G30	+	G1	0.115184	0.902052	0.397508
G31	-	G1	-0.003210	0.424640	-0.005214
G32	+	G1	0.013796	0.387525	0.020454
G33	+	G1	0.032054	0.457276	0.056076
G34	+	G1	0.031612	0.501528	0.060654
G35	+	G1	0.057148	0.634633	0.138753
G36	+	G1	0.020760	0.440349	0.034973
G37	+	G1	0.045188	0.559379	0.096705
G38	+	G1	0.109088	0.928012	0.387304
G39	+	G1	0.020771	0.466164	0.037044
G40	-	G1	-0.027073	0.459027	-0.047544
G41	-	G1	-0.007722	0.424371	-0.012537
G42	+	G1	0.003200	0.418305	0.005121
G43	-	G1	-0.002508	0.411068	-0.003944
G44	+	G1	0.008196	0.405767	0.012723
G45	-	G1	-0.054436	0.588799	-0.122624
G46	-	G1	-0.002047	0.413548	-0.003239
G47	-	G1	-0.022663	0.436409	-0.037838
G48	+	G1	0.001256	0.428557	0.002059
G49	-	G1	-0.014229	0.396243	-0.021570
G50	+	G1	0.074431	0.643284	0.183179
G51	+	G1	0.000830	0.391838	0.001244
G52	+	G1	0.016554	0.444527	0.028153
G53	-	G1	-0.042733	0.490225	-0.080145
G54	-	G1	-0.032135	0.457387	-0.056232
G55	+	G1	0.004092	0.410919	0.006433
G56	-	G1	-0.005915	0.399671	-0.009044
G57	+	G1	0.039250	0.494886	0.074313
G58	-	G1	-0.000675	0.442464	-0.001143
G59	-	G1	-0.012598	0.468921	-0.022600
G60	+	G1	0.026879	0.419968	0.043187
G61	+	G1	0.004199	0.409273	0.006575
G62	+	G1	0.042876	0.511171	0.083849
G63	+	G1	0.039032	0.486634	0.072668
G64	+	G1	0.043401	0.541946	0.089986
G65	+	G1	0.020929	0.471352	0.037740
G66	+	G1	0.028276	0.446439	0.048295
G67	+	G1	0.029030	0.471749	0.052394
G68	+	G1	0.045556	0.486436	0.084780
G69	+	G1	0.018595	0.426792	0.030362
G70	+	G1	0.037444	0.477901	0.068461
G71	-	G1	-0.034219	0.484314	-0.063403
G72	-	G1	-0.013938	0.430927	-0.022978
G73	-	G1	-0.043021	0.548338	-0.090251
G74	+	G1	0.005838	0.480968	0.010743
G75	+	G1	0.003035	0.463126	0.005377
G76	-	G1	-0.004220	0.445007	-0.007185
G77	+	G1	0.045087	0.532470	0.091848
G78	-	G1	-0.000534	0.455225	-0.000930
G79	-	G1	-0.004184	0.441374	-0.007066
G80	+	G1	0.081323	0.799255	0.248667
