Gene1	Gene2	Score
G56	G55	-0.894904152473707
G55	G56	-0.894904152473707
G90	G48	0.860051536918154
G48	G90	0.860051536918154
G68	G33	-0.85260508625167
G33	G68	-0.85260508625167
G37	G36	-0.84875298003488
G36	G37	-0.84875298003488
G90	G38	0.834758513944073
G38	G90	0.834758513944073
G53	G33	-0.833285773229674
G33	G53	-0.833285773229674
G89	G6	0.806707968381368
G6	G89	0.806707968381368
G68	G37	-0.791819460780617
G37	G68	-0.791819460780617
G99	G54	0.785430625366204
G54	G99	0.785430625366204
G94	G23	-0.770338077969104
G23	G94	-0.770338077969104
G95	G65	-0.770313464430733
G65	G95	-0.770313464430733
G68	G53	0.767908203488082
G53	G68	0.767908203488082
G34	G16	0.763993086304465
G16	G34	0.763993086304465
G37	G33	0.763105327566961
G33	G37	0.763105327566961
G48	G38	0.750341068130158
G38	G48	0.750341068130158
G8	G1	-0.749798830895081
G1	G8	-0.749798830895081
G32	G30	0.734685030181129
G30	G32	0.734685030181129
G78	G35	0.730025700895146
G35	G78	0.730025700895146
G56	G34	-0.726731090113564
G34	G56	-0.726731090113564
G99	G87	-0.718006330852677
G87	G99	-0.718006330852677
G36	G33	-0.713755406878643
G33	G36	-0.713755406878643
G82	G22	-0.713130733171891
G22	G82	-0.713130733171891
G56	G16	-0.712257253654167
G16	G56	-0.712257253654167
G55	G34	0.709996789547033
G34	G55	0.709996789547033
G36	G16	-0.700244960738152
G16	G36	-0.700244960738152
G91	G20	-0.691213454081968
G20	G91	-0.691213454081968
G97	G40	0.690571963501581
G40	G97	0.690571963501581
G53	G37	-0.69013064551795
G37	G53	-0.69013064551795
G98	G95	0.688756265498807
G95	G98	0.688756265498807
G89	G78	-0.682442445947836
G78	G89	-0.682442445947836
G82	G24	-0.677676576100517
G24	G82	-0.677676576100517
G99	G28	0.675364940339182
G28	G99	0.675364940339182
G46	G39	0.674101005092337
G39	G46	0.674101005092337
G50	G33	0.673237277425825
G33	G50	0.673237277425825
G98	G57	-0.672350468817137
G57	G98	-0.672350468817137
G45	G8	0.670562454271267
G8	G45	0.670562454271267
G76	G5	-0.670304771471244
G5	G76	-0.670304771471244
G25	G24	0.669532137159225
G24	G25	0.669532137159225
G99	G8	-0.668948534209078
G8	G99	-0.668948534209078
G41	G39	0.665647028209387
G39	G41	0.665647028209387
G24	G22	0.664394339813792
G22	G24	0.664394339813792
G91	G78	-0.664293579430155
G78	G91	-0.664293579430155
G85	G73	-0.663956975563439
G73	G85	-0.663956975563439
G54	G42	0.663524319240226
G42	G54	0.663524319240226
G54	G23	0.662512915744182
G23	G54	0.662512915744182
G68	G50	-0.661041778545205
G50	G68	-0.661041778545205
G76	G74	0.660639412935645
G74	G76	0.660639412935645
G68	G36	0.654373136443522
G36	G68	0.654373136443522
G87	G54	-0.653754819856165
G54	G87	-0.653754819856165
G80	G8	0.652107322873293
G8	G80	0.652107322873293
G29	G19	0.650013998171534
G19	G29	0.650013998171534
G54	G8	-0.646230516156945
G8	G54	-0.646230516156945
G99	G80	-0.645494856772331
G80	G99	-0.645494856772331
G82	G23	-0.64511485924179
G23	G82	-0.64511485924179
G93	G78	0.645001213702077
G78	G93	0.645001213702077
G65	G57	0.644923179337568
G57	G65	0.644923179337568
G74	G5	-0.6447944249564
G5	G74	-0.6447944249564
G82	G25	-0.644032927109645
G25	G82	-0.644032927109645
G100	G87	0.643728397805511
G87	G100	0.643728397805511
G62	G40	-0.643266424058719
G40	G62	-0.643266424058719
G30	G29	-0.641784559149831
G29	G30	-0.641784559149831
G56	G37	-0.640676172732762
G37	G56	-0.640676172732762
G33	G32	0.636570446089824
G32	G33	0.636570446089824
G75	G44	0.633828137811838
G44	G75	0.633828137811838
G91	G89	0.633047824667857
G89	G91	0.633047824667857
G32	G29	-0.632566280871395
G29	G32	-0.632566280871395
G50	G37	0.631483911190936
G37	G50	0.631483911190936
G98	G65	-0.630947038554349
G65	G98	-0.630947038554349
G99	G42	0.62991032210923
G42	G99	0.62991032210923
G78	G6	-0.625480767195825
G6	G78	-0.625480767195825
G18	G1	-0.624817852191351
G1	G18	-0.624817852191351
G94	G82	0.624583884548384
G82	G94	0.624583884548384
G56	G36	0.622124663762725
G36	G56	0.622124663762725
G82	G29	-0.621367136199243
G29	G82	-0.621367136199243
G82	G74	-0.620892357576091
G74	G82	-0.620892357576091
G8	G4	-0.620672199599861
G4	G8	-0.620672199599861
G91	G6	0.61978434351815
G6	G91	0.61978434351815
G32	G19	-0.619377305575749
G19	G32	-0.619377305575749
G53	G32	-0.61669649979686
G32	G53	-0.61669649979686
G28	G8	-0.61342898265128
G8	G28	-0.61342898265128
G73	G7	0.613262824917684
G7	G73	0.613262824917684
G53	G30	-0.613144302513521
G30	G53	-0.613144302513521
G80	G54	-0.6129462808674
G54	G80	-0.6129462808674
G100	G43	0.612557132367973
G43	G100	0.612557132367973
G44	G5	0.612314115743993
G5	G44	0.612314115743993
G98	G79	-0.611172081415547
G79	G98	-0.611172081415547
G87	G80	0.610523302706462
G80	G87	0.610523302706462
G95	G48	0.60996918182644
G48	G95	0.60996918182644
G65	G48	-0.609388680884803
G48	G65	-0.609388680884803
G83	G79	0.606978545364428
G79	G83	0.606978545364428
G50	G36	-0.60358714861613
G36	G50	-0.60358714861613
G97	G44	-0.599052021346835
G44	G97	-0.599052021346835
G81	G78	-0.598876843215467
G78	G81	-0.598876843215467
G80	G45	0.598613308096459
G45	G80	0.598613308096459
G87	G1	-0.597043616828292
G1	G87	-0.597043616828292
