Gene1	Gene2	Score
G73	G72	0.878071311476243
G72	G73	0.878071311476243
G74	G72	0.849450144561183
G72	G74	0.849450144561183
G96	G21	-0.845070163066548
G21	G96	-0.845070163066548
G74	G73	0.827050083565726
G73	G74	0.827050083565726
G74	G29	0.807522176667646
G29	G74	0.807522176667646
G84	G9	0.803534733911113
G9	G84	0.803534733911113
G72	G29	0.780330685384137
G29	G72	0.780330685384137
G57	G53	-0.778927921968202
G53	G57	-0.778927921968202
G57	G46	-0.771940326126846
G46	G57	-0.771940326126846
G24	G23	0.762890072006099
G23	G24	0.762890072006099
G73	G29	0.762553685295097
G29	G73	0.762553685295097
G58	G46	-0.761702304931398
G46	G58	-0.761702304931398
G53	G49	0.757949275223145
G49	G53	0.757949275223145
G66	G65	-0.757843155024165
G65	G66	-0.757843155024165
G96	G16	-0.742949599527517
G16	G96	-0.742949599527517
G84	G10	-0.74041805903965
G10	G84	-0.74041805903965
G74	G24	0.735889662542946
G24	G74	0.735889662542946
G72	G71	0.73447093227193
G71	G72	0.73447093227193
G51	G50	-0.732660445961822
G50	G51	-0.732660445961822
G37	G29	-0.73095102932336
G29	G37	-0.73095102932336
G99	G98	0.718795166484525
G98	G99	0.718795166484525
G48	G47	0.718341518575856
G47	G48	0.718341518575856
G48	G37	0.718270270118171
G37	G48	0.718270270118171
G52	G29	-0.715177468590016
G29	G52	-0.715177468590016
G25	G7	0.71301248187105
G7	G25	0.71301248187105
G77	G39	0.706368898520887
G39	G77	0.706368898520887
G57	G48	-0.702991336010916
G48	G57	-0.702991336010916
G40	G29	-0.700860405773753
G29	G40	-0.700860405773753
G74	G71	0.690127322543479
G71	G74	0.690127322543479
G52	G37	0.689987242747223
G37	G52	0.689987242747223
G74	G48	-0.68981600198535
G48	G74	-0.68981600198535
G21	G16	0.687665788495644
G16	G21	0.687665788495644
G74	G37	-0.683846279967521
G37	G74	-0.683846279967521
G99	G7	0.681087057553312
G7	G99	0.681087057553312
G51	G23	-0.674304852919857
G23	G51	-0.674304852919857
G93	G43	0.671859511658286
G43	G93	0.671859511658286
G58	G57	0.667390419555364
G57	G58	0.667390419555364
G90	G2	-0.664676658737389
G2	G90	-0.664676658737389
G47	G37	0.661832401466297
G37	G47	0.661832401466297
G48	G29	-0.661654926255088
G29	G48	-0.661654926255088
G74	G18	-0.659207390013413
G18	G74	-0.659207390013413
G53	G46	0.656997586052822
G46	G53	0.656997586052822
G10	G9	-0.655432613370883
G9	G10	-0.655432613370883
G29	G24	0.653955276451482
G24	G29	0.653955276451482
G29	G18	-0.653806884270466
G18	G29	-0.653806884270466
G58	G53	-0.652332617326749
G53	G58	-0.652332617326749
G73	G71	0.646928599504095
G71	G73	0.646928599504095
G98	G39	-0.646562497444919
G39	G98	-0.646562497444919
G74	G47	-0.645755260501683
G47	G74	-0.645755260501683
G48	G46	0.641280988285519
G46	G48	0.641280988285519
G37	G24	-0.637165483493785
G24	G37	-0.637165483493785
G74	G52	-0.636485344419293
G52	G74	-0.636485344419293
G72	G52	-0.635884918652652
G52	G72	-0.635884918652652
G73	G52	-0.633114667777828
G52	G73	-0.633114667777828
G95	G93	0.629809334566774
G93	G95	0.629809334566774
G50	G8	-0.628375623876776
G8	G50	-0.628375623876776
G52	G48	0.628240699319063
G48	G52	0.628240699319063
G48	G18	0.627904818600114
G18	G48	0.627904818600114
G48	G24	-0.627821623039958
G24	G48	-0.627821623039958
G72	G24	0.623912755165528
G24	G72	0.623912755165528
G74	G1	0.623619710655356
G1	G74	0.623619710655356
G47	G29	-0.622855524826404
G29	G47	-0.622855524826404
G99	G18	0.620637987365065
G18	G99	0.620637987365065
G73	G48	-0.620346060355446
G48	G73	-0.620346060355446
G77	G16	0.618952198097932
G16	G77	0.618952198097932
G71	G29	0.618826514771994
G29	G71	0.618826514771994
G73	G18	-0.616676758313423
G18	G73	-0.616676758313423
G62	G57	0.613113267207699
G57	G62	0.613113267207699
G98	G7	0.61259005168713
G7	G98	0.61259005168713
G51	G24	-0.611888968579502
G24	G51	-0.611888968579502
G62	G18	-0.609390174341556
G18	G62	-0.609390174341556
G21	G9	0.608464620341653
G9	G21	0.608464620341653
G90	G50	-0.608201740783086
G50	G90	-0.608201740783086
G58	G48	-0.60782803232027
G48	G58	-0.60782803232027
G57	G37	-0.607352910856411
G37	G57	-0.607352910856411
G47	G18	0.607171027928273
G18	G47	0.607171027928273
G46	G37	0.606724573130173
G37	G46	0.606724573130173
G88	G67	-0.606645624876094
G67	G88	-0.606645624876094
G72	G37	-0.605938643797842
G37	G72	-0.605938643797842
G37	G18	0.605425960906676
G18	G37	0.605425960906676
G90	G46	0.602929998179727
G46	G90	0.602929998179727
G53	G24	-0.601739344633328
G24	G53	-0.601739344633328
G86	G29	-0.599502742165559
G29	G86	-0.599502742165559
G73	G37	-0.597844966864387
G37	G73	-0.597844966864387
G52	G46	0.597573883700966
G46	G52	0.597573883700966
G52	G47	0.596808962725861
G47	G52	0.596808962725861
G89	G12	-0.596605697465207
G12	G89	-0.596605697465207
G95	G64	0.595409910910052
G64	G95	0.595409910910052
G73	G47	-0.595077747219632
G47	G73	-0.595077747219632
G62	G4	0.594417532399537
G4	G62	0.594417532399537
G74	G23	0.594009739280711
G23	G74	0.594009739280711
G92	G91	0.590415576183519
G91	G92	0.590415576183519
G33	G7	0.589954483297044
G7	G33	0.589954483297044
G72	G47	-0.587797414281821
G47	G72	-0.587797414281821
G49	G4	-0.587427781781124
G4	G49	-0.587427781781124
G52	G40	0.58546987152982
G40	G52	0.58546987152982
G98	G25	0.58480503753616
G25	G98	0.58480503753616
G53	G28	-0.58291947658068
G28	G53	-0.58291947658068
G50	G2	0.582365620329878
G2	G50	0.582365620329878
G72	G48	-0.582152354502313
G48	G72	-0.582152354502313
G95	G43	0.58200810737756
G43	G95	0.58200810737756
G99	G53	0.581677607470993
G53	G99	0.581677607470993
G58	G52	-0.581240015974663
G52	G58	-0.581240015974663
G50	G22	0.57910329576719
G22	G50	0.57910329576719
G83	G4	0.578607951459764
G4	G83	0.578607951459764
G47	G46	0.57797578831808
G46	G47	0.57797578831808
G99	G31	-0.577548719155835
G31	G99	-0.577548719155835
G62	G41	-0.576374230316037
G41	G62	-0.576374230316037
G24	G1	0.574339395684708
G1	G24	0.574339395684708
G74	G62	0.574270849522589
