Parent	Type	Child	Weight	Probability	Score
G1	-	G1	-0.098426	0.973831	-0.298723
G2	+	G1	0.092033	0.756130	0.216876
G3	+	G1	0.017416	0.465521	0.025268
G4	+	G1	0.000524	0.326347	0.000533
G5	+	G1	0.041934	0.481499	0.062926
G6	+	G1	0.035589	0.398043	0.044149
G7	+	G1	0.032728	0.399919	0.040790
G8	-	G1	-0.155126	0.974280	-0.471023
G9	+	G1	0.025114	0.390933	0.030598
G10	-	G1	-0.049495	0.613425	-0.094622
G11	+	G1	0.053898	0.555234	0.093265
G12	+	G1	0.002747	0.267528	0.002290
G13	+	G1	0.076097	0.752505	0.178465
G14	+	G1	0.002782	0.273894	0.002375
G15	-	G1	-0.021118	0.393268	-0.025883
G16	-	G1	-0.035115	0.727351	-0.079599
G17	+	G1	0.000250	0.455011	0.000354
G18	+	G1	0.021247	0.257045	0.017021
G19	+	G1	0.029104	0.294889	0.026747
G20	+	G1	0.119982	0.994710	0.371952
G21	-	G1	-0.022851	0.286565	-0.020408
G22	-	G1	-0.027268	0.489071	-0.041563
G23	-	G1	-0.069976	0.727592	-0.158676
G24	+	G1	0.087189	0.886364	0.240851
G25	+	G1	0.102438	0.898962	0.286994
G26	-	G1	-0.021548	0.426070	-0.028612
G27	+	G1	0.002990	0.308046	0.002871
G28	+	G1	0.023549	0.403671	0.029626
G29	-	G1	-0.027960	0.405606	-0.035344
G30	+	G1	0.095117	0.929426	0.275516
G31	+	G1	0.018304	0.334619	0.019089
G32	+	G1	0.040092	0.385519	0.048170
G33	+	G1	0.028345	0.343147	0.030314
G34	+	G1	0.003405	0.269139	0.002856
G35	-	G1	-0.037391	0.698940	-0.081448
G36	-	G1	-0.002293	0.343574	-0.002456
G37	-	G1	-0.082691	0.967743	-0.249397
G38	-	G1	-0.026016	0.509450	-0.041307
G39	+	G1	0.049703	0.520650	0.080649
G40	-	G1	-0.000284	0.310651	-0.000275
G41	+	G1	0.041277	0.491674	0.063249
G42	-	G1	-0.002256	0.336256	-0.002364
G43	+	G1	0.104059	0.954885	0.309674
G44	+	G1	0.019251	0.271853	0.016310
G45	+	G1	0.039546	0.406059	0.050045
G46	+	G1	0.048379	0.463276	0.069850
G47	-	G1	-0.010805	0.361045	-0.012158
G48	+	G1	0.017928	0.346647	0.019368
G49	+	G1	0.022012	0.223999	0.015366
G50	+	G1	0.099499	0.919926	0.285262
G51	+	G1	0.020874	0.257827	0.016773
G52	+	G1	0.055273	0.593534	0.102242
G53	+	G1	0.007946	0.389036	0.009634
G54	+	G1	0.051967	0.527860	0.085491
G55	-	G1	-0.029290	0.476495	-0.043497
G56	+	G1	0.036335	0.433356	0.049073
G57	+	G1	0.003376	0.343325	0.003612
G58	-	G1	-0.021553	0.504277	-0.033873
G59	+	G1	0.018794	0.325912	0.019090
G60	+	G1	0.037375	0.392081	0.045670
G61	+	G1	0.003345	0.343087	0.003577
G62	-	G1	-0.024281	0.356527	-0.026979
G63	+	G1	0.082938	0.854451	0.220857
G64	+	G1	0.011549	0.283135	0.010191
G65	-	G1	-0.026336	0.467709	-0.038388
G66	+	G1	0.083946	0.886258	0.231863
G67	-	G1	-0.080279	0.873361	-0.218509
G68	+	G1	0.084188	0.860264	0.225712
G69	+	G1	0.006776	0.289528	0.006114
G70	+	G1	0.034784	0.377269	0.040898
G71	-	G1	-0.063736	0.773813	-0.153707
G72	-	G1	-0.005862	0.285173	-0.005210
G73	-	G1	-0.065929	0.910730	-0.187129
G74	+	G1	0.048996	0.525002	0.080167
G75	-	G1	-0.028543	0.414992	-0.036916
G76	+	G1	0.020498	0.310759	0.019852
G77	+	G1	0.032338	0.508919	0.051290
G78	+	G1	0.016672	0.372259	0.019342
G79	-	G1	-0.030085	0.433049	-0.040603
G80	+	G1	0.071132	0.756436	0.167691
G81	-	G1	-0.008204	0.448326	-0.011463
G82	+	G1	0.046863	0.493732	0.072109
G83	-	G1	-0.010869	0.298151	-0.010099
G84	-	G1	-0.076277	0.801801	-0.190606
G85	-	G1	-0.019478	0.498103	-0.030237
G86	+	G1	0.066362	0.690154	0.142737
G87	+	G1	0.009167	0.303480	0.008670
G88	+	G1	0.135762	0.985805	0.417103
G89	+	G1	0.026427	0.327221	0.026950
G90	-	G1	-0.008594	0.294643	-0.007892
G91	+	G1	0.025110	0.283634	0.022196
G92	+	G1	0.023748	0.294503	0.021796
G93	-	G1	-0.009186	0.383411	-0.010977
G94	-	G1	-0.011256	0.370340	-0.012992
G95	-	G1	-0.001661	0.290392	-0.001503
G96	+	G1	0.154943	0.999994	0.482884
G97	+	G1	0.032221	0.332947	0.033434
G98	-	G1	-0.033334	0.516046	-0.053611
G99	+	G1	0.008500	0.248925	0.006594
G100	+	G1	0.078439	0.839274	0.205168
G1	+	G2	0.007418	0.277397	0.006413
G2	-	G2	-0.007851	0.437375	-0.010702
G3	-	G2	-0.006738	0.458877	-0.009636
G4	+	G2	0.008252	0.339085	0.008720
G5	+	G2	0.009787	0.388665	0.011855
G6	-	G2	-0.002956	0.328917	-0.003030
G7	+	G2	0.015181	0.398801	0.018868
G8	+	G2	0.024812	0.489461	0.037849
G9	+	G2	0.017688	0.473701	0.026113
G10	+	G2	0.020098	0.510163	0.031955
G11	-	G2	-0.013913	0.394632	-0.017111
G12	-	G2	-0.003941	0.286401	-0.003517
G13	+	G2	0.001701	0.341447	0.001811
G14	-	G2	-0.009320	0.284363	-0.008259
G15	-	G2	-0.006936	0.299681	-0.006478
G16	-	G2	-0.005516	0.345051	-0.005932
G17	+	G2	0.004365	0.459380	0.006250
G18	-	G2	-0.016830	0.392694	-0.020597
G19	-	G2	-0.007899	0.259843	-0.006397
G20	+	G2	0.010201	0.305432	0.009710
G21	+	G2	0.007246	0.245002	0.005533
G22	-	G2	-0.008157	0.361812	-0.009198
G23	-	G2	-0.001210	0.288975	-0.001090
G24	-	G2	-0.025805	0.615150	-0.049471
G25	-	G2	-0.027264	0.553670	-0.047046
G26	+	G2	0.001180	0.386037	0.001420
G27	-	G2	-0.008240	0.323979	-0.008320
G28	+	G2	0.020899	0.494127	0.032183
G29	+	G2	0.019378	0.409448	0.024727
G30	-	G2	-0.022174	0.536749	-0.037092
G31	-	G2	-0.012449	0.368028	-0.014279
G32	+	G2	0.025069	0.653603	0.051065
G33	+	G2	0.013582	0.371964	0.015745
G34	+	G2	0.050619	0.979999	0.154600
G35	+	G2	0.000735	0.289075	0.000662
G36	-	G2	-0.002944	0.334842	-0.003072
G37	+	G2	0.036584	0.824100	0.093960
G38	-	G2	-0.053266	0.987853	-0.163988
G39	-	G2	-0.016473	0.419211	-0.021522
G40	+	G2	0.009734	0.339673	0.010305
G41	-	G2	-0.005934	0.383958	-0.007100
G42	+	G2	0.008894	0.356695	0.009887
G43	+	G2	0.014648	0.423875	0.019351
G44	+	G2	0.023142	0.539845	0.038935
G45	-	G2	-0.006409	0.307122	-0.006135
G46	-	G2	-0.005716	0.251520	-0.004480
G47	+	G2	0.011414	0.368050	0.013093
G48	-	G2	-0.012792	0.362180	-0.014439
G49	+	G2	0.019468	0.406138	0.024641
G50	+	G2	0.008024	0.248338	0.006210
G51	+	G2	0.021737	0.530204	0.035918
G52	+	G2	0.034059	0.699148	0.074212
G53	+	G2	0.001150	0.387686	0.001389
G54	+	G2	0.000184	0.293867	0.000169
G55	+	G2	0.028268	0.611453	0.053869
G56	+	G2	0.006791	0.348374	0.007373
G57	+	G2	0.019368	0.469503	0.028339
G58	+	G2	0.010516	0.500101	0.016390
G59	-	G2	-0.008278	0.323866	-0.008355
G60	-	G2	-0.031536	0.575146	-0.056527
G61	+	G2	0.033241	0.683267	0.070785
G62	+	G2	0.035555	0.744855	0.082537
G63	+	G2	0.028023	0.668354	0.058371
G64	+	G2	0.042153	0.905390	0.118942
G65	+	G2	0.017197	0.469726	0.025175
G66	+	G2	0.003505	0.287502	0.003141
G67	+	G2	0.028253	0.571612	0.050331
G68	-	G2	-0.014005	0.417974	-0.018243
G69	-	G2	-0.028604	0.584559	-0.052111
G70	+	G2	0.002935	0.282991	0.002589
G71	+	G2	0.013730	0.398244	0.017041
G72	-	G2	-0.005071	0.277702	-0.004389
G73	+	G2	0.026158	0.636762	0.051911
G74	+	G2	0.000038	0.416198	0.000050
G75	-	G2	-0.009299	0.329622	-0.009553
G76	+	G2	0.044778	0.952714	0.132953
G77	+	G2	0.010357	0.484489	0.015638
G78	-	G2	-0.000754	0.352130	-0.000828
G79	+	G2	0.000004	0.327427	0.000004
G80	-	G2	-0.007425	0.355057	-0.008216
G81	+	G2	0.002412	0.437111	0.003286
G82	-	G2	-0.018359	0.431006	-0.024661
G83	-	G2	-0.009745	0.308087	-0.009356
G84	-	G2	-0.021473	0.377835	-0.025285
G85	-	G2	-0.001611	0.330138	-0.001658
G86	-	G2	-0.011963	0.397381	-0.014816
G87	+	G2	0.027669	0.548599	0.047307
G88	-	G2	-0.014352	0.383510	-0.017154
G89	+	G2	0.027758	0.631156	0.054601
G90	+	G2	0.018035	0.387418	0.021776
G91	-	G2	-0.010131	0.343245	-0.010837
G92	+	G2	0.025719	0.644559	0.051664
G93	+	G2	0.000420	0.323159	0.000423
G94	-	G2	-0.000834	0.294264	-0.000765
G95	-	G2	-0.002729	0.278261	-0.002367
G96	+	G2	0.009481	0.246181	0.007275
G97	-	G2	-0.013663	0.422535	-0.017993
G98	+	G2	0.065703	0.838850	0.171768
G99	-	G2	-0.002066	0.260446	-0.001677
G100	+	G2	0.037087	0.881156	0.101848
G1	+	G3	0.025535	0.642300	0.051114
G2	-	G3	-0.000711	0.425351	-0.000942
G3	-	G3	-0.005598	0.457458	-0.007981
G4	-	G3	-0.006943	0.331264	-0.007168
G5	-	G3	-0.001122	0.360265	-0.001260
G6	+	G3	0.006222	0.347253	0.006733
G7	-	G3	-0.004607	0.324712	-0.004663
G8	-	G3	-0.005219	0.381567	-0.006206
G9	+	G3	0.009246	0.408208	0.011763
G10	+	G3	0.010888	0.457595	0.015528
G11	+	G3	0.023853	0.648065	0.048177
G12	+	G3	0.012749	0.393963	0.015653
G13	+	G3	0.011219	0.403063	0.014093
G14	+	G3	0.001965	0.257662	0.001578
G15	+	G3	0.019639	0.549764	0.033649
G16	+	G3	0.039993	0.985695	0.122857
G17	-	G3	-0.002985	0.455122	-0.004234
G18	+	G3	0.014535	0.397438	0.018004
G19	-	G3	-0.002266	0.237222	-0.001675
G20	-	G3	-0.003375	0.257787	-0.002712
G21	+	G3	0.002823	0.233051	0.002050
G22	+	G3	0.016256	0.488947	0.024772
G23	+	G3	0.009507	0.334286	0.009905
G24	+	G3	0.009255	0.399126	0.011513
G25	-	G3	-0.002057	0.342990	-0.002199
G26	+	G3	0.005130	0.388908	0.006218
G27	+	G3	0.029581	0.753407	0.069457
G28	+	G3	0.017779	0.501684	0.027797
G29	+	G3	0.001720	0.278029	0.001491
G30	-	G3	-0.005340	0.330506	-0.005501
G31	+	G3	0.023442	0.599316	0.043785
G32	-	G3	-0.027318	0.816541	-0.069518
G33	+	G3	0.009065	0.345202	0.009753
G34	-	G3	-0.014051	0.419100	-0.018352
G35	+	G3	0.030549	0.889998	0.084734
G36	-	G3	-0.009303	0.365583	-0.010599
G37	-	G3	-0.010702	0.382878	-0.012770
G38	+	G3	0.017580	0.540771	0.029628
G39	-	G3	-0.009703	0.367154	-0.011103
G40	+	G3	0.011071	0.380271	0.013120
G41	+	G3	0.005882	0.384629	0.007051
G42	-	G3	-0.005962	0.344142	-0.006394
G43	+	G3	0.005512	0.351912	0.006046
G44	+	G3	0.005655	0.299214	0.005274
G45	+	G3	0.011526	0.382865	0.013753
G46	+	G3	0.009860	0.286202	0.008794
G47	-	G3	-0.013010	0.409733	-0.016613
G48	-	G3	-0.000856	0.316986	-0.000845
G49	+	G3	0.004026	0.219122	0.002749
G50	-	G3	-0.005980	0.242424	-0.004518
G51	+	G3	0.005308	0.291717	0.004826
G52	-	G3	-0.026413	0.662536	-0.054538
G53	+	G3	0.000732	0.380491	0.000868
G54	+	G3	0.006023	0.317584	0.005962
G55	-	G3	-0.014556	0.445595	-0.020214
G56	+	G3	0.003570	0.326464	0.003632
G57	-	G3	-0.016527	0.466741	-0.024040
G58	+	G3	0.003544	0.491649	0.005431
G59	-	G3	-0.002603	0.304806	-0.002473
G60	+	G3	0.011038	0.320111	0.011012
G61	-	G3	-0.011248	0.392682	-0.013765
G62	+	G3	0.002964	0.230968	0.002133
G63	-	G3	-0.008202	0.331169	-0.008465
G64	-	G3	-0.012677	0.395682	-0.015633
G65	-	G3	-0.000634	0.402997	-0.000797
G66	-	G3	-0.005599	0.301028	-0.005253
G67	-	G3	-0.008502	0.331388	-0.008781
G68	+	G3	0.001046	0.329820	0.001076
G69	-	G3	-0.005149	0.305358	-0.004900
G70	+	G3	0.001850	0.282040	0.001626
G71	+	G3	0.017715	0.493383	0.027239
G72	-	G3	-0.003615	0.270729	-0.003050
G73	-	G3	-0.006429	0.352491	-0.007063
G74	-	G3	-0.003911	0.418424	-0.005100
G75	+	G3	0.012501	0.371687	0.014481
G76	-	G3	-0.011815	0.431838	-0.015901
G77	-	G3	-0.011248	0.493989	-0.017317
G78	+	G3	0.007411	0.378672	0.008746
