Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G6	G5	0.47823828814793	9.66718643934084e-08
G5	G6	0.47823828814793	9.66718643934084e-08
G98	G82	0.402883814521014	1.0626013878026e-05
G82	G98	0.402883814521013	1.06260138780264e-05
G70	G65	0.373749149276159	4.92553493332112e-05
G65	G70	0.373749149276158	4.92553493332119e-05
G14	G62	0.328863390004355	0.000399636558632576
G62	G14	0.328863390004354	0.000399636558632578
G90	G76	0.328379404611162	0.000408077669024094
G76	G90	0.328379404611162	0.0004080776690241
G43	G73	0.321210146036031	0.000553949523430076
G73	G43	0.321210146036031	0.000553949523430082
G70	G5	0.312117839409483	0.000807557381566597
G5	G70	0.312117839409483	0.000807557381566598
G24	G44	0.309403718508933	0.000901678677634468
G44	G24	0.309403718508933	0.000901678677634468
G80	G45	0.305743906879235	0.00104448356635869
G45	G80	0.305743906879235	0.0010444835663587
G9	G78	0.30480845942615	0.00108415481969096
G78	G9	0.30480845942615	0.00108415481969096
G80	G60	0.302867564069822	0.00117088371913006
G60	G80	0.302867564069822	0.00117088371913008
G61	G39	0.295998976103688	0.00153101488445091
G39	G61	0.295998976103687	0.00153101488445092
G50	G54	0.294021292512964	0.00165193780761661
G54	G50	0.294021292512964	0.00165193780761662
G34	G51	0.280730243882853	0.00271601678688598
G51	G34	0.280730243882853	0.00271601678688599
G28	G15	0.280350042311174	0.00275397039300485
G15	G28	0.280350042311173	0.00275397039300486
G15	G67	0.279253970712543	0.00286607466469522
G67	G15	0.279253970712543	0.00286607466469523
G10	G8	0.277069161276981	0.00310186910539453
G8	G10	0.277069161276981	0.00310186910539455
G87	G6	0.275336080987421	0.00330116383364957
G6	G87	0.275336080987421	0.00330116383364958
G68	G49	0.274072934476074	0.00345358732835574
G49	G68	0.274072934476073	0.00345358732835577
G55	G56	0.272708099277102	0.00362535589489493
G56	G55	0.272708099277102	0.00362535589489495
G45	G25	0.266807056642512	0.00445953661318877
G25	G45	0.266807056642512	0.00445953661318879
G92	G91	0.265463616419235	0.00467190229364602
G91	G92	0.265463616419235	0.00467190229364605
G79	G20	0.262933030247746	0.0050965875249341
G20	G79	0.262933030247746	0.00509658752493414
G18	G5	0.262010319592371	0.00525979719910493
G5	G18	0.262010319592371	0.00525979719910498
G28	G14	0.261186435984235	0.00540944425206162
G14	G28	0.261186435984235	0.00540944425206162
G86	G78	0.260484491084046	0.00553992138870058
G78	G86	0.260484491084046	0.00553992138870061
G79	G57	0.260393025574981	0.00555712759135184
G57	G79	0.260393025574981	0.00555712759135184
G68	G16	0.259691956768506	0.00569059751756624
G16	G68	0.259691956768506	0.0056905975175663
