Parent	Type	Child	Weight	Probability	Score
G1	+	G1	0.013988	0.451976	0.025182
G2	-	G1	-0.002960	0.492238	-0.005803
G3	+	G1	0.022488	0.424515	0.038025
G4	+	G1	0.028899	0.466052	0.053646
G5	+	G1	0.026721	0.499143	0.053126
G6	+	G1	0.043429	0.605992	0.104826
G7	+	G1	0.051489	0.667991	0.136996
G8	+	G1	0.029694	0.428591	0.050691
G9	+	G1	0.004846	0.434986	0.008396
G10	+	G1	0.008924	0.455468	0.016190
G11	+	G1	0.027961	0.455273	0.050704
G12	+	G1	0.013223	0.324338	0.017082
G13	+	G1	0.019329	0.432238	0.033278
G14	+	G1	0.067829	0.694687	0.187686
G15	+	G1	0.006078	0.385022	0.009321
G16	+	G1	0.032392	0.529012	0.068253
G17	+	G1	0.034172	0.524535	0.071395
G18	+	G1	0.049913	0.640275	0.127294
G19	-	G1	-0.008795	0.437942	-0.015341
G20	+	G1	0.049246	0.722325	0.141687
G21	+	G1	0.011064	0.450870	0.019869
G22	+	G1	0.001781	0.496113	0.003519
G23	+	G1	0.045558	0.663892	0.120473
G24	+	G1	0.028885	0.518850	0.059696
G25	+	G1	0.026943	0.436228	0.046815
G26	+	G1	0.017452	0.472779	0.032865
G27	+	G1	0.021736	0.491204	0.042528
G28	+	G1	0.057337	0.757707	0.173045
G29	+	G1	0.070178	0.840820	0.235031
G30	+	G1	0.075854	0.860042	0.259850
G31	+	G1	0.006530	0.410597	0.010679
G32	+	G1	0.046137	0.599605	0.110189
G33	-	G1	-0.009147	0.461794	-0.016825
G34	+	G1	0.027786	0.467857	0.051781
G35	+	G1	0.019215	0.460884	0.035275
G36	+	G1	0.004487	0.409379	0.007317
G37	+	G1	0.032189	0.518101	0.066428
G38	+	G1	0.053985	0.695830	0.149624
G39	+	G1	0.045245	0.614953	0.110824
G40	+	G1	0.018326	0.468882	0.034226
G41	+	G1	0.005915	0.398541	0.009389
G42	+	G1	0.006637	0.459109	0.012137
G43	+	G1	0.067602	0.715491	0.192659
G44	+	G1	0.058071	0.795254	0.183945
G45	+	G1	0.054818	0.770637	0.168266
G46	+	G1	0.004773	0.458066	0.008708
G47	+	G1	0.024188	0.485740	0.046797
G48	+	G1	0.025477	0.496404	0.050374
G49	+	G1	0.027315	0.498517	0.054239
G50	+	G1	0.043089	0.597116	0.102482
G51	+	G1	0.010676	0.420055	0.017863
G52	+	G1	0.052809	0.670722	0.141084
G53	+	G1	0.003322	0.466740	0.006176
G54	+	G1	0.004716	0.415329	0.007801
G55	+	G1	0.036846	0.580476	0.085191
G56	+	G1	0.014561	0.493042	0.028596
G57	+	G1	0.001254	0.432647	0.002161
