SourceGENES,TargetGENES,Interaction,Edges
G85,G37,1.32153290408003,repression
G80,G37,1.31160778637527,repression
G19,G37,1.15257181369961,repression
G50,G37,1.05949444021301,repression
G2,G37,1,activation
G25,G54,0.864880359367455,activation
G86,G37,0.838766021928047,activation
G80,G78,0.83482395148612,activation
G87,G37,0.825932207487137,repression
G51,G37,0.789669247500097,activation
G51,G83,0.778339345243579,activation
G25,G37,0.772036340117517,repression
G75,G37,0.748667468225723,activation
G50,G54,0.721924617837599,repression
G85,G78,0.670250039443105,repression
G87,G100,0.667806378175175,repression
G25,G96,0.666030737895499,activation
G34,G37,0.641784895438831,activation
G2,G78,0.587210595433208,repression
G47,G37,0.548030797983994,activation
G17,G37,0.542730733917458,activation
G51,G46,0.524890226696983,activation
G93,G37,0.522226000465616,repression
G50,G96,0.517771363550656,activation
G7,G37,0.506472292856733,activation
G25,G81,0.49431796224509,activation
G80,G32,0.490071679388293,repression
G19,G78,0.481194751863616,activation
G51,G72,0.446863929070405,activation
G77,G54,0.442944603599218,activation
G28,G37,0.44242869192989,repression
G50,G78,0.442153865061191,activation
G56,G54,0.44015216280319,repression
G75,G54,0.429838833295173,activation
G53,G37,0.421505676208955,activation
G50,G32,0.416025464991078,activation
G94,G37,0.405427513987965,activation
G25,G32,0.395496787054888,repression
G87,G65,0.39547924945631,activation
G51,G5,0.392447317555288,activation
G51,G92,0.391654419031362,activation
G75,G78,0.39129913019268,repression
G25,G78,0.387150610783281,activation
G25,G17,0.372448515372876,repression
G77,G96,0.370413577669271,activation
G34,G78,0.370412317521137,activation
G28,G83,0.369512620700996,repression
G28,G46,0.366053844257194,activation
G51,G40,0.365360317535307,repression
G56,G96,0.356166426529037,repression
G56,G37,0.35351642374358,activation
G86,G78,0.350614050678879,repression
G87,G26,0.350546082626996,repression
G69,G37,0.350267140562027,activation
G87,G46,0.349435504255544,repression
G25,G33,0.347462771325562,activation
G85,G32,0.34239911337471,activation
G22,G37,0.342123843631528,repression
G28,G72,0.336368764061909,repression
G51,G64,0.330913583455804,activation
G85,G92,0.325403892127899,activation
G7,G78,0.313873751258626,repression
G50,G81,0.313350949001856,activation
G75,G32,0.305199766705974,activation
G80,G69,0.303478853926434,activation
G28,G5,0.297665206171922,activation
G80,G27,0.294034437379151,activation
G19,G92,0.293080628197438,activation
G51,G74,0.291535813395619,repression
G50,G17,0.290649559384508,repression
G77,G81,0.290377083080963,repression
G2,G32,0.287462868036613,activation
G80,G54,0.283805433329165,repression
G80,G30,0.283230793618888,repression
G85,G74,0.282386643822018,activation
G85,G27,0.281609809947449,activation
G81,G37,0.279859294447667,activation
G25,G69,0.277329324940955,repression
G25,G26,0.275727243495527,repression
G2,G74,0.272968731047713,activation
G33,G37,0.272736474954646,repression
G87,G71,0.268714215823386,repression
G85,G30,0.26734124981059,activation
G13,G37,0.266426432309575,activation
G87,G82,0.265703276894853,activation
G2,G92,0.263818056225738,activation
G50,G100,0.262716835614188,activation
G87,G72,0.262141910826457,repression
G85,G89,0.260649643676884,activation
G87,G24,0.260379581559778,activation
G80,G41,0.258222049463195,repression
G56,G81,0.257544728329772,activation
G80,G89,0.256160220720208,repression
G93,G78,0.255173750087233,activation
G19,G46,0.253553741525305,activation
G87,G62,0.251744067961773,activation
G50,G69,0.250606692663595,activation
G2,G27,0.247025569988498,repression
G86,G92,0.245300737721638,activation
G50,G29,0.243876744472581,repression
G19,G32,0.242745043973218,repression
G75,G96,0.241243650441934,activation
G94,G78,0.240368192438884,repression
G87,G96,0.239988941933375,activation
G85,G9,0.238267596142135,activation
G50,G89,0.237476128487471,repression
