Gene1	Gene2	Score
G71	G69	-0.842941117171288
G69	G71	-0.842941117171288
G61	G3	-0.835117976925938
G3	G61	-0.835117976925938
G70	G47	0.821787343804838
G47	G70	0.821787343804838
G92	G82	0.814774657490472
G82	G92	0.814774657490472
G79	G2	-0.803563354301231
G2	G79	-0.803563354301231
G68	G28	0.771476618707896
G28	G68	0.771476618707896
G81	G48	-0.752796074486073
G48	G81	-0.752796074486073
G79	G47	0.748556421548879
G47	G79	0.748556421548879
G78	G37	0.708656096230524
G37	G78	0.708656096230524
G80	G1	-0.688223962590868
G1	G80	-0.688223962590868
G61	G30	-0.680159770044756
G30	G61	-0.680159770044756
G62	G37	-0.679473415093871
G37	G62	-0.679473415093871
G40	G30	0.673633546749765
G30	G40	0.673633546749765
G80	G47	0.672598308294989
G47	G80	0.672598308294989
G79	G7	-0.663535540080664
G7	G79	-0.663535540080664
G79	G9	-0.661466688266055
G9	G79	-0.661466688266055
G58	G47	0.660510029488476
G47	G58	0.660510029488476
G80	G44	0.653574818520205
G44	G80	0.653574818520205
G61	G40	-0.653269406281437
G40	G61	-0.653269406281437
G83	G28	-0.652291729416666
G28	G83	-0.652291729416666
G82	G61	-0.643967153562387
G61	G82	-0.643967153562387
G10	G6	0.642930942224017
G6	G10	0.642930942224017
G80	G70	0.639499791593781
G70	G80	0.639499791593781
G74	G25	-0.63805454269866
G25	G74	-0.63805454269866
G23	G3	-0.63070399463042
G3	G23	-0.63070399463042
G87	G69	0.630293464367246
G69	G87	0.630293464367246
G41	G32	-0.629558121149682
G32	G41	-0.629558121149682
G79	G53	-0.62755867703579
G53	G79	-0.62755867703579
G71	G28	0.627300105427456
G28	G71	0.627300105427456
G79	G70	0.624572483057934
G70	G79	0.624572483057934
G87	G71	-0.624008967902171
G71	G87	-0.624008967902171
G47	G2	-0.616445367007467
G2	G47	-0.616445367007467
G76	G58	0.614528427678095
G58	G76	0.614528427678095
G76	G70	0.609327685219853
G70	G76	0.609327685219853
G8	G3	0.60830718530704
G3	G8	0.60830718530704
G50	G3	0.608093735542602
G3	G50	0.608093735542602
