Gene1	Gene2	EdgeWeight
G75	G66	7.54701788349704
G95	G66	7.52432421260179
G32	G66	7.48186414516943
G96	G66	7.456764964813559
G34	G66	7.42403287273633
G69	G66	7.422536318130809
G8	G66	7.3909254731890295
G20	G66	7.349903869702179
G85	G66	7.25123089051571
G74	G66	7.222529528270201
G18	G66	7.2217165373106305
G24	G66	7.20329330331926
G7	G66	7.148524977530889
G13	G66	7.1198281453161005
G46	G66	7.115453190849809
G10	G66	7.095927332464941
G86	G66	7.0442899834297
G17	G66	7.036856541739839
G76	G66	7.012453267910581
G45	G66	7.00141007967059
G16	G66	6.981693182876589
G14	G66	6.921433839877219
G75	G65	6.9128786786653205
G42	G66	6.910725253223151
G95	G65	6.89128089564072
G40	G66	6.890495033254219
G32	G65	6.85294520808603
G21	G66	6.8494211644223295
G96	G65	6.83244789914404
G53	G66	6.812557989865071
G34	G65	6.80272420988425
G69	G65	6.798575200320769
G75	G55	6.7888390764364805
G8	G65	6.77307734940549
G95	G55	6.76990105257753
G5	G66	6.7551549375777995
G20	G65	6.734266220301571
G32	G55	6.73255802291577
G39	G66	6.72689772068913
G41	G66	6.71529484573382
G96	G55	6.7082102616096
G34	G55	6.6779821119199
G69	G55	6.677856249784219
G87	G66	6.6724523635116695
G8	G55	6.64735055763761
G54	G66	6.64626250711775
G85	G65	6.643884328747539
G18	G65	6.61894410039966
G74	G65	6.6188687606991605
G20	G55	6.61323958685483
G24	G65	6.60297591701172
G7	G65	6.55406952623649
G28	G66	6.5300072911571805
G13	G65	6.525484414962009
G85	G55	6.525171806654741
G46	G65	6.522249511359989
G10	G65	6.50724118963234
G74	G55	6.498207526987049
G18	G55	6.49730117880604
G38	G66	6.48837643521788
G24	G55	6.47942081890075
G86	G65	6.4564575822391905
G35	G66	6.4500496058213
G17	G65	6.44701945570447
G7	G55	6.430631321053151
G76	G65	6.43020749582299
G45	G65	6.418290562939559
G13	G55	6.40440793902135
G46	G55	6.40027644579112
G16	G65	6.396310741479679
G23	G66	6.3887554449185195
G10	G55	6.37950581147601
G48	G66	6.36304516628526
G14	G65	6.34509778726297
G86	G55	6.338274206041629
G42	G65	6.3333481403043494
G98	G66	6.33281284111165
G17	G55	6.33142942527519
G40	G65	6.31656144131425
G76	G55	6.3094453029079105
G50	G66	6.3077728041117895
G45	G55	6.29620145436244
G16	G55	6.284124158177559
G21	G65	6.27087886191788
G12	G66	6.26602515438164
G64	G66	6.25204283774961
G53	G65	6.24882039999186
G14	G55	6.22765964836972
G42	G55	6.219208405379419
G40	G55	6.20009945013079
G80	G66	6.197238302401019
G5	G65	6.19001692724451
G39	G65	6.16454944076228
G21	G55	6.161469711335571
G41	G65	6.15608593351912
G93	G66	6.126729805437289
G53	G55	6.1248934794207
G70	G66	6.11686774996885
G87	G65	6.11622731225356
G54	G65	6.09587886511145
G5	G55	6.08362184486405
G39	G55	6.0584889726421
G41	G55	6.04458310591545
G75	G30	6.00596098032295
G87	G55	6.002999277502379
G95	G30	5.991093249592379
G28	G65	5.98730324475128
G54	G55	5.975744734757369
G49	G66	5.95786080522777
G32	G30	5.95772037143162
G38	G65	5.95272007677534
G96	G30	5.93180027460202
G35	G65	5.918097741852661
G69	G30	5.90868343635492
G34	G30	5.90429739466379
G28	G55	5.878790198917789
G8	G30	5.875820732760349
G23	G65	5.854927767493
G20	G30	5.848793624515611
G38	G55	5.84007025625232
G48	G65	5.8368710820109495
G47	G66	5.83099206682299
G98	G65	5.80708892987993
G35	G55	5.80113703915859
G50	G65	5.78927459598042
G85	G30	5.77124102692732
G23	G55	5.7565013074066105
G74	G30	5.7450236252070095
G18	G30	5.742984663368701
G12	G65	5.742667541778821
G64	G65	5.72759647055268
G24	G30	5.725231342437071
G48	G55	5.72376965025484
G98	G55	5.69857677333226
G80	G65	5.69160207818139
G7	G30	5.6805743408625995
G50	G55	5.67289044369319
G13	G30	5.6603443467476495
G46	G30	5.6555261929876695
G12	G55	5.6365442132281895
G10	G30	5.63149950105232
G64	G55	5.61992255331024
G93	G65	5.61602397660032
G62	G66	5.6080566228377595
G86	G30	5.60253698231187
G70	G65	5.60048813489645
G17	G30	5.600068711584281
G80	G55	5.573309083541321
G76	G30	5.572897499688901
G45	G30	5.561992909751401
G16	G30	5.55965749198251
G79	G66	5.546048379793321
G99	G66	5.54315610184857
G93	G55	5.52097538940975
G43	G66	5.518934451461999
G83	G66	5.5185424819198605
G27	G66	5.51153824402735
G14	G30	5.502994436622231
G42	G30	5.4988341837842905
G70	G55	5.497063093113559
G40	G30	5.479027842327
G88	G66	5.47575635570845
G49	G65	5.46942196015927
G21	G30	5.45521463276765
G53	G30	5.404817422793619
G5	G30	5.382272321751441
G75	G68	5.36493000963394
G39	G30	5.35960733360242
G49	G55	5.35872624687746
G95	G68	5.3481476286304295
G41	G30	5.34252002663456
G47	G65	5.34184751790853
G32	G68	5.31799802030386
G87	G30	5.30503157152011
G96	G68	5.301488963509559
G34	G68	5.27850419259606
G69	G68	5.27609324556011
G54	G30	5.2739661232742305
G31	G66	5.26976924142013
G47	G55	5.2596485848138705
G8	G68	5.255425186222481
G20	G68	5.22517403552959
G92	G66	5.2161292191977005
G28	G30	5.19498715479986
G38	G30	5.15513720759892
G85	G68	5.15488017793532
G74	G68	5.1352047780532
G18	G68	5.13499011460202
G62	G65	5.130441668343191
G24	G68	5.122489702024019
G35	G30	5.1177453854958
G75	G63	5.09948427623784
G23	G30	5.093412344974361
G99	G65	5.08645911166625
G7	G68	5.08397286297669
G95	G63	5.08315291514858
G79	G65	5.08210817127979
G83	G65	5.067157766951589
G13	G68	5.062760061509009
G43	G65	5.06067335282594
G46	G68	5.06000872126472
G32	G63	5.054325075524741
G48	G30	5.0519016770174
G27	G65	5.0493473618342195
G10	G68	5.04793770197606
G96	G63	5.0391177743029
G62	G55	5.0358201024236
G98	G30	5.033544007246981
G88	G65	5.02144607574607
G34	G63	5.017447783606309
G69	G63	5.01479713246947
G86	G68	5.0087980008116695
G79	G55	5.00828950446714
G17	G68	5.0025155010328
G50	G30	5.00207059169174
G99	G55	4.99871937882618
G8	G63	4.99572833817142
G76	G68	4.987231254200389
