Gene1	Gene2	Score
G90	G84	0.970588296720154
G84	G90	0.970588296720154
G9	G6	0.963033978612939
G6	G9	0.963033978612939
G11	G6	0.960310523435134
G6	G11	0.960310523435134
G84	G30	0.939264522344683
G30	G84	0.939264522344683
G84	G82	0.938504668506161
G82	G84	0.938504668506161
G11	G9	0.935414353348934
G9	G11	0.935414353348934
G84	G81	0.931411946154879
G81	G84	0.931411946154879
G90	G49	-0.929749945870085
G49	G90	-0.929749945870085
G90	G82	0.92761358768208
G82	G90	0.92761358768208
G6	G1	0.926876592463082
G1	G6	0.926876592463082
G84	G49	-0.925024876319941
G49	G84	-0.925024876319941
G90	G81	0.915345231847693
G81	G90	0.915345231847693
G90	G30	0.914508824041038
G30	G90	0.914508824041038
G82	G30	0.909605474748532
G30	G82	0.909605474748532
G14	G6	-0.907518895135144
G6	G14	-0.907518895135144
G11	G1	0.906918010228454
G1	G11	0.906918010228454
G68	G63	0.898237687295001
G63	G68	0.898237687295001
G9	G1	0.891357338986519
G1	G9	0.891357338986519
G82	G80	-0.890251750730373
G80	G82	-0.890251750730373
G90	G83	-0.890022262116048
G83	G90	-0.890022262116048
G82	G49	-0.889301420335271
G49	G82	-0.889301420335271
G84	G83	-0.885254882579801
G83	G84	-0.885254882579801
G84	G80	-0.881799253102663
G80	G84	-0.881799253102663
G81	G49	-0.880083743548287
G49	G81	-0.880083743548287
G14	G11	-0.876805840529049
G11	G14	-0.876805840529049
G90	G80	-0.876766098674529
G80	G90	-0.876766098674529
G49	G30	-0.873155845508143
G30	G49	-0.873155845508143
G14	G1	-0.871342903717384
G1	G14	-0.871342903717384
G80	G30	-0.86415307727287
G30	G80	-0.86415307727287
G81	G30	0.862723229473389
G30	G81	0.862723229473389
G83	G30	-0.855922680337845
G30	G83	-0.855922680337845
G98	G97	-0.853112069149888
G97	G98	-0.853112069149888
G50	G48	0.850407778240437
G48	G50	0.850407778240437
G14	G9	-0.849491532241478
G9	G14	-0.849491532241478
G83	G82	-0.846438293833635
G82	G83	-0.846438293833635
G82	G81	0.8426212007031
G81	G82	0.8426212007031
G80	G49	0.841111821580297
G49	G80	0.841111821580297
G83	G81	-0.840790605741481
G81	G83	-0.840790605741481
G83	G49	0.838065883059277
G49	G83	0.838065883059277
G52	G48	-0.82434000946288
G48	G52	-0.82434000946288
G10	G6	-0.814877982111855
G6	G10	-0.814877982111855
G90	G79	-0.813209069264936
G79	G90	-0.813209069264936
G52	G50	-0.810619505911355
G50	G52	-0.810619505911355
G97	G93	-0.80362754293157
G93	G97	-0.80362754293157
G11	G10	-0.802146053649756
G10	G11	-0.802146053649756
G10	G1	-0.800936544830141
G1	G10	-0.800936544830141
G10	G9	-0.795936121936874
G9	G10	-0.795936121936874
G84	G79	-0.793623748193525
G79	G84	-0.793623748193525
G83	G80	0.787539976465279
G80	G83	0.787539976465279
G90	G77	0.784997897428457
G77	G90	0.784997897428457
G82	G77	0.784060890566617
G77	G82	0.784060890566617
G6	G5	-0.782029556172572
G5	G6	-0.782029556172572
G11	G5	-0.781483307981565
G5	G11	-0.781483307981565
G54	G53	0.780931455836472
G53	G54	0.780931455836472
G84	G54	-0.780654022866927
G54	G84	-0.780654022866927
G81	G51	0.775880242412141
G51	G81	0.775880242412141
G82	G54	-0.77584247125788
G54	G82	-0.77584247125788
G90	G88	-0.774386545044007
G88	G90	-0.774386545044007
G81	G80	-0.771159248834641
G80	G81	-0.771159248834641
G54	G30	-0.766562582842135
G30	G54	-0.766562582842135
G54	G51	-0.763699140398397
G51	G54	-0.763699140398397
G84	G51	0.761502054045361
G51	G84	0.761502054045361
G80	G77	-0.761365101818704
G77	G80	-0.761365101818704
G50	G47	0.761310389994456
G47	G50	0.761310389994456
G14	G5	0.760216559013229
G5	G14	0.760216559013229
G77	G30	0.759079214522785
G30	G77	0.759079214522785
G88	G84	-0.759065530908199
G84	G88	-0.759065530908199
G84	G77	0.757088784892457
G77	G84	0.757088784892457
G96	G9	-0.756092208319288
G9	G96	-0.756092208319288
G14	G10	0.75418751475283
G10	G14	0.75418751475283
G93	G60	-0.753292963635311
G60	G93	-0.753292963635311
G83	G77	-0.752692582273443
G77	G83	-0.752692582273443
G81	G54	-0.752139352581557
G54	G81	-0.752139352581557
G51	G30	0.75107095286949
G30	G51	0.75107095286949
G82	G51	0.749957257294359
G51	G82	0.749957257294359
G79	G77	-0.747383271867721
G77	G79	-0.747383271867721
G90	G51	0.746719638450194
G51	G90	0.746719638450194
G79	G30	-0.743274831226854
G30	G79	-0.743274831226854
G97	G37	0.740673233945789
G37	G97	0.740673233945789
