SourceGENES,TargetGENES,Interaction,Edges
G67,G85,1.16331703610096,repression
G57,G85,1,activation
G57,G75,0.894486556438162,repression
G67,G75,0.814672821932175,repression
G43,G92,0.647673408449069,repression
G67,G49,0.608809309853419,repression
G43,G85,0.584788421073585,activation
G67,G97,0.536734478769399,repression
G57,G34,0.513285327398511,repression
G67,G34,0.470605075672828,repression
G57,G49,0.455998053161632,repression
G67,G12,0.399093185490374,activation
G67,G25,0.395587837618957,repression
G57,G12,0.386718270597398,repression
G36,G85,0.378734848156912,activation
G67,G50,0.37697092819024,repression
G67,G45,0.374345299425572,repression
G43,G75,0.371024449156215,activation
G57,G70,0.360825822827422,repression
G57,G50,0.340480132980213,activation
G57,G25,0.33554938866222,repression
G57,G97,0.330333970181989,activation
G43,G30,0.327363261272785,activation
G57,G61,0.322189927939611,repression
G48,G85,0.320843763845312,repression
G67,G19,0.319523787301446,repression
G67,G17,0.319361362983903,repression
G48,G75,0.317857031373657,repression
G43,G12,0.311798035536002,repression
G43,G34,0.299841552832118,activation
G57,G19,0.295574495880966,activation
G66,G92,0.294820825050987,repression
G43,G15,0.291288288606689,activation
G67,G89,0.276778917614075,repression
G67,G61,0.257211973484293,activation
G67,G68,0.257062216714811,repression
G36,G97,0.255159134410383,activation
G29,G85,0.253195085075299,activation
G43,G50,0.250614581980126,repression
G36,G49,0.244873923211186,activation
G89,G85,0.243797849582676,repression
G24,G33,0.242560489972022,repression
G36,G17,0.24142093052124,activation
G67,G70,0.241269775036615,repression
G57,G15,0.240694598683675,repression
G24,G85,0.239538242917995,repression
G67,G30,0.234321959137511,activation
G67,G96,0.228164073783135,repression
G43,G81,0.22410120453311,repression
G17,G85,0.224040588566385,activation
G67,G39,0.217044706982847,activation
G31,G92,0.216531459213538,activation
G67,G69,0.214337156508,activation
G24,G45,0.212552103347649,activation
G43,G69,0.211748182332006,activation
G36,G75,0.209739333983549,repression
G57,G68,0.204172527326055,repression
G43,G76,0.203061699532034,activation
G43,G28,0.202828076452482,repression
G43,G6,0.202132190239115,repression
G57,G30,0.198943647415265,activation
G67,G80,0.194939250916583,activation
G43,G19,0.194879342371014,repression
G24,G97,0.19170912268275,activation
G57,G45,0.191674012029955,repression
G57,G79,0.186305051456977,activation
G43,G10,0.185585425251151,repression
G57,G74,0.182542008981959,activation
G29,G97,0.181611681028244,activation
G90,G85,0.181413260842885,activation
G57,G6,0.181185519904735,activation
G43,G61,0.180977849605021,repression
G89,G97,0.1801508924144,repression
G36,G89,0.177895362906852,repression
G53,G33,0.177098378736046,activation
G48,G49,0.176355917795148,repression
G57,G39,0.176151593426193,repression
G67,G1,0.174756750592927,activation
G9,G85,0.174669550325901,activation
G36,G45,0.172869814382458,activation
G89,G17,0.172751813762862,repression
G67,G74,0.172523984463858,repression
G17,G97,0.17074398414125,activation
G90,G75,0.169612877245983,repression
G43,G25,0.169159832636554,activation
G67,G99,0.168570997949125,repression
G29,G49,0.168152541144447,repression
G29,G17,0.167548726102262,repression
G24,G99,0.166336760956327,activation
G89,G49,0.165377503390359,activation
G57,G96,0.164730254859674,repression
G48,G34,0.162054175596515,repression
G57,G40,0.159250772567795,repression
G67,G37,0.159201526747521,activation
G24,G49,0.157297288332585,repression
G67,G79,0.156727321753274,repression
G67,G91,0.156455232661894,activation
G43,G74,0.156440372197371,repression
G57,G81,0.155855626037534,repression
G57,G1,0.153746916842459,repression
G24,G36,0.153712343642366,activation
G43,G18,0.153076182210156,activation
G66,G85,0.151771028522878,activation
G17,G49,0.150952132593839,repression
G24,G72,0.149014643925352,activation
G48,G97,0.149014015255145,activation
G43,G3,0.146542470308716,activation
G43,G49,0.146428507489459,activation
G57,G69,0.145567226866643,activation
G14,G85,0.145500765930971,activation
G43,G27,0.145359844262584,activation
G67,G15,0.144501503776502,activation
G17,G45,0.143843390729,repression
G48,G70,0.143734578380757,activation
G43,G94,0.14356562383016,repression
G24,G89,0.142662404411371,activation
G66,G30,0.142299016856516,repression
G31,G44,0.142276224664144,activation
G17,G17,0.142129870015951,activation
G67,G48,0.140626249942878,repression
G43,G16,0.140598848077172,repression
G48,G17,0.140428350502831,activation
G67,G36,0.138291776424967,activation
G43,G96,0.137447033701642,repression
G9,G17,0.136784768477353,activation
G36,G25,0.135230928051149,activation
G24,G92,0.135109926679731,repression
G80,G85,0.133865577651831,repression
G29,G45,0.133263763450229,activation
G67,G76,0.133207488933703,activation
G31,G33,0.133106783713365,activation
G9,G97,0.132435065052,activation
G89,G89,0.131592240759215,activation
G53,G45,0.131513043627872,activation
G29,G89,0.130597350066641,repression
G24,G90,0.129721751627355,repression
G89,G45,0.129697393047658,repression
G43,G45,0.127627595942878,repression
G43,G1,0.125933896125331,repression
G17,G89,0.125856395214799,repression
G11,G92,0.125596604380459,activation
G66,G54,0.12516608595019,activation
G53,G85,0.124998527595227,repression
G67,G40,0.124938003787841,activation
G36,G36,0.124907167841774,activation
G67,G58,0.123883877856719,repression
G43,G54,0.123363017459871,repression
G57,G76,0.122706926746949,activation
G9,G49,0.121529989425357,activation
G24,G87,0.121507571524443,activation
G24,G69,0.1204714583989,activation
G31,G54,0.119682257621391,activation
G14,G75,0.119274681269397,activation
G31,G21,0.11915662490632,repression
G57,G80,0.119077147458898,activation
G67,G41,0.118329742410159,activation
G24,G65,0.117930830721765,activation
G67,G16,0.11763302868557,activation
G53,G92,0.117608568530258,activation
G63,G85,0.117597558573137,repression
G80,G75,0.115335529573976,repression
G67,G72,0.115330324449453,activation
G24,G30,0.114442673371194,activation
G48,G25,0.114137242701759,repression
G67,G38,0.113541957633833,repression
G66,G45,0.112957191404262,activation
G57,G94,0.112831571933134,activation
G67,G81,0.112588680579581,repression
G57,G91,0.112562493661187,repression
G24,G21,0.111978690538786,repression
G43,G91,0.111400568161657,activation
G66,G99,0.111053815265467,activation
G24,G77,0.110873050618757,repression
G66,G69,0.110673442676697,activation
G43,G41,0.11046574489961,activation
G53,G99,0.110068258995267,repression
G29,G75,0.10911976789036,activation
G36,G34,0.109082572026687,activation
G17,G36,0.109009022260649,activation
G67,G65,0.108504273204619,activation
G36,G50,0.107970633823254,repression
G43,G13,0.107662274126311,repression
G36,G37,0.107379496724588,repression
G57,G10,0.107059724564932,repression
G57,G41,0.106818792694105,activation
G57,G17,0.105920587877135,repression
G89,G75,0.105833011565204,activation
G43,G79,0.105158869768736,activation
G43,G99,0.105028159615486,repression
G66,G21,0.104957155396023,activation
G24,G17,0.104898139616915,activation
G36,G68,0.104365850454187,repression
G53,G97,0.103766847624361,activation
G48,G12,0.10277839680037,activation
G48,G61,0.102604244178743,repression
G67,G88,0.101573744189026,repression
G43,G40,0.101571716050965,repression
G67,G60,0.101316416708668,repression
G57,G38,0.100751540444053,activation
G89,G36,0.100628511789599,repression
G43,G38,0.10027523431317,activation
G29,G36,0.10014771347927,repression
G67,G10,0.10011924186778,activation
G43,G39,0.0997095732684918,repression
G36,G80,0.099160417382053,repression
G36,G12,0.0990790839902311,repression
G66,G33,0.0986269172923458,activation
G66,G87,0.098536833376466,repression
G9,G89,0.0981771820538627,activation
G43,G87,0.0977144776770845,repression
G57,G58,0.0971269325803613,activation
G67,G62,0.0968698331839148,activation
G48,G50,0.0968149499445962,repression
G53,G72,0.0963468499579,activation
G57,G89,0.0962311589880947,repression
G53,G21,0.0959157154136612,repression
G66,G27,0.0947972037572224,activation
G90,G34,0.0947951268823712,activation
G57,G88,0.0945188674156343,activation
G57,G48,0.0941451481674076,activation
G24,G55,0.0940143408205971,activation
G53,G36,0.0935910905148788,activation
G17,G99,0.0931299141583559,activation
G43,G93,0.0931089674430021,repression
G17,G33,0.0925334982390364,repression
G36,G19,0.0923269716002013,activation
G31,G30,0.0922271056361281,repression
G67,G4,0.0917659301727418,repression
G67,G6,0.0916861922283005,activation
G63,G75,0.091090306798019,activation
G43,G77,0.0909708423942095,activation
G24,G96,0.0908814792360963,repression
G57,G92,0.0908367156156267,repression
G66,G77,0.0903714194945599,activation
G43,G88,0.0902144635100991,activation
G29,G25,0.0900753485507714,repression
G17,G72,0.0899982243141748,activation
G67,G51,0.0895820247656137,activation
G43,G35,0.0892544346257175,repression
G48,G19,0.0891106627392567,activation
G9,G45,0.0889006752126262,activation
G24,G14,0.0875668779449773,activation
G89,G25,0.0874048154058434,repression
G36,G72,0.0873267037796771,repression
G53,G90,0.0870250902035673,repression
G9,G75,0.0869214796003783,activation
G57,G51,0.0869026547643805,activation
G43,G82,0.0865941480877458,activation
G48,G68,0.0865341207625591,activation
G57,G98,0.0860850814558892,activation
G43,G71,0.0857266493404244,repression
G36,G99,0.0855556354706113,activation
G59,G44,0.0853943971334296,repression
G90,G49,0.0853041980238121,repression
G43,G98,0.0851212626181881,activation
G53,G87,0.0847068537144862,activation
G67,G82,0.0842798462094619,activation
G67,G94,0.0838848279671238,repression
G43,G4,0.083506017929092,repression
G67,G47,0.082766949797481,repression
G66,G76,0.0824378813301888,repression
G57,G82,0.0824308050405329,activation
G36,G65,0.0822391904678348,activation
G24,G27,0.0820486675268208,repression
G31,G99,0.081903253553147,activation
G66,G18,0.0818023325169374,activation
G66,G28,0.0809692797285298,activation
G53,G49,0.0809545779653209,activation
G36,G96,0.0807221128548557,activation
G36,G31,0.080496210888349,activation
G67,G98,0.0802965297665717,repression
G53,G69,0.0801595622058558,activation
G66,G56,0.0796180605612407,repression
G53,G30,0.0796092418295613,activation
G63,G92,0.0795411721848788,repression
G48,G89,0.0788747217547245,repression
G66,G12,0.078707191110604,activation
G24,G25,0.078674223226911,activation
G17,G25,0.0781879976101226,repression
G53,G89,0.0778707659940456,repression
G24,G16,0.0777293482196476,repression
G89,G37,0.0775850586568379,activation
G53,G77,0.0773192993502876,activation
G31,G87,0.0771203521287411,repression
G17,G65,0.0769608287172658,repression
