SourceGENES,TargetGENES,Interaction,Edges
G42,G75,1.0711944864109,repression
G42,G27,1.02359774335232,repression
G92,G75,1,activation
G83,G27,0.89212253541535,activation
G90,G27,0.804006263949505,activation
G56,G27,0.781035200533294,repression
G82,G27,0.756660604729138,repression
G29,G27,0.751459556962764,activation
G61,G89,0.726375615540555,repression
G92,G27,0.654492504863926,activation
G61,G27,0.649871286984313,activation
G82,G75,0.570884806908738,repression
G83,G89,0.528857429715939,repression
G61,G39,0.471299161155243,activation
G32,G27,0.469418013244418,repression
G42,G26,0.459489877613877,repression
G61,G79,0.457928349043935,repression
G15,G27,0.45703514275856,activation
G61,G55,0.424784520899486,repression
G90,G89,0.414259848003428,repression
G42,G47,0.407022089512603,repression
G83,G39,0.391405187098062,repression
G35,G27,0.377066323462623,activation
G61,G23,0.376697638774126,repression
G82,G26,0.356058459401614,repression
G92,G26,0.351079421848465,activation
G44,G89,0.343892117050776,activation
G61,G5,0.339235733908555,activation
G83,G79,0.327038751275646,activation
G61,G57,0.316233361666995,activation
G83,G5,0.314270856768623,activation
G61,G40,0.311449148195521,activation
G83,G55,0.309806411091742,repression
G83,G23,0.308734126668478,activation
G90,G39,0.306124669557615,repression
G56,G75,0.297148391787996,activation
G82,G47,0.288941974581575,repression
G92,G47,0.288832051073541,activation
G42,G29,0.273896732717968,repression
G61,G72,0.272688561610826,repression
G61,G91,0.269652968156202,repression
G98,G89,0.26670679436963,activation
G90,G5,0.264055030676957,activation
G92,G29,0.258729585335271,repression
G56,G47,0.25672912478345,activation
G44,G27,0.250745901725055,repression
G61,G20,0.24078295374289,repression
G61,G97,0.240705929734024,activation
G42,G19,0.240188751464345,repression
G61,G63,0.240000513901439,activation
G61,G100,0.238293711074506,activation
G29,G47,0.235767344072277,activation
G92,G56,0.235680290211619,repression
G42,G43,0.234566805654111,repression
G42,G56,0.234073768622105,activation
G83,G20,0.232772821184829,activation
G90,G55,0.231225530771633,repression
G29,G75,0.230666254225923,activation
G42,G35,0.227836768588933,activation
G29,G89,0.220391463711524,activation
G90,G47,0.217659844571698,activation
G83,G47,0.216831616219768,activation
G5,G27,0.214433525381526,repression
G32,G23,0.213642778131548,repression
G92,G43,0.21339087720875,repression
G75,G27,0.212948559137622,activation
G61,G12,0.212359448782707,activation
G26,G27,0.210847508609447,repression
G82,G34,0.210076067081164,repression
G56,G26,0.209553868020044,repression
G90,G79,0.207474074724847,repression
G32,G79,0.206834016639335,activation
G90,G20,0.206144817983648,activation
G42,G83,0.20580859620283,activation
G44,G39,0.205345084984272,activation
G29,G39,0.20450429259763,repression
G92,G35,0.204496855877426,activation
G83,G98,0.204182005614677,activation
G90,G23,0.203313720801141,repression
G83,G40,0.197513092483922,repression
G32,G89,0.197086086748673,activation
G83,G100,0.19535628572898,repression
G90,G98,0.194487219576154,activation
G29,G5,0.192102225443759,activation
G44,G55,0.190717925752253,repression
G42,G15,0.190244503264352,repression
G83,G21,0.190134775546696,activation
G98,G79,0.189635299737985,repression
G42,G34,0.188212326611159,repression
G98,G27,0.188065455866544,activation
G42,G62,0.185483948836382,activation
G32,G39,0.185133560300659,repression
G61,G21,0.182975717552325,activation
G82,G19,0.181155677216403,repression
G65,G75,0.179153424339698,activation
G61,G59,0.179030571296733,activation
G44,G57,0.178524871593309,activation
G82,G84,0.178065075479016,repression
G83,G63,0.177828025192093,repression
G56,G39,0.176828788191997,activation
G44,G79,0.17615888724802,activation
G56,G23,0.175610027314856,activation
G82,G35,0.175243447503077,activation
G82,G23,0.173502206893878,repression
G61,G98,0.172771119949143,repression
G98,G39,0.172748678590691,activation
G83,G72,0.172078524051175,activation
G92,G15,0.171099277615718,repression
G61,G77,0.170577544076615,activation
G52,G79,0.169646942584815,repression
G92,G19,0.168507561763615,activation
G92,G83,0.168112675590782,repression
G42,G58,0.167371693344371,activation
G56,G5,0.1673386929287,activation
G82,G21,0.165132568637933,repression
G82,G43,0.164669926101546,repression
G42,G84,0.163956524600499,activation
G98,G55,0.160989661132725,activation
G82,G29,0.160787456910403,activation
G82,G62,0.160129999647055,repression
G29,G98,0.158931397129275,activation
G42,G98,0.158479237669845,repression
G42,G17,0.156115453146256,repression
G42,G21,0.155708549313825,repression
G98,G23,0.154850127673465,activation
G47,G89,0.153828017222797,repression
G44,G5,0.152363862467313,repression
G61,G24,0.152297038987808,repression
G90,G32,0.151778476597182,activation
G83,G12,0.151623956361808,activation
G52,G89,0.151465673091577,activation
G29,G20,0.150950300137492,repression
G29,G23,0.150828383711888,repression
G44,G40,0.149549023929598,activation
G92,G17,0.1489009227684,repression
G29,G26,0.148873855870758,activation
G83,G59,0.148223662903359,repression
G56,G21,0.147719966674657,activation
G42,G36,0.147400452075527,activation
G56,G19,0.147007216669421,repression
G83,G77,0.146971613197049,repression
G61,G38,0.146641380616725,repression
G15,G23,0.14560731644499,repression
G90,G40,0.14537236626189,activation
G52,G23,0.145070082378623,activation
G82,G83,0.144616493212194,activation
G83,G91,0.142555477120179,activation
G83,G32,0.142127028435835,activation
G82,G70,0.141747173400625,activation
G83,G62,0.141647440516717,repression
G82,G15,0.141234234837428,activation
G90,G21,0.141188934639216,activation
G56,G98,0.13908953051694,activation
G15,G47,0.138227890988063,repression
G56,G62,0.137939015745407,repression
G32,G55,0.137244237331048,repression
G32,G5,0.137092338157933,activation
G42,G90,0.135106797504396,repression
G82,G81,0.134351984937234,repression
G47,G27,0.13360209679182,repression
G56,G89,0.133423779332094,repression
G42,G81,0.133117137698865,repression
G44,G23,0.131841736305577,repression
G90,G100,0.131802624232552,activation
G82,G77,0.130899348891482,repression
G92,G58,0.130701395703851,repression
G61,G32,0.130571203926194,activation
G82,G56,0.130524067516953,repression
G32,G21,0.130169620624194,activation
G42,G76,0.129519182196483,repression
G32,G100,0.129151579536764,repression
G42,G70,0.128305902523303,repression
G29,G19,0.128191783610769,repression
G15,G39,0.128099396293012,repression
G82,G36,0.128056816559214,activation
G29,G55,0.12741541924141,repression
G83,G38,0.126560616209738,activation
G29,G21,0.12655281780494,activation
