Parent	Type	Child	Weight	Probability	Score
G1	-	G1	-0.006797	0.381593	-0.008814
G2	-	G1	-0.030805	0.424756	-0.044463
G3	+	G1	0.051283	0.461778	0.080472
G4	+	G1	0.030509	0.472661	0.049002
G5	-	G1	-0.002599	0.422570	-0.003733
G6	-	G1	-0.000089	0.499437	-0.000151
G7	-	G1	-0.027417	0.467006	-0.043510
G8	+	G1	0.021985	0.455132	0.034003
G9	-	G1	-0.000724	0.498205	-0.001225
G10	-	G1	-0.027182	0.481778	-0.044501
G11	-	G1	-0.001396	0.497033	-0.002358
G12	+	G1	0.239586	0.999821	0.814002
G13	+	G1	0.004957	0.436834	0.007358
G14	+	G1	0.059394	0.615437	0.124213
G15	+	G1	0.040768	0.408121	0.056539
G16	+	G1	0.093938	0.802499	0.256168
G17	+	G1	0.073906	0.709895	0.178287
G18	-	G1	-0.038675	0.512133	-0.067306
G19	-	G1	-0.016584	0.500992	-0.028234
G20	-	G1	-0.028595	0.334245	-0.032479
G21	+	G1	0.049289	0.563065	0.094309
G22	-	G1	-0.004031	0.435335	-0.005964
G23	+	G1	0.019285	0.452298	0.029640
G24	+	G1	0.039595	0.526129	0.070790
G25	-	G1	-0.018348	0.500659	-0.031216
G26	-	G1	-0.008330	0.500055	-0.014155
G27	+	G1	0.067187	0.602043	0.137453
G28	+	G1	0.059041	0.556106	0.111572
G29	-	G1	-0.005011	0.494414	-0.008419
G30	+	G1	0.125514	0.688079	0.293476
G31	-	G1	-0.115718	0.885085	-0.348039
G32	-	G1	-0.042084	0.450321	-0.064399
G33	+	G1	0.029396	0.497023	0.049648
G34	-	G1	-0.011363	0.427363	-0.016502
G35	+	G1	0.011177	0.431942	0.016406
G36	+	G1	0.015987	0.486281	0.026417
G37	+	G1	0.048499	0.488207	0.080460
G38	-	G1	-0.010200	0.406396	-0.014087
G39	-	G1	-0.086194	0.720969	-0.211172
G40	-	G1	-0.009719	0.427313	-0.014113
G41	-	G1	-0.015460	0.396539	-0.020832
G42	-	G1	-0.025282	0.435798	-0.037441
G43	+	G1	0.049401	0.512068	0.085962
