Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G21	G2	0.274143367146656	3.4682433673438e-17
G2	G21	0.274143367146656	3.46824336734395e-17
G25	G12	0.256010892694076	4.09534739120375e-15
G12	G25	0.256010892694076	4.09534739120388e-15
G23	G24	0.247817315196716	3.14048529540048e-14
G24	G23	0.247817315196716	3.14048529540056e-14
G17	G16	0.244421176430959	7.15199318222373e-14
G16	G17	0.244421176430959	7.1519931822241e-14
G44	G31	0.225978297250548	5.03660829268511e-12
G31	G44	0.225978297250547	5.03660829268526e-12
G94	G93	0.223070088576485	9.53448521629953e-12
G93	G94	0.223070088576485	9.5344852163001e-12
G48	G53	0.201340245450592	8.51942223021712e-10
G53	G48	0.201340245450592	8.51942223021721e-10
G36	G62	0.195437675890645	2.65735111214993e-09
G62	G36	0.195437675890645	2.65735111214998e-09
G12	G82	0.190621630258577	6.55156534446456e-09
G82	G12	0.190621630258577	6.55156534446487e-09
G16	G15	0.173363251985824	1.37756530469752e-07
G15	G16	0.173363251985824	1.37756530469754e-07
G57	G56	0.173312511688643	1.3893605812254e-07
G56	G57	0.173312511688643	1.3893605812254e-07
G1	G74	0.170290733733411	2.29815390018588e-07
G74	G1	0.170290733733411	2.29815390018588e-07
G31	G56	0.169868805476528	2.46372533986722e-07
G56	G31	0.169868805476528	2.46372533986725e-07
G16	G53	0.16843070740741	3.11896830010863e-07
G53	G16	0.16843070740741	3.11896830010864e-07
G4	G1	0.167892621836608	3.4049451835843e-07
G1	G4	0.167892621836608	3.40494518358438e-07
G88	G87	0.16565971544022	4.88562495608422e-07
G87	G88	0.16565971544022	4.88562495608431e-07
G97	G73	0.165088966502063	5.35388022487625e-07
G73	G97	0.165088966502063	5.35388022487634e-07
G84	G2	0.15678800290305	1.95660803232945e-06
G2	G84	0.15678800290305	1.95660803232949e-06
G61	G1	0.156061674115006	2.18473163099019e-06
G1	G61	0.156061674115006	2.18473163099029e-06
G54	G13	0.153344516026975	3.28584287088933e-06
G13	G54	0.153344516026974	3.28584287088937e-06
G12	G19	0.152578339643708	3.68196687515556e-06
G19	G12	0.152578339643708	3.68196687515576e-06
G25	G49	0.148470860843206	6.71432155319795e-06
G49	G25	0.148470860843206	6.71432155319837e-06
G23	G5	0.147546782345382	7.66930053637113e-06
G5	G23	0.147546782345382	7.66930053637114e-06
G90	G54	0.145502683792674	1.02630602382272e-05
G54	G90	0.145502683792674	1.02630602382272e-05
G29	G62	0.144077164686422	1.25460789772583e-05
G62	G29	0.144077164686422	1.25460789772585e-05
G60	G53	0.143953384705974	1.27656702173246e-05
G53	G60	0.143953384705974	1.27656702173248e-05
