Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G2	G30	0.270216195614831	2.51663023287003e-08
G30	G2	0.270216195614831	2.51663023287013e-08
G82	G22	0.245686385029313	4.43346408816559e-07
G22	G82	0.245686385029313	4.43346408816559e-07
G71	G96	0.239951464883701	8.31344253430131e-07
G96	G71	0.239951464883701	8.31344253430135e-07
G20	G88	0.237547223569467	1.0770288294647e-06
G88	G20	0.237547223569467	1.0770288294647e-06
G55	G62	0.228531608045146	2.77568368799337e-06
G62	G55	0.228531608045146	2.7756836879934e-06
G55	G58	0.214741646509214	1.09789675806787e-05
G58	G55	0.214741646509214	1.09789675806787e-05
G63	G64	0.206064874187514	2.49472148756327e-05
G64	G63	0.206064874187514	2.49472148756332e-05
G15	G85	0.204267798174235	2.94449576225724e-05
G85	G15	0.204267798174235	2.94449576225727e-05
G81	G57	0.198185758124071	5.10517053948969e-05
G57	G81	0.198185758124071	5.10517053948971e-05
G73	G96	0.196311512268413	6.02870353375927e-05
G96	G73	0.196311512268413	6.02870353375936e-05
G38	G64	0.195407529746492	6.52849504024409e-05
G64	G38	0.195407529746492	6.52849504024425e-05
G57	G98	0.194633470106922	6.98725628582026e-05
G98	G57	0.194633470106922	6.98725628582028e-05
G93	G83	0.186739237266572	0.000137588032592059
G83	G93	0.186739237266572	0.00013758803259206
G4	G87	0.186576295171514	0.000139485876500763
G87	G4	0.186576295171514	0.000139485876500764
G42	G90	0.18572034289658	0.00014986551767622
G90	G42	0.18572034289658	0.000149865517676223
G78	G10	0.184280790604551	0.000168972103930069
G10	G78	0.184280790604551	0.000168972103930072
G9	G73	0.183843899571394	0.000175207944722713
G73	G9	0.183843899571394	0.000175207944722714
G37	G58	0.180904532544404	0.000223106245055037
G58	G37	0.180904532544404	0.000223106245055038
G62	G3	0.179166924027417	0.000256919493884202
G3	G62	0.179166924027417	0.000256919493884205
G78	G71	0.175092166929829	0.000355882711130486
G71	G78	0.175092166929829	0.000355882711130487
G88	G32	0.174977044083574	0.000359136977474823
G32	G88	0.174977044083573	0.000359136977474828
G10	G58	0.174364716665533	0.000376916997384436
G58	G10	0.174364716665533	0.000376916997384437
G62	G32	0.171451203168686	0.000473311796381783
G32	G62	0.171451203168686	0.000473311796381792
G95	G78	0.16915765478693	0.000564810419551089
G78	G95	0.16915765478693	0.000564810419551095
G48	G22	0.167578774975341	0.000637058709749653
G22	G48	0.167578774975341	0.000637058709749656
G24	G37	0.166177240696907	0.000708274515810513
G37	G24	0.166177240696907	0.00070827451581052
G55	G10	0.164688963707039	0.000791915868654342
G10	G55	0.164688963707039	0.000791915868654342
G3	G67	0.164673453682189	0.000792833738168196
