Gene1	Gene2	EdgeWeight
G68	G76	1.0
G68	G76	1.0
G68	G4	0.9480491895156591
G68	G4	0.9480491895156591
G17	G4	0.930346462059141
G17	G4	0.930346462059141
G86	G4	0.913693813416445
G86	G4	0.913693813416445
G68	G44	0.860522749379133
G68	G44	0.860522749379133
G73	G15	0.820714708292195
G73	G15	0.820714708292195
G68	G12	0.791551369195327
G68	G12	0.791551369195327
G3	G4	0.724395829659476
G3	G4	0.724395829659476
G17	G44	0.6985415836951671
G17	G44	0.6985415836951671
G17	G76	0.6886898349946
G17	G76	0.6886898349946
G3	G28	0.680353361419872
G3	G28	0.680353361419872
G86	G76	0.650432352568772
G86	G76	0.650432352568772
G86	G44	0.64692473338341
G86	G44	0.64692473338341
G68	G80	0.6424980701959829
G68	G80	0.6424980701959829
G73	G42	0.627064569090231
G73	G42	0.627064569090231
G68	G28	0.621071556586385
G68	G28	0.621071556586385
G3	G76	0.615710383725131
G3	G76	0.615710383725131
G3	G12	0.6132060786361689
G3	G12	0.6132060786361689
G66	G76	0.5849899561049711
G66	G76	0.5849899561049711
G91	G76	0.571098618555146
G91	G76	0.571098618555146
G17	G54	0.559144836359878
G17	G54	0.559144836359878
G17	G80	0.5481298244407129
G17	G80	0.5481298244407129
G62	G76	0.541078775679627
G62	G76	0.541078775679627
G73	G58	0.5395294566439289
G73	G58	0.5395294566439289
G86	G80	0.538185764392993
G86	G80	0.538185764392993
G68	G54	0.534306533445831
G68	G54	0.534306533445831
G72	G15	0.5335147692770049
G72	G15	0.5335147692770049
G86	G54	0.5325088764143279
G86	G54	0.5325088764143279
G91	G12	0.52026221332273
G91	G12	0.52026221332273
G66	G44	0.5118372314432629
G66	G44	0.5118372314432629
G3	G80	0.5048384069764171
G3	G80	0.5048384069764171
G74	G14	0.473358412264608
G74	G14	0.473358412264608
G86	G28	0.47246812906947905
G86	G28	0.47246812906947905
G3	G58	0.46809010863275397
G3	G58	0.46809010863275397
G69	G76	0.46030632932792703
G69	G76	0.46030632932792703
G17	G12	0.458325982800261
G17	G12	0.458325982800261
