,TS_0_0,TS_0_1,TS_0_2,TS_0_3,TS_0_4,TS_0_5,TS_0_6,TS_0_7,TS_0_8,TS_0_9,TS_0_10,TS_1_0,TS_1_1,TS_1_2,TS_1_3,TS_1_4,TS_1_5,TS_1_6,TS_1_7,TS_1_8,TS_1_9,TS_1_10,TS_2_0,TS_2_1,TS_2_2,TS_2_3,TS_2_4,TS_2_5,TS_2_6,TS_2_7,TS_2_8,TS_2_9,TS_2_10,TS_3_0,TS_3_1,TS_3_2,TS_3_3,TS_3_4,TS_3_5,TS_3_6,TS_3_7,TS_3_8,TS_3_9,TS_3_10,TS_4_0,TS_4_1,TS_4_2,TS_4_3,TS_4_4,TS_4_5,TS_4_6,TS_4_7,TS_4_8,TS_4_9,TS_4_10,TS_5_0,TS_5_1,TS_5_2,TS_5_3,TS_5_4,TS_5_5,TS_5_6,TS_5_7,TS_5_8,TS_5_9,TS_5_10,TS_6_0,TS_6_1,TS_6_2,TS_6_3,TS_6_4,TS_6_5,TS_6_6,TS_6_7,TS_6_8,TS_6_9,TS_6_10,TS_7_0,TS_7_1,TS_7_2,TS_7_3,TS_7_4,TS_7_5,TS_7_6,TS_7_7,TS_7_8,TS_7_9,TS_7_10,TS_8_0,TS_8_1,TS_8_2,TS_8_3,TS_8_4,TS_8_5,TS_8_6,TS_8_7,TS_8_8,TS_8_9,TS_8_10,TS_9_0,TS_9_1,TS_9_2,TS_9_3,TS_9_4,TS_9_5,TS_9_6,TS_9_7,TS_9_8,TS_9_9,TS_9_10
G1,0.404274,0.4159975,0.3905811,0.5120161,0.4501257,0.5330347,0.4681915,0.385874,0.4911238,0.4318874,0.558891,0.3925553,0.0857107,0.0671499,0.0394564,0.0384111,0.05478,0.391158,0.429274,0.4785451,0.3313469,0.4603498,0.439904,0.3186786,0.2170904,0.2599661,0.2375125,0.2124039,0.2812352,0.3440967,0.3666099,0.3634409,0.3914982,0.327962,0.3425708,0.3412475,0.3671453,0.3299601,0.3365521,0.365178,0.5184768,0.3989572,0.518235,0.4656822,0.3668745,0.4070062,0.4814392,0.5363893,0.5695571,0.6338028,0.74084,0.5048914,0.4951225,0.5577048,0.4677128,0.4005209,0.3615086,0.260228,0.2872994,0.2793899,0.2938951,0.2968773,0.2950631,0.2565919,0.3405953,0.3957788,0.4058344,0.3762013,0.5813591,0.4460793,0.3983769,0.4962129,0.4899894,0.4567902,0.3728899,0.3972149,0.3015504,0.3997402,0.2407388,0.2707131,0.2676469,0.2777221,0.3153046,0.353659,0.3728665,0.3369318,0.4072404,0.4120561,0.4026073,0.3578949,0.3801428,0.4530535,0.4393885,0.5407582,0.6463873,0.5157478,0.5936066,0.5723315,0.5652944,0.3831401,0.3739775,0.3327291,0.4637939,0.4184604,0.5407567,0.6392816,0.5747122,0.4091246,0.4093411,0.338482
G2,0.0114568,0.5010392,0.4652393,0.6702484,0.5086802,0.4691492,0.0332844,0.0126212,0.0382034,0.0099753,0.0189261,0.005104,0.0148135,0.0049653,0.0057915,0.0022059,0.0067127,0.0151281,0.0061282,0.0143221,0.0287349,0.0121497,0.0076009,0.0123579,0.0244854,0.0311054,0.0118805,0.0131191,0.0171665,0.0232052,0.0112943,0.0181003,0.0123744,0.0141245,0.032517,0.0152374,0.0230619,0.0275988,0.0168624,0.0119996,0.0289536,0.0155542,0.0063689,0.0163623,0.0047146,0.0093424,0.0034885,0.0214746,0.0090588,0.0163957,0.0071005,0.0064416,0.0128684,0.0065587,0.0122955,0.0062497,0.0071512,0.0278063,0.0373064,0.0031896,0.0064077,0.0053049,0.0458789,0.0218342,0.0165833,0.0044117,0.0070217,0.001174,0.0334445,0.00336,0.0043913,0.0204708,0.0036204,0.010534,0.0290447,0.0104039,0.0087106,0.0096047,0.0119148,0.0014044,0.0144095,0.0076097,0.0040758,0.0052841,0.0130422,0.0077114,0.0058662,0.0160802,0.0038925,0.0106291,0.0255431,0.0084461,0.0153587,0.0015475,0.0040337,0.0049493,0.0148518,0.0049801,0.0203869,0.0087919,0.1413366,0.0847236,0.0826256,0.1054707,0.0500776,0.008835,0.0210786,0.0175204,0.0130788,0.0054266
G3,0.7054366,0.7253694,0.6782562,0.638394,0.5291594,0.5891524,0.6419368,0.6554541,0.5630129,0.714236,0.6476639,0.6478762,0.65802,0.6199684,0.6695044,0.6720163,0.7559854,0.6406536,0.6269619,0.7055489,0.6323177,0.765084,0.6220134,0.6343457,0.5637804,0.6359665,0.6876098,0.6451632,0.6374808,0.6979349,0.7139918,0.7616716,0.6279701,0.7459366,0.5988492,0.5360232,0.5837609,0.6348339,0.6587756,0.6081018,0.7256028,0.6406805,0.6385978,0.6617892,0.6634177,0.6274595,0.7229933,0.6726753,0.60935,0.6074615,0.6833884,0.6231324,0.6543681,0.6284344,0.6773838,0.6754314,0.6124328,0.5111418,0.8333132,0.6744152,0.6471506,0.6195459,0.7279935,0.7113319,0.6937358,0.6645371,0.6459568,0.7248565,0.6538148,0.6704416,0.5474749,0.6691839,0.6554641,0.5949907,0.6546477,0.6081323,0.7003832,0.7937064,0.7179332,0.5982634,0.6969026,0.5744708,0.6393025,0.7154343,0.5762052,0.6006539,0.6562207,0.5875707,0.6141596,0.6654846,0.5986776,0.626549,0.6739063,0.6513364,0.5851903,0.678276,0.5493806,0.6608766,0.7271631,0.6709917,0.7262008,0.6861445,0.7114348,0.5784205,0.7250972,0.743861,0.6827629,0.5464643,0.6510928,0.7448058
G4,0.3055541,0.2796594,0.3236686,0.3011033,0.4063139,0.5281535,0.4499801,0.3537212,0.3142408,0.524603,0.4794484,0.3495819,0.1436462,0.0402375,0.0332151,0.0100151,0.0357265,0.1191203,0.3672455,0.3174864,0.382244,0.348553,0.3607696,0.306363,0.248611,0.2148407,0.184989,0.2410945,0.2718648,0.2119181,0.3321488,0.2686135,0.3269935,0.3250849,0.2181852,0.3535519,0.2362583,0.2354322,0.2686749,0.2569704,0.2472174,0.2613758,0.3278766,0.4622469,0.3609412,0.3133888,0.4485077,0.5177575,0.5058744,0.5357404,0.5186315,0.4891966,0.3901826,0.4087839,0.4191111,0.3339042,0.5354483,0.6176068,0.6118545,0.7711808,0.567235,0.2167325,0.262855,0.3434485,0.2986389,0.3192907,0.3836982,0.4245954,0.3896932,0.3031709,0.3578533,0.3278629,0.4666667,0.3125371,0.3306976,0.2799628,0.2909649,0.3897292,0.216526,0.1763999,0.1622608,0.2021967,0.1948654,0.3684958,0.4399648,0.3232126,0.2326307,0.2545745,0.4046211,0.6097623,0.6085097,0.6188038,0.6306896,0.6215768,0.5559999,0.4437336,0.494546,0.4360582,0.4532304,0.4259972,0.2803594,0.3600056,0.4115177,0.4797072,0.3707441,0.4627052,0.4480717,0.4464132,0.3930203,0.3050349
G5,0.1302614,0.1557957,0.1911322,0.1319843,0.1810127,0.1994149,0.1141575,0.1793312,0.1180233,0.0951739,0.1374974,0.1537795,0.2110313,0.2222546,0.2196809,0.2508706,0.2377773,0.2509812,0.2076814,0.1225945,0.1653194,0.1509076,0.1731151,0.264731,0.1903772,0.2381163,0.3252363,0.2496768,0.2525142,0.2488823,0.3003678,0.1918846,0.2014723,0.1543641,0.2526765,0.2031524,0.1641296,0.1641034,0.2228,0.2340282,0.189141,0.2119278,0.2474458,0.1184514,0.1381463,0.1383281,0.1559434,0.1411285,0.136673,0.1203927,0.1238801,0.1407328,0.1411922,0.1904366,0.1267434,0.206401,0.0297728,0.0269671,0.0196653,0.0275341,0.0166584,0.1795965,0.2323394,0.2601298,0.2136529,0.1883498,0.1450218,0.3361572,0.3557772,0.2989221,0.2924847,0.3605182,0.1615328,0.1407595,0.1625787,0.182509,0.1608947,0.134329,0.03275,0.010232,0.020693,0.0610897,0.0196936,0.1813241,0.2063874,0.2487703,0.214029,0.2015867,0.2608936,0.0757427,0.0769922,0.0855092,0.0515131,0.0582124,0.1789236,0.1296159,0.1208004,0.1121039,0.133021,0.1329609,0.1531247,0.1738259,0.1282149,0.1429476,0.1369509,0.1760677,0.1501381,0.1265155,0.1137297,0.2220279
G6,0.2919982,0.4689543,0.462897,0.3997458,0.3971587,0.2841124,0.2651127,0.246301,0.3100968,0.358769,0.2677677,0.3556638,0.5183376,0.5008569,0.7749982,0.5813933,0.6961558,0.7049348,0.4282297,0.3915034,0.3762339,0.4401588,0.3545104,0.2122942,0.1037853,0.1222893,0.1481228,0.172814,0.4446569,0.5529236,0.4044182,0.4200879,0.415401,0.3300786,0.4568683,0.3950871,0.4081104,0.4938859,0.4049342,0.4748589,0.4106006,0.4430369,0.3538642,0.2811713,0.3297199,0.5686948,0.4412616,0.250825,0.1873245,0.249502,0.1561557,0.2774848,0.2901428,0.2579414,0.2200452,0.3230911,0.4181957,0.4145327,0.4967345,0.6034941,0.4532869,0.5872666,0.4635222,0.5269968,0.4019721,0.4377062,0.3385391,0.5468865,0.3426619,0.4084516,0.2955338,0.4147194,0.2195438,0.3341237,0.400087,0.4796255,0.4460732,0.3346498,0.4208209,0.4965026,0.4548604,0.5226431,0.5254138,0.389086,0.3660101,0.448461,0.5027899,0.4989728,0.3093154,0.097523,0.0300622,0.0226073,0.0288798,0.0269474,0.2189502,0.1722906,0.2942204,0.2127122,0.2582896,0.3516315,0.3063254,0.2200307,0.177065,0.2065242,0.2389378,0.2488292,0.3074501,0.2498204,0.3208103,0.3795079
G7,0.1775194,0.1041319,0.1236651,0.1986224,0.1287527,0.1355569,0.2039732,0.1670838,0.1516146,0.1247131,0.1834511,0.1819845,0.1379602,0.157064,0.1245242,0.139253,0.1527299,0.1600728,0.1937975,0.1870643,0.2110922,0.1538246,0.1394782,0.1533184,0.1717276,0.258733,0.1945974,0.1779146,0.1377459,0.1653464,0.2196112,0.1225349,0.1530239,0.152322,0.1954847,0.1706299,0.1535253,0.1351813,0.2382486,0.1815716,0.1828243,0.1765654,0.1933258,0.1461594,0.1699214,0.0090045,0.0007076,0.0007517,0.0003527,0.0,0.1636642,0.1906866,0.161267,0.1503067,0.0886978,0.1903038,0.1780406,0.131218,0.1214187,0.1872357,0.1406304,0.1544638,0.1518499,0.1277268,0.1403713,0.1510285,0.2268825,0.1976227,0.2360421,0.1621708,0.1813497,0.1328734,0.2242551,0.1758405,0.1519613,0.1582167,0.2294893,0.1781802,0.0071263,0.0008069,0.0,1e-06,4.1e-06,0.1238559,0.1391263,0.1723383,0.108705,0.1544033,0.1663623,0.1162402,0.1635294,0.1717413,0.1564106,0.1625676,0.1240313,0.1514026,0.1663693,0.1534466,0.1664519,0.1374194,0.1098605,0.1574025,0.1579423,0.1096432,0.1638659,0.1313387,0.1714471,0.1584445,0.2252025,0.13585
G8,0.1792838,0.2351342,0.1711113,0.1931405,0.1636857,0.1663535,0.1169801,0.1288006,0.1299006,0.1472987,0.1339589,0.2026781,0.3871357,0.4163399,0.440551,0.4020358,0.5036139,0.3011278,0.1949323,0.1290949,0.1886118,0.2257905,0.2079103,0.3196587,0.4909709,0.3826829,0.5268662,0.48287,0.2686696,0.3043541,0.3408581,0.285078,0.2397718,0.1862106,0.2536567,0.2323222,0.2823185,0.2038409,0.2211959,0.4002503,0.257478,0.1843701,0.1607198,0.1106672,0.1837809,0.221256,0.1633565,0.1096584,0.1192451,0.0776055,0.1069687,0.0675056,0.1326948,0.1083919,0.093013,0.1969214,0.2468395,0.1476207,0.2536681,0.3179263,0.3427758,0.2387526,0.2711178,0.2089445,0.1770421,0.1829551,0.2008754,0.3175754,0.2809891,0.3480159,0.2616812,0.3121091,0.1091431,0.1378888,0.2153861,0.208335,0.2445887,0.1801808,0.4194832,0.3736457,0.5179178,0.4452683,0.4976046,0.1635321,0.176553,0.1979651,0.3465315,0.2364377,0.1859894,0.1905783,0.2370642,0.2802326,0.21128,0.1379743,0.0735169,0.0482489,0.0974751,0.1227016,0.0945704,0.2127426,0.2168604,0.0449441,0.0623574,0.0286027,0.0420369,0.0728225,0.0871392,0.1125853,0.0977016,0.224268
G9,0.3669161,0.0122595,0.0344352,0.0332834,0.036363,0.0268983,0.2753351,0.3420678,0.2875863,0.3570327,0.3623649,0.3543518,0.263026,0.3166437,0.320949,0.3264948,0.33837,0.3521411,0.3124779,0.3953929,0.3000324,0.3527027,0.3823075,0.3656261,0.2980042,0.2833029,0.3230184,0.3291952,0.3605044,0.3336364,0.3184514,0.3466854,0.3120133,0.3671769,0.3877657,0.3348495,0.430988,0.4729886,0.4597311,0.4082033,0.3675517,0.4439634,0.3519123,0.3645561,0.3432718,0.0449516,0.082296,0.0808787,0.0677403,0.0644086,0.3736117,0.427188,0.4141746,0.4219195,0.3627261,0.3591186,0.4342399,0.3126241,0.5380235,0.3858529,0.3969283,0.3624289,0.3496209,0.3085376,0.3385544,0.3766724,0.3163641,0.3909963,0.5005321,0.4307543,0.4524989,0.4528078,0.2718337,0.3428976,0.3114236,0.3435872,0.3447027,0.3631671,0.3302147,0.4154252,0.3062985,0.3319507,0.2965518,0.2926816,0.2975712,0.3753478,0.3758156,0.3596527,0.4098793,0.3238962,0.3631429,0.3766895,0.4180471,0.3138569,0.3096317,0.3299423,0.361995,0.4072788,0.3763646,0.3854404,0.2233436,0.2035738,0.2572967,0.2096816,0.2113992,0.2668056,0.2785074,0.2189987,0.3596725,0.3590002
G10,0.5250375,0.6214655,0.6103867,0.6308903,0.7011676,0.598403,0.5962235,0.6714631,0.5543043,0.4537773,0.5564261,0.5515474,0.4827405,0.5563666,0.4843492,0.3129396,0.4119351,0.4903428,0.4619674,0.4931166,0.5756355,0.5967833,0.454009,0.5777263,0.4413222,0.2883719,0.2353205,0.3606868,0.3863192,0.4746295,0.4406106,0.5534871,0.4742557,0.4541247,0.5503631,0.492864,0.5136044,0.5927158,0.6497616,0.4991224,0.6151187,0.6261551,0.4678682,0.5636593,0.4633173,0.5223053,0.4860334,0.5574588,0.478613,0.523071,0.4932024,0.55449,0.4438916,0.6153949,0.5041697,0.540466,0.48481,0.6074782,0.5266865,0.6460308,0.6542846,0.5135471,0.4260678,0.5241992,0.5072212,0.5446642,0.5192392,0.4860166,0.3721153,0.4044236,0.5434209,0.459261,0.5109408,0.4077819,0.5543963,0.41485,0.6456817,0.5499045,0.5399764,0.6662644,0.604293,0.7084425,0.5123057,0.5212678,0.4004895,0.5273892,0.526795,0.4912987,0.5766236,0.5285519,0.4875143,0.5126617,0.6043335,0.5167462,0.4973217,0.5662599,0.5979292,0.5338268,0.4773114,0.4861559,0.6686839,0.7003725,0.6587828,0.6810234,0.6321931,0.5213912,0.5478194,0.5247941,0.482469,0.5419791
G11,0.7238976,0.545542,0.3896517,0.3061555,0.4293116,0.2867555,0.429362,0.4767018,0.4237356,0.5509395,0.5971849,0.6330212,0.4764213,0.4990476,0.5724209,0.5812487,0.6546268,0.4555787,0.4429946,0.5382533,0.4505052,0.4201977,0.6512395,0.586598,0.5727762,0.4742468,0.4975035,0.4505635,0.5491315,0.519168,0.5255206,0.6073133,0.6211151,0.6409046,0.4240687,0.4853803,0.499902,0.5054542,0.4078556,0.5281447,0.556229,0.5591235,0.4791233,0.522688,0.5338677,0.4799416,0.3583101,0.3062206,0.36473,0.402886,0.4924696,0.5188374,0.5791382,0.4276737,0.4963286,0.7123005,0.5112374,0.6175844,0.4555804,0.4671769,0.5078752,0.5642131,0.4335154,0.6348557,0.481892,0.4519424,0.6862093,0.5673955,0.5157373,0.6002041,0.5719069,0.570967,0.4807276,0.569222,0.5176846,0.5132097,0.4733169,0.605561,0.484641,0.4969967,0.5761253,0.5731391,0.5300716,0.419423,0.531031,0.5605385,0.5865559,0.5711055,0.5615368,0.2659842,0.1474693,0.2640231,0.2120199,0.2903217,0.4555594,0.5604415,0.4879936,0.509707,0.4703174,0.7128826,0.5296418,0.454954,0.4366686,0.440777,0.4406231,0.420949,0.5610743,0.4582915,0.4719245,0.4710469
G12,0.49544,0.4061651,0.3388419,0.373477,0.3193265,0.3869174,0.3982105,0.4808347,0.468536,0.4375857,0.4766793,0.4383724,0.6451628,0.7053268,0.5254319,0.6417129,0.5625707,0.4240561,0.5189692,0.4244255,0.4990812,0.4168432,0.4040791,0.7134994,0.6583578,0.5055343,0.3944291,0.3730569,0.2392904,0.3915747,0.3749649,0.3967456,0.4686795,0.4871016,0.5720813,0.446491,0.4046826,0.5024505,0.4397174,0.480575,0.4512693,0.4721255,0.5035174,0.5038711,0.5006336,0.5212569,0.3692389,0.5449499,0.4706106,0.3667216,0.4727328,0.47951,0.5152941,0.5004101,0.5507214,0.4713736,0.3771096,0.5249353,0.4461804,0.5057304,0.5162441,0.4337553,0.5278798,0.4037901,0.4018141,0.4755186,0.5161211,0.4100921,0.4880038,0.4350232,0.4502955,0.4101728,0.4808795,0.4210634,0.5040485,0.4650633,0.447892,0.5306619,0.4154961,0.5694208,0.458873,0.4594918,0.4379255,0.474776,0.4335871,0.4270935,0.5399601,0.4077365,0.5520154,0.6695677,0.7710586,0.6601188,0.6013499,0.751399,0.3753857,0.4543762,0.4792839,0.5006104,0.4333536,0.4533695,0.4469602,0.5491435,0.4097107,0.3935932,0.4414532,0.4315912,0.4876055,0.3773459,0.4674981,0.4535458
G13,0.5169571,0.605893,0.7322524,0.6634838,0.5725781,0.6549233,0.5587982,0.4574233,0.2973863,0.3546958,0.3921206,0.4967895,0.4510825,0.4544334,0.4319209,0.4605789,0.483713,0.5135597,0.4712379,0.4712221,0.4361603,0.465017,0.3969338,0.397401,0.3763248,0.4667849,0.5243397,0.4312428,0.3412379,0.5555526,0.3756768,0.3260314,0.5441631,0.5105168,0.5346638,0.3824985,0.4025679,0.2746293,0.2635302,0.2697862,0.3801398,0.4258959,0.4064354,0.3960195,0.5204338,0.2850127,0.2469862,0.272094,0.344086,0.2913248,0.5609239,0.4588527,0.4258077,0.4820536,0.4470431,0.4446479,0.4016509,0.3660329,0.4365149,0.3522919,0.3314143,0.3996556,0.4651225,0.491796,0.4252853,0.3559829,0.4641281,0.0815896,0.0072219,0.0117762,0.0068104,0.0095963,0.3869679,0.3256652,0.3909782,0.4470008,0.4732227,0.5153225,0.3659925,0.5089562,0.3903563,0.4068429,0.4355907,0.4280879,0.4932837,0.4544108,0.4397614,0.5497223,0.4814097,0.416599,0.2698134,0.2108132,0.2170001,0.2708887,0.3885459,0.4037857,0.4016939,0.389341,0.394776,0.4367879,0.5039947,0.4905458,0.5557394,0.4931888,0.6364547,0.6639506,0.4180607,0.5796456,0.5086194,0.4099292
G14,0.4177833,0.5052146,0.652796,0.6694153,0.6651111,0.7397504,0.397572,0.3421961,0.2921381,0.3171333,0.2814944,0.4425076,0.4655395,0.4307708,0.3202879,0.3156224,0.5163341,0.3438818,0.3186786,0.3474939,0.4634904,0.4088162,0.3231519,0.3711665,0.3849162,0.4238706,0.3076727,0.3960617,0.4012175,0.3555564,0.3809002,0.3493125,0.3804451,0.4207158,0.2149901,0.2409345,0.1701968,0.1691479,0.2347865,0.2963358,0.3012119,0.2781553,0.3728523,0.3290737,0.4997665,0.3753229,0.4231583,0.4640737,0.4761208,0.5419903,0.4790156,0.3165062,0.3863446,0.3635654,0.265309,0.3779527,0.4484576,0.3969529,0.3672264,0.2561384,0.3051027,0.2953146,0.3580602,0.4538701,0.4097039,0.3541247,0.3541892,0.3863051,0.3912404,0.3706386,0.3595371,0.3683302,0.3376669,0.3637941,0.3479833,0.4024011,0.3211298,0.3906515,0.4232434,0.3672842,0.2727279,0.3884193,0.4130587,0.3704507,0.3614499,0.3125458,0.2966435,0.3980135,0.3115141,0.3987177,0.4306943,0.4342772,0.2655228,0.3504108,0.2956844,0.2997539,0.3388836,0.3246902,0.3970974,0.465303,0.1422836,0.1667725,0.1516839,0.2145738,0.1310584,0.4433565,0.4101951,0.3765903,0.4853344,0.4081968
G15,0.348053,0.339214,0.3855854,0.3662905,0.420343,0.3418835,0.4722774,0.3306742,0.2609882,0.2899132,0.34344,0.2997859,0.2460244,0.295852,0.227682,0.2977639,0.2485299,0.3649303,0.3808303,0.3704745,0.3741968,0.3582897,0.3708609,0.3039853,0.2476745,0.2266966,0.2185414,0.1971462,0.3094706,0.3112352,0.3958832,0.2946899,0.3897667,0.3893024,0.3031922,0.4054821,0.280927,0.339122,0.3100947,0.2708905,0.2950459,0.3429577,0.3122434,0.3121467,0.4050868,0.162826,0.1745001,0.1993126,0.1665696,0.2009509,0.3604578,0.3354112,0.3221189,0.3061655,0.2870741,0.3483923,0.3759598,0.3787285,0.3129576,0.2865765,0.3365819,0.3087943,0.4473464,0.3856254,0.3270331,0.3344204,0.4028932,0.3025423,0.2680085,0.356992,0.2878252,0.3232789,0.3337607,0.3807935,0.3697684,0.3758146,0.3224326,0.4135834,0.400523,0.2656386,0.3222535,0.3853448,0.3541612,0.3770094,0.3574191,0.3162676,0.3109067,0.4671535,0.3419698,0.3435845,0.3432273,0.3507937,0.3256191,0.2952282,0.2878309,0.380439,0.3055514,0.3261326,0.3685172,0.3415177,0.426956,0.3677506,0.497281,0.447022,0.3918919,0.4223844,0.3851087,0.3612876,0.4044756,0.3731481
