SourceGENES,TargetGENES,Interaction,Edges
G21,G53,1,activation
G73,G53,0.983566006209029,repression
G99,G53,0.955351909991728,repression
G21,G18,0.923711936994442,activation
G73,G18,0.857543222729441,activation
G99,G18,0.751554282417397,activation
G27,G53,0.585882281506183,repression
G27,G18,0.538769956804313,activation
G43,G53,0.50364296305568,repression
G21,G52,0.485651320781622,repression
G73,G52,0.431015960685526,repression
G21,G95,0.424100561720771,repression
G21,G39,0.419030875735485,repression
G43,G18,0.404875820018678,activation
G99,G52,0.395145463682366,activation
G21,G37,0.375861794088941,activation
G21,G5,0.373397751878999,activation
G21,G28,0.350931178484688,repression
G73,G39,0.340571918538568,activation
G64,G35,0.332629949248547,repression
G99,G39,0.322410100559368,activation
G99,G37,0.319329429204032,repression
G99,G95,0.317300802634949,activation
G73,G95,0.31526492230892,activation
G21,G9,0.312260300055322,repression
G64,G76,0.308281446447026,repression
G21,G80,0.303612239972219,activation
G64,G27,0.30043776321706,activation
G8,G75,0.284957569819557,activation
G64,G69,0.284631485015678,repression
G64,G2,0.284119771803868,activation
G73,G80,0.28279611388211,repression
G73,G28,0.280908793306967,repression
G64,G75,0.278832864020973,activation
G51,G28,0.278526319059206,activation
G51,G5,0.276973576563689,repression
G99,G5,0.275610048329933,repression
G51,G95,0.26879248009255,repression
G73,G37,0.268724174774697,activation
G64,G98,0.267875962897743,repression
G99,G36,0.265260432277741,repression
G27,G52,0.264951666853222,activation
G51,G9,0.262181688954093,repression
G64,G93,0.260403374768334,repression
G21,G46,0.259651389235878,activation
G99,G28,0.251490805213222,activation
G21,G36,0.245537317580498,repression
G74,G18,0.240464713862364,repression
G21,G30,0.240206108219583,activation
G66,G5,0.237291400530911,activation
G99,G80,0.236904533087423,activation
G64,G45,0.235520288821711,activation
G24,G75,0.235499412868081,activation
G64,G21,0.233931796569662,activation
G51,G72,0.233661897716453,activation
G73,G9,0.231318807035459,activation
G73,G46,0.231185470277631,activation
G64,G66,0.229313122449867,activation
G21,G16,0.22450370081411,repression
G64,G50,0.223354490487035,repression
G99,G9,0.221941015478979,repression
G64,G24,0.217956465935799,repression
G51,G18,0.21689729216026,activation
G51,G75,0.215141517460274,repression
G99,G46,0.212021861779957,activation
G73,G36,0.211216379767255,activation
G51,G39,0.210870049018917,activation
G48,G5,0.210546734241531,repression
G21,G97,0.209359217878012,activation
G8,G69,0.208896975687818,repression
G64,G84,0.206965728072983,repression
G73,G79,0.206240130934853,activation
G27,G39,0.206140670412478,activation
G64,G60,0.204369294850746,activation
G99,G79,0.204222494910987,activation
G74,G95,0.203180588497283,repression
G43,G52,0.20135992672521,repression
G74,G28,0.201312367476108,repression
G73,G5,0.201289628634567,activation
G51,G54,0.200664869370676,repression
G8,G72,0.199967372970558,repression
G8,G93,0.199892608740825,activation
G21,G79,0.199576904477959,activation
G74,G5,0.198314488251353,repression
G48,G95,0.195973930403505,activation
G24,G69,0.195537846495565,activation
G51,G78,0.195400983730213,activation
G51,G7,0.195158578819946,repression
G64,G42,0.194292888502183,repression
G48,G28,0.192218030995379,activation
G99,G30,0.189702142233189,activation
G64,G10,0.18950898572469,activation
G64,G51,0.186467660310626,activation
G74,G9,0.186398783605127,repression
G8,G7,0.186100391379284,repression
G99,G16,0.185350135430683,activation
G27,G95,0.184527172619368,repression
G48,G9,0.182977135267897,activation
G27,G80,0.181288581985263,activation
G64,G55,0.180160459563432,repression
G64,G58,0.179646103430985,activation
G66,G43,0.177534805460166,repression
G48,G18,0.176041834872684,repression
G24,G93,0.175997646774521,repression
G27,G28,0.175035851447703,repression
G73,G30,0.174270216355849,repression
G19,G53,0.173105302679002,activation
G8,G28,0.172593652935422,activation
G99,G97,0.171146391987206,repression
G74,G39,0.171001440837336,activation
G89,G53,0.169868821209174,repression
G8,G1,0.169455588222814,repression
G24,G35,0.169005327218062,repression
G21,G23,0.168762261033612,activation
G51,G12,0.166493683186327,repression
G83,G53,0.166247783551623,activation
G51,G61,0.16478025237243,activation
G64,G56,0.164620081556042,activation
G64,G33,0.164027872017608,repression
G8,G25,0.162880528532631,repression
G66,G73,0.162056174730066,repression
G51,G77,0.16159843015225,activation
G62,G53,0.161167949913915,repression
G51,G84,0.159721818698908,activation
G73,G16,0.159388198569775,repression
G66,G95,0.159304996187158,repression
G8,G18,0.157949545312456,repression
G21,G17,0.157743509301475,repression
G17,G53,0.156401638972236,activation
G96,G5,0.156220050261107,repression
G48,G39,0.155796516668077,repression
G66,G9,0.154448199875401,repression
G51,G1,0.154154507313153,repression
G24,G72,0.153795011176991,repression
G21,G43,0.153761473722853,repression
G64,G90,0.152924353512014,repression
G64,G1,0.151452823395033,repression
G43,G39,0.151256205199508,activation
G8,G9,0.151136966324171,repression
G51,G67,0.150997736255132,activation
G51,G85,0.147402689599205,repression
G64,G96,0.147248354793696,repression
G24,G2,0.147126555452046,activation
G64,G63,0.146840040272331,activation
G66,G27,0.14675659312215,repression
G21,G83,0.146308317712522,repression
G8,G84,0.145512000460448,repression
G24,G84,0.14547115588168,repression
G97,G53,0.145157421081234,repression
G66,G28,0.144072717518878,activation
G21,G67,0.14305510887939,repression
G10,G75,0.142309454508399,repression
G8,G95,0.142260984775241,activation
G27,G46,0.142087637731156,repression
G51,G69,0.141894987623734,activation
G27,G37,0.140918982867332,repression
G64,G65,0.140421292170555,activation
G8,G54,0.140335560913659,activation
G27,G9,0.13922085790157,activation
G8,G85,0.139120401020619,repression
G8,G78,0.138840192366287,repression
G24,G1,0.138447885139779,repression
G64,G34,0.136788413448516,activation
G64,G4,0.1364001172751,repression
G64,G15,0.134321873377142,repression
G68,G53,0.133997695335389,repression
G43,G95,0.133897759524384,repression
G51,G91,0.131961122108716,repression
G99,G23,0.131749300407844,repression
G43,G80,0.13119997097937,repression
G73,G67,0.130772455071405,repression
G21,G32,0.130747227598545,activation
G8,G12,0.129602527013405,repression
G64,G72,0.128758764793732,repression
G74,G54,0.128268204272397,repression
G48,G72,0.128221784960825,activation
G74,G52,0.128010952239303,activation
G48,G54,0.127077589697558,activation
G74,G72,0.126722464729808,activation
G51,G80,0.125425476921745,repression
G51,G35,0.124778458336957,activation
G99,G17,0.123904467909021,activation
G8,G77,0.122973740107186,repression
G10,G69,0.122512966720628,activation
G66,G91,0.122424352560251,repression
G64,G12,0.122044019685922,activation
G96,G95,0.121905385848293,repression
G27,G79,0.121531977597592,activation
G43,G37,0.121504987075341,repression
G99,G8,0.121199128275551,activation
G8,G2,0.120884233056001,repression
G48,G78,0.120851480063216,activation
G8,G39,0.120644715165835,repression
G51,G43,0.120390705842384,repression
G8,G35,0.120204957259532,activation
G43,G28,0.119840549438538,repression
G74,G78,0.119417712747176,activation
G91,G53,0.119300585349703,repression
G24,G7,0.119149219696805,repression
G51,G52,0.118498824056961,repression
G10,G35,0.117489612619407,repression
G96,G9,0.117058084184949,repression
G99,G83,0.116861679276031,activation
G8,G61,0.116586896348226,activation
G96,G28,0.11604181093772,activation
G99,G43,0.116002522407743,activation
G51,G92,0.114835775453699,activation
G51,G70,0.114733112028416,activation
G8,G33,0.114217628359339,activation
G19,G18,0.113850481724199,activation
G24,G42,0.113428016557324,repression
G43,G36,0.113362967546348,repression
G24,G12,0.113134899430637,activation
G66,G99,0.112894936892053,activation
G73,G44,0.112726364096308,activation
G21,G54,0.11242083295479,activation
G74,G7,0.112340617175396,activation
G73,G17,0.112158518932611,activation
G73,G23,0.111670094903434,activation
G24,G27,0.110244605509622,activation
G56,G53,0.11021667106554,activation
G74,G80,0.109946584079451,repression
G73,G97,0.109714221326843,repression
G43,G79,0.109481505309517,repression
G51,G25,0.109381059734421,repression
G8,G67,0.108952507289822,repression
G8,G42,0.108821452943251,activation
G43,G46,0.10826800425789,activation
G21,G91,0.107695093153444,activation
G64,G99,0.107564955982814,repression
G51,G11,0.106892857107413,activation
G10,G93,0.106502501776106,repression
G66,G78,0.105666288765525,repression
G64,G92,0.105625204422911,repression
G27,G36,0.105604308559719,activation
G74,G77,0.104932368417328,activation
G48,G43,0.104669661140936,repression
G24,G33,0.104349625699478,repression
G66,G54,0.104327336312686,repression
G48,G7,0.104234703994033,repression
G74,G67,0.104097081906518,activation
G89,G18,0.103821164628428,activation
G24,G25,0.102333904614732,activation
G66,G72,0.10231248312796,activation
G8,G5,0.102228475294457,repression
G66,G61,0.101649058535934,repression
G24,G60,0.100947924515121,repression
G48,G77,0.100029375715153,repression
G51,G30,0.0998452740737034,repression
G96,G43,0.0998303178941348,repression
G48,G52,0.0987983041725643,repression
G64,G31,0.0987215177354318,activation
G73,G77,0.0985628680479836,repression
G21,G77,0.0985625463852514,repression
G48,G61,0.0985052156350652,repression
G8,G70,0.0984359328113823,repression
G73,G83,0.0983991984271282,activation
G24,G61,0.0983760613834666,repression
G66,G39,0.0981228444735036,activation
G10,G2,0.0979304673952935,activation
G92,G53,0.0978219525559719,repression
G48,G67,0.0976308831148722,activation
G27,G30,0.0972767767650988,repression
G99,G32,0.0971197359694691,repression
G48,G91,0.0962987539658276,activation
G51,G68,0.0959424144960306,activation
G43,G9,0.0954129547363826,activation
G73,G54,0.0950895705194604,activation
G99,G67,0.09479023773001,repression
G10,G84,0.0944416988331692,activation
G48,G12,0.0941571908758995,repression
G24,G78,0.0938441604686112,activation
G66,G12,0.0938003572388792,repression
G27,G5,0.0937638135959422,activation
G51,G14,0.0935241132926607,activation
G73,G32,0.0931921813104833,activation
G64,G61,0.0931623641079289,repression
G8,G57,0.0928912285429959,activation
G10,G72,0.0926626166079329,activation
G64,G3,0.0925813604654723,repression
G24,G50,0.0925579570605363,activation
G24,G85,0.0921893384028236,activation
G8,G80,0.0921150837827444,repression
G21,G73,0.0919896895792698,activation
G64,G57,0.0918511067123625,activation
G74,G61,0.0916621714062108,activation
G24,G56,0.0904618580568093,repression
G48,G80,0.089961202008315,activation
G64,G94,0.0897882428970029,activation
G64,G49,0.0893488606544939,repression
G61,G53,0.0892477466246855,activation
G51,G26,0.0890523279898713,activation
G27,G67,0.0888302095101043,repression
G66,G35,0.0883185509791459,activation
G51,G22,0.0882636077898532,repression
G51,G32,0.0880353870755996,repression
G10,G27,0.0878795694288519,repression
G74,G12,0.0875020545652268,activation
G79,G75,0.0875013984923436,activation
G51,G82,0.086363209875428,activation
G24,G63,0.086238990838194,activation
G51,G57,0.0857426115458356,repression
G51,G6,0.0857045698035848,activation
G74,G91,0.0856646845208969,activation
G96,G39,0.0854367421543475,repression
G66,G97,0.0854257319641736,activation
G66,G92,0.0853147546917164,repression
G79,G93,0.0850646916831592,activation
G74,G30,0.0850217089990347,repression
G27,G16,0.0849800274018218,repression
G21,G44,0.0846172006241356,repression
G51,G27,0.0845074517015258,repression
G24,G54,0.0841707255403927,repression
G10,G1,0.0840195075227115,repression
G64,G47,0.0838997143210543,activation
G96,G72,0.0835707332671999,repression
G74,G85,0.0835468604961343,activation
G27,G44,0.0828272480954525,activation
G74,G75,0.0828247539733857,activation
G51,G62,0.0819974229367334,activation
G8,G14,0.0817674762285598,repression
G66,G84,0.0817661992044615,activation
G96,G54,0.0815696391869598,activation
G74,G43,0.0815296370968751,repression
G51,G23,0.081232971273648,activation
G64,G74,0.0812195566432351,activation
G51,G88,0.0806213352751502,repression
G96,G73,0.080619537200665,repression
G48,G30,0.0805640404733674,repression
G96,G78,0.0804426951223787,activation
G64,G59,0.0801021481570272,repression
G83,G18,0.0793680079944283,activation
G7,G53,0.0793205143405977,repression
G68,G18,0.0793048539342654,activation
G8,G11,0.0791659228307713,activation
G24,G57,0.0788003390673563,activation
G64,G48,0.0786553267024182,activation
G48,G85,0.0785348260969449,repression
G24,G92,0.0783666746804148,activation
G48,G84,0.0778494482922543,activation
G51,G40,0.077846627063352,activation
G96,G91,0.0773428668560525,activation
G8,G56,0.0770226250554062,activation
G24,G21,0.0767596940465104,repression
G8,G63,0.0761649241053687,repression
G99,G73,0.0759093876974111,repression
G24,G70,0.0758588821112195,activation
G43,G30,0.0757347146711041,repression
G8,G92,0.0754137431030372,repression
G21,G22,0.0752415213169896,activation
G48,G75,0.075166167982845,activation
G8,G40,0.0749685143154607,repression
G51,G81,0.0749400491595717,repression
G24,G45,0.0746918660000621,activation
G96,G27,0.0742831513144504,activation
G51,G38,0.0740459272718937,repression
G51,G60,0.0736046996644429,repression
G24,G55,0.0733173592791121,repression
G43,G5,0.0728955943853839,activation
G24,G34,0.0727295047250817,activation
G27,G77,0.0726916016904426,repression
G8,G52,0.072652522636075,activation
G10,G42,0.0726254698221529,activation
G64,G71,0.0723723832737791,activation
G96,G61,0.0721689977800792,activation
G51,G71,0.0719553051440272,repression
G8,G81,0.0717707184518558,repression
G65,G53,0.0716403001325602,repression
G56,G18,0.071498519148936,repression
G51,G89,0.0714485350784226,repression
G10,G12,0.0713824623856408,repression
G99,G91,0.0709988022534643,repression
G10,G60,0.0708660675750759,repression
G43,G16,0.0706626947872233,repression
G74,G1,0.070110129801753,repression
G8,G26,0.0700964330880248,activation
G64,G38,0.0700779854110582,repression
G79,G69,0.0700748757422231,activation
G21,G88,0.0698836151979713,repression
G51,G17,0.0697951826701808,repression
G64,G73,0.069729336979041,repression
G51,G29,0.0696597164123198,activation
G8,G94,0.0695599917089773,repression
G51,G94,0.0694976348012985,activation
G24,G66,0.0694677453364085,activation
G24,G58,0.0689833665329122,activation
G51,G20,0.0686874548617319,repression
G8,G50,0.0685749779911929,activation
G66,G77,0.0685654368304009,repression
G74,G84,0.0685011089348797,activation
G96,G12,0.0684668118012992,activation
G48,G1,0.0683448891055021,repression
G51,G93,0.0682701480543598,activation
G48,G92,0.0682319259141396,activation
G8,G60,0.0680524118234573,repression
G24,G65,0.0678087565297288,activation
G17,G18,0.0677699042739524,activation
G27,G54,0.067754870860918,activation
G8,G6,0.0677332305994839,repression
G51,G63,0.0675791796677425,activation
G1,G53,0.0674792483884183,repression
G24,G10,0.0674118571216343,repression
G8,G38,0.0669908971631084,activation
G8,G71,0.0664233006813277,repression
G24,G77,0.0663106426830694,activation
G21,G8,0.0663001784252412,repression
G10,G7,0.0661966047883478,activation
G74,G46,0.0660397473758818,repression
G24,G94,0.0659727940843455,activation
G51,G97,0.0658129802068722,repression
G21,G78,0.065647729432703,repression
G74,G23,0.065574504449423,repression
G74,G32,0.0654425767716443,repression
G48,G23,0.0651995411445338,repression
G48,G97,0.0651869153880758,activation
G66,G68,0.0651504936490751,repression
G8,G47,0.0649926860180813,activation
G66,G30,0.0647108172880806,activation
G8,G68,0.0644549608837227,activation
G64,G68,0.0643918567419122,repression
G48,G32,0.0642727783035626,repression
G66,G67,0.0641441907241626,repression
G48,G73,0.0640859141044235,activation
G64,G19,0.0639619516613287,repression
G64,G70,0.0639493561444138,repression
G10,G33,0.0637159713277847,repression
G74,G37,0.063638243895672,activation
G24,G4,0.0636291023198848,activation
G21,G86,0.0636136838511145,activation
G48,G11,0.0633597176841302,activation
G62,G36,0.0632232023017844,activation
G24,G9,0.0631389468913029,activation
G24,G28,0.0628926750687039,activation
G48,G70,0.0628431332647332,repression
G99,G44,0.0626810970365588,repression
G24,G11,0.0624323007712648,activation
G66,G23,0.0622057849173085,activation
G74,G70,0.0620975343978231,activation
G27,G17,0.0620213630330661,repression
G10,G61,0.0618147940307575,repression
G27,G7,0.061576690710749,activation
G51,G86,0.0614461292262706,activation
G8,G82,0.0613171466751438,activation
G66,G22,0.0611447589211456,repression
G92,G18,0.06111823313166,activation
G10,G21,0.0609941362460609,repression
G8,G34,0.0609347017131624,activation
G48,G22,0.0609111469335665,activation
G10,G50,0.0605926684968844,activation
G74,G11,0.0605516366333648,repression
G10,G56,0.0601010298531454,repression
G24,G47,0.060077519193264,activation
G74,G97,0.0599567036142483,repression
G96,G84,0.0599297603036279,activation
G66,G11,0.0598603960203337,activation
G24,G40,0.0598392017665863,repression
G99,G54,0.0597323025844521,repression
G24,G71,0.0595455429876863,repression
G24,G38,0.0593366371420919,activation
G97,G18,0.0592661370286641,activation
G66,G89,0.0591754808289298,activation
G96,G77,0.0591028213039772,repression
G51,G46,0.0590861323346063,repression
G27,G23,0.0589880464505108,activation
G64,G25,0.0588776113809925,repression
G24,G68,0.058857953233747,repression
G64,G40,0.0588032912235141,activation
G74,G22,0.0587974929680419,repression
G51,G2,0.0587943613332645,activation
G64,G81,0.0587943417345128,repression
G74,G92,0.0586164552553686,activation
G96,G99,0.0583583399536916,repression
G64,G87,0.0583016752700605,activation
G74,G17,0.058156908841659,repression
G24,G81,0.0580692760218374,repression
G48,G68,0.0578908354298704,activation
G10,G45,0.0576460303410427,activation
G51,G99,0.0572840909260834,activation
G10,G63,0.0572129852903892,repression
G51,G19,0.0571707330035347,repression
G66,G60,0.0570450834505575,activation
G43,G67,0.0564133381200959,activation
G97,G36,0.0563008747140112,repression
G96,G67,0.0560618045913897,repression
G96,G7,0.0560445710013271,activation
G8,G44,0.0560162258921138,repression
G51,G41,0.0559562246115575,repression
G96,G92,0.0559398464063284,activation
G66,G32,0.0559271802104055,activation
G48,G17,0.0558663112640331,repression
G24,G14,0.0558560604057815,activation
G74,G26,0.055797919009085,activation
G74,G82,0.0557187534343886,repression
G43,G44,0.0554054987293902,activation
G51,G83,0.0553820194148971,repression
G21,G29,0.0553173620482277,repression
G21,G89,0.0552846092407747,activation
G48,G88,0.0552839555220444,activation
G73,G78,0.0550738969477905,repression
G74,G16,0.054828120265484,repression
G10,G25,0.0547784444208654,repression
G10,G78,0.0546767317173144,repression
G48,G82,0.0545974989765901,activation
G66,G62,0.0545710714539577,activation
G48,G37,0.0544225916986844,repression
G96,G35,0.0543243781040542,repression
G99,G77,0.0542879770716842,repression
G66,G88,0.0540118688314576,repression
G79,G50,0.0540019189391301,repression
G19,G52,0.0539994568666355,repression
G51,G73,0.0539077156009379,activation
G74,G88,0.0538367021466983,repression
G62,G8,0.0537871456076073,repression
G48,G26,0.0537087224157022,activation
G74,G14,0.0536999100421968,activation
G27,G32,0.0534990363588248,activation
G48,G62,0.053043245915112,activation
G51,G56,0.052792642259394,repression
G8,G20,0.0526161022976653,activation
G74,G25,0.0523199632811917,repression
G21,G82,0.0522535635311113,activation
G74,G68,0.0522477986830975,repression
G10,G66,0.0522055921849712,repression
G8,G49,0.0521868179248702,repression
G10,G92,0.0521861336227364,repression
G48,G14,0.0520820863547906,activation
G10,G85,0.052056163134051,activation
G66,G7,0.0517885713972125,repression
G10,G55,0.0517713912660583,repression
G79,G25,0.0516574236747399,repression
G27,G83,0.051646073366787,repression
G96,G97,0.0514965010257507,activation
G79,G33,0.0512004375038001,activation
G10,G76,0.05115366790723,activation
G64,G11,0.0509300687824511,repression
G24,G5,0.0509067285874904,repression
G97,G8,0.0508465040749872,activation
G8,G65,0.0506534760598637,activation
G51,G42,0.0506406984002037,activation
G48,G89,0.0505656826224331,repression
G51,G16,0.0504917036001335,repression
G8,G62,0.0504774306643835,repression
G61,G18,0.0503551390375873,repression
G48,G16,0.0503524627750319,activation
G8,G91,0.0502958917286184,repression
G74,G62,0.0502162547078356,repression
G24,G49,0.0502091186211191,repression
G51,G47,0.0501924885099142,repression
G48,G46,0.0501394789248849,activation
G66,G70,0.0500891715874319,repression
G48,G6,0.0499563211823581,activation
G64,G7,0.0496656695088912,activation
G10,G58,0.0496285860989895,repression
G74,G6,0.0496020012913356,activation
G79,G2,0.0494245672341909,repression
G48,G27,0.0493945317537176,activation
G99,G22,0.0493375980414318,repression
G89,G52,0.0491462475123594,repression
G48,G35,0.0490159315222305,activation
G8,G87,0.0490031730660454,activation
G96,G30,0.0489762560360454,repression
G51,G87,0.0489586235361981,activation
G66,G21,0.0488003778101751,repression
G24,G6,0.048668962775128,activation
G84,G53,0.0485339596425944,activation
