Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G54	G50	0.593441580695978	4.53072974016789e-31
G50	G54	0.593441580695977	4.53072974016841e-31
G65	G70	0.466633504048042	2.82425905058307e-18
G70	G65	0.466633504048042	2.82425905058319e-18
G10	G8	0.43648540843537	6.05623067422118e-16
G8	G10	0.43648540843537	6.05623067422156e-16
G5	G6	0.389610279468997	9.44832513984826e-13
G6	G5	0.389610279468997	9.44832513984851e-13
G95	G96	0.373131379020147	9.62864098727009e-12
G96	G95	0.373131379020146	9.62864098727076e-12
G5	G59	0.353872976574961	1.2350364877159e-10
G59	G5	0.353872976574961	1.23503648771592e-10
G34	G36	0.268753232642598	1.45743041727681e-06
G36	G34	0.268753232642598	1.45743041727682e-06
G17	G14	0.268494457751247	1.49300556399223e-06
G14	G17	0.268494457751247	1.49300556399224e-06
G80	G38	0.252475317352932	6.32988204075405e-06
G38	G80	0.252475317352932	6.32988204075414e-06
G64	G70	0.24811144450395	9.23020860878833e-06
G70	G64	0.248111444503949	9.23020860878867e-06
G90	G57	0.238653080716937	2.04197469795976e-05
G57	G90	0.238653080716937	2.04197469795979e-05
G23	G9	0.229684289313077	4.21011643358395e-05
G9	G23	0.229684289313077	4.21011643358396e-05
G70	G16	0.221710126841335	7.82399030957818e-05
G16	G70	0.221710126841335	7.82399030957818e-05
G28	G32	0.220251298299555	8.74240427873456e-05
G32	G28	0.220251298299554	8.74240427873468e-05
G68	G11	0.218357336012048	0.000100864207488487
G11	G68	0.218357336012048	0.000100864207488488
G46	G25	0.214499342788835	0.000134461273557913
G25	G46	0.214499342788834	0.000134461273557915
G79	G46	0.199112908654244	0.000402539435243426
G46	G79	0.199112908654244	0.000402539435243428
G58	G65	0.195399427092099	0.000518317789229083
G65	G58	0.195399427092099	0.000518317789229091
G59	G90	0.193392090629174	0.000593087794393392
G90	G59	0.193392090629174	0.000593087794393396
G53	G1	0.193160404738604	0.000602332924059907
G1	G53	0.193160404738604	0.000602332924059909
G50	G49	0.190541321446534	0.000716545077163811
G49	G50	0.190541321446533	0.000716545077163865
G73	G20	0.188927074899689	0.000796588496547047
G20	G73	0.188927074899689	0.00079658849654705
G29	G21	0.187229687297972	0.00088960037838516
G21	G29	0.187229687297972	0.000889600378385164
G45	G95	0.186714003850628	0.000919782780182509
G95	G45	0.186714003850628	0.000919782780182516
G21	G14	0.184869006253922	0.0010356691160571
G14	G21	0.184869006253922	0.00103566911605711
G4	G78	0.183878144762397	0.00110331766140194
G78	G4	0.183878144762396	0.00110331766140197
G45	G80	0.182357486893245	0.00121507932954654
G80	G45	0.182357486893245	0.00121507932954655
