edge_name,op,inf,grnboost,genie3,grisli,grnvbem,leap,pidc,ppcor,scode,scribe,sincerities,singe,ss_cor,ss_ranked,edge_exist,gc_coef
G77_G1,0.0031608197945704,0,0.267834460845679,0.0022833028267029,3668,0.499942,0.178527678004132,0.983509065405224,0,0.36993069489694,0.0661076695867908,0,0,0.0319109171883956,-0.0298778841383848,0,0.356331647249172
G77_G2,0.0098871790788064,0,0.249119701107682,0.0074669806194789,653,0.365462,0.152615854790238,1.38007872084467,0,0.0173862660501829,0.0123577276952527,0.0006661605548664,0,0.0129348106138118,0.00186018601860186,0,0.165475692454585
G77_G3,0.0090530442788812,0,0.941874640809668,0.0164056900902349,3924,0.550329,0.169314894323586,1.38183693253021,0,0.271504112738004,0.0480168768830175,0.0020103756179643,0,0.0107095084510913,-0.115643564356436,0,0.040259882465729
G77_G4,0.0042467863880543,0,1.30225004193073,0.0038168049088046,7209,0.509102,0.253188551678407,1.13443867324488,0,0.292877427956585,0.0056255412406075,0,0,0.0199654734608059,-0.0272307230723072,0,0.197003581531333
G77_G5,0.0023271477256868,0,0.253568450754463,0.001481623187599,1328,0.541271,0.266680348426577,1.25114182890486,0,0.36056588257465,0.025748867788187,0,0,0.0133893305732072,0.141398139813981,0,0.012414021578936
G77_G6,0.0048093451057294,0,0.267110294392289,0.0020871209028701,6362,0.616192,0.15417043457391,0.995219350375467,0,0.124434859176422,0.0676772418412735,0,0,0.0197095138965334,0.128666616636721,0,0.0488628740102917
G77_G7,0.0042470721640722,0,1.33351246269419,0.0081771275105394,583,0.673426,0.165053309620381,1.56325313581265,0,0.116935766653925,0.0016165641596932,0,0,0.00250407318524827,-0.0507170717071707,0,0.0304722265758377
G77_G8,0.0037514386639463,0,0.789328019228966,0.0032886262928267,2550,0.915805,0.196444405281523,1.59067605953746,0,0.46373761466242,0.0515951921025675,0,0,0.0113316326294223,0.102538253825383,0,0.821440948181239
G77_G9,0.0025758951100906,0,0.308632146418928,0.0028420196652696,3606,0.378919,0.157397223538286,0.610221360887007,0,0.0667005399949756,0.0739065838071275,0,0,0.00478051651454452,0.129116658897871,0,0.160770133913383
G77_G10,0.0091603070127711,0,1.39821351466959,0.0088581584837499,7129,0.536363,0.235837851154429,0.114614396060404,0,0.405667829938113,0.0837292699453278,0,0,0.00431258656999333,0.0389558955895589,0,0.0661289726309324
G77_G11,0.0068021046087675,0,0.737106390669651,0.0054349968657519,5729,0.496084,0.143303345899251,0.0327323504441327,0,0.223547068114215,0.0792275372921548,0,0,0.00494528075766213,0.221286013508808,0,0.585811555218279
G77_G12,0.0070707758118631,0,0.118636683256909,0.0062989151224943,7026,0.898948,0.23109314615017,1.57299919801067,0,0.40977129624552,0.0137032502981846,0,0,0.00647729220998914,0.139555127837714,0,0.210758071085537
G77_G13,0.00396518032112,0,0.7098675828929,0.0054244400928393,2847,0.956035,0.217457331062124,0.12320394625415,0,0.302412780663553,0.0282423057590979,0,0,0.0108349959404525,-0.153843384338434,0,0.0355087111650092
G77_G14,0.0044293014599497,0,0.519696633181823,0.003421764741831,2985,0.402073,0.222472236589528,0.138608978744383,0,0.332602032842788,0.0516773658193191,0,0,0.00374297233567202,-0.156567656765677,0,0.0172665168583031
G77_G15,0.0043836099874686,0,0.767397147504899,0.0058456420442866,3248,0.461558,0.187532773595215,0.574823017023597,0,0.291002216151868,0.0564777896508975,0.0058630834516827,0,0.000301503539552022,0.026966696669667,0,0.129067320930389
